step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_agent_loop_response_length_min,timing_s_agent_loop_response_length_max,timing_s_agent_loop_response_length_mean,timing_s_agent_loop_llm_response_length_min,timing_s_agent_loop_llm_response_length_max,timing_s_agent_loop_llm_response_length_mean,timing_s_agent_loop_num_turns_min,timing_s_agent_loop_num_turns_max,timing_s_agent_loop_num_turns_mean,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_update_actor,timing_per_token_ms_adv,timing_per_token_ms_gen,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
65,0.07728883624076843,0.002462503354763612,-2.182205662393244e-06,2.9700350296479883e-05,0.01684466580627486,0.84375,0.3438436565518255,222.65469121932983,227.3125,159.87889862060547,5e-06,65,0,0.1875,1.0,0.0,0.1875,1.0,0.0,-0.07687585800886154,2.4748666286468506,-1.20761239528656,-0.07687585800886154,2.4748666286468506,-1.20761239528656,3801.1171875,4096.0,1534.0,0.671875,1664.3359375,3304.0,721.0,3801.1171875,4096.0,1534.0,0.671875,0.0,715.3125,1016.0,387.0,0.0,11,31,25.40625,0.4375,0.5625,1.5,5,1.5,8.0,8,8,6.839632987976074e-05,6.9717788733541965,32.126297760754824,16.151760780543555,3.8906231224536896,89.3727953042835,24.685883631856996,13.603040425106883,89.3727953042835,720,4096,1534.0,4096.0,3801.1171875,721.0,3304.0,1664.3359375,11.0,31.0,25.40625,136.38950108736753,0.00010521896183490753,4.237776067107916,0.0036035310477018356,27.120570680126548,167.79437681101263,3.7902966141700745e-05,0.04691304262411118,6.233371990288643e-06,0.280323632417623,578103,167.79437681101263,1722.6530798797846,
66,0.07940198481082916,0.000531024081283249,-4.113631598556822e-05,1.9375638657948002e-06,0.0031617105996701866,0.283203125,0.3522553963644306,222.65469121932983,227.3125,160.33432388305664,5e-06,66,0,0.0234375,1.0,0.0,0.0234375,1.0,0.0,-0.014119149185717106,2.4748666286468506,-0.5400605201721191,-0.014119149185717106,2.4748666286468506,-0.5400605201721191,4005.4453125,4096.0,2645.0,0.78125,1829.71875,2738.0,687.0,4005.4453125,4096.0,2645.0,0.78125,0.0,572.125,918.0,326.0,0.0,16,31,25.9140625,0.875,0.125,0.1875,2,0.1875,8.0,8,8,3.357790410518646e-05,6.402250183746219,28.50374011695385,17.763979864146677,4.281920550391078,92.82926323264837,36.78681633649103,18.3315748590976,92.82926323264837,385,3956,2645.0,4096.0,4005.4453125,687.0,2738.0,1829.71875,16.0,31.0,25.9140625,124.69161362573504,0.00010613352060317993,4.265015088021755,0.0037290621548891068,26.799103120341897,155.7874163519591,4.581920802593231e-05,0.045737799495061515,6.364358403303313e-06,0.24320722302985007,585929,155.7874163519591,1880.54020575145,
67,0.07753767818212509,0.003055420354939997,-0.00019073615749221062,1.4481878224614775e-05,-0.0012350056786090136,0.935546875,0.3371368848144944,222.65469121932983,227.3125,160.4351577758789,5e-06,67,0,0.5078125,1.0,0.0,0.5078125,1.0,0.0,-0.1169196367263794,2.4748666286468506,-2.4748666286468506,-0.1169196367263794,2.4748666286468506,-2.4748666286468506,3037.3125,4096.0,393.0,0.359375,1457.7109375,2798.0,169.0,3037.3125,4096.0,393.0,0.359375,0.0,604.3125,983.0,325.0,0.0,5,31,21.546875,0.25,0.75,4.0625,8,4.0625,8.0,8,8,7.632933557033539e-05,1.5872483029961586,27.562048073858023,13.728898575995117,0.5596926715224981,54.36091226711869,16.90290080595878,16.315186066552997,54.36091226711869,383,3411,393.0,4096.0,3037.3125,169.0,2798.0,1457.7109375,5.0,31.0,21.546875,141.36819732747972,0.00013757310807704926,3.456777336075902,0.004225434735417366,21.859801271930337,166.74238188192248,3.749877214431763e-05,0.0468965633300946,9.06496656587325e-06,0.36362377648692235,466128,166.74238188192248,1397.7490147948272,
68,0.0784374251961708,0.0035648535995278507,0.0002494396176189184,2.002556493607699e-05,0.024181922199204564,0.978515625,0.33972638198933813,222.65469121932983,227.3125,160.8332977294922,5e-06,68,0,0.421875,1.0,0.0,0.421875,1.0,0.0,-0.16242167353630066,1.6201815605163574,-2.4748666286468506,-0.16242167353630066,1.6201815605163574,-2.4748666286468506,3378.4140625,4096.0,522.0,0.4765625,1534.4140625,3125.0,243.0,3378.4140625,4096.0,522.0,0.4765625,0.0,663.9375,941.0,346.0,0.0,7,31,22.578125,0.25,0.75,3.375,8,3.375,8.0,8,8,3.222748637199402e-05,2.212224068120122,30.099134225398302,14.589522869762732,0.43605756759643555,82.92060227319598,21.923689693416236,20.955818412825465,82.92060227319598,409,4096,522.0,4096.0,3378.4140625,243.0,3125.0,1534.4140625,7.0,31.0,22.578125,120.89663491211832,0.00010317564010620117,3.8330469392240047,0.0039151012897491455,24.301238540560007,149.0689622424543,3.812275826931e-05,0.04696608475604973,7.56656820992798e-06,0.27957051527070603,517421,149.0689622424543,1735.5088283181205,
69,0.08215641975402832,0.0021068031346658245,-7.964696919771086e-05,3.0190697316356818e-05,0.021456929680425674,0.775390625,0.3438652119999508,222.65469121932983,227.3125,161.28673553466797,5e-06,69,0,0.234375,1.0,0.0,0.234375,1.0,0.0,-0.08684970438480377,2.4748666286468506,-1.20761239528656,-0.08684970438480377,2.4748666286468506,-1.20761239528656,3582.703125,4096.0,868.0,0.6484375,1634.015625,2882.0,272.0,3582.703125,4096.0,868.0,0.6484375,0.0,620.6875,939.0,364.0,0.0,7,31,22.7734375,0.5,0.5,1.875,8,1.875,8.0,8,8,3.0724331736564636e-05,2.357250416651368,28.226379388943315,15.60360540554393,2.6778509449213743,104.30503369122744,31.53017372310569,22.04992031119764,100.51414601691067,404,4096,868.0,4096.0,3582.703125,272.0,2882.0,1634.015625,7.0,31.0,22.7734375,139.9311265833676,9.415857493877411e-05,3.9352944288402796,0.0035644080489873886,25.06160189397633,168.95912913046777,3.518722951412201e-05,0.04657995943374644,6.624875098948001e-06,0.30513606299225793,538034,168.95912913046777,1592.2016252360593,
70,0.07398742437362671,0.002378624878474511,4.863290882894944e-05,1.4684121197205968e-05,0.01529051873512799,0.775390625,0.3418096622832076,222.65469121932983,227.3125,161.6376495361328,5e-06,70,0,0.3984375,1.0,0.0,0.3984375,1.0,0.0,-0.097604900598526,2.4748666286468506,-2.4748666286468506,-0.097604900598526,2.4748666286468506,-2.4748666286468506,3365.2890625,4096.0,114.0,0.484375,1552.0859375,3119.0,13.0,3365.2890625,4096.0,114.0,0.484375,0.0,704.5625,992.0,305.0,0.0,3,31,21.9609375,0.375,0.625,3.1875,8,3.1875,8.0,8,8,3.0454248189926147e-05,0.12554738856852055,34.48330304957926,15.270236989541445,0.38114453479647636,80.65753929316998,22.681660997506697,15.699444903060794,80.65753929316998,654,4096,114.0,4096.0,3365.2890625,13.0,3119.0,1552.0859375,3.0,31.0,21.9609375,119.87454218044877,9.799748659133911e-05,3.7977453246712685,0.003138536587357521,24.405290752649307,148.1062615904957,3.577582538127899e-05,0.046848473728597496,6.0247448124788045e-06,0.27828808859855736,520941,148.1062615904957,1758.6731121482505,
71,0.07949709892272949,0.002991922228829935,4.971317503077444e-05,2.5683996227598982e-05,0.002244488103315234,1.12890625,0.3382986670545294,222.65469121932983,227.3125,161.85510635375977,5e-06,71,0,0.4453125,1.0,0.0,0.4453125,1.0,0.0,-0.10612794756889343,2.4748666286468506,-2.4748666286468506,-0.10612794756889343,2.4748666286468506,-2.4748666286468506,3101.296875,4096.0,850.0,0.390625,1491.234375,3082.0,310.0,3101.296875,4096.0,850.0,0.390625,0.0,552.6875,935.0,305.0,0.0,7,31,22.1953125,0.25,0.75,3.5625,8,3.5625,8.0,8,8,3.151595592498779e-05,3.0729578975588083,32.03306043893099,14.53535349642334,0.9355188198387623,56.48981671407819,16.723307297579595,24.45462436042726,51.96992419846356,326,4096,850.0,4096.0,3101.296875,310.0,3082.0,1491.234375,7.0,31.0,22.1953125,85.37372731976211,0.00010191835463047028,3.4576282370835543,0.0031303856521844864,21.79599742591381,110.66120722517371,3.786943852901459e-05,0.04660152108339315,6.693005606432376e-06,0.21506559080566626,467710,110.66120722517371,2113.251841940882,
72,0.08007485419511795,0.0026502487889956683,-2.348721682210453e-05,1.587604742780968e-05,-0.0005171387456357479,0.91015625,0.3376328049130634,222.65469121932983,227.3125,162.26764678955078,5e-06,72,0,0.5390625,1.0,0.0,0.5390625,1.0,0.0,-0.1080227717757225,2.4748666286468506,-2.4748666286468506,-0.1080227717757225,2.4748666286468506,-2.4748666286468506,2802.4453125,4096.0,478.0,0.296875,1321.171875,2493.0,217.0,2802.4453125,4096.0,478.0,0.296875,0.0,620.5,1021.0,329.0,0.0,5,31,19.6640625,0.3125,0.6875,4.3125,8,4.3125,8.0,8,8,3.14563512802124e-05,1.926801873371005,24.46097917482257,12.380106271477416,0.3183107078075409,69.26312188059092,16.86234505212633,17.790629528462887,69.26312188059092,539,4096,478.0,4096.0,2802.4453125,217.0,2493.0,1321.171875,5.0,31.0,19.6640625,97.76831697672606,0.00010192207992076874,3.293192818760872,0.003351859748363495,20.449293471872807,121.54521664604545,3.984197974205017e-05,0.04667328591712822,7.650254939353433e-06,0.2725530353701317,438137,121.54521664604545,1802.3621664845462,
73,0.07984483242034912,0.002751194333541207,0.00010394861283202772,2.1242140064714476e-05,0.017933938699570717,1.01953125,0.33977606259765764,222.65469121932983,227.3125,162.4744644165039,5e-06,73,0,0.265625,1.0,0.0,0.265625,1.0,0.0,-0.08405257016420364,2.4748666286468506,-2.4748666286468506,-0.08405257016420364,2.4748666286468506,-2.4748666286468506,3476.0625,4096.0,42.0,0.609375,1487.1328125,2535.0,31.0,3476.0625,4096.0,42.0,0.609375,0.0,673.5625,924.0,357.0,0.0,3,31,21.546875,0.5,0.5,2.125,7,2.125,8.0,8,8,5.655549466609955e-05,0.2920464016497135,24.19840265996754,14.197791554761352,6.020069122314453e-06,131.58885832689703,28.498456591623835,15.463076276704669,131.58885832689703,708,4096,42.0,4096.0,3476.0625,31.0,2535.0,1487.1328125,3.0,31.0,21.546875,173.5495516806841,0.00010060332715511322,3.899907261133194,0.0035470928996801376,25.075925575569272,202.5556358024478,3.8333237171173096e-05,0.04721045119959874,6.678112667711197e-06,0.39005509035161035,531152,202.5556358024478,1311.1261947755227,
74,0.0853237584233284,0.00215983264206443,1.452026754122926e-05,3.967545308114495e-05,0.01937537532649003,0.6796875,0.3468645066062782,222.65469121932983,227.3125,163.06166458129883,5e-06,74,0,0.140625,1.0,0.0,0.140625,1.0,0.0,-0.07623901218175888,2.4748666286468506,-1.6201815605163574,-0.07623901218175888,2.4748666286468506,-1.6201815605163574,3934.0390625,4096.0,2201.0,0.8125,1719.796875,3081.0,640.0,3934.0390625,4096.0,2201.0,0.8125,0.0,677.875,951.0,390.0,0.0,13,31,23.4765625,0.5625,0.4375,1.125,6,1.125,8.0,8,8,3.3818185329437256e-05,5.974487900733948,31.864035373553634,16.48745072564634,4.496533989906311,122.450085606426,46.72477445479308,24.77686096727848,122.450085606426,472,4096,2201.0,4096.0,3934.0390625,640.0,3081.0,1719.796875,13.0,31.0,23.4765625,164.61981236562133,0.00011305510997772217,4.290740143507719,0.0031162407249212265,27.514809103682637,196.45538413524628,4.134327173233032e-05,0.0466095948904123,5.278856096084744e-06,0.3269139588281393,590325,196.45538413524628,1502.4403698541576,
75,0.08176489919424057,0.002924300730228424,-0.0002523484563425882,9.223729875884601e-06,0.0030429986072704196,0.96875,0.3416289234912776,222.65469121932983,227.3125,163.4415054321289,5e-06,75,0,0.3515625,1.0,0.0,0.3515625,1.0,0.0,-0.0436323918402195,2.4748666286468506,-2.4748666286468506,-0.0436323918402195,2.4748666286468506,-2.4748666286468506,3402.609375,4096.0,166.0,0.5703125,1508.90625,2618.0,43.0,3402.609375,4096.0,166.0,0.5703125,0.0,608.875,1003.0,357.0,0.0,3,31,20.9453125,0.375,0.625,2.8125,8,2.8125,8.0,8,8,5.851127207279205e-05,0.3837863691151142,24.69680624641478,14.132278277887963,0.16653295792639256,113.1999334897846,36.66516492108349,13.062228459864855,113.1999334897846,570,3765,166.0,4096.0,3402.609375,43.0,2618.0,1508.90625,3.0,31.0,20.9453125,146.40423647128046,0.00010904110968112946,3.7979823984205723,0.0032367315143346786,24.055090967565775,174.288408042863,4.43141907453537e-05,0.046848094275353525,6.303642889233409e-06,0.3361488115078971,513470,174.288408042863,1473.0469047422866,
76,0.08310011774301529,0.0017933581766556017,4.403546131470648e-05,6.801850531701348e-06,0.007478485073079355,0.66015625,0.3442598991403794,222.65469121932983,227.3125,163.5994758605957,5e-06,76,0,0.3203125,1.0,0.0,0.3203125,1.0,0.0,-0.038582053035497665,2.4748666286468506,-1.6201815605163574,-0.038582053035497665,2.4748666286468506,-1.6201815605163574,3491.78125,4096.0,190.0,0.6171875,1566.484375,2916.0,40.0,3491.78125,4096.0,190.0,0.6171875,0.0,638.125,1008.0,415.0,0.0,3,31,22.0,0.5,0.5,2.5625,8,2.5625,8.0,8,8,3.065168857574463e-05,0.3504623528569937,28.614583168178797,15.186761302364175,0.6609692275524139,90.96564134769142,29.83479903220723,16.94481224939227,90.96564134769142,470,4096,190.0,4096.0,3491.78125,40.0,2916.0,1566.484375,3.0,31.0,22.0,125.25510343536735,9.360723197460175e-05,3.866368494927883,0.0031759515404701233,24.602425009012222,153.76788973622024,3.872625529766083e-05,0.04654014734182113,6.007913959287293e-06,0.2802453606132421,528628,153.76788973622024,1718.9154410157746,
77,0.08114319294691086,0.002407913896604441,-1.873089149739826e-05,2.061717373180727e-05,0.011807463546574581,0.86328125,0.34045853933808295,222.65469121932983,227.3125,163.95509338378906,5e-06,77,0,0.4453125,1.0,0.0,0.4453125,1.0,0.0,-0.0869271382689476,1.6201815605163574,-2.4748666286468506,-0.0869271382689476,1.6201815605163574,-2.4748666286468506,3247.7890625,4096.0,703.0,0.4765625,1490.5625,3000.0,250.0,3247.7890625,4096.0,703.0,0.4765625,0.0,617.4375,926.0,305.0,0.0,7,31,21.34375,0.3125,0.6875,3.5625,8,3.5625,8.0,8,8,3.1907111406326294e-05,2.4016491044312716,31.38406679406762,14.664876787544927,1.8338766396045685,75.79013748466969,22.146299632295268,25.092313477769494,75.79013748466969,500,4096,703.0,4096.0,3247.7890625,250.0,3000.0,1490.5625,7.0,31.0,21.34375,115.18339097313583,9.070336818695068e-05,3.663404116407037,0.003225330263376236,23.208461636677384,142.08534233644605,4.036910831928253e-05,0.0469095675517836,6.519124370895618e-06,0.27707164001745377,494749,142.08534233644605,1741.0275819601304,
78,0.07395259290933609,0.0018214149749837816,0.00034366870045232645,6.379380010912428e-06,0.007356423273449764,0.689453125,0.3444371096428863,222.65469121932983,227.3125,164.17498016357422,5e-06,78,0,0.2890625,1.0,0.0,0.2890625,1.0,0.0,-0.04067507013678551,2.4748666286468506,-2.4748666286468506,-0.04067507013678551,2.4748666286468506,-2.4748666286468506,3297.328125,4096.0,94.0,0.5390625,1562.96875,2888.0,13.0,3297.328125,4096.0,94.0,0.5390625,0.0,638.3125,1003.0,321.0,0.0,3,31,23.21875,0.5,0.5,2.3125,8,2.3125,8.0,8,8,3.281049430370331e-05,0.1386535931378603,27.584529981017113,15.161003806555527,0.8915965016931295,66.19501885958016,19.252196904621087,14.88218006119132,65.44587766751647,321,3092,94.0,4096.0,3297.328125,13.0,2888.0,1562.96875,3.0,31.0,23.21875,100.92303203418851,0.0001029428094625473,3.7011560760438442,0.003127794712781906,23.472974887117743,128.12640518695116,3.996118903160095e-05,0.04659536623865584,6.20887385865132e-06,0.23912123934195895,503762,128.12640518695116,1965.878927395775,
79,0.07890157401561737,0.0036651612317655236,0.00011131602502700844,5.519819524124614e-05,0.016912041697651148,0.953125,0.33899439504864215,222.65469121932983,227.3125,164.5556411743164,5e-06,79,0,0.40625,1.0,0.0,0.40625,1.0,0.0,-0.10157276690006256,2.4748666286468506,-2.4748666286468506,-0.10157276690006256,2.4748666286468506,-2.4748666286468506,3347.25,4096.0,553.0,0.46875,1496.9140625,2637.0,209.0,3347.25,4096.0,553.0,0.46875,0.0,647.625,960.0,385.0,0.0,7,31,22.5859375,0.25,0.75,3.25,8,3.25,8.0,8,8,3.1400471925735474e-05,1.9305440951138735,26.553531754761934,14.014509111293592,2.193220967426896,113.08628454990685,23.869515435842914,12.812964249402285,113.08628454990685,539,4012,553.0,4096.0,3347.25,209.0,2637.0,1496.9140625,7.0,31.0,22.5859375,139.48974812962115,9.341351687908173e-05,3.7514557503163815,0.003204118460416794,24.072205366566777,167.34269872121513,3.7536025047302246e-05,0.047076342670622474,6.2660722731014616e-06,0.32556984308392417,511344,167.34269872121513,1527.834808173718,
80,0.07566322386264801,0.002240446090581827,0.0002393015618622485,2.952917884613271e-05,0.01204370820778422,0.736328125,0.3418903838970654,222.65469121932983,227.3125,164.77621459960938,5e-06,80,0,0.34375,1.0,0.0,0.34375,1.0,0.0,-0.06148846447467804,2.4748666286468506,-2.4748666286468506,-0.06148846447467804,2.4748666286468506,-2.4748666286468506,3378.765625,4096.0,1392.0,0.5625,1610.8515625,2952.0,623.0,3378.765625,4096.0,1392.0,0.5625,0.0,550.625,875.0,320.0,0.0,11,31,23.1640625,0.375,0.625,2.75,8,2.75,8.0,8,8,3.314390778541565e-05,5.491451950743794,27.507658010348678,15.35212454131397,3.4494657181203365,79.22491103410721,25.679949554090854,14.814758330583572,79.22491103410721,584,4096,1392.0,4096.0,3378.765625,623.0,2952.0,1610.8515625,11.0,31.0,23.1640625,114.89421623386443,0.00011539272964000702,3.7430752366781235,0.0034516695886850357,23.428501028567553,142.09697715193033,3.943406045436859e-05,0.046581055882089606,6.862684633600621e-06,0.26566242348551944,502962,142.09697715193033,1769.7843053418096,
81,0.07924111187458038,0.0024598038726253435,0.00022667667053610785,1.1687119695125148e-05,0.00015139527386054397,0.767578125,0.3425930065830504,222.65469121932983,227.3125,164.6576385498047,5e-06,81,0,0.3828125,1.0,0.0,0.3828125,1.0,0.0,-0.0379040390253067,2.4748666286468506,-2.4748666286468506,-0.0379040390253067,2.4748666286468506,-2.4748666286468506,3414.109375,4096.0,1184.0,0.53125,1750.8359375,3055.0,564.0,3414.109375,4096.0,1184.0,0.53125,0.0,593.6875,876.0,327.0,0.0,11,31,22.4609375,0.375,0.625,3.0625,8,3.0625,8.0,8,8,6.666220724582672e-05,5.220304826274514,30.601469453424215,16.721384531498188,1.1786147449165583,79.81051461212337,19.671424113737885,16.91960920393467,79.81051461212337,580,4096,1184.0,4096.0,3414.109375,564.0,3055.0,1750.8359375,11.0,31.0,22.4609375,120.06999366916716,0.00011239200830459595,3.7520529478788376,0.0033518392592668533,23.831695480272174,147.68489557877183,3.9927661418914795e-05,0.046455727859118695,6.5338251986691045e-06,0.2747559385206774,512998,147.68489557877183,1736.7991424904326,
82,0.08020254969596863,0.001359371563012246,-6.77722139243997e-05,2.00303675228497e-05,0.005806635916087544,0.634765625,0.34527638897815766,222.65469121932983,227.3125,164.95840072631836,5e-06,82,0,0.328125,1.0,0.0,0.328125,1.0,0.0,-0.04464134946465492,1.6201815605163574,-2.4748666286468506,-0.04464134946465492,1.6201815605163574,-2.4748666286468506,3314.265625,4096.0,142.0,0.6171875,1619.6484375,2999.0,49.0,3314.265625,4096.0,142.0,0.6171875,0.0,627.75,875.0,303.0,0.0,3,31,21.5625,0.5625,0.4375,2.625,8,2.625,8.0,8,8,3.1365081667900085e-05,0.4499701112508774,30.21095776744187,15.30439568417205,0.17844711989164352,94.81677528470755,26.603216818068177,9.965288205072284,94.81677528470755,303,1717,142.0,4096.0,3314.265625,49.0,2999.0,1619.6484375,3.0,31.0,21.5625,136.95261824689806,0.0001114625483751297,3.738183667883277,0.003431903198361397,23.41852536983788,164.14290276356041,3.85381281375885e-05,0.04641210153799389,6.8015315736345955e-06,0.3228293839766965,504578,164.14290276356041,1537.0082760349962,
83,0.07654651999473572,0.002788521713227965,-7.450482371496037e-06,1.035211016642279e-05,0.023557402892038226,0.892578125,0.34044548694877835,222.65469121932983,227.3125,165.27072525024414,5e-06,83,0,0.3984375,1.0,0.0,0.3984375,1.0,0.0,-0.12596283853054047,2.4748666286468506,-2.4748666286468506,-0.12596283853054047,2.4748666286468506,-2.4748666286468506,3423.46875,4096.0,1350.0,0.5234375,1693.546875,2813.0,620.0,3423.46875,4096.0,1350.0,0.5234375,0.0,588.3125,985.0,303.0,0.0,11,31,22.1875,0.3125,0.6875,3.1875,8,3.1875,8.0,8,8,7.003359496593475e-05,5.689409572631121,28.03653242625296,16.263729971688008,2.8944215159863234,104.83344964683056,25.0149711760605,24.453408172354102,104.83344964683056,357,4096,1350.0,4096.0,3423.46875,620.0,2813.0,1693.546875,11.0,31.0,22.1875,135.19359057210386,0.00011933967471122742,3.7755124904215336,0.003508046269416809,24.105063904076815,163.1059995032847,3.862008452415466e-05,0.0469419442424983,6.831531873732852e-06,0.3085174726202952,513508,163.1059995032847,1574.1542357847443,
84,0.07895399630069733,0.0028200885135447606,3.627757905633189e-05,2.04655370907858e-05,0.015674464171752334,0.865234375,0.34201725835274405,222.65469121932983,227.3125,165.81697463989258,5e-06,84,0,0.3359375,1.0,0.0,0.3359375,1.0,0.0,-0.07363585382699966,2.4748666286468506,-2.4748666286468506,-0.07363585382699966,2.4748666286468506,-2.4748666286468506,3581.28125,4096.0,1455.0,0.546875,1710.625,2940.0,472.0,3581.28125,4096.0,1455.0,0.546875,0.0,568.3125,971.0,322.0,0.0,11,31,23.28125,0.375,0.625,2.6875,8,2.6875,8.0,8,8,3.1245872378349304e-05,4.211060991510749,28.30688562244177,16.03916449857934,1.9575880952179432,122.90265681780875,45.56463519719546,20.691264932975173,122.90265681780875,396,4096,1455.0,4096.0,3581.28125,472.0,2940.0,1710.625,11.0,31.0,23.28125,156.6309049744159,0.00010689161717891693,3.8858431596308947,0.003217361867427826,24.73041434213519,185.2772547174245,3.892742097377777e-05,0.04656030775251943,6.057373589711014e-06,0.34168747431177715,531148,185.2772547174245,1433.38695516101,
85,0.07559801638126373,0.0023770211773808114,4.0068713133223355e-05,1.3542374972530524e-05,0.014897779445163906,0.705078125,0.3447256616458253,222.65469121932983,227.3125,166.22381210327148,5e-06,85,0,0.2578125,1.0,0.0,0.2578125,1.0,0.0,-0.06224236637353897,2.4748666286468506,-2.4748666286468506,-0.06224236637353897,2.4748666286468506,-2.4748666286468506,3727.0078125,4096.0,1453.0,0.6328125,1722.390625,3032.0,786.0,3727.0078125,4096.0,1453.0,0.6328125,0.0,700.75,950.0,354.0,0.0,13,31,23.203125,0.5,0.5,2.0625,7,2.0625,8.0,8,8,3.146752715110779e-05,7.044021205976605,28.521387489512563,16.248697833550978,2.382782209664583,124.53780701756477,30.68950404621137,15.031790014356375,124.53780701756477,354,3328,1453.0,4096.0,3727.0078125,786.0,3032.0,1722.390625,13.0,31.0,23.203125,148.98273499682546,0.00010818801820278168,4.145338186994195,0.00339396670460701,26.419821854680777,179.58169123902917,4.242360591888428e-05,0.046616112935759985,5.988440651583688e-06,0.31229545944577997,566753,179.58169123902917,1577.9810182476592,
86,0.07774050533771515,0.0009330679968115874,0.0001179236078314716,1.2319768302404555e-05,0.00503749173367396,0.537109375,0.33481431310339194,222.65469121932983,227.3125,166.63640213012695,5e-06,86,0,0.28125,1.0,0.0,0.28125,1.0,0.0,-0.03293955326080322,2.4748666286468506,-1.6201815605163574,-0.03293955326080322,2.4748666286468506,-1.6201815605163574,3469.6484375,4096.0,439.0,0.65625,1537.421875,2613.0,192.0,3469.6484375,4096.0,439.0,0.65625,0.0,642.6875,862.0,384.0,0.0,5,31,22.0390625,0.625,0.375,2.25,8,2.25,8.0,8,8,3.2551586627960205e-05,1.7139576394110918,25.36296020448208,14.698524389372324,0.7174054402858019,136.8859980609268,31.91212438212824,17.674717055633664,136.8859980609268,476,4096,439.0,4096.0,3469.6484375,192.0,2613.0,1537.421875,5.0,31.0,22.0390625,167.5180911719799,0.00010376051068305969,3.8506649807095528,0.003432873636484146,25.400285612791777,196.80032427236438,4.412233829498291e-05,0.04825474726915735,6.521676655953498e-06,0.3771953011539351,526379,196.80032427236438,1337.342816751437,
87,0.08096759021282196,0.002431481101666577,5.761403144788346e-05,3.7666869729946484e-05,0.01379261431429768,0.716796875,0.3436574113832618,222.65469121932983,227.3125,167.00676727294922,5e-06,87,0,0.2109375,1.0,0.0,0.2109375,1.0,0.0,-0.05537575110793114,2.4748666286468506,-2.4748666286468506,-0.05537575110793114,2.4748666286468506,-2.4748666286468506,3668.78125,4096.0,742.0,0.71875,1762.453125,2794.0,301.0,3668.78125,4096.0,742.0,0.71875,0.0,611.625,949.0,364.0,0.0,7,31,22.5234375,0.4375,0.5625,1.6875,8,1.6875,8.0,8,8,3.3931806683540344e-05,2.813741946592927,27.74367108568549,16.810446074334322,0.7358915600925684,127.56828506104648,32.7552607444959,18.95277739316225,127.56828506104648,426,4096,742.0,4096.0,3668.78125,301.0,2794.0,1762.453125,7.0,31.0,22.5234375,174.10630211420357,0.00010763667523860931,4.053501877933741,0.0034997519105672836,25.642989367246628,203.83307765610516,3.910250961780548e-05,0.046803000166541264,6.387667479297532e-06,0.37075131837506403,547892,203.83307765610516,1343.9722499906768,
88,0.07160196453332901,0.002754225948592648,9.497690734860953e-05,3.9520213704236085e-05,0.02149654267122969,0.818359375,0.34128548083670496,222.65469121932983,227.3125,167.3757781982422,5e-06,88,0,0.2890625,1.0,0.0,0.2890625,1.0,0.0,-0.11719217896461487,2.4748666286468506,-2.4748666286468506,-0.11719217896461487,2.4748666286468506,-2.4748666286468506,3602.3359375,4096.0,1238.0,0.6640625,1699.65625,2900.0,576.0,3602.3359375,4096.0,1238.0,0.6640625,0.0,677.5625,985.0,390.0,0.0,9,31,22.4296875,0.3125,0.6875,2.3125,8,2.3125,8.0,8,8,3.166496753692627e-05,5.355970185250044,28.29324232786894,15.948605100813438,2.1431407872587442,128.23086345009506,31.60846552491421,17.983801508322358,128.23086345009506,404,3986,1238.0,4096.0,3602.3359375,576.0,2900.0,1699.65625,9.0,31.0,22.4296875,165.3034006971866,0.00011129863560199738,4.016855904832482,0.003129735589027405,25.8150770124048,195.16575592383742,5.117245018482208e-05,0.04712268108801647,5.71299988687561e-06,0.3584987187072333,547827,195.16575592383742,1403.4916048842786,
