step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_agent_loop_response_length_min,timing_s_agent_loop_response_length_max,timing_s_agent_loop_response_length_mean,timing_s_agent_loop_llm_response_length_min,timing_s_agent_loop_llm_response_length_max,timing_s_agent_loop_llm_response_length_mean,timing_s_agent_loop_num_turns_min,timing_s_agent_loop_num_turns_max,timing_s_agent_loop_num_turns_mean,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_update_actor,timing_per_token_ms_adv,timing_per_token_ms_gen,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
11,0.07590147107839584,0.0013566015841206536,-1.0779954408235426e-05,6.864886472612852e-06,0.004255737992934883,0.5146484375,0.34731467941153427,221.41516208648682,225.7890625,140.97146224975586,5e-06,11,0,0.1015625,1.0,0.0,0.1015625,1.0,0.0,-0.014313352294266224,2.4748666286468506,-1.6201815605163574,-0.014313352294266224,2.4748666286468506,-1.6201815605163574,3883.0078125,4096.0,1746.0,0.59375,1678.2890625,2967.0,463.0,3883.0078125,4096.0,1746.0,0.59375,0.0,623.0,1018.0,306.0,0.0,16,31,26.5078125,0.625,0.375,0.8125,6,0.8125,8.0,8,8,6.184540688991547e-05,4.449591651558876,28.694849338382483,16.66229084476072,1.4449930153787136,51.09528414346278,13.044327226249152,16.282918786630034,51.09528414346278,558,4096,1746.0,4096.0,3883.0078125,463.0,2967.0,1678.2890625,16.0,31.0,26.5078125,82.77577241882682,0.00010765157639980316,4.2088304199278355,0.0034765955060720444,26.70179466716945,113.72792485915124,3.8504600524902344e-05,0.046295474734546156,6.027708677255616e-06,0.1665424725493221,576769,113.72792485915124,2535.740455628254,
12,0.07286828011274338,0.0007736883126199245,9.634357195409393e-05,6.774027042411035e-06,0.00693801196757704,0.35546875,0.3509387308177323,221.41516208648682,225.7890625,141.38793182373047,5e-06,12,0,0.1015625,1.0,0.0,0.1015625,1.0,0.0,-0.028793741017580032,2.4748666286468506,-0.7245674133300781,-0.028793741017580032,2.4748666286468506,-0.7245674133300781,3773.421875,4096.0,517.0,0.7578125,1679.25,2463.0,148.0,3773.421875,4096.0,517.0,0.7578125,0.0,568.4375,1022.0,376.0,0.0,5,31,24.421875,0.75,0.25,0.8125,8,0.8125,8.0,8,8,3.7789344787597656e-05,1.4563754349946976,25.7144869081676,17.173050215496914,0.32419535517692566,44.47713214531541,15.893862648692448,23.115793347358704,42.136084670200944,384,4096,517.0,4096.0,3773.421875,148.0,2463.0,1679.25,5.0,31.0,24.421875,69.49098398722708,0.00010461173951625824,4.067511737346649,0.003307044506072998,25.43199121952057,99.02205557562411,3.813020884990692e-05,0.0457609089199266,5.950511744451718e-06,0.14387426860406685,555758,99.02205557562411,2806.233403100596,
13,0.07564090192317963,0.0013290496281115338,8.575555011702818e-05,2.8265312721487135e-05,0.01784287265036255,0.4345703125,0.34681123548607606,221.93706846237183,226.55078125,142.00098419189453,5e-06,13,0,0.1015625,1.0,0.0,0.1015625,1.0,0.0,-0.0683736577630043,2.4748666286468506,-1.20761239528656,-0.0683736577630043,2.4748666286468506,-1.20761239528656,3893.5234375,4096.0,1500.0,0.7578125,1740.046875,2834.0,676.0,3893.5234375,4096.0,1500.0,0.7578125,0.0,614.5,1013.0,321.0,0.0,11,31,25.546875,0.625,0.375,0.8125,5,0.8125,8.0,8,8,3.23466956615448e-05,6.397526506334543,28.31728394702077,17.0479011474672,1.6122858710587025,65.1130680963397,17.02297950873617,19.80734995007515,65.1130680963397,400,4096,1500.0,4096.0,3893.5234375,676.0,2834.0,1740.046875,11.0,31.0,25.546875,93.89400210604072,0.00016745366156101227,4.2034985441714525,0.0037197545170783997,26.844354435801506,124.9730218630284,3.991834819316864e-05,0.04652183422231803,6.446413282356631e-06,0.1884018173329522,577027,124.9730218630284,2308.606255166123,
14,0.07179653644561768,0.0017078042001230642,-2.9885336516599637e-06,7.179773547250079e-06,0.01921435655094683,0.681640625,0.3450778642678629,221.93706846237183,226.55078125,142.50366973876953,5e-06,14,0,0.171875,1.0,0.0,0.171875,1.0,0.0,-0.07943576574325562,2.4748666286468506,-2.4748666286468506,-0.07943576574325562,2.4748666286468506,-2.4748666286468506,3678.9140625,4096.0,1201.0,0.546875,1604.4765625,2919.0,538.0,3678.9140625,4096.0,1201.0,0.546875,0.0,574.1875,917.0,374.0,0.0,11,31,25.9765625,0.625,0.375,1.375,7,1.375,8.0,8,8,3.61613929271698e-05,5.073183381929994,30.326794881373644,15.620481184800155,1.384671676903963,49.87484801374376,14.811605145747308,20.340856455266476,48.0027061868459,464,4096,1201.0,4096.0,3678.9140625,538.0,2919.0,1604.4765625,11.0,31.0,25.9765625,74.58608309179544,0.00016284361481666565,3.988638436421752,0.004176707938313484,25.190062578767538,103.80322910659015,4.134140908718109e-05,0.046271494109569926,7.672172951565648e-06,0.15839015651229332,544397,103.80322910659015,2622.254647979144,
15,0.07247103750705719,0.0030209316028049216,-8.989435264084022e-05,1.0690682756830938e-05,0.009158897213637829,0.90625,0.33689098648750215,221.93706846237183,226.55078125,142.8074836730957,5e-06,15,0,0.265625,1.0,0.0,0.265625,1.0,0.0,-0.10100992769002914,2.4748666286468506,-2.4748666286468506,-0.10100992769002914,2.4748666286468506,-2.4748666286468506,3211.875,4096.0,50.0,0.2734375,1445.09375,3099.0,39.0,3211.875,4096.0,50.0,0.2734375,0.0,631.4375,975.0,302.0,0.0,3,31,25.4609375,0.375,0.625,2.125,7,2.125,8.0,8,8,3.501959145069122e-05,0.3838281072676182,31.719434479251504,14.056419720625854,6.901100277900696e-06,33.987024961039424,8.215234465766116,31.719434479251504,27.635300608351827,400,4096,50.0,4096.0,3211.875,39.0,3099.0,1445.09375,3.0,31.0,25.4609375,62.64855035766959,9.479932487010956e-05,3.6612556017935276,0.003300648182630539,23.110738527029753,89.45444320514798,3.776140511035919e-05,0.046978392920799424,6.709398188880317e-06,0.1523850709225277,491944,89.45444320514798,2749.6901348534093,
16,0.07517679035663605,0.0016591206222074106,2.0823708837269805e-05,1.2621238511201227e-05,0.013036776217631996,0.6328125,0.3456006585151654,221.93706846237183,226.55078125,142.9765625,5e-06,16,0,0.2578125,1.0,0.0,0.2578125,1.0,0.0,-0.05557139217853546,2.4748666286468506,-2.4748666286468506,-0.05557139217853546,2.4748666286468506,-2.4748666286468506,3611.171875,4096.0,1060.0,0.625,1492.796875,2684.0,298.0,3611.171875,4096.0,1060.0,0.625,0.0,647.375,959.0,359.0,0.0,11,31,23.9921875,0.5625,0.4375,2.0625,8,2.0625,8.0,8,8,3.244727849960327e-05,2.8048262409865856,25.61736531741917,14.724260336151929,1.2851334232836962,44.40007287822664,16.05064003242296,13.52912967838347,44.40007287822664,706,4096,1060.0,4096.0,3611.171875,298.0,2684.0,1492.796875,11.0,31.0,23.9921875,79.62740635126829,0.00010776706039905548,3.999545617029071,0.003212008625268936,25.42020556330681,109.09644615277648,4.040263593196869e-05,0.04663453562744556,5.892577473369614e-06,0.1722679323091714,545094,109.09644615277648,2498.2206993097707,
17,0.06956608593463898,0.0011916764851775952,0.00017691226432248186,0.0,0.014850697232759558,0.615234375,0.3444151031124788,221.93706846237183,226.55078125,143.1616096496582,5e-06,17,0,0.25,1.0,0.0,0.25,1.0,0.0,-0.10374145954847336,2.4748666286468506,-1.6201815605163574,-0.10374145954847336,2.4748666286468506,-1.6201815605163574,3261.40625,4096.0,659.0,0.4453125,1499.2265625,2878.0,291.0,3261.40625,4096.0,659.0,0.4453125,0.0,640.25,996.0,351.0,0.0,5,31,23.5546875,0.625,0.375,2.0,8,2.0,8.0,8,8,6.648898124694824e-05,2.9405696857720613,31.364109735935926,15.052499816651107,0.3497534729540348,31.365836488083005,5.789572209483595,19.411309840157628,31.365836488083005,502,4096,659.0,4096.0,3261.40625,291.0,2878.0,1499.2265625,5.0,31.0,23.5546875,66.62556438334286,0.00010192953050136566,3.6664479319006205,0.0031975936144590378,23.093683073297143,93.41747646033764,4.190579056739807e-05,0.0462417464404082,6.402716823902986e-06,0.15959748091635811,499412,93.41747646033764,2673.0116190413037,
18,0.07339630275964737,0.0011308120447210968,-9.412823359689071e-05,3.7010718187957536e-06,0.01124384391005151,0.552734375,0.34459352392743325,221.93706846237183,226.55078125,143.54034805297852,5e-06,18,0,0.296875,1.0,0.0,0.296875,1.0,0.0,-0.07399357110261917,2.4748666286468506,-1.6201815605163574,-0.07399357110261917,2.4748666286468506,-1.6201815605163574,3157.5390625,4096.0,142.0,0.5,1414.5078125,3277.0,12.0,3157.5390625,4096.0,142.0,0.5,0.0,687.8125,1010.0,362.0,0.0,3,31,22.125,0.5625,0.4375,2.375,8,2.375,8.0,8,8,5.025230348110199e-05,0.11743446253240108,33.38784729503095,13.967441400222015,0.36957711540162563,38.90935114771128,8.78328369857627,19.485399270430207,38.90935114771128,432,4096,142.0,4096.0,3157.5390625,12.0,3277.0,1414.5078125,3.0,31.0,22.125,69.96796297468245,0.00017168186604976654,3.6497019827365875,0.003199588507413864,22.884561760351062,96.53243745304644,4.120916128158569e-05,0.0464939644261051,6.500520123553934e-06,0.17311732330776403,492205,96.53243745304644,2549.4280108663443,
19,0.0705067366361618,0.001220737522089621,2.0179622879368253e-06,7.953496378831915e-06,0.00565940752858296,0.537109375,0.34469843596821265,221.93706846237183,226.55078125,143.3410758972168,5e-06,19,0,0.296875,1.0,0.0,0.296875,1.0,0.0,-0.06791239976882935,2.4748666286468506,-1.6201815605163574,-0.06791239976882935,2.4748666286468506,-1.6201815605163574,3298.203125,4096.0,652.0,0.4140625,1581.875,2908.0,172.0,3298.203125,4096.0,652.0,0.4140625,0.0,705.75,992.0,325.0,0.0,7,31,23.8359375,0.5,0.5,2.375,8,2.375,8.0,8,8,6.46691769361496e-05,1.5268858466297388,29.046971939504147,15.583595235875691,0.3546656705439091,33.05188835784793,6.145337745692814,20.8122868090868,29.766183422878385,325,3807,652.0,4096.0,3298.203125,172.0,2908.0,1581.875,7.0,31.0,23.8359375,67.81428704597056,0.0001057647168636322,3.771778490394354,0.003200290724635124,23.72380904480815,95.34336719848216,3.920122981071472e-05,0.046289817182253765,6.244396601474176e-06,0.16063265283172787,512506,95.34336719848216,2687.6856516567364,
20,0.07296287268400192,0.0014094557300268207,8.087710091331246e-05,1.2340490457063424e-05,0.020221923870849423,0.5625,0.34652797482604686,221.93706846237183,226.55078125,144.0249252319336,5e-06,20,0,0.1953125,1.0,0.0,0.1953125,1.0,0.0,-0.08024561405181885,2.4748666286468506,-1.20761239528656,-0.08024561405181885,2.4748666286468506,-1.20761239528656,3657.0859375,4096.0,1063.0,0.640625,1591.125,2773.0,476.0,3657.0859375,4096.0,1063.0,0.640625,0.0,580.1875,898.0,348.0,0.0,7,31,23.8359375,0.5625,0.4375,1.5625,8,1.5625,8.0,8,8,3.298744559288025e-05,4.384037554264069,28.682627195492387,15.389403172797756,1.174859305843711,55.7069323733449,17.29774088485283,21.9309860188514,52.99119974672794,410,4096,1063.0,4096.0,3657.0859375,476.0,2773.0,1591.125,7.0,31.0,23.8359375,91.20875231549144,9.168684482574463e-05,3.9840461499989033,0.003495505079627037,25.110652746632695,120.33679745532572,4.032813012599945e-05,0.04629792659753692,6.444859846169941e-06,0.19484594828851404,542371,120.33679745532572,2253.554238890859,
21,0.07663790881633759,0.002830608398653567,7.70852561799984e-05,3.587053424780606e-05,0.021579010150162503,0.84765625,0.3402883901545903,221.93706846237183,226.55078125,144.59289932250977,5e-06,21,0,0.265625,1.0,0.0,0.265625,1.0,0.0,-0.11468309909105301,2.4748666286468506,-2.4748666286468506,-0.11468309909105301,2.4748666286468506,-2.4748666286468506,3433.078125,4096.0,486.0,0.453125,1499.3125,2682.0,227.0,3433.078125,4096.0,486.0,0.453125,0.0,684.625,957.0,329.0,0.0,7,31,24.09375,0.3125,0.6875,2.125,8,2.125,8.0,8,8,3.164075314998627e-05,2.256904633715749,27.80957766249776,14.795423634248436,0.8853641916066408,42.833661476150155,9.526971658546245,17.474434236064553,42.833661476150155,581,4096,486.0,4096.0,3433.078125,227.0,2682.0,1499.3125,7.0,31.0,24.09375,70.69267403148115,0.00010972470045089722,3.867148496210575,0.003550563007593155,24.967405607923865,99.56421625055373,4.170835018157959e-05,0.04737054867497403,6.7364675535761265e-06,0.16087210828356738,527066,99.56421625055373,2646.8646058220174,
22,0.0724714994430542,0.0016301258801831864,0.00015743844051030464,4.422388883540407e-06,0.015304348125937395,0.642578125,0.3457742522660492,221.93706846237183,226.55078125,145.16107940673828,5e-06,22,0,0.2109375,1.0,0.0,0.2109375,1.0,0.0,-0.05790691822767258,2.4748666286468506,-2.4748666286468506,-0.05790691822767258,2.4748666286468506,-2.4748666286468506,3749.3828125,4096.0,1515.0,0.671875,1764.109375,2868.0,544.0,3749.3828125,4096.0,1515.0,0.671875,0.0,578.75,966.0,330.0,0.0,11,31,24.125,0.5625,0.4375,1.6875,7,1.6875,8.0,8,8,3.428757190704346e-05,4.930388884618878,28.92997656390071,17.566594954303582,1.0884265638887882,61.0497470125556,16.371299553633435,17.147315837442875,61.0497470125556,342,3726,1515.0,4096.0,3749.3828125,544.0,2868.0,1764.109375,11.0,31.0,24.125,86.69125245697796,0.00010817870497703552,4.045308904722333,0.0035918932408094406,25.658346040174365,116.43006112985313,4.024244844913483e-05,0.04631462044323813,6.4835501033562045e-06,0.1806365057102689,554001,116.43006112985313,2379.1149580439064,
