step,actor_use_cached_prefix_old_logprob,actor_prefix_mask_sum,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_continuation_loss,actor_prefix_loss,actor_pg_loss,actor_prefix_loss_weight,actor_prefix_token_count,actor_prefix_old_logprob_source,actor_prefix_loss_mode_joint,actor_prefix_logprob_delta_mean,actor_prefix_logprob_delta_abs_mean,actor_prefix_ratio_mean,actor_prefix_advantage_mean,actor_prefix_advantage_abs_mean,actor_prefix_token_frac,actor_prefix_loss_contribution,actor_prefix_loss_share,actor_continuation_pg_clipfrac,actor_continuation_ppo_kl,actor_continuation_pg_clipfrac_lower,actor_prefix_pg_clipfrac,actor_prefix_ppo_kl,actor_prefix_pg_clipfrac_lower,actor_prefix_clip_override_active,actor_prefix_clip_ratio,actor_prefix_clip_ratio_low,actor_prefix_clip_ratio_high,actor_prefix_clip_ratio_c,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_agent_loop_response_length_min,timing_s_agent_loop_response_length_max,timing_s_agent_loop_response_length_mean,timing_s_agent_loop_llm_response_length_min,timing_s_agent_loop_llm_response_length_max,timing_s_agent_loop_llm_response_length_mean,timing_s_agent_loop_num_turns_min,timing_s_agent_loop_num_turns_max,timing_s_agent_loop_num_turns_mean,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_adv,timing_per_token_ms_gen,timing_per_token_ms_update_actor,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
285,True,15032,0.06641749292612076,0.0021984531076668645,-0.00016470950004077167,4.553740905066661e-05,-0.00031933289938024245,-0.03680414084374206,-0.007680161057578516,0.2,939.5,1.0,0.0,1.0276311710476875,1.0276311710476875,7476822.71875,0.2693034473923035,0.2693034473923035,0.1616824416544716,-0.007360828168748412,0.3320620727825253,0.0021984531076668645,-0.00016470950004077167,4.553740905066661e-05,0.15430928021669388,-0.9042746312916279,0.0,0.0,0.2,0.2,0.2,3.0,0.65625,0.16066259765237811,190.00599718093872,199.314453125,131.53771209716797,5e-06,285,0,0.29846176505088806,0.9906250238418579,0.0,0.29846176505088806,0.9906250238418579,0.0,-0.0631585344672203,0.9276231527328491,-2.474863052368164,-0.0631585344672203,0.9276231527328491,-2.474863052368164,1898.515625,4096.0,112.0,0.0390625,1030.8671875,2412.0,101.0,1898.515625,4096.0,112.0,0.0390625,0.0,599.3125,971.0,215.0,0.0,3,31,18.546875,0.625,0.375,2.625,8,2.3876943588256836,8.0,8,8,2.8582289814949036e-05,1.0421254970133305,23.37925928272307,10.101366759976372,4.466623067855835e-06,0.1023098286241293,0.034769588528433815,23.37925928272307,0.06936282850801945,215,3889,112.0,4096.0,1898.515625,101.0,2412.0,1030.8671875,3.0,31.0,18.546875,25.249253375455737,8.144043385982513e-05,2.602087704464793,0.003063645213842392,29.708490619435906,57.592755837365985,3.715232014656067e-05,9.582215843271317e-06,0.10390211668431644,0.09291975722482627,319722,57.592755837365985,2775.713675716881,
286,True,8816,0.06707301735877991,0.0030574613410863094,0.00020020783824747923,6.2336230257642455e-06,-0.004541386511846213,-0.06630918797600316,-0.017803224560339004,0.2,551.0,1.0,0.0,1.0091086067259312,1.0091086067259312,7942386.625,0.48559427150757983,0.48559427150757983,0.12506097945716388,-0.013261837595200632,0.37775808588529014,0.0030574613410863094,0.00020020783824747923,6.2336230257642455e-06,0.2622423740103841,-0.870799757540226,0.0,0.0,0.2,0.2,0.2,3.0,1.16015625,0.16008279624443295,190.00599718093872,199.314453125,131.65787506103516,5e-06,286,0,0.31492874026298523,0.989062488079071,0.0,0.31492874026298523,0.989062488079071,0.0,-0.06438018381595612,2.4748663902282715,-2.4747517108917236,-0.06438018381595612,2.4748663902282715,-2.4747517108917236,1911.0546875,4096.0,130.0,0.109375,1051.828125,2465.0,117.0,1911.0546875,4096.0,130.0,0.109375,0.0,507.125,902.0,216.0,0.0,3,31,16.953125,0.4375,0.5625,2.6875,8,2.519430160522461,8.0,8,8,4.8708170652389526e-05,1.1421626880764961,23.651745710521936,10.26724887668388,5.0961971282958984e-06,0.09403230994939804,0.029796995237120427,23.651745710521936,0.05113850347697735,496,4096,130.0,4096.0,1911.0546875,117.0,2465.0,1051.828125,3.0,31.0,16.953125,25.564824782311916,8.106790482997894e-05,2.527855021879077,0.002939162775874138,28.90565292350948,57.029847322031856,3.957375884056091e-05,9.49565878218746e-06,0.10451045431519701,0.0933865314609371,309527,57.029847322031856,2713.728113738287,
287,True,11208,0.07181376218795776,0.0007794146795276902,0.00019136957916998654,0.0,-0.0012500207421908271,-0.01682605170935858,-0.004615231296156708,0.2,700.5,1.0,0.0,1.0197425074875355,1.0197425074875355,7713027.59375,0.12398924760054797,0.12398924760054797,0.18842853705754997,-0.0033652103418717163,0.20562595802107284,0.0007794146795276902,0.00019136957916998654,0.0,0.0911307514179498,-0.8747294992208481,0.0,0.0,0.2,0.2,0.2,3.0,0.677734375,0.15290525663076732,190.00599718093872,199.314453125,131.51844787597656,5e-06,287,0,0.1955028474330902,0.9836734533309937,0.0,0.1955028474330902,0.9836734533309937,0.0,-0.0231913011521101,1.328778624534607,-2.470388412475586,-0.0231913011521101,1.328778624534607,-2.470388412475586,1186.890625,4096.0,101.0,0.0546875,702.609375,2752.0,90.0,1186.890625,4096.0,101.0,0.0546875,0.0,628.8125,1017.0,248.0,0.0,3,31,11.203125,0.75,0.25,1.6875,8,1.5640227794647217,8.0,8,8,3.057345747947693e-05,0.8925655484199524,27.641963193193078,6.766256587667158,3.548339009284973e-06,0.08424263447523117,0.01684378192294389,27.641963193193078,0.03830854222178459,534,4096,101.0,4096.0,1186.890625,90.0,2752.0,702.609375,3.0,31.0,11.203125,29.498206440359354,8.099153637886047e-05,2.0435222294181585,0.0029886048287153244,22.294111017137766,53.867604522034526,3.9985403418540955e-05,1.2859192068823736e-05,0.19416678585299926,0.09592578209688811,232410,53.867604522034526,2157.233480699265,
288,True,10440,0.06369725614786148,0.0010094963981828187,0.00024284540631924756,1.2531169204521575e-05,0.002554842649260536,0.0,0.002554842649260536,0.2,652.5,1.0,0.0,1.0427040196955204,1.0427040196955204,6536608.96875,0.0,0.0,0.1551751133241336,0.0,0.0,0.0010094963981828187,0.00024284540631924756,1.2531169204521575e-05,0.0,-0.9239101931452751,0.0,0.0,0.2,0.2,0.2,3.0,0.572265625,0.15900689956696507,190.00599718093872,199.314453125,131.43523025512695,5e-06,288,0,0.08393407613039017,0.989062488079071,0.0,0.08393407613039017,0.989062488079071,0.0,-0.07600761950016022,1.6304327249526978,-1.6201815605163574,-0.07600761950016022,1.6304327249526978,-1.6201815605163574,1688.5703125,4096.0,100.0,0.0703125,961.109375,2996.0,89.0,1688.5703125,4096.0,100.0,0.0703125,0.0,515.375,936.0,254.0,0.0,3,31,14.9296875,0.8125,0.1875,0.6875,6,0.6714726686477661,8.0,8,8,3.200024366378784e-05,0.9200701359659433,29.74421608634293,9.374271596578183,3.380700945854187e-06,0.13947306759655476,0.025487040518783033,29.74421608634293,0.020665548741817474,378,4096,100.0,4096.0,1688.5703125,89.0,2996.0,961.109375,3.0,31.0,14.9296875,31.604035422205925,8.307583630084991e-05,2.3289621341973543,0.0029571056365966797,26.653880454599857,60.618306405842304,4.158727824687958e-05,1.0482287221412877e-05,0.1462222359994167,0.09448212706120011,282105,60.618306405842304,2326.8960873906167,
289,True,10400,0.06578343361616135,0.0010367097274865955,-2.4524734499209444e-05,9.247253728972282e-06,-0.0011881872451340314,-0.01121749831509078,-0.0034316869077883894,0.2,650.0,1.0,0.0,0.9831147566437721,0.9831147566437721,7995612.90625,0.08136364485835657,0.08136364485835657,0.13994090631269562,-0.002243499663018156,0.13647189301075247,0.0010367097274865955,-2.4524734499209444e-05,9.247253728972282e-06,0.09091849531978369,-0.8375949040055275,0.0,0.0,0.2,0.2,0.2,3.0,0.630859375,0.15408660844312866,190.00599718093872,199.314453125,131.36095809936523,5e-06,289,0,0.36239489912986755,0.9900000095367432,0.0,0.36239489912986755,0.9900000095367432,0.0,-0.06796164065599442,0.9354125261306763,-2.4732863903045654,-0.06796164065599442,0.9354125261306763,-2.4732863903045654,1269.4296875,3689.0,143.0,0.0,712.9375,2003.0,115.0,1269.4296875,3689.0,143.0,0.0,0.0,593.1875,901.0,263.0,0.0,3,31,12.46875,0.5625,0.4375,3.125,8,2.8991594314575195,8.0,8,8,5.524046719074249e-05,1.147041067481041,19.03941697627306,6.860374516283628,4.975125193595886e-06,0.08480841107666492,0.02093554040766321,19.03941697627306,0.03736977279186249,290,3256,143.0,3689.0,1269.4296875,115.0,2003.0,712.9375,3.0,31.0,12.46875,20.884186439216137,8.220784366130829e-05,2.0633487720042467,0.0030164606869220734,22.42069435492158,45.39964200742543,3.9324164390563965e-05,1.2652143056947227e-05,0.1285283526633893,0.09404061973836202,238415,45.39964200742543,2625.736563748736,
290,True,12184,0.06081463769078255,0.0020699411925306777,0.0001638581074985268,9.470333225181093e-06,0.001572402232341119,-0.0356904377695173,-0.005565685427427525,0.2,761.5,1.0,0.0,1.1259177178144455,1.1259177178144455,8634016.09375,0.25939264707267284,0.25939264707267284,0.12257538220449807,-0.007138087553903461,0.23982196824196306,0.0020699411925306777,0.0001638581074985268,9.470333225181093e-06,0.165371211245656,-0.9820998124778271,0.0,0.0,0.2,0.2,0.2,3.0,0.69921875,0.1651424252064026,190.00599718093872,199.314453125,131.3920555114746,5e-06,290,0,0.2557907700538635,0.9921875,0.0,0.2557907700538635,0.9921875,0.0,-0.07389680296182632,2.4748661518096924,-2.474863290786743,-0.07389680296182632,2.4748661518096924,-2.474863290786743,2344.1171875,4096.0,125.0,0.03125,1224.7734375,2781.0,114.0,2344.1171875,4096.0,125.0,0.03125,0.0,517.3125,944.0,252.0,0.0,3,31,22.109375,0.625,0.375,2.125,8,2.046326160430908,8.0,8,8,3.258697688579559e-05,1.1376950033009052,25.871773263439536,12.139592742969398,3.4347176551818848e-06,0.20344054512679577,0.04538275478989817,25.871773263439536,0.03659833036363125,878,3850,125.0,4096.0,2344.1171875,114.0,2781.0,1224.7734375,3.0,31.0,22.109375,27.71707719564438,8.489377796649933e-05,2.7851753309369087,0.00299665704369545,33.34654784016311,63.88756746985018,4.141964018344879e-05,8.181708345356888e-06,0.0923757851124803,0.09104536314113933,366263,63.88756746985018,2866.465374290912,
291,True,11992,0.06733077019453049,0.0010734760944615118,0.00038444370238721604,3.6375276977196336e-06,0.0012532032051240094,-0.017874496639706194,-0.002321696221770253,0.2,749.5,1.0,0.0,1.018296130001545,1.018296130001545,7569101.75,0.13106374442577362,0.13106374442577362,0.1486082480879942,-0.0035748993279412387,0.1245678531440147,0.0010734760944615118,0.00038444370238721604,3.6375276977196336e-06,0.0695828003808856,-0.8844767063856125,0.0,0.0,0.2,0.2,0.2,3.0,0.46875,0.15836489410438997,190.00599718093872,199.314453125,131.49219512939453,5e-06,291,0,0.2407568097114563,0.9795918464660645,0.0,0.2407568097114563,0.9795918464660645,0.0,-0.015251555480062962,2.4748663902282715,-2.4747474193573,-0.015251555480062962,2.4748663902282715,-2.4747474193573,1541.3984375,4096.0,132.0,0.0078125,831.0859375,2782.0,121.0,1541.3984375,4096.0,132.0,0.0078125,0.0,562.9375,1002.0,209.0,0.0,3,31,15.7734375,0.6875,0.3125,2.0625,8,1.9260544776916504,8.0,8,8,5.415827035903931e-05,1.2063348405063152,25.636641815304756,8.162646240612958,3.864988684654236e-06,0.08764979429543018,0.026803662156453356,25.636641815304756,0.05330228433012962,228,4096,132.0,4096.0,1541.3984375,121.0,2782.0,831.0859375,3.0,31.0,15.7734375,27.58304325863719,8.13063234090805e-05,2.2638130988925695,0.00293816439807415,24.99521865323186,54.87451906874776,3.773532807826996e-05,1.0908148718509588e-05,0.1398032593101698,0.09279656458291793,269355,54.87451906874776,2454.281190715743,
292,True,15016,0.06651978939771652,0.0032676362243364565,2.1946094193481258e-05,0.0,-0.0011505414586281404,-0.044732901762472466,-0.010097121747094207,0.2,938.5,1.0,0.0,1.1096722558140755,1.1096722558140755,8117906.65625,0.3278266640845686,0.3278266640845686,0.2151978494142508,-0.008946580352494495,0.2477682070731743,0.0032676362243364565,2.1946094193481258e-05,0.0,0.19908274244517088,-0.9778699651360512,0.0,0.0,0.2,0.2,0.2,3.0,1.2578125,0.15228282074894645,190.00599718093872,199.314453125,131.60861206054688,5e-06,292,0,0.5896932482719421,0.9937499761581421,0.0,0.5896932482719421,0.9937499761581421,0.0,-0.15349256992340088,0.9386972784996033,-2.4748666286468506,-0.15349256992340088,0.9386972784996033,-2.4748666286468506,1193.6328125,3963.0,105.0,0.0,676.546875,2079.0,85.0,1193.6328125,3963.0,105.0,0.0,0.0,595.6875,994.0,252.0,0.0,3,31,12.546875,0.3125,0.6875,5.0,8,4.717546463012695,8.0,8,8,5.761533975601196e-05,0.830416277050972,19.7433940153569,6.484768203023123,5.2247196435928345e-06,0.09425119869410992,0.020758753511472605,19.7433940153569,0.04950438067317009,252,3390,105.0,3963.0,1193.6328125,85.0,2079.0,676.546875,3.0,31.0,12.546875,21.474231839179993,8.035264909267426e-05,2.0036752112209797,0.002973971888422966,21.550186967477202,45.061899742111564,3.694556653499603e-05,1.298490561806799e-05,0.14055196412723758,0.09409206082737948,229033,45.061899742111564,2541.3154051510446,
293,True,14968,0.06395148485898972,0.0013528941690310603,0.0003449483789381702,0.0,0.0052711124226334505,-0.01889841689262539,0.0014914286675775656,0.2,935.5,1.0,0.0,1.131337657570839,1.131337657570839,7861089.125,0.13672929693711922,0.13672929693711922,0.20990325296814955,-0.0037796833785250783,0.13276326653722242,0.0013528941690310603,0.0003449483789381702,0.0,0.13556760968640447,-0.9914537183940411,0.0,0.0,0.2,0.2,0.2,3.0,0.669921875,0.15442843877511936,190.00599718093872,199.314453125,131.4080810546875,5e-06,293,0,0.24203120172023773,0.9921875,0.0,0.24203120172023773,0.9921875,0.0,-0.09487041085958481,0.9504997730255127,-2.4748666286468506,-0.09487041085958481,0.9504997730255127,-2.4748666286468506,1296.2265625,4096.0,110.0,0.015625,729.484375,3133.0,87.0,1296.2265625,4096.0,110.0,0.015625,0.0,619.625,952.0,214.0,0.0,3,31,12.7734375,0.6875,0.3125,2.0625,8,1.9362497329711914,8.0,8,8,3.15345823764801e-05,0.8753525763750076,29.406733699142933,7.062966658864752,4.3101608753204346e-06,0.11766569130122662,0.02135094109689817,29.406733699142933,0.03179971128702164,214,4033,110.0,4096.0,1296.2265625,87.0,3133.0,729.484375,3.0,31.0,12.7734375,31.16603090055287,7.74487853050232e-05,2.140241999179125,0.0030200909823179245,23.273133378475904,56.62189835309982,3.8431957364082336e-05,1.2315390848219112e-05,0.1878410946470396,0.09490367525242081,245229,56.62189835309982,2165.496098971527,
294,True,14344,0.06511906534433365,0.001667493263084907,-0.00011105123007837392,1.1824742387034348e-05,0.004124571691136225,-0.041396452543267515,-0.0041547191813151585,0.2,896.5,1.0,0.0,1.03106839209795,1.03106839209795,7806715.28125,0.2997050837439019,0.2997050837439019,0.21293369866451464,-0.008279290508653503,0.27532980704365007,0.001667493263084907,-0.00011105123007837392,1.1824742387034348e-05,0.221773951780051,-0.8980861082673073,0.0,0.0,0.2,0.2,0.2,3.0,0.724609375,0.15828451912098707,190.00599718093872,199.314453125,131.46782302856445,5e-06,294,0,0.2537107765674591,0.9789062738418579,0.0,0.2537107765674591,0.9789062738418579,0.0,-0.06124959886074066,2.4748666286468506,-0.9354125261306763,-0.06124959886074066,2.4748666286468506,-0.9354125261306763,1595.6484375,3887.0,123.0,0.0,772.1953125,1983.0,112.0,1595.6484375,3887.0,123.0,0.0,0.0,635.0625,974.0,219.0,0.0,3,31,15.984375,0.5,0.5,2.125,8,2.029686450958252,8.0,8,8,5.36162406206131e-05,1.2103064190596342,20.155158445239067,7.71256619959604,5.5730342864990234e-06,0.11764670349657536,0.033038905734429136,20.155158445239067,0.061208758503198624,238,3538,123.0,3887.0,1595.6484375,112.0,1983.0,772.1953125,3.0,31.0,15.984375,21.919295942410827,8.386746048927307e-05,2.3470124881714582,0.002968907356262207,26.679650779813528,50.97930009663105,3.958307206630707e-05,1.039784596510434e-05,0.10731969243700311,0.09343871866737247,285531,50.97930009663105,2800.4601814734333,
295,True,11400,0.06313444674015045,0.0021239147281448822,8.902485234330015e-05,1.2857186902692774e-05,-0.0028296978252910776,-0.02357511530863121,-0.007544721220256179,0.2,712.5,1.0,0.0,1.1336881071329117,1.1336881071329117,8017199.5625,0.17223523929715157,0.17223523929715157,0.10581667044742102,-0.004715023061726243,0.11313657345908323,0.0021239147281448822,8.902485234330015e-05,1.2857186902692774e-05,0.10655059246346354,-0.9972421489655972,0.0,0.0,0.2,0.2,0.2,3.0,0.740234375,0.1595241934726518,190.00599718093872,199.314453125,131.63040924072266,5e-06,295,0,0.33118945360183716,0.969531238079071,0.0,0.33118945360183716,0.969531238079071,0.0,-0.029144762083888054,1.5769704580307007,-2.4748642444610596,-0.029144762083888054,1.5769704580307007,-2.4748642444610596,1805.625,4096.0,129.0,0.0078125,942.921875,2820.0,101.0,1805.625,4096.0,129.0,0.0078125,0.0,537.6875,1012.0,251.0,0.0,3,31,18.265625,0.5625,0.4375,3.0,8,2.6495156288146973,8.0,8,8,3.006868064403534e-05,0.9984421003609896,25.52448172867298,9.172798269282794,5.727633833885193e-06,0.08530590496957302,0.029752682778052986,25.52448172867298,0.03490648232400417,338,3919,129.0,4096.0,1805.625,101.0,2820.0,942.921875,3.0,31.0,18.265625,27.26537886634469,8.201971650123596e-05,2.519169783219695,0.0029734503477811813,28.046185364946723,57.87062677368522,4.076026380062103e-05,9.913351651578899e-06,0.1179706596847728,0.09350473876772572,299944,57.87062677368522,2591.504677951663,
296,True,15648,0.060071974992752075,0.002366155884374166,8.886786730499807e-05,1.3700773706659675e-05,-0.0024766656310930557,-0.04836155481461901,-0.012148976791650057,0.2,978.0,1.0,0.0,1.081247717142105,1.081247717142105,7769218.125,0.3516355303581804,0.3516355303581804,0.15411169358188903,-0.009672310962923803,0.2921782707433924,0.002366155884374166,8.886786730499807e-05,1.3700773706659675e-05,0.1940969810821116,-0.9508188627660275,0.0,0.0,0.2,0.2,0.2,3.0,0.998046875,0.1604727794794285,190.00599718093872,199.314453125,131.77564239501953,5e-06,296,0,0.26195430755615234,0.9762499928474426,0.0,0.26195430755615234,0.9762499928474426,0.0,-0.06846342235803604,1.624812126159668,-2.4748661518096924,-0.06846342235803604,1.624812126159668,-2.4748661518096924,1715.1484375,3911.0,23.0,0.0,932.0078125,2406.0,12.0,1715.1484375,3911.0,23.0,0.0,0.0,606.3125,1009.0,256.0,0.0,3,31,18.25,0.625,0.375,2.1875,8,2.0956344604492188,8.0,8,8,3.203563392162323e-05,0.15512334555387497,22.002197733148932,9.190975630830508,5.057081580162048e-06,0.19659385457634926,0.03648298866755795,22.002197733148932,0.04783116094768047,636,3063,23.0,3911.0,1715.1484375,12.0,2406.0,932.0078125,3.0,31.0,18.25,24.01701962389052,8.480995893478394e-05,2.4456928465515375,0.0029537025839090347,27.285543903708458,53.78094105049968,4.0354207158088684e-05,9.940206644889683e-06,0.10939750852418258,0.09182506942257017,297147,53.78094105049968,2762.5678743793496,
297,True,13616,0.0674189031124115,0.0017655227147770347,0.00023871949895237776,9.954253073374275e-06,0.001664941925128005,-0.055553225916810334,-0.009445703297387809,0.2,851.0,1.0,0.0,1.1962418965995312,1.1962418965995312,10082254.9375,0.406653790269047,0.406653790269047,0.14002615945504737,-0.011110645183362067,0.3558335658199887,0.0017655227147770347,0.00023871949895237776,9.954253073374275e-06,0.1735898982733488,-1.047631822526455,0.0,0.0,0.2,0.2,0.2,3.0,0.90234375,0.16265932346955236,190.00599718093872,199.314453125,131.46550369262695,5e-06,297,0,0.2847841680049896,0.989062488079071,0.0,0.2847841680049896,0.989062488079071,0.0,-0.0665062814950943,0.6223804950714111,-2.474621057510376,-0.0665062814950943,0.6223804950714111,-2.474621057510376,1973.03125,4096.0,133.0,0.125,1054.3984375,3009.0,96.0,1973.03125,4096.0,133.0,0.125,0.0,605.75,958.0,254.0,0.0,3,31,18.0703125,0.625,0.375,2.6875,8,2.278273344039917,8.0,8,8,4.972703754901886e-05,0.9712394960224628,30.39522209018469,10.466498044785112,5.723908543586731e-06,0.12095399759709835,0.03114865507814102,30.39522209018469,0.027260875329375267,458,4096,133.0,4096.0,1973.03125,96.0,3009.0,1054.3984375,3.0,31.0,18.0703125,32.186894580721855,8.257105946540833e-05,2.66338624432683,0.003118051216006279,30.370410583913326,65.25503554753959,3.824196755886078e-05,9.446235552181502e-06,0.1274486219677917,0.09200812697347743,330084,65.25503554753959,2529.1841252582512,
298,True,9584,0.06334178149700165,0.0024282321173814125,-3.2680405411156244e-05,1.3964885283712647e-05,0.001807083043786406,-0.07330628915224224,-0.012854174921812955,0.2,599.0,1.0,0.0,1.1597352996468544,1.1597352996468544,8059219.46875,0.5356869287788868,0.5356869287788868,0.12746533082638692,-0.014661257830448448,0.34071934821437244,0.0024282321173814125,-3.2680405411156244e-05,1.3964885283712647e-05,0.22920351568609476,-1.0266192741692066,0.0,0.0,0.2,0.2,0.2,3.0,1.20703125,0.16074220638513487,190.00599718093872,199.314453125,131.55659103393555,5e-06,298,0,0.39423996210098267,0.992968738079071,0.0,0.39423996210098267,0.992968738079071,0.0,-0.042752936482429504,2.4748663902282715,-1.5042169094085693,-0.042752936482429504,2.4748663902282715,-1.5042169094085693,1987.5234375,4096.0,118.0,0.0390625,899.84375,2169.0,107.0,1987.5234375,4096.0,118.0,0.0390625,0.0,464.0625,849.0,220.0,0.0,3,31,17.71875,0.375,0.625,3.625,8,3.1539199352264404,8.0,8,8,3.1851232051849365e-05,1.0655336827039719,20.7722164131701,8.855146851594327,5.912035703659058e-06,0.18985319137573242,0.04364770727988798,20.7722164131701,0.07972258888185024,228,4096,118.0,4096.0,1987.5234375,107.0,2169.0,899.84375,3.0,31.0,17.71875,22.542236406356096,7.842294871807098e-05,2.561248604208231,0.0030496250838041306,29.205000204965472,54.34043374657631,3.8431957364082336e-05,9.718278932336945e-06,0.08860837492622373,0.093067944554276,313803,54.34043374657631,2887.380338768192,
299,True,4720,0.06678682565689087,0.0031941544730216265,0.0001078040477864306,0.0,-0.001254245255040587,0.0,-0.001254245255040587,0.2,295.0,1.0,0.0,0.7325412184000015,0.7325412184000015,5527587.28125,0.0,0.0,0.08749498594854142,0.0,0.0,0.0031941544730216265,0.0001078040477864306,0.0,0.0,-0.6357860267162323,0.0,0.0,0.2,0.2,0.2,3.0,1.01171875,0.15579765232219697,190.00599718093872,199.314453125,131.47042846679688,5e-06,299,0,0.5146729946136475,0.995312511920929,0.0,0.5146729946136475,0.995312511920929,0.0,-0.0136931873857975,1.047997236251831,-2.4730398654937744,-0.0136931873857975,1.047997236251831,-2.4730398654937744,1602.2734375,4096.0,99.0,0.03125,846.890625,2642.0,83.0,1602.2734375,4096.0,99.0,0.03125,0.0,422.0625,884.0,216.0,0.0,3,31,14.2421875,0.4375,0.5625,4.5,8,4.11738395690918,8.0,8,8,5.6784600019454956e-05,0.813720066100359,25.09273056127131,8.136161514965352,5.792826414108276e-06,0.12061334401369095,0.03183934686239809,25.09273056127131,0.025931481271982193,884,3229,99.0,4096.0,1602.2734375,83.0,2642.0,846.890625,3.0,31.0,14.2421875,26.952307153493166,8.21482390165329e-05,2.1728951781988144,0.003160053864121437,24.269247990101576,53.43210032582283,4.1035935282707214e-05,1.2195565151077464e-05,0.131416333010679,0.09366207278660663,259115,53.43210032582283,2424.712845087002,
300,True,13760,0.06450144201517105,0.0021332077385523007,-2.075842508020287e-05,1.2502148592830054e-05,0.001318867871304974,-0.049637833260931075,-0.008608699092292227,0.2,860.0,1.0,0.0,1.0657752268016338,1.0657752268016338,8177449.3125,0.3649890221422538,0.3649890221422538,0.16594862640460695,-0.009927566652186215,0.3693522181035789,0.0021332077385523007,-2.075842508020287e-05,1.2502148592830054e-05,0.19386606151238084,-0.9276167191565037,0.0,0.0,0.2,0.2,0.2,3.0,1.208984375,0.15989915411787908,190.00599718093872,199.314453125,131.53849029541016,5e-06,300,0,0.33568090200424194,0.971875011920929,0.0,0.33568090200424194,0.971875011920929,0.0,-0.04102592542767525,1.2637683153152466,-2.4702670574188232,-0.04102592542767525,1.2637683153152466,-2.4702670574188232,1755.609375,3881.0,124.0,0.0,924.515625,2642.0,113.0,1755.609375,3881.0,124.0,0.0,0.0,589.375,908.0,219.0,0.0,3,31,17.34375,0.5625,0.4375,3.0625,8,2.6854472160339355,8.0,8,8,5.383603274822235e-05,1.1667992677539587,24.406035671010613,8.969694099665503,4.949048161506653e-06,0.08525893092155457,0.031027232340420596,24.406035671010613,0.06587774865329266,870,3881,124.0,3881.0,1755.609375,113.0,2642.0,924.515625,3.0,31.0,17.34375,26.40590938925743,7.379427552223206e-05,2.449681742116809,0.0031159240752458572,27.657185642048717,56.54539098776877,4.4323503971099854e-05,1.0380946285775682e-05,0.11750687256587114,0.09214209063909247,300158,56.54539098776877,2654.1332083540337,
