step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_adv,timing_per_token_ms_update_actor,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
11,0.13008750975131989,0.0007452100235241232,-8.970245289674494e-05,0.0,0.01235297997482121,0.876953125,0.31937447121180995,168.38508558273315,172.716796875,167.2883071899414,5e-06,11,0,0.46265169978141785,0.9909999966621399,0.0,0.46265169978141785,0.9909999966621399,0.0,-0.14692258834838867,2.4748666286468506,-2.471813201904297,-0.14692258834838867,2.4748666286468506,-2.471813201904297,1946.3203125,4096.0,254.0,0.015625,190.3046875,720.0,41.0,1946.3203125,4096.0,254.0,0.015625,0.0,130.0,130.0,130.0,0.0,7,41,31.0625,0.1875,0.8125,4.0625,8,3.7012135982513428,8.0,8,8,4.7830864787101746e-05,0.4626660104840994,6.957161087542772,2.1760783438076032,0.0,0.0,0.0,6.957161087542772,0.0,130,4096,10.000085378065705,0.00012207403779029846,1.8446752540767193,0.003009643405675888,12.360957123339176,24.241843532770872,3.8953498005867004e-05,0.040140189933992855,1.1324283139402595e-05,0.04651015401848664,265769,24.241843532770872,5481.616933149603,
12,0.13381892442703247,0.0005486365316755837,-0.00014221025708138768,0.0,0.009300404170062393,1.19921875,0.3063258126551213,168.38508558273315,172.716796875,167.31459045410156,5e-06,12,0,0.6528104543685913,0.9897959232330322,0.0,0.6528104543685913,0.9897959232330322,0.0,-0.20917005836963654,2.474862813949585,-2.474391222000122,-0.20917005836963654,2.474862813949585,-2.474391222000122,1379.515625,3493.0,273.0,0.0,146.9921875,376.0,46.0,1379.515625,3493.0,273.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,23.46875,0.0,1.0,6.0,8,5.2224836349487305,8.0,8,8,5.047023296356201e-05,0.4765839595347643,3.7827199939638376,1.6102820244559553,0.0,0.0,0.0,3.7827199939638376,0.0,130,1955,7.008177392184734,9.90554690361023e-05,1.3986413087695837,0.0029879454523324966,9.19853612780571,17.6345740146935,3.75695526599884e-05,0.03968884794359849,1.5464115415398653e-05,0.04760703520275394,193218,17.6345740146935,5478.385807306904,
13,0.10983327031135559,0.0017649908950261306,-0.00025658830600150395,0.0,0.0206907968968153,1.20703125,0.3034936741206959,168.38508558273315,172.716796875,166.9040069580078,5e-06,13,0,0.6899256110191345,1.524999976158142,0.0,0.6899256110191345,1.524999976158142,0.0,-0.40783700346946716,2.1303091049194336,-2.4744644165039062,-0.40783700346946716,2.1303091049194336,-2.4744644165039062,1274.15625,4096.0,302.0,0.0078125,161.0,3592.0,43.0,1274.15625,4096.0,302.0,0.0078125,0.0,130.0,130.0,130.0,0.0,7,41,21.1484375,0.0,1.0,6.0625,8,5.519404888153076,8.0,8,8,3.615580499172211e-05,0.45026772655546665,32.66639293730259,1.7299569302558666,0.0,0.0,0.0,32.66639293730259,0.0,130,4096,35.264690371230245,0.0001075398176908493,1.341633228585124,0.003019515424966812,8.68267622590065,45.3164816070348,3.633648157119751e-05,0.21622575215970277,1.6800099175254335e-05,0.048309016902391616,179732,45.3164816070348,1983.0754024392188,
14,0.11890777945518494,0.002352182251343038,-3.0094583507889183e-05,0.0,0.02219038805924356,1.07421875,0.31055597992569833,168.38508558273315,172.716796875,167.35443115234375,5e-06,14,0,0.6057999730110168,0.9955000281333923,0.0,0.6057999730110168,0.9955000281333923,0.0,-0.33906179666519165,2.4748661518096924,-2.4747488498687744,-0.33906179666519165,2.4748661518096924,-2.4747488498687744,1322.421875,3922.0,256.0,0.0,163.421875,2640.0,42.0,1322.421875,3922.0,256.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,23.359375,0.1875,0.8125,5.25,8,4.846400260925293,8.0,8,8,3.0331313610076904e-05,0.4711423236876726,23.141796682029963,1.8009052985871676,0.0,0.0,0.0,23.141796682029963,0.0,130,3340,26.003375355154276,8.986890316009521e-05,1.4020287320017815,0.00298980250954628,8.798692295327783,36.230149475857615,3.7049874663352966e-05,0.1536206968461882,1.6081988647981712e-05,0.04732769778563704,185910,36.230149475857615,2565.680830600538,
15,0.11931048333644867,0.0009496707662037807,0.00011790726421168074,0.0,0.009528987458907068,1.05859375,0.3177116925074306,168.38508558273315,172.716796875,167.10745239257812,5e-06,15,0,0.5244907736778259,3.25,0.0,0.5244907736778259,3.25,0.0,-0.14211240410804749,2.4748666286468506,-2.337981939315796,-0.14211240410804749,2.4748666286468506,-2.337981939315796,1811.859375,4096.0,379.0,0.015625,184.6171875,307.0,44.0,1811.859375,4096.0,379.0,0.015625,0.0,130.0,130.0,130.0,0.0,7,41,28.7109375,0.125,0.875,4.5,8,4.195926189422607,8.0,8,8,4.5612454414367676e-05,0.492720328271389,3.4099522065371275,2.1093323985260213,0.0,0.0,0.0,3.4099522065371275,0.0,130,2851,7.694598168134689,9.567849338054657e-05,1.7361972033977509,0.0029593203216791153,11.58103223145008,21.037411335855722,3.7804245948791504e-05,0.033178098155963266,1.1905954834200127e-05,0.04659287663824975,248558,21.037411335855722,5907.523412264202,
16,0.13289913535118103,0.001872522072517313,0.00012018267807434313,0.0,0.0016262450953945518,1.201171875,0.3141904863964041,168.38508558273315,172.716796875,166.9662208557129,5e-06,16,0,0.5337063074111938,1.1749999523162842,0.0,0.5337063074111938,1.1749999523162842,0.0,-0.16873954236507416,2.474863290786743,-2.474391222000122,-0.16873954236507416,2.474863290786743,-2.474391222000122,1677.9140625,4096.0,285.0,0.0546875,165.03125,316.0,43.0,1677.9140625,4096.0,285.0,0.0546875,0.0,130.0,130.0,130.0,0.0,7,41,25.3203125,0.0625,0.9375,4.875,8,4.269650459289551,8.0,8,8,4.6800822019577026e-05,0.4790713358670473,3.5614965464919806,1.9470999206823763,0.0,0.0,0.0,3.5614965464919806,0.0,130,3274,7.535627795383334,8.675456047058105e-05,1.754104683175683,0.00299125537276268,11.109755489975214,20.42541043460369,3.797747194766998e-05,0.035086476397793644,1.2926047252153855e-05,0.048008346505923234,231413,20.42541043460369,5664.831087260598,
17,0.13669049739837646,0.0017830211290856823,0.0002286029953211255,0.0,0.04520646343007684,0.916015625,0.30930422946062014,168.38508558273315,172.716796875,167.28863143920898,5e-06,17,0,0.6171361804008484,1.228124976158142,0.0,0.6171361804008484,1.228124976158142,0.0,-0.4979472756385803,1.6453373432159424,-2.4747939109802246,-0.4979472756385803,1.6453373432159424,-2.4747939109802246,1501.1484375,4096.0,373.0,0.0078125,214.1796875,3659.0,43.0,1501.1484375,4096.0,373.0,0.0078125,0.0,130.0,130.0,130.0,0.0,7,41,25.8203125,0.0625,0.9375,5.4375,8,4.937089443206787,8.0,8,8,5.3476542234420776e-05,0.4778536520898342,34.7390929274261,2.2864458759722766,0.0,0.0,0.0,34.7390929274261,0.0,130,4096,37.156926445662975,0.00011868961155414581,1.5071490835398436,0.004884002730250359,9.822257997468114,48.53595278412104,5.804374814033508e-05,0.19337760384321886,2.33922740891452e-05,0.047044394514352494,208787,48.53595278412104,2150.848886480565,
18,0.13846538960933685,0.0011646760904113762,-6.835053986264938e-05,0.0,0.002087979228235781,1.1171875,0.31092981574116746,168.38508558273315,172.716796875,167.32645797729492,5e-06,18,0,0.6251360774040222,2.4000000953674316,0.0,0.6251360774040222,2.4000000953674316,0.0,-0.1402815282344818,2.4748666286468506,-2.4748663902282715,-0.1402815282344818,2.4748666286468506,-2.4748663902282715,1538.5546875,3491.0,292.0,0.0,181.96875,387.0,30.0,1538.5546875,3491.0,292.0,0.0,0.0,130.0,130.0,130.0,0.0,5,41,26.4375,0.125,0.875,5.1875,8,5.001089096069336,8.0,8,8,4.336237907409668e-05,0.2912863474339247,3.977901330217719,2.0136087328137364,0.0,0.0,0.0,3.977901330217719,0.0,130,2474,6.966886607930064,0.00011879205703735352,1.5376466028392315,0.004788780584931374,10.099777363240719,18.64507582038641,0.00010884366929531097,0.03537657911458128,2.242200905972784e-05,0.04728913666506248,213575,18.64507582038641,5727.383520920801,
19,0.1769530028104782,0.0010800400104926666,-9.878690434561577e-07,0.0,0.013223095214925706,1.69921875,0.30815449893505753,168.38508558273315,172.716796875,166.9452667236328,5e-06,19,0,0.5864664912223816,1.228124976158142,0.0,0.5864664912223816,1.228124976158142,0.0,-0.12035579979419708,1.659304141998291,-2.4748663902282715,-0.12035579979419708,1.659304141998291,-2.4748663902282715,1509.0625,4096.0,321.0,0.0234375,168.6640625,1229.0,47.0,1509.0625,4096.0,321.0,0.0234375,0.0,130.0,130.0,130.0,0.0,7,41,22.7109375,0.1875,0.8125,5.5,8,4.691731929779053,8.0,8,8,8.77082347869873e-05,0.49244096875190735,11.27548555471003,1.8546277355781058,0.0,0.0,0.0,11.27548555471003,0.0,130,2974,14.054082790389657,0.00012145750224590302,1.6517216190695763,0.004284355789422989,10.082339594140649,25.840916557237506,5.922839045524597e-05,0.07275876366944324,2.0421142942912244e-05,0.04805690940963131,209800,25.840916557237506,4059.453532449091,
20,0.1352034956216812,0.0012775272807630245,4.6022293872738373e-05,0.0,0.01626900036353618,1.68359375,0.3099336180570876,168.38508558273315,172.716796875,166.73987579345703,5e-06,20,0,0.5877338647842407,0.9984375238418579,0.0,0.5877338647842407,0.9984375238418579,0.0,-0.23723042011260986,2.474851369857788,-2.4447083473205566,-0.23723042011260986,2.474851369857788,-2.4447083473205566,1489.703125,3815.0,254.0,0.0,165.3046875,324.0,53.0,1489.703125,3815.0,254.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,24.9375,0.0625,0.9375,5.3125,8,4.701870918273926,8.0,8,8,5.546398460865021e-05,0.5632449146360159,3.5835073571652174,1.8378635110711912,0.0,0.0,0.0,3.5835073571652174,0.0,130,2584,7.21392210572958,0.00012851320207118988,1.4919181633740664,0.003304664045572281,9.821910912171006,18.564761463552713,4.2030587792396545e-05,0.03783221334855718,1.5939765415982292e-05,0.047375150308076354,207322,18.564761463552713,5583.750709833388,
21,0.13560327887535095,0.001157250579126412,-1.676820397733536e-05,0.0,-0.006467063212767243,1.08984375,0.3043679694553979,168.38508558273315,172.716796875,166.95748901367188,5e-06,21,0,0.6230462193489075,0.995312511920929,0.0,0.6230462193489075,0.995312511920929,0.0,-0.15360888838768005,2.4748661518096924,-2.4748218059539795,-0.15360888838768005,2.4748661518096924,-2.4748218059539795,1317.0625,3300.0,269.0,0.0,168.015625,326.0,46.0,1317.0625,3300.0,269.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,24.4375,0.0625,0.9375,5.4375,8,4.984370231628418,8.0,8,8,9.663961827754974e-05,0.4498073272407055,3.7076873164623976,1.868154639058048,0.0,0.0,0.0,3.7076873164623976,0.0,130,3300,7.57574525475502,9.897351264953613e-05,1.3606482055038214,0.003452492877840996,8.878273939713836,17.84501621685922,3.9480626583099365e-05,0.04493751040878743,1.863955468967842e-05,0.04793263259466287,185224,17.84501621685922,5189.796348433916,
22,0.1294882446527481,0.001320794888670207,6.359376675391104e-05,0.0,0.0031170249785645865,1.08203125,0.31217767717467554,168.38508558273315,172.716796875,167.54803466796875,5e-06,22,0,0.5284514427185059,0.9932500123977661,0.0,0.5284514427185059,0.9932500123977661,0.0,-0.12625744938850403,2.4748663902282715,-2.474865198135376,-0.12625744938850403,2.4748663902282715,-2.474865198135376,1487.1484375,4096.0,268.0,0.0078125,180.8203125,453.0,44.0,1487.1484375,4096.0,268.0,0.0078125,0.0,130.0,130.0,130.0,0.0,7,41,25.6640625,0.1875,0.8125,4.4375,8,4.227611541748047,8.0,8,8,3.570877015590668e-05,0.48850566521286964,4.549075784161687,2.0479802316403948,0.0,0.0,0.0,4.549075784161687,0.0,130,2072,8.308688392862678,0.00012063421308994293,1.5278700087219477,0.003103606402873993,9.826136514544487,19.694224750623107,3.6135315895080566e-05,0.043648385347706535,1.4993629811705562e-05,0.04747040515251328,206995,19.694224750623107,5255.220822882375,
23,0.13822902739048004,0.0013129084927641088,0.00010576151998975547,0.0,0.023821203358238563,1.2890625,0.311047200076478,168.38508558273315,172.716796875,167.15933990478516,5e-06,23,0,0.6011438965797424,2.5999999046325684,0.0,0.6011438965797424,2.5999999046325684,0.0,-0.12341194599866867,2.4748642444610596,-2.4747931957244873,-0.12341194599866867,2.4748642444610596,-2.4747931957244873,1471.0390625,3724.0,417.0,0.0,175.171875,337.0,48.0,1471.0390625,3724.0,417.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,26.171875,0.125,0.875,5.25,8,4.809151649475098,8.0,8,8,5.3122639656066895e-05,0.5286904033273458,3.5253741424530745,1.9367232214281103,0.0,0.0,0.0,3.5253741424530745,0.0,130,2299,6.960613800212741,0.00013054534792900085,1.4717849753797054,0.0033649150282144547,9.60899554938078,18.069117575883865,4.0065497159957886e-05,0.036966928139722355,1.6419586051121365e-05,0.04688847354687034,204933,18.069117575883865,5670.808193575428,
24,0.21445228159427643,0.0019502740833559074,4.1430933379160706e-05,0.0,0.02991470487904735,1.40234375,0.30252797334485326,168.38508558273315,172.716796875,166.94028091430664,5e-06,24,0,0.7700286507606506,1.501562476158142,0.0,0.7700286507606506,1.501562476158142,0.0,-0.2930119037628174,2.307387351989746,-2.474626302719116,-0.2930119037628174,2.307387351989746,-2.474626302719116,1200.0625,3814.0,281.0,0.0,150.8046875,2024.0,46.0,1200.0625,3814.0,281.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,18.09375,0.0,1.0,6.625,8,6.160228729248047,8.0,8,8,3.1813979148864746e-05,0.4908345006406307,17.857941819354892,1.5863939129339997,0.0,0.0,0.0,17.857941819354892,0.0,130,3544,20.58049531467259,9.052082896232605e-05,1.2723921928554773,0.0030443165451288223,8.238918524235487,30.1188206654042,3.660470247268677e-05,0.1339806215475274,1.788165819938456e-05,0.0483936288487118,170248,30.1188206654042,2826.2726799850157,
25,0.1483524888753891,0.0022677922097500414,0.0001184306456707418,0.0,0.008345899273990653,1.076171875,0.3049126033709121,168.38508558273315,172.716796875,167.08534240722656,5e-06,25,0,0.7704188823699951,2.328125,0.0,0.7704188823699951,2.328125,0.0,-0.1055791825056076,2.4748663902282715,-2.466517210006714,-0.1055791825056076,2.4748663902282715,-2.466517210006714,1333.3984375,4096.0,268.0,0.0234375,146.015625,351.0,48.0,1333.3984375,4096.0,268.0,0.0234375,0.0,130.0,130.0,130.0,0.0,7,41,20.109375,0.0,1.0,6.9375,8,6.163351058959961,8.0,8,8,3.2356008887290955e-05,0.4828127548098564,3.7256247103214264,1.5608671380759915,0.0,0.0,0.0,3.7256247103214264,0.0,130,4045,7.959099065512419,0.00010342523455619812,1.397419871762395,0.003021322190761566,9.096789626404643,18.485280180349946,3.585219383239746e-05,0.04663306908166057,1.612963292187794e-05,0.04856412794706587,187315,18.485280180349946,5066.598887668413,
