step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_adv,timing_per_token_ms_update_actor,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
249,0.01757810078561306,0.00033075989995268174,2.975707507690828e-05,0.0,0.006028416071785614,1.44140625,0.3089262372834349,168.38508558273315,172.716796875,169.1747589111328,5e-06,249,4,0.6796146631240845,0.995312511920929,0.0,0.6796146631240845,0.995312511920929,0.0,-0.044246602803468704,2.4748661518096924,-2.4743776321411133,-0.044246602803468704,2.4748661518096924,-2.4743776321411133,1350.7734375,4096.0,255.0,0.0078125,133.3984375,278.0,44.0,1350.7734375,4096.0,255.0,0.0078125,0.0,130.0,130.0,130.0,0.0,7,41,21.171875,0.1875,0.8125,5.9375,8,5.436917304992676,8.0,8,8,2.9634684324264526e-05,0.45563102699816227,3.1487824767827988,1.4931806643144228,0.0,0.0,0.0,3.1487824767827988,0.0,130,2820,7.789804439991713,0.00010292790830135345,1.4027337990701199,0.0031890980899333954,9.023751504719257,18.244607396423817,3.98438423871994e-05,0.045054074575282176,1.6825550888911493e-05,0.047608943303063,189539,18.244607396423817,5194.384178339517,
250,0.016299575567245483,0.00020804102314286865,-2.014788333326578e-05,0.0,0.007023977930657566,0.96875,0.3018157542753913,168.38508558273315,172.716796875,169.32598876953125,5e-06,250,4,0.7578450441360474,0.9909999966621399,0.0,0.7578450441360474,0.9909999966621399,0.0,-0.04445427283644676,1.620073914527893,-2.474813938140869,-0.04445427283644676,1.620073914527893,-2.474813938140869,1065.1640625,3611.0,300.0,0.0,125.328125,282.0,45.0,1065.1640625,3611.0,300.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,20.046875,0.1875,0.8125,6.5,8,6.062760353088379,8.0,8,8,2.8694048523902893e-05,0.4668291788548231,2.922789679840207,1.345488027232932,0.0,0.0,0.0,2.922789679840207,0.0,130,3557,7.0688601359725,9.388290345668793e-05,1.1743473801761866,0.0031540654599666595,7.389530390501022,15.659815220162272,3.9421021938323975e-05,0.05184691425156409,2.0617367254539187e-05,0.048303582735771254,152981,15.659815220162272,4884.508464794477,
251,0.02414541319012642,0.00048168529974645935,-5.754352878284408e-05,0.0,0.0102528373390669,0.90234375,0.3080405506157259,168.38508558273315,172.716796875,169.27271270751953,5e-06,251,5,0.6868647336959839,0.995312511920929,0.0,0.6868647336959839,0.995312511920929,0.0,-0.08407247811555862,2.4748663902282715,-1.4156389236450195,-0.08407247811555862,2.4748663902282715,-1.4156389236450195,1313.4765625,4096.0,262.0,0.0078125,116.3046875,264.0,45.0,1313.4765625,4096.0,262.0,0.0078125,0.0,130.0,130.0,130.0,0.0,7,41,18.59375,0.125,0.875,5.875,8,5.494917869567871,8.0,8,8,0.00012741237878799438,0.4343566447496414,2.868690464645624,1.2220053439377807,0.0,0.0,0.0,2.868690464645624,0.0,130,2903,8.307688526809216,0.00014682486653327942,1.4516016691923141,0.003518100827932358,9.035130850970745,18.83101332746446,3.793276846408844e-05,0.049413760754255555,1.9040948382715114e-05,0.048900662197768764,184765,18.83101332746446,4905.86982195286,
252,0.016802189871668816,0.00021532780010602437,-1.889839518298686e-05,0.0,0.004738598130643368,1.17578125,0.3072529781418727,168.38508558273315,172.716796875,169.3910369873047,5e-06,252,5,0.6706879138946533,0.9963265061378479,0.0,0.6706879138946533,0.9963265061378479,0.0,-0.02072221413254738,2.4748659133911133,-2.473733901977539,-0.02072221413254738,2.4748659133911133,-2.473733901977539,1250.2421875,3889.0,262.0,0.0,132.2265625,278.0,45.0,1250.2421875,3889.0,262.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,21.421875,0.1875,0.8125,5.75,8,5.365503311157227,8.0,8,8,5.1274895668029785e-05,0.4446818884462118,3.0853081960231066,1.4085307576606283,0.0,0.0,0.0,3.0853081960231066,0.0,130,2299,7.374017655849457,9.800493717193604e-05,1.32526177726686,0.0031562093645334244,8.472708992660046,17.19913681037724,4.497542977333069e-05,0.04607868260430452,1.786489783005374e-05,0.04795755382977424,176671,17.19913681037724,5136.042638296944,
253,0.018022140488028526,0.0011368614141247235,7.025997103937698e-05,0.0,0.005825968575663865,1.91015625,0.30088425645003203,168.38508558273315,172.716796875,169.42703247070312,5e-06,253,5,0.7405820488929749,0.9959183931350708,0.0,0.7405820488929749,0.9959183931350708,0.0,-0.07593411207199097,2.4747138023376465,-2.4737608432769775,-0.07593411207199097,2.4747138023376465,-2.4737608432769775,1192.046875,4096.0,331.0,0.0078125,120.53125,266.0,45.0,1192.046875,4096.0,331.0,0.0078125,0.0,130.0,130.0,130.0,0.0,7,41,19.46875,0.0625,0.9375,6.875,8,5.924656867980957,8.0,8,8,3.485381603240967e-05,0.47642481699585915,2.833340099081397,1.3002860774722649,0.0,0.0,0.0,2.833340099081397,0.0,130,2271,6.658553643152118,0.00017486698925495148,1.318187715485692,0.00315084308385849,8.114516673609614,16.138644153252244,3.7375837564468384e-05,0.04363918183764873,1.861958305574033e-05,0.047951901488043014,169222,16.138644153252244,5242.757644107871,
254,0.014305519871413708,0.00102874592266744,-3.0498078672280826e-05,0.0,0.008369315473828465,1.90625,0.29889046868447655,168.38508558273315,172.716796875,169.44779586791992,5e-06,254,5,0.8714052438735962,0.9909999966621399,0.0,0.8714052438735962,0.9909999966621399,0.0,-0.1141570582985878,2.474482774734497,-2.4748663902282715,-0.1141570582985878,2.474482774734497,-2.4748663902282715,1252.078125,3774.0,287.0,0.0,119.3984375,280.0,45.0,1252.078125,3774.0,287.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,18.453125,0.0,1.0,7.625,8,6.9712419509887695,8.0,8,8,3.1813979148864746e-05,0.4486248139292002,2.8676537964493036,1.2589165637182305,0.0,0.0,0.0,2.8676537964493036,0.0,130,2630,7.762829700484872,0.00010304152965545654,1.302115784958005,0.0033539775758981705,8.571252701804042,17.666794726625085,5.387328565120697e-05,0.04843715885143993,1.8959094524200258e-05,0.04845088748716291,176906,17.666794726625085,5006.737292684745,
255,0.01771431416273117,0.001102346370316809,-3.6392681522556813e-05,0.0,0.03554735647048801,1.7421875,0.28479504359431823,168.38508558273315,172.716796875,169.18045616149902,5e-06,255,5,0.9167514443397522,0.9938775300979614,0.0,0.9167514443397522,0.9938775300979614,0.0,-0.19105757772922516,1.163457989692688,-2.4748666286468506,-0.19105757772922516,1.163457989692688,-2.4748666286468506,856.3125,3588.0,341.0,0.0,80.6328125,293.0,45.0,856.3125,3588.0,341.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,12.65625,0.0,1.0,7.875,8,7.334011554718018,8.0,8,8,3.479421138763428e-05,0.4587202612310648,2.9445916954427958,0.8512768335931469,0.0,0.0,0.0,2.9445916954427958,0.0,130,2267,7.205359453335404,0.00017849355936050415,0.9942942578345537,0.0031678713858127594,6.340736979618669,14.56980911642313,6.010197103023529e-05,0.06573753241857715,2.50924480848232e-05,0.05022445487943309,126248,14.56980911642313,4332.520728006412,
256,0.014691222459077835,0.00027095373297925107,1.2687492016993929e-05,0.0,0.0036068625668121967,0.87109375,0.30476830965601587,168.38508558273315,172.716796875,169.32895278930664,5e-06,256,5,0.7130110263824463,0.9897959232330322,0.0,0.7130110263824463,0.9897959232330322,0.0,-0.06579127907752991,2.4744150638580322,-2.474843978881836,-0.06579127907752991,2.4744150638580322,-2.474843978881836,1369.890625,4096.0,260.0,0.0078125,131.4296875,269.0,44.0,1369.890625,4096.0,260.0,0.0078125,0.0,130.0,130.0,130.0,0.0,7,41,20.890625,0.1875,0.8125,6.25,8,5.70408821105957,8.0,8,8,3.7183985114097595e-05,0.4567646402865648,2.945223640650511,1.3935474487079773,0.0,0.0,0.0,2.945223640650511,0.0,130,3581,7.274097427725792,0.0001010410487651825,1.4492102190852165,0.003244563937187195,9.297996796667576,18.049868239089847,3.753788769245148e-05,0.04148425072556997,1.6900002798054e-05,0.04843059804708456,191986,18.049868239089847,5318.21056688447,
257,0.013983990997076035,0.0005079936636320781,-1.1772575589930057e-05,0.0,0.0065483057260280475,1.59375,0.30668706989714906,168.38508558273315,172.716796875,169.45429229736328,5e-06,257,5,0.7592235207557678,0.9828125238418579,0.0,0.7592235207557678,0.9828125238418579,0.0,-0.039090946316719055,1.9721834659576416,-1.6647194623947144,-0.039090946316719055,1.9721834659576416,-1.6647194623947144,1343.2421875,3837.0,287.0,0.0,122.90625,274.0,45.0,1343.2421875,3837.0,287.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,20.109375,0.125,0.875,6.875,8,6.073788642883301,8.0,8,8,4.757195711135864e-05,0.43472493067383766,2.846274061128497,1.3240020684315823,0.0,0.0,0.0,2.846274061128497,0.0,130,2289,8.973744984716177,9.257905185222626e-05,1.3895765412598848,0.0036919284611940384,9.007684156298637,19.400801109150052,3.705546259880066e-05,0.05219265992797381,1.9578037710163268e-05,0.04776711736072458,188575,19.400801109150052,4859.979722978085,
258,0.014450810849666595,0.000711215963747236,0.00013121428037266014,0.0,0.003270100336521864,1.56640625,0.30241857885084367,168.38508558273315,172.716796875,169.74557495117188,5e-06,258,5,0.8020122647285461,1.087499976158142,0.0,0.8020122647285461,1.087499976158142,0.0,-0.052181802690029144,2.473787784576416,-2.4747796058654785,-0.052181802690029144,2.473787784576416,-2.4747796058654785,1179.125,3988.0,327.0,0.0,106.453125,276.0,44.0,1179.125,3988.0,327.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,16.890625,0.0625,0.9375,7.1875,8,6.416098594665527,8.0,8,8,4.5027583837509155e-05,0.4420814998447895,2.9316720254719257,1.1108105081366375,0.0,0.0,0.0,2.9316720254719257,0.0,130,3086,7.8243727684021,9.291619062423706e-05,1.2621285002678633,0.004640419036149979,8.13489418849349,17.252277735620737,3.701634705066681e-05,0.0518417574499238,2.7692751815083897e-05,0.04854682390727042,167568,17.252277735620737,4856.402226067308,
259,0.01693001016974449,0.0005995779611112084,9.461209117489489e-05,0.0,0.0038021111104171723,1.609375,0.3159842542916589,168.38508558273315,172.716796875,169.8252067565918,5e-06,259,5,0.6701211333274841,0.9877551198005676,0.0,0.6701211333274841,0.9877551198005676,0.0,-0.07111143320798874,2.4747486114501953,-1.6949665546417236,-0.07111143320798874,2.4747486114501953,-1.6949665546417236,1466.0,4084.0,470.0,0.0,129.25,266.0,45.0,1466.0,4084.0,470.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,21.25,0.1875,0.8125,5.875,8,5.360969066619873,8.0,8,8,5.141645669937134e-05,0.4566951245069504,2.8399508837610483,1.3620072978374083,0.0,0.0,0.0,2.8399508837610483,0.0,130,2499,7.918729595839977,9.532272815704346e-05,1.4772938657552004,0.003234272822737694,9.54569243453443,18.971090108156204,3.834068775177002e-05,0.0421999147118007,1.5831927586239493e-05,0.04672664294786982,204288,18.971090108156204,5384.192443221037,
260,0.01639321818947792,0.000564196392588201,0.000582978349939367,0.0,-0.0016187880537472665,1.400390625,0.3197366710058519,168.38508558273315,172.716796875,169.58259201049805,5e-06,260,5,0.5680171251296997,0.9984375238418579,0.0,0.5680171251296997,0.9984375238418579,0.0,-0.00860321894288063,1.619940996170044,-2.4747796058654785,-0.00860321894288063,1.619940996170044,-2.4747796058654785,1636.2265625,3721.0,407.0,0.0,134.3671875,274.0,45.0,1636.2265625,3721.0,407.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,22.125,0.375,0.625,5.0,8,4.5441365242004395,8.0,8,8,3.1871721148490906e-05,0.4520176015794277,2.945689355954528,1.4550297118112212,0.0,0.0,0.0,2.945689355954528,0.0,130,3311,8.016700368374586,8.881092071533203e-05,1.6524906270205975,0.003266172483563423,10.708306550979614,20.420243479311466,4.030391573905945e-05,0.0382773835013612,1.4447168369906815e-05,0.04736574950560921,226077,20.420243479311466,5535.609803797082,
261,0.010944749228656292,0.0005317658142303117,0.00018490948150429176,0.0,0.009010680252686143,1.671875,0.2907793672696812,168.38508558273315,172.716796875,169.57129287719727,5e-06,261,5,0.8817734718322754,0.9918367266654968,0.0,0.8817734718322754,0.9918367266654968,0.0,-0.09090074896812439,1.2074519395828247,-2.4747772216796875,-0.09090074896812439,1.2074519395828247,-2.4747772216796875,911.734375,3811.0,344.0,0.0,91.7109375,276.0,44.0,911.734375,3811.0,344.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,14.625,0.0,1.0,7.75,8,7.054187774658203,8.0,8,8,4.8590824007987976e-05,0.4539565946906805,2.7442421410232782,0.9824013429461047,0.0,0.0,0.0,2.7442421410232782,0.0,130,2347,6.791613755747676,0.00011552311480045319,1.0557484775781631,0.003178916871547699,6.609557094052434,14.485145971179008,4.272535443305969e-05,0.058196207055129096,2.3840326915358244e-05,0.04956845625573663,133342,14.485145971179008,4602.7150939766025,
262,0.0127085717394948,0.0008715460826351773,-1.0434196155983955e-05,0.0,0.011329899483826011,1.177734375,0.30452345882655696,168.38508558273315,172.716796875,169.60756301879883,5e-06,262,5,0.8387375473976135,0.984375,0.0,0.8387375473976135,0.984375,0.0,-0.0896676704287529,1.63286554813385,-2.4726996421813965,-0.0896676704287529,1.63286554813385,-2.4726996421813965,1311.03125,4096.0,286.0,0.0078125,120.1953125,264.0,44.0,1311.03125,4096.0,286.0,0.0078125,0.0,130.0,130.0,130.0,0.0,7,41,19.1875,0.0,1.0,7.25,8,6.709900379180908,8.0,8,8,6.039626896381378e-05,0.4595929142087698,2.713010609149933,1.2626329120103037,0.0,0.0,0.0,2.713010609149933,0.0,130,3456,8.112392667680979,0.00011889077723026276,1.3601427916437387,0.003256760537624359,8.88027923181653,18.38270359300077,4.055723547935486e-05,0.04834214875980847,1.765641217023594e-05,0.04814412005191882,184452,18.38270359300077,5016.998698445811,
263,0.015395657159388065,0.0006219084498297889,9.008728420667467e-05,0.0,0.0034217366483062506,0.921875,0.3008848057523982,168.38508558273315,172.716796875,170.06189346313477,5e-06,263,5,0.7201111912727356,0.9918367266654968,0.0,0.7201111912727356,0.9918367266654968,0.0,-0.014905858784914017,2.474865674972534,-2.474426031112671,-0.014905858784914017,2.474865674972534,-2.474426031112671,1138.375,4096.0,279.0,0.0078125,104.2109375,265.0,45.0,1138.375,4096.0,279.0,0.0078125,0.0,130.0,130.0,130.0,0.0,7,41,17.453125,0.125,0.875,6.1875,8,5.760890007019043,8.0,8,8,5.1548704504966736e-05,0.47015251591801643,3.029150089249015,1.1643630530888913,0.0,0.0,0.0,3.029150089249015,0.0,130,3664,7.008903196081519,0.00010694563388824463,1.2571987360715866,0.003252211958169937,8.063768286257982,16.370354153215885,4.1093677282333374e-05,0.04810107057813714,2.003185644876526e-05,0.04966842592797121,162352,16.370354153215885,4958.719844436189,
264,0.011338133364915848,0.000616428122157231,-0.0002421280132693937,0.0,0.007928053935756907,1.71484375,0.29768178882292917,168.38508558273315,172.716796875,170.0742416381836,5e-06,264,5,0.7340306043624878,0.9918367266654968,0.0,0.7340306043624878,0.9918367266654968,0.0,-0.09006429463624954,2.2553141117095947,-2.4748663902282715,-0.09006429463624954,2.2553141117095947,-2.4748663902282715,1012.9609375,3048.0,325.0,0.0,105.328125,264.0,45.0,1012.9609375,3048.0,325.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,17.796875,0.1875,0.8125,6.4375,8,5.8722453117370605,8.0,8,8,3.427453339099884e-05,0.4584911372512579,2.8540175706148148,1.1121386477461783,0.0,0.0,0.0,2.8540175706148148,0.0,130,2935,6.385200431570411,0.00011050328612327576,1.148933144286275,0.0031456928700208664,7.0573160126805305,14.61970129236579,3.957003355026245e-05,0.049246102712271506,2.1501807052822415e-05,0.048238990100277726,146299,14.61970129236579,5003.488001372346,
265,0.028371889144182205,0.0009090326748264488,-0.00018219149478682084,1.8152773918700404e-05,-0.013086935214232653,1.90234375,0.30975908037583877,168.38508558273315,172.716796875,170.16901397705078,5e-06,265,5,0.7224287986755371,0.9937499761581421,0.0,0.7224287986755371,0.9937499761581421,0.0,-0.05163681507110596,2.474862813949585,-2.474679708480835,-0.05163681507110596,2.474862813949585,-2.474679708480835,1478.3515625,3909.0,287.0,0.0,130.8203125,579.0,45.0,1478.3515625,3909.0,287.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,21.3125,0.125,0.875,6.4375,8,5.779430389404297,8.0,8,8,5.059875547885895e-05,0.5051823928952217,5.687125122174621,1.4309185476740822,0.0,0.0,0.0,5.687125122174621,0.0,130,2553,8.827118255198002,0.00011330470442771912,1.5207006577402353,0.0031743738800287247,9.887735322117805,20.262668292969465,6.239674985408783e-05,0.04664780903137469,1.5419387474698593e-05,0.04802925803359323,205869,20.262668292969465,5080.007159556334,
266,0.010907546617090702,0.00041674992098705843,-3.453224803706689e-05,0.0,-0.000499487214256078,1.38671875,0.3061249486176445,168.38508558273315,172.716796875,170.09046173095703,5e-06,266,5,0.671619713306427,0.9918367266654968,0.0,0.671619713306427,0.9918367266654968,0.0,-0.04755179211497307,2.3826403617858887,-2.330091953277588,-0.04755179211497307,2.3826403617858887,-2.330091953277588,1219.4921875,3400.0,360.0,0.0,125.96875,258.0,45.0,1219.4921875,3400.0,360.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,21.21875,0.25,0.75,6.0,8,5.372957229614258,8.0,8,8,4.995428025722504e-05,0.46630856953561306,2.7451008558273315,1.3413247537537245,0.0,0.0,0.0,2.7451008558273315,0.0,130,3400,6.736162610352039,0.00010784342885017395,1.2490605805069208,0.0031464863568544388,8.182910205796361,16.202590599656105,4.418566823005676e-05,0.043154249721977254,1.821568504851037e-05,0.04737262399511599,172735,16.202590599656105,5330.474745306045,
267,0.009697766043245792,2.3373224394163117e-05,-5.102186310068646e-05,0.0,-0.0011640116281341761,0.02191162109375,0.2932974284045805,168.38508558273315,172.716796875,169.83448028564453,5e-06,267,5,0.7422139048576355,0.9819999933242798,0.0,0.7422139048576355,0.9819999933242798,0.0,-0.006268633529543877,0.0560341477394104,-0.10573447495698929,-0.006268633529543877,0.0560341477394104,-0.10573447495698929,1036.390625,3483.0,341.0,0.0,109.7578125,269.0,44.0,1036.390625,3483.0,341.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,17.890625,0.1875,0.8125,6.5,8,5.937711238861084,8.0,8,8,5.5670738220214844e-05,0.4620986171066761,3.0976130105555058,1.2192661830340512,0.0,0.0,0.0,3.0976130105555058,0.0,130,2252,6.995770484209061,0.00011626631021499634,1.1570058204233646,0.003201650455594063,7.3488652016967535,15.528779465705156,4.159286618232727e-05,0.05273538334822672,2.1444697555185353e-05,0.049222797369668406,149298,15.528779465705156,4807.138910360603,
268,0.014349635690450668,0.0007669458354939707,0.00015623995341229602,0.0,0.010153012350201607,1.111328125,0.2998402594059426,168.38508558273315,172.716796875,169.88373565673828,5e-06,268,5,0.8219113349914551,0.9898979663848877,0.0,0.8219113349914551,0.9898979663848877,0.0,-0.09233781695365906,2.4748663902282715,-2.4748666286468506,-0.09233781695365906,2.4748663902282715,-2.4748666286468506,1067.421875,3716.0,283.0,0.0,93.9765625,274.0,45.0,1067.421875,3716.0,283.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,15.0,0.0625,0.9375,6.9375,8,6.575290679931641,8.0,8,8,3.1327828764915466e-05,0.44217014871537685,2.7540466599166393,0.9858758286864031,0.0,0.0,0.0,2.7540466599166393,0.0,130,3716,7.952405916526914,0.00011788681149482727,1.1737763322889805,0.0031605158001184464,7.524087058380246,16.67696083895862,4.15705144405365e-05,0.058203951668937375,2.062057676073887e-05,0.0490904094629102,153270,16.67696083895862,4595.261735038373,
269,0.01570052094757557,0.0005561385187320411,0.00011401521896914346,0.0,0.007711288169957697,1.037109375,0.2919656131127265,168.38508558273315,172.716796875,170.26191329956055,5e-06,269,5,0.8040074110031128,0.9918367266654968,0.0,0.8040074110031128,0.9918367266654968,0.0,-0.07243858277797699,2.3985350131988525,-1.431776762008667,-0.07243858277797699,2.3985350131988525,-1.431776762008667,1138.5390625,3617.0,287.0,0.0,111.609375,286.0,45.0,1138.5390625,3617.0,287.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,18.09375,0.0625,0.9375,7.125,8,6.432059288024902,8.0,8,8,4.97233122587204e-05,0.44263519532978535,2.9962037820369005,1.1865490745549323,0.0,0.0,0.0,2.9962037820369005,0.0,130,2018,6.815311089158058,0.0001141037791967392,1.2393684387207031,0.0032262708991765976,8.142158878967166,16.23203906416893,4.1058287024497986e-05,0.04676573658099441,1.986950354539608e-05,0.05014478317803555,162373,16.23203906416893,5001.6205406512,
270,0.012423842214047909,0.000523152673849836,7.149516673621292e-05,0.0,-0.00024545646738260984,0.818359375,0.31217978945102953,168.38508558273315,172.716796875,170.36891555786133,5e-06,270,5,0.6687897443771362,0.9921875,0.0,0.6687897443771362,0.9921875,0.0,-0.03745104372501373,2.474865436553955,-2.4748663902282715,-0.03745104372501373,2.474865436553955,-2.4748663902282715,1612.1328125,4005.0,262.0,0.0,153.1484375,275.0,45.0,1612.1328125,4005.0,262.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,23.71875,0.125,0.875,5.6875,8,5.350318431854248,8.0,8,8,5.53913414478302e-05,0.45711030438542366,3.0292465928941965,1.641952144986135,0.0,0.0,0.0,3.0292465928941965,0.0,130,2492,8.697506939992309,0.0001311805099248886,1.6229065917432308,0.003168337047100067,10.680189091712236,21.027508299797773,4.4792890548706055e-05,0.04214868182188923,1.4208235447301338e-05,0.04789472804846895,222993,21.027508299797773,5302.411413199741,
271,0.013449362479150295,0.0005527144548977958,-0.00010939239655272104,0.0,-0.002053027299552923,1.22265625,0.30980220296128985,168.38508558273315,172.716796875,169.6629409790039,5e-06,271,5,0.7255951762199402,0.9859374761581421,0.0,0.7255951762199402,0.9859374761581421,0.0,-0.06437835097312927,1.62657630443573,-2.4748666286468506,-0.06437835097312927,1.62657630443573,-2.4748666286468506,1331.7109375,2907.0,287.0,0.0,133.2421875,295.0,44.0,1331.7109375,2907.0,287.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,20.9375,0.125,0.875,6.5625,8,5.804760932922363,8.0,8,8,5.854479968547821e-05,0.4441607967019081,3.5408155657351017,1.5055758434755262,0.0,0.0,0.0,3.5408155657351017,0.0,130,2541,6.827279319986701,0.00011321157217025757,1.3720425516366959,0.0031888820230960846,8.835910972207785,17.062744880095124,4.6368688344955444e-05,0.04005232530982055,1.7043821843495072e-05,0.04722585888865138,187099,17.062744880095124,5482.675891680944,
272,0.013399919494986534,0.0006077731522964314,1.9308621631353162e-05,0.0,0.008557977387681603,1.40234375,0.3079782362406919,168.38508558273315,172.716796875,169.67085647583008,5e-06,272,5,0.8141247630119324,0.9865000247955322,0.0,0.8141247630119324,0.9865000247955322,0.0,-0.11773082613945007,1.5386466979980469,-2.474863052368164,-0.11773082613945007,1.5386466979980469,-2.474863052368164,1348.2578125,3874.0,368.0,0.0,118.921875,275.0,45.0,1348.2578125,3874.0,368.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,18.78125,0.0625,0.9375,7.125,8,6.512998104095459,8.0,8,8,3.2275915145874023e-05,0.42545320466160774,2.9170118868350983,1.2376678809087025,0.0,0.0,0.0,2.9170118868350983,0.0,130,2242,8.45781229622662,0.00013582594692707062,1.4456570129841566,0.0032731294631958008,9.072332533076406,19.003556698560715,4.4636428356170654e-05,0.04900891947493942,1.7298284314812097e-05,0.04794670950853468,189217,19.003556698560715,4978.4627951864095,
273,0.013090251013636589,0.0007079011120367795,8.431090509475325e-05,0.0,0.010955154302791925,1.5078125,0.3076511070415461,168.38508558273315,172.716796875,169.42131423950195,5e-06,273,5,0.7525094151496887,0.9979591965675354,0.0,0.7525094151496887,0.9979591965675354,0.0,-0.08781402558088303,2.4748661518096924,-2.474365711212158,-0.08781402558088303,2.4748661518096924,-2.474365711212158,1355.8515625,3669.0,287.0,0.0,122.4375,276.0,45.0,1355.8515625,3669.0,287.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,19.390625,0.0625,0.9375,6.5625,8,6.02007532119751,8.0,8,8,5.099736154079437e-05,0.4737076684832573,2.956923808902502,1.2925061797432136,0.0,0.0,0.0,2.956923808902502,0.0,130,3463,9.254865054041147,0.00011326372623443604,1.3916585557162762,0.003137286752462387,9.09015998058021,19.773761136457324,4.0529295802116394e-05,0.05332710101493611,1.649562673163215e-05,0.04779540341754891,190189,19.773761136457324,4809.125555009975,
274,0.009906597435474396,0.0004194755128992256,1.234812407346908e-05,0.0,0.009077806491404772,1.119140625,0.3029455934670665,168.38508558273315,172.716796875,169.68428802490234,5e-06,274,5,0.7540186047554016,0.9981632828712463,0.0,0.7540186047554016,0.9981632828712463,0.0,-0.09323678910732269,2.4748661518096924,-2.4694926738739014,-0.09323678910732269,2.4748661518096924,-2.4694926738739014,1152.3125,3347.0,287.0,0.0,113.0546875,270.0,45.0,1152.3125,3347.0,287.0,0.0,0.0,130.0,130.0,130.0,0.0,7,41,17.609375,0.0625,0.9375,6.6875,8,6.032148361206055,8.0,8,8,5.2502378821372986e-05,0.4510968253016472,2.8089174572378397,1.1714881641237298,0.0,0.0,0.0,2.8089174572378397,0.0,130,2200,6.777519792318344,0.00010547228157520294,1.2495270054787397,0.0031756144016981125,7.8924881014972925,15.94644183665514,3.977678716182709e-05,0.04595053284372691,1.9347458215736418e-05,0.04808505203914615,164136,15.94644183665514,5146.477241797927,
