step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_agent_loop_response_length_min,timing_s_agent_loop_response_length_max,timing_s_agent_loop_response_length_mean,timing_s_agent_loop_llm_response_length_min,timing_s_agent_loop_llm_response_length_max,timing_s_agent_loop_llm_response_length_mean,timing_s_agent_loop_num_turns_min,timing_s_agent_loop_num_turns_max,timing_s_agent_loop_num_turns_mean,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_update_actor,timing_per_token_ms_adv,timing_per_token_ms_gen,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
11,0.37581852078437805,0.00032141193878487684,0.00015433069108894415,0.0,0.013534119469113648,0.662109375,0.3425669418231264,228.06283473968506,232.318359375,173.98009490966797,5e-06,11,0,0.09375,1.0,0.0,0.09375,1.0,0.0,-0.12461615353822708,2.4748666286468506,-1.6201815605163574,-0.12461615353822708,2.4748666286468506,-1.6201815605163574,3026.71875,4096.0,818.0,0.359375,357.7421875,2544.0,66.0,3026.71875,4096.0,818.0,0.359375,0.0,484.8125,715.0,326.0,0.0,14,32,29.796875,0.75,0.25,0.75,6,0.75,8.0,8,8,5.572289228439331e-05,0.6655047386884689,22.97524885646999,3.6508801839809166,2.7487391512840986,34.439878867939115,16.312643371988088,15.729075448587537,25.789820527657866,338,3388,818.0,4096.0,3026.71875,66.0,2544.0,357.7421875,14.0,32.0,29.796875,53.17781185917556,9.153038263320923e-05,3.381170580163598,0.0030360333621501923,20.657899947836995,77.24520607851446,3.822147846221924e-05,0.04595996215112041,6.7546061684054146e-06,0.1372614006999524,449476,77.24520607851446,2909.410323426016,
12,0.4341396987438202,0.0012362422530713957,0.0001289730309395054,0.0,0.03426196777581936,1.16015625,0.33466492748000554,228.06283473968506,232.318359375,175.0194969177246,5e-06,12,0,0.3359375,1.0,0.0,0.3359375,1.0,0.0,-0.14075471460819244,2.4748666286468506,-2.4748666286468506,-0.14075471460819244,2.4748666286468506,-2.4748666286468506,2688.6015625,4096.0,705.0,0.296875,329.71875,2643.0,45.0,2688.6015625,4096.0,705.0,0.296875,0.0,462.25,872.0,282.0,0.0,10,32,27.25,0.5,0.5,2.6875,8,2.6875,8.0,8,8,3.2359734177589417e-05,0.5134655181318521,26.59685416892171,3.3394614572898718,1.7953290194272995,78.49865340255201,18.311596196756,9.2464967854321,77.59754452295601,685,4096,705.0,4096.0,2688.6015625,45.0,2643.0,329.71875,10.0,32.0,27.25,94.6088812276721,0.00010267272591590881,3.2057187408208847,0.0030402671545743942,18.84391975402832,116.69151516631246,3.900565207004547e-05,0.04672328104264552,7.538307239794783e-06,0.27491313510355375,403309,116.69151516631246,1728.0990799767712,
13,0.3527093231678009,0.0007603419326187577,1.710957621980924e-05,0.0,0.015072805457748473,0.939453125,0.3410431087222926,231.9721212387085,236.224609375,176.20731353759766,5e-06,13,0,0.1796875,1.0,0.0,0.1796875,1.0,0.0,-0.12138628214597702,2.4748666286468506,-1.20761239528656,-0.12138628214597702,2.4748666286468506,-1.20761239528656,3307.6484375,4096.0,752.0,0.421875,470.859375,2380.0,51.0,3307.6484375,4096.0,752.0,0.421875,0.0,542.5625,835.0,335.0,0.0,10,32,27.4140625,0.4375,0.5625,1.4375,8,1.4375,8.0,8,8,4.98499721288681e-05,0.4845918957144022,22.82805027626455,4.888157269801013,3.623548209667206,49.70753590390086,18.70962282785331,12.187133464962244,49.70753590390086,355,3372,752.0,4096.0,3307.6484375,51.0,2380.0,470.859375,10.0,32.0,27.4140625,64.73255307413638,0.00010094046592712402,3.690485144034028,0.003044433891773224,22.99794678390026,91.44959237612784,4.046037793159485e-05,0.046665354747000995,6.1774900558882205e-06,0.15289504929185524,492827,91.44959237612784,2694.528139464121,
14,0.4965735673904419,0.0002637878269524663,6.231885947727278e-06,0.0,0.00877222474082373,0.59375,0.34283615410405877,231.9721212387085,236.224609375,177.24505996704102,5e-06,14,0,0.2265625,1.0,0.0,0.2265625,1.0,0.0,-0.0525713711977005,2.4748666286468506,-0.7245674133300781,-0.0525713711977005,2.4748666286468506,-0.7245674133300781,2912.109375,4096.0,573.0,0.21875,384.4765625,2315.0,55.0,2912.109375,4096.0,573.0,0.21875,0.0,482.0,873.0,322.0,0.0,10,32,28.03125,0.625,0.375,1.8125,8,1.8125,8.0,8,8,5.350075662136078e-05,0.5322086792439222,23.427016345784068,3.836527301275055,1.8278454151004553,40.16320685297251,15.647661781171337,5.508926287293434,37.98633438721299,450,3867,573.0,4096.0,2912.109375,55.0,2315.0,384.4765625,10.0,32.0,28.03125,53.195859448984265,9.053200483322144e-05,3.314221238717437,0.003003159537911415,19.810301342979074,76.34864540025592,3.8290396332740784e-05,0.04559899583142456,6.912618686583407e-06,0.14271189657675187,434446,76.34864540025592,2845.145435930313,
15,0.29883623123168945,0.0002615630628497456,-4.788311161973979e-05,0.0,0.0010434311615625802,0.5771484375,0.3451021203772257,231.9721212387085,236.224609375,178.25426864624023,5e-06,15,0,0.140625,1.0,0.0,0.140625,1.0,0.0,-0.023208849132061005,1.6201815605163574,-0.935412585735321,-0.023208849132061005,1.6201815605163574,-0.935412585735321,3238.375,4096.0,689.0,0.4609375,381.96875,2315.0,61.0,3238.375,4096.0,689.0,0.4609375,0.0,526.4375,831.0,331.0,0.0,12,32,28.4609375,0.6875,0.3125,1.125,8,1.125,8.0,8,8,3.261491656303406e-05,0.5938292313367128,24.391076046973467,3.9592373254999984,2.9079687017947435,48.523851215839386,20.805485091084847,24.391076046973467,33.06427152454853,355,4096,689.0,4096.0,3238.375,61.0,2315.0,381.96875,12.0,32.0,28.4609375,61.68756100907922,9.006448090076447e-05,3.60522742010653,0.0030101705342531204,22.233422389253974,87.55966029688716,3.863498568534851e-05,0.04613738729778619,6.24651487925428e-06,0.1488197229732293,481896,87.55966029688716,2751.8151530398977,
16,0.4027341604232788,0.0004868353880738141,1.0924031812464818e-06,0.0,0.016857884358614683,0.880859375,0.3363537751743738,231.9721212387085,236.224609375,179.11321640014648,5e-06,16,0,0.21875,1.0,0.0,0.21875,1.0,0.0,-0.0663590133190155,2.4748666286468506,-2.4748666286468506,-0.0663590133190155,2.4748666286468506,-2.4748666286468506,3176.4453125,4096.0,975.0,0.3359375,383.6484375,1734.0,62.0,3176.4453125,4096.0,975.0,0.3359375,0.0,505.25,832.0,340.0,0.0,12,32,28.6328125,0.4375,0.5625,1.75,8,1.75,8.0,8,8,3.4106895327568054e-05,0.6015578396618366,18.42970982193947,3.8444793406524695,0.8090796377509832,48.28982972167432,20.469022654826404,10.793836798518896,43.599228696897626,606,4096,975.0,4096.0,3176.4453125,62.0,1734.0,383.6484375,12.0,32.0,28.6328125,59.985368736088276,9.336695075035095e-05,3.4804559499025345,0.0029780175536870956,22.105588532984257,85.59979234263301,3.644078969955444e-05,0.04690771390766452,6.319306776741981e-06,0.14753463294535774,471257,85.59979234263301,2752.6760702507586,
17,0.3851076662540436,0.0007972490348038264,0.00016548490748391487,0.0,0.023507115431129932,0.7421875,0.3399462130208849,232.55550384521484,237.357421875,180.03330612182617,5e-06,17,0,0.2578125,1.0,0.0,0.2578125,1.0,0.0,-0.08756467700004578,2.4748666286468506,-2.4748666286468506,-0.08756467700004578,2.4748666286468506,-2.4748666286468506,3154.859375,4096.0,461.0,0.484375,340.0703125,2025.0,30.0,3154.859375,4096.0,461.0,0.484375,0.0,529.3125,846.0,316.0,0.0,8,32,27.1328125,0.4375,0.5625,2.0625,8,2.0625,8.0,8,8,4.629604518413544e-05,0.2922273464500904,19.115020878612995,3.35681003308855,3.5170430447906256,53.88992944546044,21.57947425445309,1.406793812289834,53.88992944546044,631,4096,461.0,4096.0,3154.859375,30.0,2025.0,340.0703125,8.0,32.0,27.1328125,72.35716213099658,0.00010265596210956573,4.014789763838053,0.003025822341442108,22.22405056655407,98.63147783465683,3.732554614543915e-05,0.047127387359256596,6.416431655354426e-06,0.17918083247320993,471574,98.63147783465683,2390.5856951192295,
18,0.3493724763393402,0.0013151601669960655,-5.9913474615314044e-05,0.0,0.0068585246335715055,1.359375,0.33454959852874916,232.55550384521484,237.357421875,180.96306991577148,5e-06,18,0,0.3984375,1.0,0.0,0.3984375,1.0,0.0,-0.09606150537729263,2.4748666286468506,-2.4748666286468506,-0.09606150537729263,2.4748666286468506,-2.4748666286468506,2730.7890625,4096.0,699.0,0.296875,317.9375,2425.0,37.0,2730.7890625,4096.0,699.0,0.296875,0.0,491.0625,870.0,282.0,0.0,10,32,25.8671875,0.25,0.75,3.1875,8,3.1875,8.0,8,8,5.474686622619629e-05,0.382963664829731,24.750973660498857,3.2429958779830486,1.7286284733563662,53.77984551154077,18.678282923588995,24.750973660498857,38.84245232120156,338,4096,699.0,4096.0,2730.7890625,37.0,2425.0,317.9375,10.0,32.0,25.8671875,66.04461787082255,0.00015437044203281403,3.2072655111551285,0.003103526309132576,19.295898674055934,88.57904030382633,3.979913890361786e-05,0.046789619405708416,7.525579257687559e-06,0.18894669830097913,412397,88.57904030382633,2327.8475279562595,
19,0.2701180577278137,0.0007710083191341255,0.00021867472855774395,0.0,-0.0018269635183969513,0.94921875,0.3329233996612335,232.55550384521484,237.357421875,181.71742248535156,5e-06,19,0,0.4140625,1.0,0.0,0.4140625,1.0,0.0,-0.00436021713539958,2.4748666286468506,-1.6201815605163574,-0.00436021713539958,2.4748666286468506,-1.6201815605163574,2602.5078125,4096.0,608.0,0.2265625,317.0078125,2239.0,45.0,2602.5078125,4096.0,608.0,0.2265625,0.0,450.4375,642.0,277.0,0.0,10,32,26.515625,0.3125,0.6875,3.3125,8,3.3125,8.0,8,8,5.754642188549042e-05,0.4215833656489849,20.854052890092134,3.202838061435614,2.8241725526750088,30.757523706182837,13.217775622964837,11.26792567409575,21.97049323655665,390,3268,608.0,4096.0,2602.5078125,45.0,2239.0,317.0078125,10.0,32.0,26.515625,43.641988353803754,0.0001340620219707489,2.996136775240302,0.0037645474076271057,18.321317698806524,65.0136514827609,3.6211684346199036e-05,0.046884329678580174,9.633492778815297e-06,0.13100941806071595,390777,65.0136514827609,3005.3457319161566,
20,0.22090674936771393,0.0008156136427714955,-0.0001923092850120156,2.890230553020956e-05,-0.0022569429711438715,1.09375,0.3398635068156489,232.55550384521484,237.357421875,182.75718307495117,5e-06,20,0,0.3515625,1.0,0.0,0.3515625,1.0,0.0,-0.06413766741752625,2.4748666286468506,-2.4748666286468506,-0.06413766741752625,2.4748666286468506,-2.4748666286468506,2939.5703125,4096.0,612.0,0.4296875,236.0859375,1370.0,43.0,2939.5703125,4096.0,612.0,0.4296875,0.0,539.875,874.0,322.0,0.0,10,32,24.796875,0.4375,0.5625,2.8125,8,2.8125,8.0,8,8,3.3428892493247986e-05,0.4055388029664755,15.538662577047944,2.4506004326685797,2.9527411181479692,53.168691577389836,22.06128750764765,2.224440610036254,53.168691577389836,603,4096,612.0,4096.0,2939.5703125,43.0,1370.0,236.0859375,10.0,32.0,24.796875,64.06306378915906,0.00010196678340435028,3.388740884140134,0.0030889715999364853,20.873159777373075,88.36051717959344,3.858841955661774e-05,0.04686711418480648,6.935757989299851e-06,0.17026049138016838,445369,88.36051717959344,2520.1810390877636,
21,0.40801501274108887,0.0014406537884497084,-0.00011057364645239431,0.0,0.0015408210456371307,1.072265625,0.33004162736658776,232.55550384521484,237.357421875,183.52697372436523,5e-06,21,0,0.453125,1.0,0.0,0.453125,1.0,0.0,-0.1764853298664093,2.4748666286468506,-2.4748666286468506,-0.1764853298664093,2.4748666286468506,-2.4748666286468506,2858.5703125,4096.0,728.0,0.296875,357.4921875,2098.0,35.0,2858.5703125,4096.0,728.0,0.296875,0.0,466.5625,696.0,302.0,0.0,8,32,25.0390625,0.1875,0.8125,3.625,8,3.625,8.0,8,8,5.408935248851776e-05,0.33569445461034775,21.49062284640968,3.615756122977473,1.7194414790719748,37.23040812835097,17.214459146052832,15.594752235338092,31.82182190194726,305,4096,728.0,4096.0,2858.5703125,35.0,2098.0,357.4921875,8.0,32.0,25.0390625,55.163618952035904,0.00012296810746192932,3.313018564134836,0.0029872283339500427,20.2379813157022,78.74303998053074,3.8135796785354614e-05,0.04754974851968366,7.0185832190679475e-06,0.15076269811459483,425617,78.74303998053074,2702.5690150217342,
22,0.3055870234966278,0.0006096068955230294,0.00010019032379204873,0.0,0.005853682174347341,0.912109375,0.3364827425451028,232.55550384521484,237.357421875,184.54249572753906,5e-06,22,0,0.2265625,1.0,0.0,0.2265625,1.0,0.0,-0.08968617767095566,2.4748666286468506,-1.20761239528656,-0.08968617767095566,2.4748666286468506,-1.20761239528656,2794.890625,4096.0,606.0,0.234375,323.2578125,1982.0,30.0,2794.890625,4096.0,606.0,0.234375,0.0,474.4375,849.0,281.0,0.0,8,32,27.015625,0.5,0.5,1.8125,8,1.8125,8.0,8,8,3.438815474510193e-05,0.2842031829059124,22.428592674434185,3.2536711462016683,2.2234799452126026,46.10117790102959,18.056433699617628,1.4178994130343199,46.10117790102959,281,2231,606.0,4096.0,2794.890625,30.0,1982.0,323.2578125,8.0,32.0,27.015625,60.12330618314445,0.00010746903717517853,3.2248995061963797,0.0034988652914762497,19.45190433971584,82.82989677600563,4.56441193819046e-05,0.04648294598879701,8.36100998264229e-06,0.1680614351611044,418474,82.82989677600563,2526.104802059977,
