step,actor_use_cached_prefix_old_logprob,actor_prefix_mask_sum,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_continuation_loss,actor_prefix_loss,actor_pg_loss,actor_prefix_loss_weight,actor_prefix_token_count,actor_prefix_old_logprob_source,actor_prefix_loss_mode_joint,actor_prefix_logprob_delta_mean,actor_prefix_logprob_delta_abs_mean,actor_prefix_ratio_mean,actor_prefix_advantage_mean,actor_prefix_advantage_abs_mean,actor_prefix_token_frac,actor_prefix_loss_contribution,actor_prefix_loss_share,actor_continuation_pg_clipfrac,actor_continuation_ppo_kl,actor_continuation_pg_clipfrac_lower,actor_prefix_pg_clipfrac,actor_prefix_ppo_kl,actor_prefix_pg_clipfrac_lower,actor_prefix_clip_override_active,actor_prefix_clip_ratio,actor_prefix_clip_ratio_low,actor_prefix_clip_ratio_high,actor_prefix_clip_ratio_c,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_adv,timing_per_token_ms_gen,timing_per_token_ms_update_actor,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
497,True,30416,0.06587386876344681,0.001873687797342427,1.929580292880928e-06,6.648936050623888e-06,0.0007474311065109873,-0.026556124619673938,-0.02580869351316295,1.0,1901.0,1.0,0.0,1.039059866219759,1.039059866219759,8569365.21875,0.19575538812205195,0.19575538812205195,0.14610997065458475,-0.026556124619673938,0.3096155678309712,0.001873687797342427,1.929580292880928e-06,6.648936050623888e-06,0.1098629324696958,-0.909034226089716,0.0,0.0,0.2,0.2,0.2,3.0,0.73828125,0.16682482823946224,241.24926805496216,247.677734375,171.35945510864258,5e-06,497,0,0.4701879024505615,0.9984375238418579,0.0,0.4701879024505615,0.9984375238418579,0.0,-0.02070540189743042,0.6464340686798096,-2.4733660221099854,-0.02070540189743042,0.6464340686798096,-2.4733660221099854,2081.875,4096.0,359.0,0.1796875,1230.34375,2997.0,173.0,2081.875,4096.0,359.0,0.1796875,0.0,1048.4375,2994.0,215.0,0.0,3,41,18.890625,0.5,0.5,4.0,8,3.7615036964416504,8.0,8,8,3.386661410331726e-05,1.7825963459908962,30.48914653249085,12.272486950620078,0.0,0.0,0.0,30.48914653249085,0.0,258,4096,32.727294409647584,8.152984082698822e-05,2.8926203306764364,0.002982761710882187,37.766141733154655,73.42298277467489,3.6479905247688293e-05,7.444249053813983e-06,0.12281332336253221,0.09425512062781935,400680,73.42298277467489,2728.573430676551,
498,True,62944,0.057868652045726776,0.0012762269543600269,0.0001568649325918159,2.165176965718274e-06,-0.0021180399344302714,-0.0013432958512566984,-0.0034613358438946307,1.0,3934.0,1.0,0.0,1.0735481344163418,1.1474983505904675,8832469.6875,0.009817752870731056,0.009817752870731056,0.2252446873139566,-0.0013432958512566984,0.04235418845756252,0.0012762269543600269,0.0001568649325918159,2.165176965718274e-06,0.07067799661308527,-0.9549329876899719,0.0,0.0,0.2,0.2,0.2,3.0,0.5048828125,0.17571349400967978,241.24926805496216,247.677734375,171.2393341064453,5e-06,498,0,0.29109832644462585,0.989062488079071,0.0,0.29109832644462585,0.989062488079071,0.0,-0.02403397113084793,0.8058791756629944,-2.474561929702759,-0.02403397113084793,0.8058791756629944,-2.474561929702759,2866.9765625,4096.0,329.0,0.453125,1455.640625,2716.0,216.0,2866.9765625,4096.0,329.0,0.453125,0.0,1891.375,5192.0,258.0,0.0,3,41,25.640625,0.6875,0.3125,2.5,8,2.328786849975586,8.0,8,8,3.3933669328689575e-05,2.42135345377028,29.270075388252735,16.326018265404855,0.0,0.0,0.0,29.270075388252735,0.0,371,4096,31.452700797468424,8.606165647506714e-05,4.3010363429784775,0.0029383432120084763,58.5201381444931,94.3229066003114,3.8640573620796204e-05,4.824319103432413e-06,0.08570848753850671,0.09608129480320474,609069,94.3229066003114,3228.63778244716,
499,True,28696,0.05986390262842178,0.00140951303546899,-1.5490202429191413e-05,1.7687344779915293e-06,0.005408457633166108,-0.040934066637419164,-0.03552560925891157,1.0,1793.5,1.0,0.0,1.1337693557143211,1.1337693557143211,9016129.5625,0.2996420133858919,0.2996420133858919,0.11973192724131274,-0.040934066637419164,0.5910842834326836,0.00140951303546899,-1.5490202429191413e-05,1.7687344779915293e-06,0.1903968076221645,-1.0069120712578297,0.0,0.0,0.2,0.2,0.2,3.0,0.740234375,0.16955790778216018,241.24926805496216,247.677734375,171.1518211364746,5e-06,499,0,0.3325341045856476,0.992968738079071,0.0,0.3325341045856476,0.992968738079071,0.0,-0.04961178079247475,2.4748661518096924,-2.474787950515747,-0.04961178079247475,2.4748661518096924,-2.474787950515747,2641.0,4096.0,182.0,0.3203125,1555.7109375,3620.0,171.0,2641.0,4096.0,182.0,0.3203125,0.0,958.75,4063.0,220.0,0.0,3,41,24.078125,0.5625,0.4375,2.75,8,2.6602730751037598,8.0,8,8,6.440095603466034e-05,1.8167340755462646,38.90151127614081,15.984797356446506,0.0,0.0,0.0,38.90151127614081,0.0,253,4096,41.132294001057744,8.573569357395172e-05,3.237553358078003,0.0029458124190568924,42.99211419187486,87.3995261322707,4.065409302711487e-05,6.3932660667774075e-06,0.1216758981004406,0.09330533846073265,460768,87.3995261322707,2635.986831911837,
500,True,45256,0.05948222056031227,0.0014544839286827482,-0.00011017246515621082,7.941478429529525e-06,0.005420935278380057,-0.03209918114589527,-0.02667824603850022,1.0,2828.5,1.0,0.0,1.068300100043416,1.1790497973561287,7925292.96875,0.23806229734327644,0.23806229734327644,0.16278637834350648,-0.03209918114589527,0.5965961146332946,0.0014544839286827482,-0.00011017246515621082,7.941478429529525e-06,0.13403240882325917,-0.9573341608047485,0.0,0.0,0.2,0.2,0.2,3.0,0.630859375,0.17125255824197638,241.24926805496216,247.677734375,170.8217544555664,5e-06,500,0,0.2266775220632553,0.9921875,0.0,0.2266775220632553,0.9921875,0.0,-0.05568511411547661,2.4748661518096924,-1.2076032161712646,-0.05568511411547661,2.4748661518096924,-1.2076032161712646,2903.2734375,4096.0,523.0,0.3671875,1693.8828125,3535.0,350.0,2903.2734375,4096.0,523.0,0.3671875,0.0,1352.3125,4846.0,202.0,0.0,3,41,27.6640625,0.5625,0.4375,1.875,8,1.8134201765060425,8.0,8,8,5.908869206905365e-05,3.6295082680881023,37.83264356292784,18.158440286817495,0.0,0.0,0.0,37.83264356292784,0.0,421,4096,39.99619011580944,8.044391870498657e-05,3.8465081062167883,0.0029473062604665756,52.29723693057895,96.17979871481657,3.5919249057769775e-05,5.410730860113226e-06,0.10762687084301244,0.09600843914813975,544715,96.17979871481657,2831.7536908927127,
501,True,65192,0.06636486947536469,0.0017622331870370544,0.0003026052602308482,1.8632788737704686e-05,-0.0014869832884869538,-0.0181223475956358,-0.019609331029641908,1.0,4074.5,1.0,0.0,1.062432449311018,1.062432449311018,7635819.5625,0.1318255325895734,0.1318255325895734,0.26493739499801944,-0.0181223475956358,0.3539774958010707,0.0017622331870370544,0.0003026052602308482,1.8632788737704686e-05,0.0951436385512352,-0.9474677704274654,0.0,0.0,0.2,0.2,0.2,3.0,0.564453125,0.1726173396276863,241.24926805496216,247.677734375,170.87228393554688,5e-06,501,0,0.32137349247932434,2.625,0.0,0.32137349247932434,2.625,0.0,-0.023067526519298553,2.4748661518096924,-0.7245661616325378,-0.023067526519298553,2.4748661518096924,-0.7245661616325378,2538.453125,4096.0,204.0,0.2734375,1412.3828125,3127.0,186.0,2538.453125,4096.0,204.0,0.2734375,0.0,1738.125,3599.0,220.0,0.0,3,41,24.2109375,0.5,0.5,2.875,8,2.5709879398345947,8.0,8,8,5.981139838695526e-05,1.9437542259693146,31.83539990335703,14.771274446247844,0.0,0.0,0.0,31.83539990335703,0.0,895,4096,34.678452394902706,7.785670459270477e-05,3.8459852654486895,0.0029510464519262314,52.11480684392154,90.68176410906017,3.4673139452934265e-05,5.391004146726229e-06,0.1067285452967257,0.09520390287927619,547402,90.68176410906017,3018.2584413645527,
502,True,49912,0.06605219095945358,0.0018561336019047303,0.00014819368425378343,6.831472319390741e-06,0.0010767914791358635,-0.06305844458984211,-0.061981653183465824,1.0,3119.5,1.0,0.0,1.0831051357090473,1.0831051357090473,8962436.28125,0.4577597314491868,0.4577597314491868,0.1656326729176853,-0.06305844458984211,0.5896666390570042,0.0018561336019047303,0.00014819368425378343,6.831472319390741e-06,0.24830206506885588,-0.9669295810163021,0.0,0.0,0.2,0.2,0.2,3.0,0.71484375,0.1739553237457105,241.24926805496216,247.677734375,171.43390655517578,5e-06,502,0,0.2673177719116211,0.9750000238418579,0.0,0.2673177719116211,0.9750000238418579,0.0,-0.07276996970176697,2.4748663902282715,-2.4748623371124268,-0.07276996970176697,2.4748663902282715,-2.4748623371124268,2977.0859375,4096.0,390.0,0.4375,1754.78125,3500.0,379.0,2977.0859375,4096.0,390.0,0.4375,0.0,1379.625,4086.0,257.0,0.0,3,41,24.8046875,0.5625,0.4375,2.4375,8,2.1385421752929688,8.0,8,8,3.476068377494812e-05,3.8520530704408884,36.55696174129844,18.610497017783928,0.0,0.0,0.0,36.55696174129844,0.0,3333,4096,39.250763807445765,8.445419371128082e-05,3.8938125148415565,0.0029355045408010483,52.22816433943808,95.41623442620039,3.750063478946686e-05,5.263977701070096e-06,0.10300226418830748,0.09365609510370689,557659,95.41623442620039,2922.2438055408743,
503,True,55816,0.057245805859565735,0.0014329258228826802,4.5768271810686656e-05,2.01275270228507e-06,0.002475379253155552,-0.056205508299171925,-0.05373012917698361,1.0,3488.5,1.0,0.0,1.0985121615231037,1.1663823164999485,9276630.84375,0.40859583066776395,0.40859583066776395,0.2110294374614953,-0.056205508299171925,0.7318632383649035,0.0014329258228826802,4.5768271810686656e-05,2.01275270228507e-06,0.23410974140278995,-0.9765491802245378,0.0,0.0,0.2,0.2,0.2,3.0,0.646484375,0.17520229899848822,241.24926805496216,247.677734375,170.95558166503906,5e-06,503,0,-0.05701232701539993,0.956250011920929,-12.6875,-0.05701232701539993,0.956250011920929,-12.6875,-0.042645636945962906,1.2181633710861206,-2.472871780395508,-0.042645636945962906,1.2181633710861206,-2.472871780395508,2989.3984375,4096.0,185.0,0.4453125,1582.078125,3617.0,174.0,2989.3984375,4096.0,185.0,0.4453125,0.0,1687.4375,4931.0,220.0,0.0,3,41,27.015625,0.6875,0.25,1.625,8,-0.45609840750694275,8.0,8,8,5.663000047206879e-05,1.8960470128804445,40.361244805157185,17.289656399647356,0.0,0.0,0.0,40.361244805157185,0.0,290,4096,42.212544256821275,8.383393287658691e-05,4.199576681479812,0.0029624439775943756,56.67597158625722,103.13019700907171,3.7044286727905273e-05,4.948664841839143e-06,0.11031834962829916,0.09467533904007822,598635,103.13019700907171,2902.3264638355236,
504,True,72096,0.06878162920475006,0.0017794383566069882,-1.0942975450234371e-05,0.0,0.00023236425477080047,-0.024826025881338865,-0.024593661190010607,1.0,4506.0,1.0,0.0,0.9284552810713649,1.2008202970027924,7562074.9375,0.18149872357025743,0.18149872357025743,0.2755667555577793,-0.024826025881338865,0.4880627124729704,0.0017794383566069882,-1.0942975450234371e-05,0.0,0.08068690320942551,-0.8276727898046374,0.0,0.0,0.2,0.2,0.2,3.0,0.58984375,0.17440591416356,241.24926805496216,247.677734375,171.13334465026855,5e-06,504,0,0.3651520609855652,0.9857142567634583,0.0,0.3651520609855652,0.9857142567634583,0.0,-0.06589959561824799,1.6291254758834839,-2.4748666286468506,-0.06589959561824799,1.6291254758834839,-2.4748666286468506,2433.28125,4096.0,247.0,0.28125,1305.296875,2722.0,152.0,2433.28125,4096.0,247.0,0.28125,0.0,1912.375,5353.0,220.0,0.0,3,41,21.65625,0.5,0.5,3.125,8,2.9212164878845215,8.0,8,8,3.0210241675376892e-05,1.6745393835008144,27.926426885649562,13.762383911889629,0.0,0.0,0.0,27.926426885649562,0.0,1444,4096,31.369661206379533,8.150935173034668e-05,3.9982672445476055,0.0030753277242183685,53.84451314993203,89.25842251069844,3.614090383052826e-05,5.528738690607662e-06,0.10071810571623814,0.09680016890057605,556244,89.25842251069844,3115.9188363054986,
505,True,75120,0.05550544336438179,0.001407333546467271,-5.55717398356137e-05,1.084846417143126e-05,-0.0005625702178804204,-0.02163789514452219,-0.022200465231435373,1.0,4695.0,1.0,0.0,1.0825810600072145,1.15832694247365,7934590.1875,0.15657693147659302,0.15657693147659302,0.22294858937273768,-0.02163789514452219,0.3474865095364803,0.001407333546467271,-5.55717398356137e-05,1.084846417143126e-05,0.14684627181850374,-0.9841925427317619,0.0,0.0,0.2,0.2,0.2,3.0,0.572265625,0.17918325707255012,241.24926805496216,247.677734375,172.07480239868164,5e-06,505,0,0.2212216854095459,0.9865000247955322,0.0,0.2212216854095459,0.9865000247955322,0.0,-0.01731295697391033,1.8207824230194092,-1.2075300216674805,-0.01731295697391033,1.8207824230194092,-1.2075300216674805,3478.2578125,4096.0,771.0,0.59375,1766.234375,3214.0,599.0,3478.2578125,4096.0,771.0,0.59375,0.0,2102.5,4372.0,216.0,0.0,5,41,29.875,0.6875,0.3125,2.0,8,1.7697734832763672,8.0,8,8,3.040023148059845e-05,6.3644238114356995,39.145210325717926,21.1960259109037,0.0,0.0,0.0,39.145210325717926,0.0,3081,4096,42.930935483425856,8.701533079147339e-05,4.964954191818833,0.0029927436262369156,68.00998403504491,115.95481368713081,3.8275495171546936e-05,4.189540267740458e-06,0.09642699062126077,0.09520714177628334,714337,115.95481368713081,3080.2386605847323,
506,True,49624,0.061114728450775146,0.0017463007734477287,0.00019452872987812952,6.880747605464421e-06,0.003188755828887224,-0.02841260441346094,-0.025223848060704768,1.0,3101.5,1.0,0.0,1.0042732656002045,1.1030864007771015,8675581.5,0.2103098975494504,0.2103098975494504,0.17930822994796541,-0.02841260441346094,0.4385789200786159,0.0017463007734477287,0.00019452872987812952,6.880747605464421e-06,0.12873159954324365,-0.8776010200381279,0.0,0.0,0.2,0.2,0.2,3.0,0.744140625,0.17375444425501163,241.24926805496216,247.677734375,172.3446388244629,5e-06,506,0,0.2935880422592163,0.9703124761581421,0.0,0.2935880422592163,0.9703124761581421,0.0,-0.03323022648692131,1.60353684425354,-2.47143816947937,-0.03323022648692131,1.60353684425354,-2.47143816947937,2832.625,4096.0,315.0,0.390625,1550.6171875,3012.0,168.0,2832.625,4096.0,315.0,0.390625,0.0,1435.0625,4501.0,260.0,0.0,3,41,23.78125,0.625,0.375,2.625,8,2.3487043380737305,8.0,8,8,3.217160701751709e-05,1.716191342100501,31.866471199318767,16.529666803398868,0.0,0.0,0.0,31.866471199318767,0.0,260,4096,34.07575752399862,8.09449702501297e-05,3.8636269997805357,0.0030552875250577927,51.50832604803145,89.49256020598114,3.766268491744995e-05,5.593060361030184e-06,0.09398238582807085,0.0942920017574496,546264,89.49256020598114,3052.0078917324963,
507,True,62432,0.05875559523701668,0.001323585242516856,0.00011504432836773049,1.8389139881946903e-05,0.0008952891839726362,-0.039450168231269345,-0.03855487894179532,1.0,3902.0,1.0,0.0,1.0884452871978283,1.168580461293459,8190487.9375,0.28887980431318283,0.28887980431318283,0.1736504783232159,-0.039450168231269345,0.5932297885503472,0.001323585242516856,0.00011504432836773049,1.8389139881946903e-05,0.16996721422765404,-0.983424948528409,0.0,0.0,0.2,0.2,0.2,3.0,0.55078125,0.1767704908081854,241.24926805496216,247.677734375,171.92691802978516,5e-06,507,0,0.17092691361904144,0.9938775300979614,0.0,0.17092691361904144,0.9938775300979614,0.0,-0.010278448462486267,2.474865674972534,-2.471355676651001,-0.010278448462486267,2.474865674972534,-2.471355676651001,3606.96875,4096.0,859.0,0.5234375,1995.703125,3481.0,462.0,3606.96875,4096.0,859.0,0.5234375,0.0,1706.9375,4484.0,220.0,0.0,5,41,32.0625,0.625,0.375,1.5625,8,1.3674153089523315,8.0,8,8,5.131959915161133e-05,4.817429669201374,39.09964629635215,23.312395497778198,0.0,0.0,0.0,39.09964629635215,0.0,2011,4096,41.35922076925635,8.13119113445282e-05,4.697103463113308,0.0029445774853229523,64.15199880674481,110.25147528387606,3.71001660823822e-05,4.329115065604623e-06,0.08958184410658264,0.09431620866056752,680180,110.25147528387606,3084.6752764471817,
508,True,70736,0.05652008578181267,0.0013822414766764268,5.8803869933399255e-06,1.5424268667629804e-05,0.0007957041743793525,-0.017036089673638344,-0.016240385244600475,1.0,4421.0,1.0,0.0,0.9971516504883766,1.147950541228056,8569439.546875,0.12580950371921062,0.12580950371921062,0.20610650553959736,-0.017036089673638344,0.1685457602596483,0.0013822414766764268,5.8803869933399255e-06,1.5424268667629804e-05,0.046210065484046936,-0.8808750063180923,0.0,0.0,0.2,0.2,0.2,3.0,0.509765625,0.17697158968432103,241.24926805496216,247.677734375,172.1070098876953,5e-06,508,0,0.2474347949028015,0.9906250238418579,0.0,0.2474347949028015,0.9906250238418579,0.0,-0.011021093465387821,2.474865436553955,-1.2045620679855347,-0.011021093465387821,2.474865436553955,-1.2045620679855347,3085.8515625,4096.0,233.0,0.46875,1640.34375,2815.0,164.0,3085.8515625,4096.0,233.0,0.46875,0.0,1888.8125,5124.0,253.0,0.0,3,41,28.0,0.6875,0.3125,2.0625,8,1.9794784784317017,8.0,8,8,5.908496677875519e-05,1.8000387270003557,32.12870853766799,18.910057137472904,0.0,0.0,0.0,32.12870853766799,0.0,253,4096,34.08875911682844,8.94591212272644e-05,4.4948682729154825,0.002959534525871277,61.136571077629924,99.76542017236352,3.464333713054657e-05,4.647824092819202e-06,0.08630305936830758,0.09601240516810954,636757,99.76542017236352,3191.2710781946416,
509,True,41912,0.06312641501426697,0.0013676180278707761,0.00011242438245062658,1.8828703787221457e-06,0.0016553243876842316,-0.026946350168145727,-0.02529102610424161,1.0,2619.5,1.0,0.0,1.1076900884509087,1.1076900884509087,8351163.15625,0.19648239278467372,0.19648239278467372,0.1908012904986434,-0.026946350168145727,0.43404726855467135,0.0013676180278707761,0.00011242438245062658,1.8828703787221457e-06,0.14074935228563845,-0.9964383319020271,0.0,0.0,0.2,0.2,0.2,3.0,0.44921875,0.17259387129386894,241.24926805496216,247.677734375,172.01628494262695,5e-06,509,0,0.40559130907058716,0.9921875,0.0,0.40559130907058716,0.9921875,0.0,-0.051260337233543396,0.634888231754303,-2.4748663902282715,-0.051260337233543396,0.634888231754303,-2.4748663902282715,2702.734375,4096.0,269.0,0.3828125,1449.5703125,3514.0,181.0,2702.734375,4096.0,269.0,0.3828125,0.0,1332.5,3582.0,220.0,0.0,3,41,22.609375,0.5,0.5,3.6875,8,3.2447304725646973,8.0,8,8,6.199441850185394e-05,1.9504457712173462,38.34503005631268,15.174479973051348,0.0,0.0,0.0,38.34503005631268,0.0,3582,4096,40.7914271671325,9.295903146266937e-05,3.6524829771369696,0.0030101165175437927,48.49703407287598,92.98078344576061,3.618188202381134e-05,5.827799108524119e-06,0.11791133738150743,0.09389369823019104,516510,92.98078344576061,2777.5093995701855,
510,True,34440,0.05788873881101608,0.0034071250156557653,8.053079966430232e-05,1.3029523643126595e-05,-0.00153078537437068,-0.073850631917594,-0.07538141720579006,1.0,2152.5,1.0,0.0,1.1775363311171532,1.1775363311171532,8232481.09375,0.5381091171875596,0.5381091171875596,0.12942047531977663,-0.073850631917594,0.6478033370016285,0.0034071250156557653,8.053079966430232e-05,1.3029523643126595e-05,0.27804656175430864,-1.0537681356072426,0.0,0.0,0.2,0.2,0.2,3.0,1.04296875,0.16861668428599175,241.24926805496216,247.677734375,172.10469436645508,5e-06,510,0,0.5423709154129028,0.9897959232330322,0.0,0.5423709154129028,0.9897959232330322,0.0,-0.08462022989988327,2.4748663902282715,-2.474865436553955,-0.08462022989988327,2.4748663902282715,-2.474865436553955,2430.5546875,4096.0,278.0,0.21875,1334.6875,2920.0,175.0,2430.5546875,4096.0,278.0,0.21875,0.0,1042.1875,3523.0,258.0,0.0,3,41,21.640625,0.25,0.75,4.875,8,4.338967323303223,8.0,8,8,3.2864511013031006e-05,1.859546396881342,29.46072313375771,13.57762231992092,0.0,0.0,0.0,29.46072313375771,0.0,438,4096,31.74746834859252,8.236244320869446e-05,3.2086013667285442,0.0029827244579792023,41.75009133294225,76.74447443895042,3.6172568798065186e-05,6.710125189206121e-06,0.10204547042242967,0.09392364043396507,444511,76.74447443895042,2896.0456322728796,
511,True,56824,0.06281068921089172,0.0013946784092695452,9.732641049708946e-05,2.237979174424254e-05,0.0014356320316437632,-0.007281826081452891,-0.00584619416622445,1.0,3551.5,1.0,0.0,1.1330538988113403,1.1330538988113403,8055326.03125,0.05285415914840996,0.05285415914840996,0.1895516224353132,-0.007281826081452891,0.1682278670780925,0.0013946784092695452,9.732641049708946e-05,2.237979174424254e-05,0.043904973194003105,-1.007964137941599,0.0,0.0,0.2,0.2,0.2,3.0,0.30078125,0.17464058022928863,241.24926805496216,247.677734375,172.2518482208252,5e-06,511,0,0.33094483613967896,0.995312511920929,0.0,0.33094483613967896,0.995312511920929,0.0,-0.005706636235117912,2.144075393676758,-0.8828578591346741,-0.005706636235117912,2.144075393676758,-0.8828578591346741,2646.4375,4096.0,192.0,0.3203125,1488.6171875,3169.0,181.0,2646.4375,4096.0,192.0,0.3203125,0.0,1430.8125,3362.0,216.0,0.0,3,41,24.1640625,0.625,0.375,3.0,8,2.6475586891174316,8.0,8,8,6.010010838508606e-05,1.9523204751312733,31.99610137566924,15.604537197301397,0.0,0.0,0.0,31.99610137566924,0.0,1928,4096,34.62114581093192,8.294917643070221e-05,3.6932207997888327,0.002938630059361458,49.02987905591726,87.38416934013367,3.951229155063629e-05,5.630767634744347e-06,0.10220445472372033,0.09394712860981141,521888,87.38416934013367,2986.1701721315562,
512,True,42984,0.06431295722723007,0.001771723367710365,0.0002942304259931916,0.0,0.0008060675418164465,-0.008494081797834951,-0.007688014109589858,1.0,2686.5,1.0,0.0,0.9746896028518677,1.0786212123930454,8714723.3125,0.06237205443903804,0.06237205443903804,0.21089722673485478,-0.008494081797834951,0.6858307807376884,0.001771723367710365,0.0002942304259931916,0.0,0.1613571394700557,-0.8506700210273266,0.0,0.0,0.2,0.2,0.2,3.0,0.3583984375,0.16963644559746832,241.24926805496216,247.677734375,171.9120635986328,5e-06,512,0,0.47661852836608887,0.9897959232330322,0.0,0.47661852836608887,0.9897959232330322,0.0,-0.017217254266142845,0.724260151386261,-2.4726810455322266,-0.017217254266142845,0.724260151386261,-2.4726810455322266,1853.078125,4096.0,223.0,0.2109375,1059.1875,3372.0,171.0,1853.078125,4096.0,223.0,0.2109375,0.0,1375.625,4807.0,253.0,0.0,3,41,15.1328125,0.5,0.5,4.0,8,3.81294846534729,8.0,8,8,3.074668347835541e-05,1.8273477014154196,33.64644304290414,10.699982932666899,0.0,0.0,0.0,33.64644304290414,0.0,263,4096,35.58600200340152,8.70581716299057e-05,3.050477836281061,0.002975689247250557,40.03439318202436,78.7134470064193,3.563612699508667e-05,7.200281767666384e-06,0.15002909855814867,0.09687130857983894,413274,78.7134470064193,2625.1804216266655,
513,True,32720,0.06033628433942795,0.0013465081465255935,4.5316090108826756e-05,7.838211672606121e-06,0.0029879957874072716,-0.007688587997108698,-0.00470059213694185,1.0,2045.0,1.0,0.0,0.8117422088980675,1.0359170623123646,6122965.4375,0.05618266889359802,0.05618266889359802,0.1284609425373685,-0.007688587997108698,0.22915995481789903,0.0013465081465255935,4.5316090108826756e-05,7.838211672606121e-06,0.03737989021465182,-0.7326322048902512,0.0,0.0,0.2,0.2,0.2,3.0,0.853515625,0.17586084108567854,241.24926805496216,247.677734375,172.35390853881836,5e-06,513,0,0.2450293004512787,0.995312511920929,0.0,0.2450293004512787,0.995312511920929,0.0,-0.02002824656665325,2.474865674972534,-2.4747517108917236,-0.02002824656665325,2.474865674972534,-2.4747517108917236,3037.1796875,4096.0,314.0,0.6015625,1624.8203125,3316.0,215.0,3037.1796875,4096.0,314.0,0.6015625,0.0,1454.6875,5889.0,237.0,0.0,3,41,24.5234375,0.625,0.375,2.1875,8,1.9602344036102295,8.0,8,8,3.269501030445099e-05,2.2592370584607124,35.04856598936021,17.865092704887502,0.0,0.0,0.0,35.04856598936021,0.0,237,4096,37.927602199837565,8.168816566467285e-05,4.125593489035964,0.0030000433325767517,55.32370973005891,97.42043998278677,3.520213067531586e-05,5.217838719937859e-06,0.09756070521798225,0.09622200840417997,574959,97.42043998278677,2950.915639990897,
514,True,40672,0.05900079011917114,0.001112182671931805,-8.524562463207985e-05,1.5443538359249942e-05,0.001456051875720732,-0.0006867670090286992,0.000769284859416075,1.0,2542.0,1.0,0.0,1.1320925392210484,1.1320925392210484,8294915.96875,0.004951380367856473,0.004951380367856473,0.16296705044741933,-0.0006867670090286992,0.09945601181792216,0.001112182671931805,-8.524562463207985e-05,1.5443538359249942e-05,0.028264476219192147,-1.0056149885058403,0.0,0.0,0.2,0.2,0.2,3.0,0.2822265625,0.17405760128442044,241.24926805496216,247.677734375,172.6559829711914,5e-06,514,0,0.17755046486854553,0.9938775300979614,0.0,0.17755046486854553,0.9938775300979614,0.0,-0.010312155820429325,0.35349130630493164,-2.474367141723633,-0.010312155820429325,0.35349130630493164,-2.474367141723633,2977.6015625,4096.0,249.0,0.4375,1644.0546875,3078.0,238.0,2977.6015625,4096.0,249.0,0.4375,0.0,1151.625,2951.0,216.0,0.0,3,41,27.3828125,0.8125,0.1875,1.5,8,1.4204035997390747,8.0,8,8,3.307126462459564e-05,2.47339004278183,31.04927198961377,17.377933386160294,0.0,0.0,0.0,31.04927198961377,0.0,1610,4096,33.73315230384469,7.843971252441406e-05,3.699017131701112,0.0029755737632513046,48.99950861558318,86.47099443525076,4.439055919647217e-05,5.629787969620719e-06,0.08850756115016199,0.09270710997932645,528541,86.47099443525076,3056.1750992453894,
