step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_update_actor,timing_per_token_ms_adv,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
1152,0.006944514811038971,0.0009725898271426558,-0.0007882848585722968,0.0,0.007694181244005449,16.3125,0.26563855155751254,166.34705781936646,170.1953125,176.45977783203125,5e-06,1152,23,0.9494447708129883,0.9959183931350708,0.8379999995231628,0.9494447708129883,0.9959183931350708,0.8379999995231628,-0.052135951817035675,0.9353623390197754,-2.4748082160949707,-0.052135951817035675,0.9353623390197754,-2.4748082160949707,345.0625,1594.0,86.0,0.0,22.515625,88.0,12.0,345.0625,1594.0,86.0,0.0,0.0,301.5,473.0,205.0,0.0,4,20,6.046875,0.0,1.0,8.0,8,7.595558166503906,8.0,8,8,3.3408403396606445e-05,0.1059489194303751,0.8269415125250816,0.22976164797728416,0.0,0.0,0.0,0.8269415125250816,0.0,304,1594,4.629807459190488,8.940324187278748e-05,0.7126922626048326,0.0030235648155212402,4.309106033295393,9.67823882214725,3.743171691894531e-05,0.1048226648068848,0.052067496777373046,3.653413261867134e-05,82760,9.67823882214725,4275.571285274326,
1153,0.0029047594871371984,0.0,0.00036715542458232164,0.0,-0.004129481239942834,0.0703125,0.2554472564817274,166.34705781936646,170.1953125,176.08623123168945,5e-06,1153,23,0.941153347492218,0.9938775300979614,0.8714285492897034,0.941153347492218,0.9938775300979614,0.8714285492897034,0.01862940937280655,0.0560341477394104,-0.0560341477394104,0.01862940937280655,0.0560341477394104,-0.0560341477394104,341.765625,942.0,135.0,0.0,18.0,46.0,11.0,341.765625,942.0,135.0,0.0,0.0,273.3125,482.0,167.0,0.0,4,10,5.40625,0.0,1.0,8.0,8,7.529227256774902,8.0,8,8,4.7519803047180176e-05,0.11286893300712109,0.4483067598193884,0.1815451425500214,0.0,0.0,0.0,0.4483067598193884,0.0,222,942,14.966505844146013,8.63242894411087e-05,0.7161196414381266,0.0029906537383794785,4.24086931720376,19.949714528396726,3.6368146538734436e-05,0.34212284195460185,0.05386598904107405,3.798620269756736e-05,78730,19.949714528396726,1973.211192770065,
1154,0.0014743804931640625,0.0,-7.068406375765335e-06,0.0,0.0022675876794946426,0.001190185546875,0.2620966304391279,166.34705781936646,170.1953125,176.156982421875,5e-06,1154,23,0.9272611737251282,0.984375,0.7749999761581421,0.9272611737251282,0.984375,0.7749999761581421,-0.00625691469758749,0.0560341477394104,-0.0560341477394104,-0.00625691469758749,0.0560341477394104,-0.0560341477394104,376.125,783.0,112.0,0.0,25.1875,69.0,13.0,376.125,783.0,112.0,0.0,0.0,228.875,406.0,174.0,0.0,4,18,7.25,0.0,1.0,8.0,8,7.418088912963867,8.0,8,8,4.187971353530884e-05,0.1162981279194355,0.6956034358590841,0.25675758814031724,0.0,0.0,0.0,0.6956034358590841,0.0,178,783,4.287089925259352,9.410269558429718e-05,0.6825554687529802,0.0030988771468400955,4.076228115707636,9.07243768312037,4.000961780548096e-05,0.08904723174766017,0.052637243229695714,4.0016492082129335e-05,77440,9.07243768312037,4267.871695833204,
1155,0.009768607094883919,0.0010036380554083735,0.0009836804238148034,0.0,-0.00020217109704390168,4.284149169921875,0.27378108833349435,166.34705781936646,170.1953125,176.26497268676758,5e-06,1155,23,0.8906031847000122,0.996874988079071,0.0,0.8906031847000122,0.996874988079071,0.0,-0.01400945708155632,1.6199477910995483,-0.5399673581123352,-0.01400945708155632,1.6199477910995483,-0.5399673581123352,446.0234375,1800.0,117.0,0.0,29.78125,163.0,12.0,446.0234375,1800.0,117.0,0.0,0.0,277.125,495.0,174.0,0.0,4,42,8.46875,0.0625,0.9375,7.5,8,7.1248250007629395,8.0,8,8,2.9899179935455322e-05,0.11569901928305626,1.6226336508989334,0.2990787122398615,0.0,0.0,0.0,1.6226336508989334,0.0,222,1652,5.800253693014383,9.01687890291214e-05,0.760813420638442,0.003099551424384117,4.687236135825515,11.275421233847737,4.079006612300873e-05,0.10159663857726058,0.05063833427855099,3.348585746339377e-05,92563,11.275421233847737,4104.636007838657,
1156,0.007023754995316267,0.0001594387722434476,0.00019333936796783746,0.0,0.009398478548973799,2.94140625,0.2781802286671877,166.34705781936646,170.1953125,176.37163543701172,5e-06,1156,23,0.9295507669448853,0.995312511920929,0.8109999895095825,0.9295507669448853,0.995312511920929,0.8109999895095825,-0.05612380802631378,0.3535466492176056,-2.4748170375823975,-0.05612380802631378,0.3535466492176056,-2.4748170375823975,510.9765625,2199.0,69.0,0.0,31.5234375,128.0,12.0,510.9765625,2199.0,69.0,0.0,0.0,262.6875,434.0,174.0,0.0,4,34,9.21875,0.0,1.0,8.0,8,7.436406135559082,8.0,8,8,3.0802562832832336e-05,0.10812405869364738,1.243972510099411,0.3221210065385094,0.0,0.0,0.0,1.243972510099411,0.0,266,2199,5.479399245232344,8.916668593883514e-05,0.7949932776391506,0.003096548840403557,4.937882320955396,11.239146759733558,3.65525484085083e-05,0.08377645814895411,0.049862992870324814,3.126911147647211e-05,99029,11.239146759733558,4405.539055455293,
1157,0.011185687966644764,0.0004236170461808797,-7.54386901462567e-05,0.0,-0.0009105737699428573,1.6171875,0.2837521021775693,166.34705781936646,170.1953125,176.56290817260742,5e-06,1157,23,0.8913844227790833,0.9959183931350708,0.0,0.8913844227790833,0.9959183931350708,0.0,-0.002600842621177435,1.2088545560836792,-2.4721758365631104,-0.002600842621177435,1.2088545560836792,-2.4721758365631104,595.375,2175.0,116.0,0.0,43.8359375,175.0,12.0,595.375,2175.0,116.0,0.0,0.0,277.125,482.0,167.0,0.0,4,42,11.765625,0.0,1.0,7.625,8,7.131075859069824,8.0,8,8,4.522502422332764e-05,0.10338780656456947,1.7668875958770514,0.4525499750452582,0.0,0.0,0.0,1.7668875958770514,0.0,221,2142,5.877778185531497,8.626654744148254e-05,0.9287486877292395,0.003036804497241974,5.546880414709449,12.38053616322577,3.6444514989852905e-05,0.07712809922227977,0.04966762548987687,2.719201734636438e-05,111680,12.38053616322577,4510.305471734174,
1158,0.005321516189724207,0.0,9.461279304900927e-05,0.0,0.0025813215975176718,9.3125,0.27307978513144404,166.34705781936646,170.1953125,176.6741600036621,5e-06,1158,23,0.9443323016166687,0.9921875,0.859375,0.9443323016166687,0.9921875,0.859375,-0.012251817621290684,0.9353190660476685,-2.474367141723633,-0.012251817621290684,0.9353190660476685,-2.474367141723633,460.8046875,1128.0,179.0,0.0,23.8828125,46.0,12.0,460.8046875,1128.0,179.0,0.0,0.0,250.6875,510.0,173.0,0.0,4,14,7.015625,0.0,1.0,8.0,8,7.554657936096191,8.0,8,8,4.165060818195343e-05,0.10995293781161308,0.4774650000035763,0.2374392036581412,0.0,0.0,0.0,0.4774650000035763,0.0,254,994,15.958455324172974,8.545629680156708e-05,0.7483330983668566,0.002995464950799942,4.588031351566315,21.321164218708873,3.799609839916229e-05,0.2705602516686668,0.05037862054404053,3.2891534635613335e-05,91071,21.321164218708873,2135.694821019368,
1159,0.004170638974756002,0.00022728932526661083,1.004129468640258e-05,0.0,0.0008609262658865191,1.169921875,0.2753665429215164,166.34705781936646,170.1953125,176.67953872680664,5e-06,1159,23,0.9431058168411255,0.9959183931350708,0.846875011920929,0.9431058168411255,0.9959183931350708,0.846875011920929,-0.004786665551364422,0.35283374786376953,-2.470482349395752,-0.004786665551364422,0.35283374786376953,-2.470482349395752,511.296875,2378.0,102.0,0.0,33.5078125,116.0,12.0,511.296875,2378.0,102.0,0.0,0.0,246.125,480.0,174.0,0.0,4,30,8.734375,0.0,1.0,8.0,8,7.544846057891846,8.0,8,8,4.680827260017395e-05,0.10816498473286629,1.2248221784830093,0.3465907248464646,0.0,0.0,0.0,1.2248221784830093,0.0,178,2378,5.458852715790272,8.677318692207336e-05,0.7850512564182281,0.0029739364981651306,4.925802124664187,11.203972404822707,3.8234516978263855e-05,0.08341002835605342,0.05080765471546351,3.067495098674709e-05,96950,11.203972404822707,4326.59044921729,
1160,0.007045602425932884,0.0010844829957932234,0.0002898965326227909,0.0,0.004222561547067016,3.7890625,0.2807565130689327,166.34705781936646,170.1953125,176.72138595581055,5e-06,1160,23,0.9322142004966736,0.995312511920929,0.0,0.9322142004966736,0.995312511920929,0.0,-0.026816191151738167,0.7244547009468079,-2.4558889865875244,-0.026816191151738167,0.7244547009468079,-2.4558889865875244,567.15625,3290.0,102.0,0.0,33.5546875,164.0,12.0,567.15625,3290.0,102.0,0.0,0.0,264.3125,495.0,160.0,0.0,4,42,9.890625,0.0,1.0,7.9375,8,7.457713603973389,8.0,8,8,2.9707327485084534e-05,0.10827934555709362,1.6722582187503576,0.3330571016704198,0.0,0.0,0.0,1.6722582187503576,0.0,218,3290,6.163035383448005,9.19681042432785e-05,0.8491280414164066,0.003001522272825241,5.36658407561481,12.405693732202053,3.577210009098053e-05,0.08489497194677399,0.05042455064094797,2.8202374119829753e-05,106428,12.405693732202053,4289.482003079753,
1161,0.0027283476665616035,0.0002604166802484542,0.00010866954835364595,0.0,0.00035870079591404647,3.60546875,0.2663155188758277,166.34705781936646,170.1953125,176.75393676757812,5e-06,1161,23,0.9385023713111877,0.9918367266654968,0.887499988079071,0.9385023713111877,0.9918367266654968,0.887499988079071,-0.002434204565361142,0.5399149060249329,-1.6197603940963745,-0.002434204565361142,0.5399149060249329,-1.6197603940963745,403.734375,1482.0,116.0,0.0,23.6875,113.0,12.0,403.734375,1482.0,116.0,0.0,0.0,247.8125,439.0,174.0,0.0,4,26,6.78125,0.0,1.0,8.0,8,7.50801944732666,8.0,8,8,3.127381205558777e-05,0.10965974256396294,1.0833177156746387,0.23078376708144788,0.0,0.0,0.0,1.0833177156746387,0.0,178,1482,5.440562857314944,8.44169408082962e-05,0.7157582677900791,0.0030303876847028732,4.334951687604189,10.51697956956923,3.791041672229767e-05,0.10527812332743032,0.05197908448169247,3.6336455127255727e-05,83398,10.51697956956923,3964.921651141704,
1162,0.0014397522900253534,0.00012042389425914735,7.567243851269723e-05,0.0,-0.0008325510134454817,3.1279296875,0.26862887120931134,166.34705781936646,170.1953125,176.3367042541504,5e-06,1162,23,0.9583221673965454,0.9979591965675354,0.859375,0.9583221673965454,0.9979591965675354,0.859375,-0.00519297132268548,0.353390097618103,-2.473757743835449,-0.00519297132268548,0.353390097618103,-2.473757743835449,372.921875,887.0,112.0,0.0,22.0546875,90.0,12.0,372.921875,887.0,112.0,0.0,0.0,304.75,451.0,167.0,0.0,4,18,6.078125,0.0,1.0,8.0,8,7.666577339172363,8.0,8,8,4.098378121852875e-05,0.10738070495426655,0.8401951491832733,0.21808860480086878,0.0,0.0,0.0,0.8401951491832733,0.0,251,887,18.268485696986318,9.256601333618164e-05,0.7216535322368145,0.0029441993683576584,4.435324866324663,23.461412891745567,3.637373447418213e-05,0.3827143272507294,0.05113237954306637,3.3942027718494595e-05,86742,23.461412891745567,1848.6098940468853,
1163,0.007346572820097208,0.0006005468239891343,0.0007627852824612091,0.0,0.0007925404643174261,3.87109375,0.27169546578706205,166.34705781936646,170.1953125,176.33823013305664,5e-06,1163,23,0.9302455186843872,0.9954081773757935,0.7046874761581421,0.9302455186843872,0.9954081773757935,0.7046874761581421,-0.01078331284224987,0.3535311818122864,-2.4747061729431152,-0.01078331284224987,0.3535311818122864,-2.4747061729431152,441.3203125,2600.0,117.0,0.0,28.0546875,118.0,12.0,441.3203125,2600.0,117.0,0.0,0.0,302.5625,444.0,174.0,0.0,4,36,8.0,0.0,1.0,8.0,8,7.4419636726379395,8.0,8,8,2.9960647225379944e-05,0.1065190602093935,1.1733562275767326,0.2855918386921985,0.0,0.0,0.0,1.1733562275767326,0.0,396,2600,5.760092698037624,8.64267349243164e-05,0.7787239365279675,0.0030054040253162384,4.870067482814193,11.435102740302682,3.7435442209243774e-05,0.10196839558210669,0.05114703763838593,3.156373363282017e-05,95217,11.435102740302682,4163.364429792594,
1164,0.003008170984685421,0.0,1.3718893114855746e-06,0.0,0.013242569664726034,6.8125,0.2647557191481845,166.34705781936646,170.1953125,176.40749740600586,5e-06,1164,23,0.9558300971984863,0.9981632828712463,0.831250011920929,0.9558300971984863,0.9981632828712463,0.831250011920929,-0.06530499458312988,0.9352299571037292,-0.9352178573608398,-0.06530499458312988,0.9352299571037292,-0.9352178573608398,383.7265625,1310.0,102.0,0.0,28.671875,93.0,12.0,383.7265625,1310.0,102.0,0.0,0.0,261.6875,428.0,174.0,0.0,4,20,7.484375,0.0,1.0,8.0,8,7.646640777587891,8.0,8,8,3.135576844215393e-05,0.11595019325613976,0.9777248483151197,0.2938917401479557,0.0,0.0,0.0,0.9777248483151197,0.0,259,1310,4.592108005657792,9.06679779291153e-05,0.7013373896479607,0.0029674097895622253,4.311718907207251,9.631849540397525,4.1954219341278076e-05,0.0934932509244822,0.05219177256856972,3.5919404809923686e-05,82613,9.631849540397525,4288.532521895603,
1165,0.005809572525322437,0.00017458100046496838,0.00011993362750217784,0.0,0.005434940350824036,5.2109375,0.28123878334615343,166.34705781936646,170.1953125,176.7981071472168,5e-06,1165,23,0.9452770352363586,0.9959183931350708,0.831250011920929,0.9452770352363586,0.9959183931350708,0.831250011920929,-0.01968858391046524,0.7235819101333618,-2.4743869304656982,-0.01968858391046524,0.7235819101333618,-2.4743869304656982,582.65625,1663.0,102.0,0.0,37.4921875,125.0,12.0,582.65625,1663.0,102.0,0.0,0.0,276.125,472.0,216.0,0.0,4,28,9.3125,0.0,1.0,8.0,8,7.562216281890869,8.0,8,8,3.9227306842803955e-05,0.11137435957789421,1.2456543147563934,0.3692819079878973,0.0,0.0,0.0,1.2456543147563934,0.0,216,1663,6.511561932042241,8.548237383365631e-05,0.8581810090690851,0.0029688719660043716,5.487925359979272,12.89280098862946,3.844313323497772e-05,0.0873097604189091,0.04992472399093257,2.700840549838408e-05,109924,12.89280098862946,4262.999176708971,
1166,0.04109484702348709,0.0001832844573073089,-0.0002851379322237335,0.0,-0.036917106597684324,2.5703125,0.26630194411361147,166.34705781936646,170.1953125,176.87532806396484,5e-06,1166,23,0.9524735808372498,3.6968750953674316,0.7749999761581421,0.9524735808372498,3.6968750953674316,0.7749999761581421,0.3234885334968567,2.4748716354370117,-0.3535531759262085,0.3234885334968567,2.4748716354370117,-0.3535531759262085,441.8828125,3657.0,76.0,0.0,28.4609375,517.0,12.0,441.8828125,3657.0,76.0,0.0,0.0,254.4375,456.0,174.0,0.0,4,42,7.5625,0.0,1.0,8.0,8,7.61978816986084,8.0,8,8,4.079379141330719e-05,0.10830100066959858,4.352110046893358,0.2761408226797357,0.0,0.0,0.0,4.352110046893358,0.0,174,3657,8.403089955449104,8.919648826122284e-05,0.7506200969219208,0.0029468685388565063,4.644875997677445,13.824538363143802,3.7124380469322205e-05,0.14856685623396165,0.05211408181038097,3.306295974213226e-05,89129,13.824538363143802,3223.5796110782903,
1167,0.0061195925809443,0.0,1.7680470079994848e-05,0.0,0.00031826304621063173,0.001956939697265625,0.2743746019844401,166.34705781936646,170.1953125,176.63461303710938,5e-06,1167,23,0.8581351041793823,0.9955000281333923,0.0,0.8581351041793823,0.9955000281333923,0.0,-0.007500065490603447,0.0560341477394104,-0.0560341477394104,-0.007500065490603447,0.0560341477394104,-0.0560341477394104,489.25,2282.0,69.0,0.0,36.421875,166.0,12.0,489.25,2282.0,69.0,0.0,0.0,238.9375,473.0,174.0,0.0,4,42,9.75,0.0625,0.9375,7.5,8,6.865080833435059,8.0,8,8,6.59748911857605e-05,0.10612445883452892,1.6712598986923695,0.3808181768399663,0.0,0.0,0.0,1.6712598986923695,0.0,222,2073,18.71575715020299,9.73232090473175e-05,0.7790775075554848,0.0029857438057661057,4.785536924377084,24.317105188965797,7.988326251506805e-05,0.29885917779450355,0.051342555621589174,3.203312811954023e-05,93208,24.317105188965797,1916.511017156235,
1168,0.008241036906838417,0.0003908501676050946,9.397600794613936e-05,0.0,0.0006784669822081923,2.4765625,0.268898565463241,166.34705781936646,170.1953125,176.6566505432129,5e-06,1168,23,0.9122742414474487,0.9918367266654968,0.0,0.9122742414474487,0.9918367266654968,0.0,-0.025374971330165863,0.38641008734703064,-2.4718093872070312,-0.025374971330165863,0.38641008734703064,-2.4718093872070312,459.9609375,3452.0,86.0,0.0,32.9765625,188.0,12.0,459.9609375,3452.0,86.0,0.0,0.0,239.875,439.0,160.0,0.0,4,42,8.75,0.0,1.0,7.9375,8,7.29819393157959,8.0,8,8,3.2179057598114014e-05,0.10887180641293526,1.7833135295659304,0.3363614439149387,0.0,0.0,0.0,1.7833135295659304,0.0,265,3452,5.241571884602308,9.292736649513245e-05,0.7566848676651716,0.0030634310096502304,4.678619047626853,10.704998418688774,4.1076913475990295e-05,0.08902882181914748,0.052228971607484485,3.419809341084663e-05,89579,10.704998418688774,4183.980066900948,
1169,0.007014350034296513,0.0007155638886615634,4.136835968893138e-05,0.0,0.009203383640851825,1.9609375,0.27643452403869906,166.34705781936646,170.1953125,176.71543502807617,5e-06,1169,23,0.9481559991836548,0.9955000281333923,0.0,0.9481559991836548,0.9955000281333923,0.0,-0.06767426431179047,0.542377769947052,-1.6201740503311157,-0.06767426431179047,0.542377769947052,-1.6201740503311157,506.828125,3026.0,69.0,0.0,32.8671875,155.0,12.0,506.828125,3026.0,69.0,0.0,0.0,268.125,482.0,177.0,0.0,4,42,8.828125,0.0,1.0,7.875,8,7.58524751663208,8.0,8,8,3.183819353580475e-05,0.1047163512557745,1.4815950561314821,0.3295201641158201,0.0,0.0,0.0,1.4815950561314821,0.0,377,3026,6.110934607684612,9.136460721492767e-05,0.8148598484694958,0.0031099356710910797,5.0177156906574965,11.974533611908555,3.93986701965332e-05,0.09419697579438006,0.050584870966565484,3.13520542683134e-05,99194,11.974533611908555,4141.873212554707,
1170,0.0064107258804142475,0.0015996441943570971,0.0004771731728396844,0.0,0.01522840023972094,4.12109375,0.2525587476048746,166.34705781936646,170.1953125,176.8539161682129,5e-06,1170,23,0.961179792881012,0.995312511920929,0.8734375238418579,0.961179792881012,0.995312511920929,0.8734375238418579,-0.09530970454216003,1.2075825929641724,-0.7245516777038574,-0.09530970454216003,1.2075825929641724,-0.7245516777038574,288.875,1408.0,116.0,0.0,20.078125,121.0,12.0,288.875,1408.0,116.0,0.0,0.0,269.8125,445.0,174.0,0.0,4,26,5.71875,0.0,1.0,8.0,8,7.689437389373779,8.0,8,8,4.625879228115082e-05,0.11232906393706799,1.1922605261206627,0.20513716046116315,0.0,0.0,0.0,1.1922605261206627,0.0,218,1408,4.436174876987934,8.320622146129608e-05,0.6381282638758421,0.0030396878719329834,3.8987321089953184,8.999637415632606,3.777816891670227e-05,0.11997443955506096,0.05451857183403231,4.250598321866237e-05,71512,8.999637415632606,3973.048951715643,
1171,0.0014263096963986754,0.0,2.2284598301780534e-05,0.0,-0.005704791750758886,0.129638671875,0.2567242601264379,166.34705781936646,170.1953125,177.2691764831543,5e-06,1171,23,0.943672239780426,0.9959183931350708,0.8734375238418579,0.943672239780426,0.9959183931350708,0.8734375238418579,0.022330952808260918,0.0560341477394104,-0.0560341477394104,0.022330952808260918,0.0560341477394104,-0.0560341477394104,271.5625,758.0,102.0,0.0,16.9375,25.0,12.0,271.5625,758.0,102.0,0.0,0.0,297.25,444.0,177.0,0.0,4,8,5.125,0.0,1.0,8.0,8,7.549377918243408,8.0,8,8,3.2300129532814026e-05,0.10677428357303143,0.2713608108460903,0.17219034643494524,0.0,0.0,0.0,0.2713608108460903,0.0,222,315,15.536821072921157,0.00011895038187503815,0.6460440270602703,0.004338936880230904,3.903539665043354,20.14302104897797,5.511753261089325e-05,0.44697413903685723,0.0536141586782133,5.959423250509427e-05,72808,20.14302104897797,1807.2760740051497,
1172,0.004993623588234186,0.0,-0.00017315597483502643,0.0,-0.0035081582609564066,0.505859375,0.26150108470090416,166.34705781936646,170.1953125,177.18931579589844,5e-06,1172,23,0.9678369760513306,0.9984375238418579,0.901562511920929,0.9678369760513306,0.9984375238418579,0.901562511920929,0.00944672990590334,0.10573447495698929,-0.0560341477394104,0.00944672990590334,0.10573447495698929,-0.0560341477394104,291.5625,566.0,69.0,0.0,16.125,34.0,12.0,291.5625,566.0,69.0,0.0,0.0,312.9375,480.0,174.0,0.0,4,10,5.0,0.0,1.0,8.0,8,7.742694854736328,8.0,8,8,3.8897618651390076e-05,0.10938256792724133,0.3637340422719717,0.1589775104803266,0.0,0.0,0.0,0.3637340422719717,0.0,218,473,5.632369136437774,9.028427302837372e-05,0.6862463038414717,0.0029388200491666794,4.079079829156399,10.424126518890262,3.629177808761597e-05,0.15092093077271634,0.05271763633628514,3.798102834427574e-05,77376,10.424126518890262,3711.3901035152317,
1173,0.0036447385791689157,0.000260960339801386,1.9277817557394883e-05,0.0,0.0025451556430198252,1.765625,0.26861483247783013,166.34705781936646,170.1953125,177.2975082397461,5e-06,1173,23,0.9148604869842529,0.9954081773757935,0.0,0.9148604869842529,0.9954081773757935,0.0,-0.020112473517656326,0.3535521626472473,-2.4748663902282715,-0.020112473517656326,0.3535521626472473,-2.4748663902282715,492.0,2290.0,116.0,0.0,36.78125,183.0,13.0,492.0,2290.0,116.0,0.0,0.0,212.5,330.0,160.0,0.0,4,42,10.234375,0.0,1.0,7.9375,8,7.318883895874023,8.0,8,8,4.37125563621521e-05,0.11961784400045872,1.7221569772809744,0.3726290812337538,0.0,0.0,0.0,1.7221569772809744,0.0,215,2290,5.108132746070623,8.567050099372864e-05,0.7640957962721586,0.003006536513566971,4.679532427340746,10.578226920217276,3.5643577575683594e-05,0.08111237211113159,0.051893324469268386,3.3340761550378934e-05,90176,10.578226920217276,4262.3400254183525,
1174,0.006603666115552187,0.0006238001224119216,-0.00031209697459644303,0.0,0.004890632175374776,4.5390625,0.28422180700496147,166.34705781936646,170.1953125,177.25522994995117,5e-06,1174,23,0.925686240196228,0.995312511920929,0.0,0.925686240196228,0.995312511920929,0.0,-0.04564328491687775,0.7244946360588074,-2.474862813949585,-0.04564328491687775,0.7244946360588074,-2.474862813949585,610.9609375,3009.0,117.0,0.0,33.4296875,153.0,12.0,610.9609375,3009.0,117.0,0.0,0.0,277.875,554.0,174.0,0.0,4,42,9.078125,0.0,1.0,7.9375,8,7.405490398406982,8.0,8,8,4.8529356718063354e-05,0.11062564328312874,1.4822646975517273,0.3340018455928657,0.0,0.0,0.0,1.4822646975517273,0.0,218,3009,6.416653446853161,9.0036541223526e-05,0.901662178337574,0.0029815062880516052,5.588415609672666,12.93319977633655,3.7785619497299194e-05,0.08205124415755356,0.04911986015480804,2.620620622172263e-05,113771,12.93319977633655,4398.408822546879,
1175,0.0024849586188793182,0.0,0.0007186807057166789,0.0,0.0020267654035706073,0.00322723388671875,0.26500633698507514,166.34705781936646,170.1953125,176.5868911743164,5e-06,1175,23,0.9620082378387451,0.995312511920929,0.8734375238418579,0.9620082378387451,0.995312511920929,0.8734375238418579,-0.008604091592133045,0.0560341477394104,-0.0560341477394104,-0.008604091592133045,0.0560341477394104,-0.0560341477394104,295.828125,721.0,86.0,0.0,16.28125,42.0,12.0,295.828125,721.0,86.0,0.0,0.0,343.4375,528.0,178.0,0.0,4,12,5.03125,0.0,1.0,8.0,8,7.696066379547119,8.0,8,8,3.102980554103851e-05,0.1111467257142067,0.4260964971035719,0.1664026971848216,0.0,0.0,0.0,0.4260964971035719,0.0,185,721,4.9990623164922,8.641928434371948e-05,0.6893895026296377,0.0030064657330513,4.2386802919209,9.953459789976478,5.274079740047455e-05,0.13201981504495325,0.05180114256985433,3.674218137329577e-05,81826,9.953459789976478,4110.43002767751,
1176,0.014900771901011467,0.0,-0.0005340988009265857,0.0,-0.004286860465072095,0.000598907470703125,0.2719541729396354,166.34705781936646,170.1953125,176.67955017089844,5e-06,1176,23,0.892168402671814,0.9984375238418579,0.0,0.892168402671814,0.9984375238418579,0.0,0.011249139904975891,0.10573447495698929,-0.0560341477394104,0.011249139904975891,0.10573447495698929,-0.0560341477394104,408.6484375,1353.0,86.0,0.0,26.28125,104.0,12.0,408.6484375,1353.0,86.0,0.0,0.0,291.5625,456.0,160.0,0.0,4,42,8.171875,0.0625,0.9375,7.5,8,7.137347221374512,8.0,8,8,3.1439587473869324e-05,0.1086224801838398,1.1058868207037449,0.2679874840687262,0.0,0.0,0.0,1.1058868207037449,0.0,160,1149,16.022694129496813,0.00010160915553569794,0.7459983825683594,0.0030111391097307205,4.5705118756741285,21.365972558036447,4.174746572971344e-05,0.3063202655380124,0.05099481044410868,3.3596339381332866e-05,89627,21.365972558036447,2097.4238302643594,
1177,0.0088951475918293,0.0008174164104275405,0.000986998182440857,0.0,-0.00027539144502952695,4.07373046875,0.2783746570662884,166.34705781936646,170.1953125,176.57569122314453,5e-06,1177,23,0.8796038031578064,0.9984375238418579,0.0,0.8796038031578064,0.9984375238418579,0.0,-0.0008546454482711852,2.473113536834717,-0.3533549904823303,-0.0008546454482711852,2.473113536834717,-0.3533549904823303,482.40625,3005.0,116.0,0.0,26.328125,159.0,12.0,482.40625,3005.0,116.0,0.0,0.0,281.125,472.0,174.0,0.0,4,42,7.734375,0.0625,0.9375,7.5,8,7.036830902099609,8.0,8,8,2.878718078136444e-05,0.10358417592942715,1.5714261196553707,0.2652083873254014,0.0,0.0,0.0,1.5714261196553707,0.0,178,2858,5.801480790600181,9.228847920894623e-05,0.7986433506011963,0.003028539940714836,4.964204795658588,11.602018903940916,4.1546300053596497e-05,0.09395414897001005,0.05079405717327578,3.0988212056591866e-05,97732,11.602018903940916,4211.853161470151,
