step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_update_actor,timing_per_token_ms_adv,timing_per_token_ms_gen,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
11,0.11356627941131592,0.0008376514615520136,5.130194699631829e-05,0.0,-0.0017933413037098944,0.5234375,0.3501328432100784,196.34381103515625,200.453125,133.1864471435547,5e-06,11,0,0.040797892957925797,0.9081632494926453,0.0,0.040797892957925797,0.9081632494926453,0.0,-0.0382002629339695,2.4748644828796387,-0.7243508100509644,-0.0382002629339695,2.4748644828796387,-0.7243508100509644,3306.703125,4096.0,127.0,0.7109375,2499.3046875,3667.0,116.0,3306.703125,4096.0,127.0,0.7109375,0.0,1652.5,4434.0,220.0,0.0,3,41,19.1640625,0.8125,0.1875,0.375,3,0.32638314366340637,8.0,8,8,6.664358079433441e-05,1.2784425001591444,42.106939539313316,27.635549404629273,0.0,0.0,0.0,42.106939539313316,0.0,312,4096,44.15972609817982,0.00010797567665576935,4.362059710547328,0.003100806847214699,30.55442432127893,79.1127960011363,3.444589674472809e-05,0.0481340316162169,4.88486816999754e-06,0.10433287994126471,634778,79.1127960011363,4011.8541632056754,
12,0.10737615078687668,0.0016889033613551874,2.6251884719386e-05,1.2480530813263613e-06,0.0022399961453629658,0.52734375,0.34087533866195047,196.34381103515625,200.453125,133.28085708618164,5e-06,12,0,0.15419624745845795,0.9897959232330322,0.0,0.15419624745845795,0.9897959232330322,0.0,-0.10842030495405197,2.4748663902282715,-1.6201813220977783,-0.10842030495405197,2.4748663902282715,-1.6201813220977783,3475.28125,4096.0,143.0,0.71875,2693.84375,3678.0,132.0,3475.28125,4096.0,143.0,0.71875,0.0,948.3125,3169.0,215.0,0.0,3,41,20.765625,0.5625,0.4375,1.3125,6,1.2335700988769531,8.0,8,8,3.0141323804855347e-05,1.3619102593511343,40.41150366328657,28.880495850244188,0.0,0.0,0.0,40.41150366328657,0.0,321,4096,42.77359461225569,0.00011108443140983582,3.843241412192583,0.003113558515906334,26.954955166205764,73.6052173320204,3.5451725125312805e-05,0.04760509195402099,5.4988494152561444e-06,0.09615587455209491,566220,73.6052173320204,3846.3306034807256,
13,0.10426715016365051,0.0016546022015972994,-3.256505395654585e-05,5.133891363584553e-06,0.0037440342421177775,0.5048828125,0.35215289720665616,197.37006187438965,201.3515625,133.21701431274414,5e-06,13,0,0.13290195167064667,0.9781249761581421,0.0,0.13290195167064667,0.9781249761581421,0.0,-0.06307220458984375,2.4748663902282715,-1.620153546333313,-0.06307220458984375,2.4748663902282715,-1.620153546333313,3635.703125,4096.0,454.0,0.765625,2623.7421875,3628.0,443.0,3635.703125,4096.0,454.0,0.765625,0.0,1680.1875,4385.0,209.0,0.0,3,41,23.0703125,0.625,0.375,1.125,6,1.0632154941558838,8.0,8,8,6.545893847942352e-05,4.493525518104434,42.75819172523916,30.16754773222783,0.0,0.0,0.0,42.75819172523916,0.0,293,4096,44.7554551884532,0.0001046396791934967,4.663157373666763,0.003138279542326927,32.783853732049465,82.23792452923954,3.608502447605133e-05,0.04818079891958583,4.612173322213363e-06,0.09617176695629971,680434,82.23792452923954,4136.984267873109,
14,0.10495532304048538,0.002129130414687097,2.3989038254512707e-05,5.249323521638871e-06,-0.0047309494111686945,0.67578125,0.3460953133018483,197.37006187438965,201.3515625,133.42151641845703,5e-06,14,0,0.1589987725019455,0.9898437261581421,0.0,0.1589987725019455,0.9898437261581421,0.0,-0.09165544807910919,2.4748663902282715,-2.4741032123565674,-0.09165544807910919,2.4748663902282715,-2.4741032123565674,3252.4609375,4096.0,236.0,0.65625,2375.7109375,3527.0,155.0,3252.4609375,4096.0,236.0,0.65625,0.0,1317.0,4072.0,209.0,0.0,3,41,20.125,0.625,0.375,1.375,8,1.271990180015564,8.0,8,8,3.1167641282081604e-05,1.6107120495289564,38.84996703080833,25.484822212165454,0.0,0.0,0.0,38.84996703080833,0.0,801,4096,41.10978920944035,0.00011664442718029022,4.030980264768004,0.0030673090368509293,28.129637172445655,73.30438807234168,3.778375685214996e-05,0.04809381093647475,5.244240442836236e-06,0.09874683643260596,584891,73.30438807234168,3989.4678571137542,
15,0.11011047661304474,0.0017191918086609803,-4.9772032753025996e-05,0.0,-0.002947711036540568,0.63671875,0.34949918136409924,197.37006187438965,201.3515625,133.61902236938477,5e-06,15,0,0.1884625107049942,0.9752500057220459,0.0,0.1884625107049942,0.9752500057220459,0.0,-0.06859537959098816,0.8552035093307495,-2.4748663902282715,-0.06859537959098816,0.8552035093307495,-2.4748663902282715,3231.8828125,4096.0,184.0,0.6953125,2326.5859375,3565.0,160.0,3231.8828125,4096.0,184.0,0.6953125,0.0,1371.375,4124.0,221.0,0.0,3,41,20.921875,0.75,0.25,1.625,8,1.5077002048492432,8.0,8,8,3.1931325793266296e-05,1.6696084793657064,40.13424306176603,24.93335311044939,0.0,0.0,0.0,40.13424306176603,0.0,264,4096,42.17576523125172,0.00012046284973621368,4.076316960155964,0.003085324540734291,28.220683567225933,74.5051808077842,3.894977271556854e-05,0.04789522971541203,5.236312836755035e-06,0.10195238657625494,589217,74.5051808077842,3954.201530764149,
16,0.11169767379760742,0.0010062094261229504,0.0002198892707383493,1.2485018032748485e-06,0.0009241781372111291,0.41796875,0.341578310644507,197.37006187438965,201.3515625,133.78931045532227,5e-06,16,0,0.09046372771263123,0.9937499761581421,0.0,0.09046372771263123,0.9937499761581421,0.0,-0.042679350823163986,2.4748642444610596,-1.6201777458190918,-0.042679350823163986,2.4748642444610596,-1.6201777458190918,2973.78125,4096.0,119.0,0.625,2241.890625,3635.0,108.0,2973.78125,4096.0,119.0,0.625,0.0,979.125,2854.0,220.0,0.0,3,41,17.625,0.8125,0.1875,0.75,6,0.7237098217010498,8.0,8,8,3.182142972946167e-05,1.1161379534751177,39.69428681023419,23.113982482012943,0.0,0.0,0.0,39.69428681023419,0.0,384,4096,41.793740306049585,9.885616600513458e-05,3.4829560667276382,0.0038590356707572937,23.900439977645874,69.21319522894919,3.6874786019325256e-05,0.04723668498977389,7.626974755040385e-06,0.10979744933861978,505972,69.21319522894919,3655.170075057968,
17,0.10901504755020142,0.00016699459592928179,8.497424016518096e-05,0.0,0.002439507508825045,0.116455078125,0.3546295975221861,197.37006187438965,201.3515625,133.27207946777344,5e-06,17,0,0.02178955078125,0.9296875,0.0,0.02178955078125,0.9296875,0.0,-0.019940590485930443,1.207612156867981,-0.7245672941207886,-0.019940590485930443,1.207612156867981,-0.7245672941207886,3979.71875,4096.0,476.0,0.8828125,3003.328125,3661.0,221.0,3979.71875,4096.0,476.0,0.8828125,0.0,1159.625,4334.0,220.0,0.0,3,41,24.7265625,0.9375,0.0625,0.1875,3,0.17431640625,8.0,8,8,6.277859210968018e-05,2.2171116787940264,43.453657265752554,35.05677481676685,0.0,0.0,0.0,43.453657265752554,0.0,290,4096,45.597212716937065,9.818002581596375e-05,4.448901399970055,0.0030111726373434067,30.695536075159907,80.77351059764624,4.279613494873047e-05,0.04666138076231752,4.577391078237443e-06,0.08951090434495423,657836,80.77351059764624,4072.1023212476885,
18,0.11579024791717529,0.001422358856871142,-9.965707732817464e-06,1.0065794526781247e-05,0.002663681938429363,0.5087890625,0.3419965391681601,197.37006187438965,201.3515625,133.2868881225586,5e-06,18,0,0.07052750885486603,0.9428571462631226,0.0,0.07052750885486603,0.9428571462631226,0.0,-0.04704977944493294,2.4748661518096924,-0.9342729449272156,-0.04704977944493294,2.4748661518096924,-0.9342729449272156,3737.8046875,4096.0,315.0,0.8515625,2760.984375,3619.0,304.0,3737.8046875,4096.0,315.0,0.8515625,0.0,827.4375,3477.0,216.0,0.0,3,40,20.8515625,0.625,0.375,0.6875,4,0.564220130443573,8.0,8,8,6.250850856304169e-05,2.978711672127247,41.79350789822638,30.21349807093793,0.0,0.0,0.0,41.79350789822638,0.0,311,4096,43.94952877610922,9.674020111560822e-05,3.9447530526667833,0.0029900912195444107,27.72840061597526,75.65486149676144,3.514997661113739e-05,0.047451618318399835,5.116943788141734e-06,0.0918602554894338,584351,75.65486149676144,3861.9527446032953,
19,0.10087045282125473,0.0005055856890976429,8.587538172832865e-05,0.0,0.00457594601175515,0.2783203125,0.3612646482499547,197.37006187438965,201.3515625,133.3250846862793,5e-06,19,0,0.09780272841453552,0.989062488079071,0.0,0.09780272841453552,0.989062488079071,0.0,-0.02388167753815651,0.7251776456832886,-1.2076116800308228,-0.02388167753815651,0.7251776456832886,-1.2076116800308228,3631.65625,4096.0,164.0,0.7890625,2576.453125,3586.0,153.0,3631.65625,4096.0,164.0,0.7890625,0.0,2317.6875,4843.0,639.0,0.0,3,41,26.96875,0.875,0.125,0.8125,8,0.7824218273162842,8.0,8,8,6.467476487159729e-05,1.6740560866892338,43.63704280368984,31.610657747267396,0.0,0.0,0.0,43.63704280368984,0.0,2901,4096,46.72281998023391,9.408406913280487e-05,5.206770792603493,0.002969972789287567,36.49596084468067,88.45727157406509,3.482215106487274e-05,0.04792540254529211,3.900079301403473e-06,0.10051117340623232,761516,88.45727157406509,4304.428491005311,
20,0.1147087886929512,0.001424501977453474,0.0001498782673934329,0.0,-0.0048162430539377965,0.537109375,0.34620938039558957,197.37006187438965,201.3515625,133.51019287109375,5e-06,20,0,0.10646385699510574,0.9482499957084656,0.0,0.10646385699510574,0.9482499957084656,0.0,-0.04280973970890045,0.9354124069213867,-2.470942735671997,-0.04280973970890045,0.9354124069213867,-2.470942735671997,3213.984375,4096.0,191.0,0.65625,2354.4375,3669.0,180.0,3213.984375,4096.0,191.0,0.65625,0.0,1332.375,3058.0,214.0,0.0,3,41,19.9609375,0.8125,0.1875,1.0,7,0.8517109155654907,8.0,8,8,3.2046809792518616e-05,1.8686339985579252,40.989267613738775,24.994672311629984,0.0,0.0,0.0,40.989267613738775,0.0,562,4096,43.112727630883455,9.796582162380219e-05,3.9719962272793055,0.003110736608505249,27.598195534199476,74.71537976525724,3.4283846616744995e-05,0.04742495804369478,5.345514454397319e-06,0.10479770444318884,581934,74.71537976525724,3894.338768191607,
21,0.10749422013759613,0.00039312786611844786,-9.45458995147419e-05,0.0,0.003785213048104197,0.20556640625,0.34809749331945794,197.37006187438965,201.3515625,133.76055526733398,5e-06,21,0,0.06780713051557541,0.9828125238418579,0.0,0.06780713051557541,0.9828125238418579,0.0,-0.04698466882109642,1.207612156867981,-1.620180368423462,-0.04698466882109642,1.207612156867981,-1.620180368423462,2969.6953125,4096.0,146.0,0.625,2253.875,3584.0,135.0,2969.6953125,4096.0,146.0,0.625,0.0,1371.1875,3903.0,216.0,0.0,3,41,18.6171875,0.875,0.125,0.5625,6,0.5424570441246033,8.0,8,8,5.969032645225525e-05,1.3632228653877974,39.90876526385546,23.655830208415864,0.0,0.0,0.0,39.90876526385546,0.0,262,4096,41.926206232979894,0.00012189149856567383,3.8640111424028873,0.003162786364555359,26.629141053184867,72.45555585995317,4.480220377445221e-05,0.04792577304297057,5.692221960458358e-06,0.11029700077864651,555633,72.45555585995317,3834.302238146953,
22,0.11060736328363419,0.0005890875909244642,3.730533668999669e-05,2.623020350256411e-06,0.0019182886680937372,0.294921875,0.35382229517053154,197.37006187438965,201.3515625,133.98720932006836,5e-06,22,0,0.09293089061975479,0.9979591965675354,0.0,0.09293089061975479,0.9979591965675354,0.0,-0.018144069239497185,2.4748661518096924,-2.4731547832489014,-0.018144069239497185,2.4748661518096924,-2.4731547832489014,3839.4296875,4096.0,903.0,0.8203125,2754.0859375,3655.0,700.0,3839.4296875,4096.0,903.0,0.8203125,0.0,1563.75,4137.0,289.0,0.0,5,41,23.765625,0.8125,0.1875,0.75,8,0.7434471845626831,8.0,8,8,3.353506326675415e-05,7.132722400128841,43.836159417405725,31.729015870354488,0.0,0.0,0.0,43.836159417405725,0.0,458,4096,46.11650175973773,8.901581168174744e-05,4.70134144090116,0.00304340198636055,32.90274225175381,83.75486293248832,3.758072853088379e-05,0.04757433376433987,4.400478864963122e-06,0.09383819976464955,691607,83.75486293248832,4128.757279189142,
23,0.11641038209199905,0.0011505788534122985,0.00023348713330051396,2.560568191256607e-06,-0.0015259033534675837,0.482421875,0.3518588098631056,197.37006187438965,201.3515625,134.17347717285156,5e-06,23,0,0.10054240375757217,0.989062488079071,0.0,0.10054240375757217,0.989062488079071,0.0,-0.03302045911550522,2.4748661518096924,-2.470374822616577,-0.03302045911550522,2.4748661518096924,-2.470374822616577,3342.109375,4096.0,139.0,0.765625,2368.734375,3634.0,128.0,3342.109375,4096.0,139.0,0.765625,0.0,1599.0,4624.0,216.0,0.0,3,41,19.5859375,0.75,0.25,0.875,8,0.8043391704559326,8.0,8,8,3.1363219022750854e-05,1.380197761580348,40.08555710315704,26.2084454044234,0.0,0.0,0.0,40.08555710315704,0.0,216,4096,42.259705279022455,0.0001046694815158844,4.376586612313986,0.0031836330890655518,30.375090280547738,77.05368080176413,3.966130316257477e-05,0.04802674355225727,5.033714419309859e-06,0.09878609897151044,632462,77.05368080176413,4104.0349625031795,
24,0.1126994714140892,0.0012873978630523197,6.38274539142003e-05,1.4937144214854925e-06,0.0035765047923632665,0.5244140625,0.3522473319249758,197.37006187438965,201.3515625,134.37798690795898,5e-06,24,0,0.13902787864208221,3.0218749046325684,0.0,0.13902787864208221,3.0218749046325684,0.0,-0.039689578115940094,2.390662431716919,-2.469921588897705,-0.039689578115940094,2.390662431716919,-2.469921588897705,3445.140625,4096.0,134.0,0.7578125,2492.375,3584.0,123.0,3445.140625,4096.0,134.0,0.7578125,0.0,1747.25,5633.0,258.0,0.0,3,41,22.0390625,0.75,0.25,1.125,7,1.1122229099273682,8.0,8,8,3.2296404242515564e-05,1.3389587625861168,42.657123886048794,28.128954151296057,0.0,0.0,0.0,42.657123886048794,0.0,314,4096,44.79592034779489,9.222142398357391e-05,4.593085031956434,0.0030267834663391113,32.19983037188649,81.62382542528212,3.49581241607666e-05,0.04844804502364712,4.5541153465845626e-06,0.1015831183138272,664626,81.62382542528212,4071.2745116828296,
