step,actor_use_cached_prefix_old_logprob,actor_prefix_mask_sum,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_continuation_loss,actor_prefix_loss,actor_pg_loss,actor_prefix_loss_weight,actor_prefix_token_count,actor_prefix_old_logprob_source,actor_prefix_loss_mode_joint,actor_prefix_logprob_delta_mean,actor_prefix_logprob_delta_abs_mean,actor_prefix_ratio_mean,actor_prefix_advantage_mean,actor_prefix_advantage_abs_mean,actor_prefix_token_frac,actor_prefix_loss_contribution,actor_prefix_loss_share,actor_continuation_pg_clipfrac,actor_continuation_ppo_kl,actor_continuation_pg_clipfrac_lower,actor_prefix_pg_clipfrac,actor_prefix_ppo_kl,actor_prefix_pg_clipfrac_lower,actor_prefix_clip_override_active,actor_prefix_clip_ratio,actor_prefix_clip_ratio_low,actor_prefix_clip_ratio_high,actor_prefix_clip_ratio_c,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_agent_loop_response_length_min,timing_s_agent_loop_response_length_max,timing_s_agent_loop_response_length_mean,timing_s_agent_loop_llm_response_length_min,timing_s_agent_loop_llm_response_length_max,timing_s_agent_loop_llm_response_length_mean,timing_s_agent_loop_num_turns_min,timing_s_agent_loop_num_turns_max,timing_s_agent_loop_num_turns_mean,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_update_actor,timing_per_token_ms_adv,timing_per_token_ms_gen,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
653,True,6496,0.03917791694402695,0.0006081569463276537,0.00012963554263478727,6.6053689806722105e-06,0.0014686545764561743,-0.030805634800344706,-0.029336980252992362,1.0,406.0,1.0,0.0,1.0723333843052387,1.0723333843052387,8516026.78125,0.22544539207592607,0.22544539207592607,0.12235877854581606,-0.030805634800344706,0.24948266805501373,0.0006081569463276537,0.00012963554263478727,6.6053689806722105e-06,0.08514165319502354,-0.9091497622430325,0.0,0.0,0.2,0.2,0.2,3.0,0.74609375,0.16120222401113637,188.00459575653076,197.076171875,225.09056091308594,5e-06,653,0,0.890625,1.0,0.0,0.890625,1.0,0.0,-0.03441556170582771,0.7245674133300781,-2.4748666286468506,-0.03441556170582771,0.7245674133300781,-2.4748666286468506,1859.375,4096.0,434.0,0.0625,418.578125,942.0,119.0,1859.375,4096.0,434.0,0.0625,0.0,609.5625,972.0,357.0,0.0,5,31,16.765625,0.0625,0.9375,7.125,8,7.125,8.0,8,8,4.9192458391189575e-05,1.0518886931240559,8.278488159179688,3.752786463708617,0.2772948890924454,4.175964366644621,1.4062911319051636,6.12899056263268,3.7678535655140877,708,4096,434.0,4096.0,1859.375,119.0,942.0,418.578125,5.0,31.0,16.765625,80.16861372068524,9.40319150686264e-05,2.4955543484538794,0.0031538549810647964,28.550404477864504,111.24779020249844,3.6407262086868286e-05,0.09034251980186474,9.979795778373783e-06,0.33684291479279516,316024,111.24779020249844,1420.3607973909338,
654,True,6760,0.04150278493762016,0.00029284495758474804,4.842741446964283e-06,0.0,0.003030764142749831,-0.009104896278586239,-0.006074132223147899,1.0,422.5,1.0,0.0,1.1090512685477734,1.1090512685477734,8782462.75,0.06698384135961533,0.06698384135961533,0.14540199321415676,-0.009104896278586239,0.24423804500177318,0.00029284495758474804,4.842741446964283e-06,0.0,0.042224140372127295,-0.9436554871499538,0.0,0.0,0.2,0.2,0.2,3.0,0.494140625,0.15798724524807317,188.00459575653076,197.076171875,225.02185821533203,5e-06,654,0,0.9296875,1.0,0.0,0.9296875,1.0,0.0,-0.05524184927344322,0.35355237126350403,-2.4748666286468506,-0.05524184927344322,0.35355237126350403,-2.4748666286468506,1575.359375,3763.0,284.0,0.0,367.3046875,1483.0,80.0,1575.359375,3763.0,284.0,0.0,0.0,610.25,962.0,348.0,0.0,5,31,14.921875,0.0625,0.9375,7.4375,8,7.4375,8.0,8,8,5.45550137758255e-05,0.6982299480587244,12.998867824673653,3.2618985167937353,0.10216864012181759,3.9933500960469246,1.1643806620122632,12.998867824673653,2.035068277269602,762,3519,284.0,3763.0,1575.359375,80.0,1483.0,367.3046875,5.0,31.0,14.921875,70.25970395095646,9.706243872642517e-05,2.2717778887599707,0.0031313225626945496,25.487064868211746,98.0512989424169,3.78880649805069e-05,0.09110397153329573,1.1192968789791711e-05,0.3484309331747541,279758,98.0512989424169,1426.589973908938,
655,True,5056,0.0387735441327095,0.00018158110833610408,-0.00014756812396399255,0.0,0.0007036777387838811,0.0,0.0007036777387838811,1.0,316.0,1.0,0.0,1.3506102859973907,1.3506102859973907,9859296.8125,0.0,0.0,0.08538067665350933,0.0,0.0,0.00018158110833610408,-0.00014756812396399255,0.0,0.0,-1.1725796572864056,0.0,0.0,0.2,0.2,0.2,3.0,0.326171875,0.16634831196649494,188.00459575653076,197.076171875,225.7292823791504,5e-06,655,0,0.796875,1.0,0.0,0.796875,1.0,0.0,-0.008387417532503605,0.5400605201721191,-1.6201815605163574,-0.008387417532503605,0.5400605201721191,-1.6201815605163574,2280.453125,4096.0,884.0,0.1015625,475.375,1103.0,200.0,2280.453125,4096.0,884.0,0.1015625,0.0,608.1875,1019.0,302.0,0.0,9,31,19.359375,0.1875,0.8125,6.375,8,6.375,8.0,8,8,2.9573217034339905e-05,1.7627091109752655,9.716431034728885,4.240166252304334,0.4855163861066103,4.159901974722743,1.7821783657418564,9.716431034728885,2.258250493556261,440,3571,884.0,4096.0,2280.453125,200.0,1103.0,475.375,9.0,31.0,19.359375,91.96741129085422,8.65831971168518e-05,2.8630246743559837,0.003024304285645485,32.94488248042762,127.8064024951309,3.65525484085083e-05,0.08910138982011333,8.179410421331089e-06,0.31506694561406456,369746,127.8064024951309,1446.5081278462806,
656,True,7368,0.045254938304424286,0.0003357124405738432,-0.00025109601665462833,0.0,0.0022391845704987645,0.0,0.0022391845704987645,1.0,460.5,1.0,0.0,1.2336845472455025,1.2336845472455025,8596507.59375,0.0,0.0,0.14773651277053362,0.0,0.0,0.0003357124405738432,-0.00025109601665462833,0.0,0.0,-1.0814308114349842,0.0,0.0,0.2,0.2,0.2,3.0,0.5068359375,0.16416050290333736,188.00459575653076,197.076171875,226.07851791381836,5e-06,656,0,0.796875,1.0,0.0,0.796875,1.0,0.0,-0.04442010819911957,0.5400605201721191,-1.6201815605163574,-0.04442010819911957,0.5400605201721191,-1.6201815605163574,1944.2578125,4096.0,383.0,0.1875,390.1015625,1187.0,108.0,1944.2578125,4096.0,383.0,0.1875,0.0,645.375,1012.0,329.0,0.0,5,31,16.25,0.1875,0.8125,6.375,8,6.375,8.0,8,8,3.229081630706787e-05,0.9323524795472622,10.45162465237081,3.544590785546461,0.17673231102526188,4.6350943222641945,1.6174140433140565,10.45162465237081,1.967562748119235,329,3332,383.0,4096.0,1944.2578125,108.0,1187.0,390.1015625,5.0,31.0,16.25,88.04396609589458,8.6955726146698e-05,2.651655536144972,0.0029852204024791718,30.12026902474463,120.8511096443981,3.794580698013306e-05,0.09086794105325209,9.005923265180487e-06,0.3537820348216687,331473,120.8511096443981,1371.410659675995,
657,True,4200,0.04075830057263374,0.0,0.00010197286655966309,0.0,0.0,0.0,0.0,1.0,262.5,1.0,0.0,1.107939425855875,1.107939425855875,7816044.0625,0.0,0.0,0.0854555424268886,0.0,0.0,0.0,0.00010197286655966309,0.0,0.0,-0.9580891877412796,0.0,0.0,0.2,0.2,0.2,3.0,0.0,0.1618782111904769,188.00459575653076,197.076171875,225.95071029663086,5e-06,657,0,0.9375,1.0,0.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1909.8671875,4096.0,475.0,0.0625,374.3984375,791.0,127.0,1909.8671875,4096.0,475.0,0.0625,0.0,593.9375,960.0,379.0,0.0,7,29,15.4375,0.0625,0.9375,7.5,8,7.5,8.0,8,8,3.1577423214912415e-05,1.1173613034188747,7.328433668240905,3.333807784190867,0.25896333530545235,4.048507986590266,1.571504023115267,7.328433668240905,3.5281462501734495,630,4096,475.0,4096.0,1909.8671875,127.0,791.0,374.3984375,7.0,29.0,15.4375,87.60168248601258,9.09268856048584e-05,2.527932621538639,0.0029777884483337402,28.95524094440043,119.11823209747672,3.8800761103630066e-05,0.09034763015161436,9.291448477890648e-06,0.3583433177454771,320487,119.11823209747672,1345.2474669777646,
658,True,2920,0.03902771323919296,0.0018701530461839866,-7.572987396997632e-05,0.0,0.005141520290635526,-0.06947981752455235,-0.0643382976995781,1.0,182.5,1.0,0.0,1.1808058880269527,1.1808058880269527,9440784.53125,0.5170309320092201,0.5170309320092201,0.047362239568007516,-0.06947981752455235,0.44589495824372316,0.0018701530461839866,-7.572987396997632e-05,0.0,0.1835506558418274,-1.013020247220993,0.0,0.0,0.2,0.2,0.2,3.0,1.296875,0.16454104634738712,188.00459575653076,197.076171875,226.6673240661621,5e-06,658,0,0.7890625,1.0,0.0,0.7890625,1.0,0.0,-0.1281869113445282,1.6201815605163574,-2.4748666286468506,-0.1281869113445282,1.6201815605163574,-2.4748666286468506,2211.4140625,4096.0,1007.0,0.109375,470.75,1344.0,180.0,2211.4140625,4096.0,1007.0,0.109375,0.0,563.0,991.0,339.0,0.0,9,31,19.3125,0.0625,0.9375,6.3125,8,6.3125,8.0,8,8,3.406219184398651e-05,1.637238834053278,11.720111276954412,4.219513108721003,0.31226047687232494,4.907480616122484,1.8181396393338218,11.720111276954412,1.8844259437173605,600,3430,1007.0,4096.0,2211.4140625,180.0,1344.0,470.75,9.0,31.0,19.3125,95.77213902398944,9.545497596263885e-05,2.8092714454978704,0.002983592450618744,31.920687951147556,130.5324182268232,3.8782134652137756e-05,0.0898857809254419,8.401527492062637e-06,0.3383445229967726,355125,130.5324182268232,1360.2942656854307,
659,True,4104,0.03705265372991562,0.00020687462711066473,-3.838569614345033e-05,0.0,0.00011555606033653021,-0.027665375033393502,-0.027549819322302938,1.0,256.5,1.0,0.0,1.0273009575903416,1.0273009575903416,8419711.9375,0.20707827806472778,0.20707827806472778,0.08357218766588585,-0.027665375033393502,0.2208982328488116,0.00020687462711066473,-3.838569614345033e-05,0.0,0.062439498491585255,-0.8606356345117092,0.0,0.0,0.2,0.2,0.2,3.0,0.435546875,0.16420306007058955,188.00459575653076,197.076171875,226.5644187927246,5e-06,659,0,0.90625,1.0,0.0,0.90625,1.0,0.0,-0.01232827641069889,0.935412585735321,-0.935412585735321,-0.01232827641069889,0.935412585735321,-0.935412585735321,2094.3125,4096.0,708.0,0.0625,409.015625,1031.0,198.0,2094.3125,4096.0,708.0,0.0625,0.0,586.1875,773.0,341.0,0.0,9,31,17.125,0.0625,0.9375,7.25,8,7.25,8.0,8,8,5.3860247135162354e-05,1.7665456030517817,9.190929057076573,3.6389942107198294,0.39448483288288116,4.733830511569977,1.7107756071636686,9.190929057076573,1.8920972477644682,770,3070,708.0,4096.0,2094.3125,198.0,1031.0,409.015625,9.0,31.0,17.125,91.70959386602044,0.00010576099157333374,2.6944233160465956,0.0030979756265878677,30.815318746492267,125.25365796685219,4.62997704744339e-05,0.0898133474004741,9.029261176167774e-06,0.3421080674819468,343104,125.25365796685219,1369.6366460243457,
660,True,4744,0.04078124091029167,0.0004291566256142687,0.0003193152974745317,6.241262326511787e-06,0.0003566252416931093,-0.01803851395379752,-0.01768188865389675,1.0,296.5,1.0,0.0,1.2899067625403404,1.2899067625403404,8224924.34375,0.1281600408256054,0.1281600408256054,0.09496488845789058,-0.01803851395379752,0.30463277561753327,0.0004291566256142687,0.0003193152974745317,6.241262326511787e-06,0.07952972454950213,-1.1374412439763546,0.0,0.0,0.2,0.2,0.2,3.0,0.4921875,0.1635089124397226,188.00459575653076,197.076171875,227.13599014282227,5e-06,660,0,0.9140625,1.0,0.0,0.9140625,1.0,0.0,-0.01733872853219509,0.7245674133300781,-1.20761239528656,-0.01733872853219509,0.7245674133300781,-1.20761239528656,1989.125,3607.0,507.0,0.0,409.9453125,1023.0,137.0,1989.125,3607.0,507.0,0.0,0.0,586.5625,968.0,418.0,0.0,7,31,16.921875,0.0625,0.9375,7.3125,8,7.3125,8.0,8,8,3.000907599925995e-05,1.214465294033289,8.938962103798985,3.6185073833185015,0.30356588400900364,4.046568321064115,1.627224036026746,8.938962103798985,2.56552454829216,454,3607,507.0,3607.0,1989.125,137.0,1023.0,409.9453125,7.0,31.0,16.921875,85.92287714406848,8.392892777919769e-05,2.5864515639841557,0.0029734112322330475,29.463734030723572,118.00374830327928,3.773719072341919e-05,0.08936853640631012,9.018863993330201e-06,0.3374712387044731,329688,118.00374830327928,1396.938676696417,
661,True,3336,0.03411803022027016,0.00041997982043540105,-5.842739028594224e-05,0.0,0.0022945223900023848,0.0,0.0022945223900023848,1.0,208.5,1.0,0.0,0.9086141586303711,0.9086141586303711,6701510.0625,0.0,0.0,0.07779406164487437,0.0,0.0,0.00041997982043540105,-5.842739028594224e-05,0.0,0.0,-0.7815613895654678,0.0,0.0,0.2,0.2,0.2,3.0,0.642578125,0.16241570785052334,188.00459575653076,197.076171875,227.1366844177246,5e-06,661,0,0.9765625,1.0,0.0,0.9765625,1.0,0.0,-0.040094345808029175,0.5400605201721191,-2.4748666286468506,-0.040094345808029175,0.5400605201721191,-2.4748666286468506,1974.3828125,4096.0,411.0,0.0078125,385.5390625,1082.0,96.0,1974.3828125,4096.0,411.0,0.0078125,0.0,569.8125,995.0,323.0,0.0,5,31,16.390625,0.0,1.0,7.8125,8,7.8125,8.0,8,8,5.441159009933472e-05,0.8532706256955862,9.388932095840573,3.414556591756991,0.09555926360189915,4.291377579793334,1.6689524676185101,7.480868346989155,3.521144876256585,622,3350,411.0,4096.0,1974.3828125,96.0,1082.0,385.5390625,5.0,31.0,16.390625,87.43189448304474,8.704699575901031e-05,2.57094357162714,0.0029878392815589905,29.418616365641356,119.45187767408788,3.888458013534546e-05,0.09033620148082601,9.174804415562971e-06,0.34596212615114985,325657,119.45187767408788,1363.1305189212744,
662,True,4384,0.03355584666132927,0.0002784520183922723,-2.827722909160002e-05,0.0,0.0008119945268845186,-0.008276037115138024,-0.007464042515493929,1.0,274.0,1.0,0.0,1.2100464329123497,1.2100464329123497,8874822.125,0.060656370129436255,0.060656370129436255,0.08829213686794221,-0.008276037115138024,0.17460904870791638,0.0002784520183922723,-2.827722909160002e-05,0.0,0.044797871727496386,-1.0436399541795254,0.0,0.0,0.2,0.2,0.2,3.0,0.45703125,0.16534002945589613,188.00459575653076,197.076171875,227.87648391723633,5e-06,662,0,0.8046875,1.0,0.0,0.8046875,1.0,0.0,-0.010787233710289001,0.35355237126350403,-2.4748666286468506,-0.010787233710289001,0.35355237126350403,-2.4748666286468506,2113.21875,4096.0,517.0,0.1328125,400.7265625,822.0,152.0,2113.21875,4096.0,517.0,0.1328125,0.0,621.4375,997.0,363.0,0.0,7,31,17.2890625,0.1875,0.8125,6.4375,8,6.4375,8.0,8,8,5.422346293926239e-05,1.3323234766721725,7.319524059072137,3.6154515131929656,0.2609282936900854,4.615602377802134,1.8085337203083327,6.595708914101124,3.711456621065736,997,4096,517.0,4096.0,2113.21875,152.0,822.0,400.7265625,7.0,31.0,17.2890625,91.22444896958768,9.144656360149384e-05,2.7595740854740143,0.0029224418103694916,31.502944011241198,125.5171717684716,3.779679536819458e-05,0.0899991544048075,8.348974992199349e-06,0.33725377818784913,350036,125.5171717684716,1394.3749491331546,
663,True,6800,0.03756108507514,0.00047738095690874616,0.00016234152622018883,0.0,0.0007114953332347795,0.0,0.0007114953332347795,1.0,425.0,1.0,0.0,1.1569206267595291,1.1569206267595291,8982634.21875,0.0,0.0,0.1422333036080348,0.0,0.0,0.00047738095690874616,0.00016234152622018883,0.0,0.0,-0.9906603172421455,0.0,0.0,0.2,0.2,0.2,3.0,0.625,0.15957829685355066,188.00459575653076,197.076171875,227.98422622680664,5e-06,663,0,0.984375,1.0,0.0,0.984375,1.0,0.0,-0.024078814312815666,0.35355237126350403,-2.4748666286468506,-0.024078814312815666,0.35355237126350403,-2.4748666286468506,1654.15625,3940.0,411.0,0.0,373.9609375,904.0,95.0,1654.15625,3940.0,411.0,0.0,0.0,604.8125,937.0,323.0,0.0,5,31,15.75,0.0,1.0,7.875,8,7.875,8.0,8,8,3.48556786775589e-05,0.8455770704895258,8.004754737019539,3.3272412248916226,0.20751792006194592,3.876554200425744,1.2846799100952921,6.861017785966396,3.876554200425744,509,3926,411.0,3940.0,1654.15625,95.0,904.0,373.9609375,5.0,31.0,15.75,71.88864576630294,9.007006883621216e-05,2.347456296905875,0.0029358230531215668,26.188878061249852,100.45855001173913,3.628060221672058e-05,0.09057257204355504,1.0153357633881496e-05,0.33952659855998596,289148,100.45855001173913,1439.1408196027687,
664,True,2768,0.04370517283678055,0.0006593441898985475,7.185178367308254e-05,8.060355867200997e-06,0.0012069754811818711,-0.040923616383224726,-0.03971664057462476,1.0,173.0,1.0,0.0,1.00825747102499,1.00825747102499,7335047.15625,0.3035972248762846,0.3035972248762846,0.04634727127580442,-0.040923616383224726,0.3463031881204718,0.0006593441898985475,7.185178367308254e-05,8.060355867200997e-06,0.10862828232347965,-0.8725310266017914,0.0,0.0,0.2,0.2,0.2,3.0,0.646484375,0.17036938144739006,188.00459575653076,197.076171875,228.6491813659668,5e-06,664,0,0.7578125,1.0,0.0,0.7578125,1.0,0.0,-0.00729911495000124,0.935412585735321,-1.20761239528656,-0.00729911495000124,0.935412585735321,-1.20761239528656,2738.3515625,4096.0,763.0,0.25,488.0703125,1584.0,214.0,2738.3515625,4096.0,763.0,0.25,0.0,625.0625,985.0,305.0,0.0,9,31,19.734375,0.1875,0.8125,6.0625,8,6.0625,8.0,8,8,3.295019268989563e-05,1.8561041057109833,13.831559693440795,4.377117387877661,0.4221700020134449,5.294328847900033,2.4708723107905826,13.831559693440795,2.1041714381426573,351,3782,763.0,4096.0,2738.3515625,214.0,1584.0,488.0703125,9.0,31.0,19.734375,122.7524996548891,9.140931069850922e-05,3.3055863194167614,0.0029670074582099915,38.43710250407457,164.53007809072733,3.919191658496857e-05,0.08928126532535202,6.89173123990456e-06,0.3502121191036153,430517,164.53007809072733,1308.3230889934869,
665,True,6104,0.0405699647963047,0.00039905777884996496,8.881506801117212e-06,0.0,0.001852272886026185,-0.03273190348409116,-0.030879630823619664,1.0,381.5,1.0,0.0,1.0824239738285542,1.0824239738285542,8158783.5,0.23813246097415686,0.23813246097415686,0.15498379558199565,-0.03273190348409116,0.26680202325770425,0.00039905777884996496,8.881506801117212e-06,0.0,0.11562456283718348,-0.9247453957796097,0.0,0.0,0.2,0.2,0.2,3.0,0.73046875,0.15776338397193845,188.00459575653076,197.076171875,228.69568252563477,5e-06,665,0,0.953125,1.0,0.0,0.953125,1.0,0.0,-0.02773318439722061,0.7245674133300781,-1.20761239528656,-0.02773318439722061,0.7245674133300781,-1.20761239528656,1559.6328125,4096.0,254.0,0.0234375,311.203125,834.0,81.0,1559.6328125,4096.0,254.0,0.0234375,0.0,624.0625,917.0,357.0,0.0,5,31,13.1484375,0.0,1.0,7.625,8,7.625,8.0,8,8,3.03611159324646e-05,0.694600174203515,7.2907168082892895,2.744812773700687,0.12054890766739845,4.811041293665767,1.3128794941003434,7.2907168082892895,2.9676208905875683,917,3329,254.0,4096.0,1559.6328125,81.0,834.0,311.203125,5.0,31.0,13.1484375,78.55865519680083,0.0001128707081079483,2.25369031727314,0.0030518975108861923,25.76698811724782,106.62083995901048,3.5393983125686646e-05,0.09218529412674123,1.091862457519397e-05,0.3935153767002491,279513,106.62083995901048,1310.7803320038395,
666,True,7880,0.03656560182571411,0.00022951138998905662,-2.0811062313441653e-06,1.293955074288533e-05,0.0014363644295372069,-0.014548841572832316,-0.013112477405229583,1.0,492.5,1.0,0.0,1.1932026259601116,1.1932026259601116,7941912.71875,0.10494238184764981,0.10494238184764981,0.15733616417119461,-0.014548841572832316,0.19984341698750252,0.00022951138998905662,-2.0811062313441653e-06,1.293955074288533e-05,0.07087394688278437,-1.049537006765604,0.0,0.0,0.2,0.2,0.2,3.0,0.455078125,0.16610385773600875,188.00459575653076,197.076171875,229.0681915283203,5e-06,666,0,0.8828125,1.0,0.0,0.8828125,1.0,0.0,-0.02679784968495369,2.4748666286468506,-0.35355237126350403,-0.02679784968495369,2.4748666286468506,-0.35355237126350403,2145.9765625,4096.0,132.0,0.0078125,422.2890625,1165.0,41.0,2145.9765625,4096.0,132.0,0.0078125,0.0,714.875,1019.0,302.0,0.0,3,31,17.0078125,0.0625,0.9375,7.0625,8,7.0625,8.0,8,8,3.1596049666404724e-05,0.3602303806692362,10.595111886039376,3.754771320906002,0.056254904717206955,3.4915920794010162,1.7808601369324606,10.595111886039376,3.2997211944311857,795,3994,132.0,4096.0,2145.9765625,41.0,1165.0,422.2890625,3.0,31.0,17.0078125,98.38208363577724,9.90796834230423e-05,2.82632152736187,0.003168173134326935,32.65254877880216,133.89534180797637,3.742240369319916e-05,0.08916856808588504,8.651743046150853e-06,0.35816329117271506,366189,133.89534180797637,1367.4448829040052,
667,True,4160,0.03797953203320503,0.00027053454687120393,-8.419009691351675e-05,0.0,0.002666768938070163,0.0,0.002666768938070163,1.0,260.0,1.0,0.0,1.2311627194285393,1.2311627194285393,9444506.4375,0.0,0.0,0.08865645548518598,0.0,0.0,0.00027053454687120393,-8.419009691351675e-05,0.0,0.0,-1.058704674243927,0.0,0.0,0.2,0.2,0.2,3.0,0.5859375,0.1614763296870371,188.00459575653076,197.076171875,229.59482192993164,5e-06,667,0,0.9765625,1.0,0.0,0.9765625,1.0,0.0,-0.03131801635026932,0.7245674133300781,-1.20761239528656,-0.03131801635026932,0.7245674133300781,-1.20761239528656,1858.46875,3244.0,304.0,0.0,362.4609375,995.0,121.0,1858.46875,3244.0,304.0,0.0,0.0,612.3125,991.0,325.0,0.0,5,31,15.15625,0.0,1.0,7.8125,8,7.8125,8.0,8,8,5.3104013204574585e-05,1.0506036579608917,8.670189099386334,3.2051881867810152,0.16758977994322777,4.039300784468651,1.5837029542162782,8.670189099386334,2.172865530475974,412,3244,304.0,3244.0,1858.46875,121.0,995.0,362.4609375,5.0,31.0,15.15625,89.05473201163113,9.564869105815887e-05,2.486093048006296,0.003116888925433159,28.557770071551204,120.13184725306928,4.8222020268440247e-05,0.09029839395292229,9.85546362307329e-06,0.3743620084227234,316260,120.13184725306928,1316.303741395768,
668,True,5184,0.03661865368485451,0.0003778789523494197,4.824473671760643e-05,8.561643880966585e-06,0.0036024415894644335,0.0,0.0036024415894644335,1.0,324.0,1.0,0.0,1.0295570567250252,1.0295570567250252,7529785.59375,0.0,0.0,0.09221368462377741,0.0,0.0,0.0003778789523494197,4.824473671760643e-05,8.561643880966585e-06,0.0,-0.884789265692234,0.0,0.0,0.2,0.2,0.2,3.0,0.875,0.16395831343623854,188.00459575653076,197.076171875,229.85990142822266,5e-06,668,0,0.9921875,1.0,0.0,0.9921875,1.0,0.0,-0.04814805090427399,0.35355237126350403,-2.4748666286468506,-0.04814805090427399,0.35355237126350403,-2.4748666286468506,1962.5078125,3483.0,722.0,0.0,361.0703125,1258.0,194.0,1962.5078125,3483.0,722.0,0.0,0.0,662.5625,1016.0,357.0,0.0,9,31,15.1875,0.0,1.0,7.9375,8,7.9375,8.0,8,8,3.227032721042633e-05,1.6549810990691185,11.26292110234499,3.181389952384052,0.3289174046367407,3.4828536454588175,1.6549755307205487,11.26292110234499,1.7580117918550968,357,2982,722.0,3483.0,1962.5078125,194.0,1258.0,361.0703125,9.0,31.0,15.1875,93.45105413161218,0.00010847672820091248,2.6668480709195137,0.0030711106956005096,30.00094361230731,126.15203524753451,3.935210406780243e-05,0.08928613106288019,9.139965583066256e-06,0.372017046634417,336009,126.15203524753451,1331.7621049104987,
669,True,7072,0.038480617105960846,0.00048159742800635286,0.00023235982325786608,0.0,5.821202648803592e-05,0.0,5.821202648803592e-05,1.0,442.0,1.0,0.0,1.1416201367974281,1.1416201367974281,8085329.5625,0.0,0.0,0.13031915165705518,0.0,0.0,0.00048159742800635286,0.00023235982325786608,0.0,0.0,-0.9891036003828049,0.0,0.0,0.2,0.2,0.2,3.0,0.62109375,0.16219888309529162,188.00459575653076,197.076171875,230.0525360107422,5e-06,669,0,0.875,1.0,0.0,0.875,1.0,0.0,-0.015841061249375343,1.6201815605163574,-1.6201815605163574,-0.015841061249375343,1.6201815605163574,-1.6201815605163574,1897.2578125,4096.0,732.0,0.0625,377.4140625,824.0,172.0,1897.2578125,4096.0,732.0,0.0625,0.0,654.4375,1019.0,354.0,0.0,9,31,15.859375,0.0625,0.9375,7.0,8,7.0,8.0,8,8,5.2906572818756104e-05,1.5340857561677694,7.328419113531709,3.3440738195204176,0.25117168202996254,4.427049838006496,1.5985113854549127,5.665433708578348,4.148112781345844,708,4096,732.0,4096.0,1897.2578125,172.0,824.0,377.4140625,9.0,31.0,15.859375,94.48013292439282,9.236298501491547e-05,2.571889128535986,0.00301986001431942,29.58577622845769,126.67084131576121,4.5042484998703e-05,0.09058247497361646,9.245875182000386e-06,0.3890488860336786,326617,126.67084131576121,1289.235141281722,
670,True,5216,0.035002484917640686,0.0,-0.00016969143280221033,0.0,0.0,0.0,0.0,1.0,326.0,1.0,0.0,1.1184164807200432,1.1184164807200432,8318320.875,0.0,0.0,0.09868906305869432,0.0,0.0,0.0,-0.00016969143280221033,0.0,0.0,-0.9632953219115734,0.0,0.0,0.2,0.2,0.2,3.0,0.0,0.16095591656212302,188.00459575653076,197.076171875,229.8775177001953,5e-06,670,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1825.28125,3239.0,788.0,0.0,377.3984375,720.0,194.0,1825.28125,3239.0,788.0,0.0,0.0,591.5625,948.0,299.0,0.0,9,29,15.84375,0.0,1.0,8.0,8,8.0,8.0,8,8,5.401298403739929e-05,1.6778724305331707,6.208466831594706,3.339464269534801,0.42012485302984715,3.978047536686063,1.5206024475191953,6.183516222983599,2.5082181207835674,606,2221,788.0,3239.0,1825.28125,194.0,720.0,377.3984375,9.0,29.0,15.84375,89.17324003204703,8.97236168384552e-05,2.4628182724118233,0.0029593631625175476,27.778797583654523,119.4453815817833,3.76235693693161e-05,0.0897955675133326,9.56620580340303e-06,0.38167594048882464,309356,119.4453815817833,1294.968444586476,
