step,actor_use_cached_prefix_old_logprob,actor_prefix_mask_sum,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_continuation_loss,actor_prefix_loss,actor_pg_loss,actor_prefix_loss_weight,actor_prefix_token_count,actor_prefix_old_logprob_source,actor_prefix_loss_mode_joint,actor_prefix_logprob_delta_mean,actor_prefix_logprob_delta_abs_mean,actor_prefix_ratio_mean,actor_prefix_advantage_mean,actor_prefix_advantage_abs_mean,actor_prefix_token_frac,actor_prefix_loss_contribution,actor_prefix_loss_share,actor_continuation_pg_clipfrac,actor_continuation_ppo_kl,actor_continuation_pg_clipfrac_lower,actor_prefix_pg_clipfrac,actor_prefix_ppo_kl,actor_prefix_pg_clipfrac_lower,actor_prefix_clip_override_active,actor_prefix_clip_ratio,actor_prefix_clip_ratio_low,actor_prefix_clip_ratio_high,actor_prefix_clip_ratio_c,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_agent_loop_response_length_min,timing_s_agent_loop_response_length_max,timing_s_agent_loop_response_length_mean,timing_s_agent_loop_llm_response_length_min,timing_s_agent_loop_llm_response_length_max,timing_s_agent_loop_llm_response_length_mean,timing_s_agent_loop_num_turns_min,timing_s_agent_loop_num_turns_max,timing_s_agent_loop_num_turns_mean,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_update_actor,timing_per_token_ms_adv,timing_per_token_ms_gen,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
92,True,3240,0.0875358134508133,0.002481995314155938,3.930670482077403e-05,5.5251061894523446e-06,0.0036067245237063617,-0.045882455189712346,-0.04227573046227917,1.0,202.5,1.0,0.0,1.1602870263159275,1.1602870263159275,7961807.5,0.33053614664822817,0.33053614664822817,0.04311539398352984,-0.045882455189712346,0.45065953428743866,0.002481995314155938,3.930670482077403e-05,5.5251061894523446e-06,0.20209317933768034,-1.002942755818367,0.0,0.0,0.2,0.2,0.2,3.0,0.919921875,0.16847767526142787,190.1246109008789,199.419921875,181.6038589477539,5e-06,92,0,0.46875,1.0,0.0,0.46875,1.0,0.0,-0.10492628812789917,1.6201815605163574,-2.4748666286468506,-0.10492628812789917,1.6201815605163574,-2.4748666286468506,2830.578125,4096.0,577.0,0.296875,983.921875,2581.0,125.0,2830.578125,4096.0,577.0,0.296875,0.0,519.8125,855.0,348.0,0.0,7,31,23.140625,0.3125,0.6875,3.75,8,3.75,8.0,8,8,3.011152148246765e-05,1.2337115965783596,25.53582383878529,9.402854576110258,3.4610951151698828,71.31816529296339,27.441882679457194,20.697101222351193,69.18240667134523,452,4096,577.0,4096.0,2830.578125,125.0,2581.0,983.921875,7.0,31.0,23.140625,112.54306563735008,8.83936882019043e-05,3.255836335942149,0.0029860790818929672,38.91556042432785,154.74467639625072,3.836490213871002e-05,0.0907439907294575,6.962991913006802e-06,0.3106230110825143,428850,154.74467639625072,1385.6696397808698,
93,True,4440,0.08383432775735855,0.0030769047953072004,2.2023656356395804e-05,5.551389995162026e-05,-0.0001708619820419699,-0.06692819087766111,-0.06709905271418393,1.0,277.5,1.0,0.0,1.277861088514328,1.277861088514328,9550500.3125,0.4969185246154666,0.4969185246154666,0.04672133417175551,-0.06692819087766111,0.5405737248569931,0.0030769047953072004,2.2023656356395804e-05,5.551389995162026e-05,0.2146594636142254,-1.0993331857025623,0.0,0.0,0.2,0.2,0.2,3.0,1.125,0.17030846464063656,190.1246109008789,199.419921875,182.5109405517578,5e-06,93,0,0.421875,1.0,0.0,0.421875,1.0,0.0,-0.080841563642025,2.4748666286468506,-2.4748666286468506,-0.080841563642025,2.4748666286468506,-2.4748666286468506,3195.1796875,4096.0,1026.0,0.2890625,764.796875,2253.0,215.0,3195.1796875,4096.0,1026.0,0.2890625,0.0,659.0,929.0,426.0,0.0,11,31,24.8984375,0.1875,0.8125,3.375,8,3.375,8.0,8,8,3.094784915447235e-05,2.0043769404292107,22.3604657612741,7.105860627721995,9.599497094750404,134.82748125307262,49.156802021781914,5.43140922114253,134.82748125307262,672,4096,1026.0,4096.0,3195.1796875,215.0,2253.0,764.796875,11.0,31.0,24.8984375,165.78749030642211,9.429827332496643e-05,3.820437977090478,0.0030906889587640762,44.584291599690914,214.2233460340649,3.710947930812836e-05,0.09037325873836423,6.264888886383646e-06,0.40536523597905566,493335,214.2233460340649,1151.4501316806804,
94,True,5864,0.08523423224687576,0.0036663451246568,0.00013893595775016365,3.150186830680468e-05,0.0022611002204939723,-0.07163155032321811,-0.06937045062659308,1.0,366.5,1.0,0.0,1.1394603699445724,1.1394603699445724,8272438.46875,0.5262049564626068,0.5262049564626068,0.08146248161611913,-0.07163155032321811,0.5206925502338876,0.0036663451246568,0.00013893595775016365,3.150186830680468e-05,0.2676913954783231,-0.986777052283287,0.0,0.0,0.2,0.2,0.2,3.0,1.19921875,0.16693429431086484,190.1246109008789,199.419921875,182.34897232055664,5e-06,94,0,0.5703125,1.0,0.0,0.5703125,1.0,0.0,-0.21396557986736298,2.4748666286468506,-2.4748666286468506,-0.21396557986736298,2.4748666286468506,-2.4748666286468506,2622.78125,4096.0,929.0,0.2109375,858.9765625,2636.0,155.0,2622.78125,4096.0,929.0,0.2109375,0.0,610.6875,1015.0,357.0,0.0,9,31,21.2109375,0.0625,0.9375,4.5625,8,4.5625,8.0,8,8,3.4943222999572754e-05,1.4029311630874872,24.21003980189562,8.036997537463321,4.374183656647801,137.28511226549745,31.96073616076319,6.663006698712707,137.28511226549745,433,2984,929.0,4096.0,2622.78125,155.0,2636.0,858.9765625,9.0,31.0,21.2109375,159.10344266332686,9.728781878948212e-05,3.196630172431469,0.003173828125,37.52148972265422,199.85770889557898,4.088878631591797e-05,0.0906570191712031,7.668400143518473e-06,0.4739227283278928,413884,199.85770889557898,1035.4466742542436,
95,True,6720,0.08442628383636475,0.003703706512169447,0.0001080432871276571,3.7669470884793554e-05,0.005019569071009755,-0.07000803668051958,-0.06498846784234047,1.0,420.0,1.0,0.0,1.2135031893849373,1.2135031893849373,8526845.53125,0.5142331179231405,0.5142331179231405,0.08365758146475197,-0.07000803668051958,0.5527537627888425,0.003703706512169447,0.0001080432871276571,3.7669470884793554e-05,0.2373242760077119,-1.0611934810876846,0.0,0.0,0.2,0.2,0.2,3.0,1.20703125,0.16797401708225063,190.1246109008789,199.419921875,182.39582443237305,5e-06,95,0,0.5703125,1.0,0.0,0.5703125,1.0,0.0,-0.13776728510856628,2.4748666286468506,-1.6201815605163574,-0.13776728510856628,2.4748666286468506,-1.6201815605163574,2742.1875,4096.0,409.0,0.21875,827.4453125,2800.0,123.0,2742.1875,4096.0,409.0,0.21875,0.0,648.875,1003.0,357.0,0.0,7,31,21.21875,0.0625,0.9375,4.5625,8,4.5625,8.0,8,8,3.1480565667152405e-05,1.088335182517767,27.38801778294146,7.701548436598387,2.235500071197748,115.49538065679371,39.77434466169507,18.28946252539754,106.6387655902654,404,4096,409.0,4096.0,2742.1875,123.0,2800.0,827.4453125,7.0,31.0,21.21875,140.01424437575042,9.219162166118622e-05,3.271756147965789,0.003107137978076935,39.63668500818312,182.97004345990717,3.789924085140228e-05,0.09131698446325617,7.158380434959855e-06,0.39890098112749406,434056,182.97004345990717,1186.1395226019918,
96,True,4688,0.07877816259860992,0.003726439368620049,0.0002099792995977623,2.1699848275602562e-05,0.01038182205229532,-0.08048906794283539,-0.07010724570136517,1.0,293.0,1.0,0.0,1.1725848317146301,1.1725848317146301,8802823.6875,0.5910531999543309,0.5910531999543309,0.052113197277467146,-0.08048906794283539,0.5506462806085891,0.003726439368620049,0.0002099792995977623,2.1699848275602562e-05,0.26907138526439667,-1.010825663805008,0.0,0.0,0.2,0.2,0.2,3.0,1.15625,0.16937706276634332,190.1246109008789,199.419921875,182.9193572998047,5e-06,96,0,0.5546875,1.0,0.0,0.5546875,1.0,0.0,-0.2250208556652069,1.20761239528656,-2.4748666286468506,-0.2250208556652069,1.20761239528656,-2.4748666286468506,2994.0546875,4096.0,828.0,0.2890625,825.6484375,2381.0,196.0,2994.0546875,4096.0,828.0,0.2890625,0.0,625.0,923.0,355.0,0.0,11,31,22.5234375,0.1875,0.8125,4.4375,8,4.4375,8.0,8,8,3.090687096118927e-05,1.8093918487429619,21.803404645994306,7.65473602291604,4.827327454462647,139.68416408263147,49.843241813767236,3.578741069883108,139.68416408263147,520,2429,828.0,4096.0,2994.0546875,196.0,2381.0,825.6484375,11.0,31.0,22.5234375,180.67897851206362,9.29664820432663e-05,3.474173881113529,0.0030091609805822372,41.891738679260015,226.0788590349257,5.9720128774642944e-05,0.09043223623067145,6.495914593940141e-06,0.4714524839905741,463239,226.0788590349257,1024.5075589496776,
97,True,5272,0.08956769108772278,0.002495051252481062,-6.851301986898761e-05,2.1782595013064565e-05,0.005896011229197029,-0.06232468750386033,-0.05642867637652671,1.0,329.5,1.0,0.0,1.2428328767418861,1.2428328767418861,8157594.46875,0.45176755357533693,0.45176755357533693,0.06430340540942939,-0.06232468750386033,0.45956427133503075,0.002495051252481062,-6.851301986898761e-05,2.1782595013064565e-05,0.2259590809699148,-1.094764120876789,0.0,0.0,0.2,0.2,0.2,3.0,0.876953125,0.16795951414141136,190.1246109008789,199.419921875,183.34914016723633,5e-06,97,0,0.53125,1.0,0.0,0.53125,1.0,0.0,-0.15887439250946045,2.4748666286468506,-2.4748666286468506,-0.15887439250946045,2.4748666286468506,-2.4748666286468506,2644.9140625,4096.0,499.0,0.28125,832.5390625,2683.0,134.0,2644.9140625,4096.0,499.0,0.28125,0.0,580.375,962.0,353.0,0.0,7,31,21.4453125,0.25,0.75,4.25,8,4.25,8.0,8,8,5.0922855734825134e-05,1.2391533758491278,25.508543822914362,7.82086272923334,5.577305132523179,100.72521734051406,31.75709928937431,15.38838054612279,97.11385386809707,353,3631,499.0,4096.0,2644.9140625,134.0,2683.0,832.5390625,7.0,31.0,21.4453125,120.83407817967236,8.878111839294434e-05,3.1803169809281826,0.003037508577108383,37.36167696863413,161.40726520866156,3.69437038898468e-05,0.09049982673218275,7.35764618265413e-06,0.35691754570142686,412837,161.40726520866156,1278.8674644425053,
98,True,6992,0.090107761323452,0.0021478161943377927,8.274648689621245e-05,2.0546407995425398e-05,-0.004237595130689442,-0.021043763495981693,-0.025281358626671135,1.0,437.0,1.0,0.0,1.2444396615028381,1.2444396615028381,10118237.96875,0.15706861950457096,0.15706861950457096,0.08498365726433998,-0.021043763495981693,0.1714486877531768,0.0021478161943377927,8.274648689621245e-05,2.0546407995425398e-05,0.051042112056165934,-1.05625743791461,0.0,0.0,0.2,0.2,0.2,3.0,1.04296875,0.16785320752054989,190.1246109008789,199.419921875,183.5679588317871,5e-06,98,0,0.46875,1.0,0.0,0.46875,1.0,0.0,-0.06990619003772736,2.4748666286468506,-1.6201815605163574,-0.06990619003772736,2.4748666286468506,-1.6201815605163574,2648.2890625,4096.0,168.0,0.125,816.3203125,2499.0,49.0,2648.2890625,4096.0,168.0,0.125,0.0,640.625,1008.0,361.0,0.0,3,31,22.8984375,0.25,0.75,3.75,8,3.75,8.0,8,8,3.0172988772392273e-05,0.45238297432661057,23.883727634325624,7.565984793007374,1.26537006162107,106.39865641109645,25.802702336688526,5.984735492616892,106.39865641109645,401,2658,168.0,4096.0,2648.2890625,49.0,2499.0,816.3203125,3.0,31.0,22.8984375,122.50556800328195,9.664520621299744e-05,3.1743099112063646,0.003017384558916092,38.014814265072346,163.74656092002988,4.235096275806427e-05,0.0903005462599793,7.167507699673125e-06,0.3613936120410346,420981,163.74656092002988,1285.4651652977238,
99,True,6416,0.09238014370203018,0.003960886613640469,0.00011931824246858014,3.905281687366369e-05,0.001866996957687661,-0.08753840019926429,-0.08567140344530344,1.0,401.0,1.0,0.0,1.1764602288603783,1.1764602288603783,10372240.1875,0.65320710465312,0.65320710465312,0.06196442094813259,-0.08753840019926429,0.5407889404733511,0.003960886613640469,0.00011931824246858014,3.905281687366369e-05,0.2167479805648327,-0.9804083369672298,0.0,0.0,0.2,0.2,0.2,3.0,1.2890625,0.16536835743859146,190.1246109008789,199.419921875,183.6925277709961,5e-06,99,0,0.53125,1.0,0.0,0.53125,1.0,0.0,-0.14436866343021393,2.4748666286468506,-1.6201815605163574,-0.14436866343021393,2.4748666286468506,-1.6201815605163574,2594.421875,4096.0,706.0,0.1328125,837.8359375,2764.0,182.0,2594.421875,4096.0,706.0,0.1328125,0.0,577.3125,961.0,320.0,0.0,9,31,24.3203125,0.0625,0.9375,4.25,8,4.25,8.0,8,8,3.0236318707466125e-05,1.635465370491147,24.39331534318626,7.781865946948528,5.024469289928675,90.34272161126137,29.7699675361946,8.994039468467236,90.34272161126137,581,4096,706.0,4096.0,2594.421875,182.0,2764.0,837.8359375,9.0,31.0,24.3203125,123.87659460864961,0.000191517174243927,3.0838029365986586,0.003058426082134247,36.91758402623236,163.9164873994887,4.205480217933655e-05,0.09093404147531753,7.5334031610619356e-06,0.3730256457925044,405982,163.9164873994887,1238.38061210573,
100,True,5768,0.0864735022187233,0.0036939538549631834,0.00010533109332300228,2.221360728071886e-05,0.009425400290638208,-0.04423115367535502,-0.03480575361754745,1.0,360.5,1.0,0.0,1.169937178492546,1.169937178492546,9067046.65625,0.3202225109562278,0.3202225109562278,0.0986080223885227,-0.04423115367535502,0.3171869854198512,0.0036939538549631834,0.00010533109332300228,2.221360728071886e-05,0.1487678769044578,-1.0053185559809208,0.0,0.0,0.2,0.2,0.2,3.0,1.421875,0.16755038162901612,190.1246109008789,199.419921875,184.37857818603516,5e-06,100,0,0.59375,1.0,0.0,0.59375,1.0,0.0,-0.26333460211753845,2.4748666286468506,-2.4748666286468506,-0.26333460211753845,2.4748666286468506,-2.4748666286468506,2650.1796875,4096.0,295.0,0.3046875,725.6171875,2613.0,74.0,2650.1796875,4096.0,295.0,0.3046875,0.0,637.1875,895.0,354.0,0.0,5,31,20.4296875,0.125,0.875,4.75,8,4.75,8.0,8,8,3.417767584323883e-05,0.6519519947469234,24.912472961470485,6.755245538748568,2.573363207280636,122.36673796363175,37.86971659894334,6.751577923074365,122.36673796363175,474,3418,295.0,4096.0,2650.1796875,74.0,2613.0,725.6171875,5.0,31.0,20.4296875,158.8641508873552,9.073875844478607e-05,3.22860080935061,0.0030260812491178513,38.289078587666154,200.41334364190698,4.197470843791962e-05,0.09099483246154468,7.191548254368288e-06,0.468317746400908,420783,200.41334364190698,1049.7878842634436,
101,True,5704,0.08615108579397202,0.0042368187350803055,0.00023852633967180736,4.276553477211564e-05,0.0005617454698949587,-0.02400867477990687,-0.023446929510100745,1.0,356.5,1.0,0.0,1.1120292097330093,1.1120292097330093,7134605.28125,0.17563478741794825,0.17563478741794825,0.06217286419342185,-0.02400867477990687,0.25819411085783145,0.0042368187350803055,0.00023852633967180736,4.276553477211564e-05,0.07701012585312128,-0.9826639331877232,0.0,0.0,0.2,0.2,0.2,3.0,1.2265625,0.1678893649320381,190.1246109008789,199.419921875,183.90309524536133,5e-06,101,0,0.609375,1.0,0.0,0.609375,1.0,0.0,-0.11136536300182343,2.4748666286468506,-2.4748666286468506,-0.11136536300182343,2.4748666286468506,-2.4748666286468506,2786.5859375,4096.0,575.0,0.3203125,877.4609375,3030.0,157.0,2786.5859375,4096.0,575.0,0.3203125,0.0,621.0,1018.0,305.0,0.0,7,31,21.3125,0.0625,0.9375,4.875,8,4.875,8.0,8,8,3.108568489551544e-05,1.4529046043753624,28.257285002619028,8.18118114513345,6.097987428307533,122.86768468283117,49.55160882954078,24.29771550372243,122.7308105956763,305,4096,575.0,4096.0,2786.5859375,157.0,3030.0,877.4609375,7.0,31.0,21.3125,153.47532466426492,9.499862790107727e-05,3.345182739198208,0.003037691116333008,39.69450660981238,196.54609216563404,4.1443854570388794e-05,0.091006753337137,6.96444998941472e-06,0.43028494395377664,436171,196.54609216563404,1109.589601080515,
102,True,1912,0.08602020144462585,0.0030493965205096174,9.740614923714475e-05,1.6244036032730946e-05,0.006026304588885978,-0.048945596267003566,-0.04291929129976779,1.0,119.5,1.0,0.0,0.7381716147065163,0.7381716147065163,5816928.53125,0.3632684340700507,0.3632684340700507,0.018532078421573443,-0.048945596267003566,0.4317054433350874,0.0030493965205096174,9.740614923714475e-05,1.6244036032730946e-05,0.17090950720012188,-0.6313118077814579,0.0,0.0,0.2,0.2,0.2,3.0,1.30859375,0.1691835385886954,190.1246109008789,199.419921875,184.6766242980957,5e-06,102,0,0.3984375,1.0,0.0,0.3984375,1.0,0.0,-0.07308551669120789,2.4748666286468506,-2.4748666286468506,-0.07308551669120789,2.4748666286468506,-2.4748666286468506,3066.703125,4096.0,858.0,0.203125,737.9453125,2423.0,207.0,3066.703125,4096.0,858.0,0.203125,0.0,541.125,896.0,327.0,0.0,9,31,25.84375,0.25,0.75,3.1875,8,3.1875,8.0,8,8,3.070756793022156e-05,1.8169751968234777,21.609835034236312,6.810468087263871,12.283477257937193,137.23433130979538,56.157046077321866,5.224062979221344,137.23433130979538,388,2755,858.0,4096.0,3066.703125,207.0,2423.0,737.9453125,9.0,31.0,25.84375,153.76385486498475,0.000107569620013237,3.4576152842491865,0.003255559131503105,41.69465100951493,198.95181066915393,3.728456795215607e-05,0.09028685672542545,7.049686080837903e-06,0.3917171200367474,461802,198.95181066915393,1160.587577581668,
103,True,6000,0.07815758883953094,0.003893265537044499,0.00018237545737065375,2.0934084204782266e-05,0.0030742572780582123,-0.055174485431052744,-0.05210022797109559,1.0,375.0,1.0,0.0,1.2190442979335785,1.2190442979335785,8250101.9375,0.40355149237439036,0.40355149237439036,0.08575139174356099,-0.055174485431052744,0.5728926870667476,0.003893265537044499,0.00018237545737065375,2.0934084204782266e-05,0.2503262353129685,-1.0744022503495216,0.0,0.0,0.2,0.2,0.2,3.0,1.69921875,0.16722431887498534,190.1246109008789,199.419921875,185.20085906982422,5e-06,103,0,0.6015625,1.0,0.0,0.6015625,1.0,0.0,-0.13024476170539856,2.4748666286468506,-2.4748666286468506,-0.13024476170539856,2.4748666286468506,-2.4748666286468506,2568.671875,4096.0,419.0,0.1484375,559.8125,1855.0,76.0,2568.671875,4096.0,419.0,0.1484375,0.0,660.8125,1013.0,322.0,0.0,5,31,21.7421875,0.125,0.875,4.8125,8,4.8125,8.0,8,8,3.789179027080536e-05,0.6900123693048954,16.82186011224985,5.112252543127397,4.540857492014766,151.34057032503188,41.37652194607654,5.664523279294372,151.34057032503188,358,2399,419.0,4096.0,2568.671875,76.0,1855.0,559.8125,5.0,31.0,21.7421875,185.63219249993563,9.148567914962769e-05,3.1699527837336063,0.002944156527519226,37.45726543664932,226.29295789822936,4.0046870708465576e-05,0.09061350117968069,7.122258602425953e-06,0.564591965996337,413374,226.29295789822936,913.3602827046578,
104,True,3824,0.08273576200008392,0.0024460483255097643,2.715154141696985e-05,2.3746900296828244e-05,0.003038598450984864,-0.0447114878334105,-0.041672889295114146,1.0,239.0,1.0,0.0,1.103778537362814,1.103778537362814,8278580.59375,0.3293216861784458,0.3293216861784458,0.07554411013728299,-0.0447114878334105,0.3850083188754172,0.0024460483255097643,2.715154141696985e-05,2.3746900296828244e-05,0.13002373464405537,-0.9454810358583927,0.0,0.0,0.2,0.2,0.2,3.0,1.1796875,0.16288840231346696,190.1246109008789,199.419921875,185.12044525146484,5e-06,104,0,0.578125,1.0,0.0,0.578125,1.0,0.0,-0.12363724410533905,2.4748666286468506,-2.4748666286468506,-0.12363724410533905,2.4748666286468506,-2.4748666286468506,2198.0546875,4096.0,547.0,0.0859375,599.15625,2529.0,147.0,2198.0546875,4096.0,547.0,0.0859375,0.0,520.6875,878.0,325.0,0.0,7,31,20.53125,0.125,0.875,4.625,8,4.625,8.0,8,8,3.080442547798157e-05,1.3308809101581573,23.19723635353148,5.572072000824846,3.799802614375949,102.84447995573282,28.437814325574436,5.218713132664561,102.84447995573282,481,3545,547.0,4096.0,2198.0546875,147.0,2529.0,599.15625,7.0,31.0,20.53125,114.93542140163481,9.059906005859375e-05,2.698110245168209,0.003074975684285164,31.992963014170527,149.65979715809226,3.74913215637207e-05,0.09193406594320824,8.83616241507925e-06,0.4085125746901017,347999,149.65979715809226,1162.633541566254,
105,True,5040,0.08608905225992203,0.003348102924064733,-9.546351446942936e-05,5.2011918796779355e-05,0.004767818682012148,-0.08663510339101776,-0.08186728350119665,1.0,315.0,1.0,0.0,1.2319688498973846,1.2319688498973846,8034535.34375,0.6271159818861634,0.6271159818861634,0.08137104655950426,-0.08663510339101776,0.6585160919139569,0.003348102924064733,-9.546351446942936e-05,5.2011918796779355e-05,0.3239777716808021,-1.0783800967037678,0.0,0.0,0.2,0.2,0.2,3.0,1.23046875,0.16668127001563893,190.1246109008789,199.419921875,185.09538650512695,5e-06,105,0,0.5234375,1.0,0.0,0.5234375,1.0,0.0,-0.13320858776569366,2.4748666286468506,-2.4748666286468506,-0.13320858776569366,2.4748666286468506,-2.4748666286468506,2679.6796875,4096.0,399.0,0.25,653.765625,2245.0,82.0,2679.6796875,4096.0,399.0,0.25,0.0,597.25,899.0,346.0,0.0,5,31,22.265625,0.0625,0.9375,4.1875,8,4.1875,8.0,8,8,5.015358328819275e-05,0.7551388628780842,20.380152558907866,6.056918155882158,2.484985664486885,119.36676922254264,40.51917506105383,8.907777070999146,119.36676922254264,444,3356,399.0,4096.0,2679.6796875,82.0,2245.0,653.765625,5.0,31.0,22.265625,139.5613086540252,9.080395102500916e-05,3.208445768803358,0.0030108168721199036,38.46148513443768,181.26167717017233,3.63960862159729e-05,0.09169569727388127,7.178062716195142e-06,0.4068854680451698,419447,181.26167717017233,1157.0206304728556,
106,True,5016,0.08798248320817947,0.0026599484408507124,-6.648677026532823e-05,4.2980190983143984e-05,0.008964554115664214,-0.07032897463068366,-0.06136442057322711,1.0,313.5,1.0,0.0,1.3291982635855675,1.3291982635855675,9620094.625,0.5138803254812956,0.5138803254812956,0.06245225882757497,-0.07032897463068366,0.5175196028771183,0.0026599484408507124,-6.648677026532823e-05,4.2980190983143984e-05,0.2862421050667763,-1.1557657830417156,0.0,0.0,0.2,0.2,0.2,3.0,0.947265625,0.16946104392720504,190.1246109008789,199.419921875,186.27529525756836,5e-06,106,0,0.4375,1.0,0.0,0.4375,1.0,0.0,-0.09719569981098175,2.4748666286468506,-1.20761239528656,-0.09719569981098175,2.4748666286468506,-1.20761239528656,3015.0859375,4096.0,646.0,0.3359375,852.8359375,2739.0,120.0,3015.0859375,4096.0,646.0,0.3359375,0.0,622.875,953.0,305.0,0.0,7,31,23.359375,0.1875,0.8125,3.5,8,3.5,8.0,8,8,3.178790211677551e-05,1.08458848670125,24.719024093821645,7.978755373769673,3.8631435744464397,125.40129042603076,40.369259684113786,7.238599304109812,125.40129042603076,708,4096,646.0,4096.0,3015.0859375,120.0,2739.0,852.8359375,7.0,31.0,23.359375,170.56585733406246,9.014829993247986e-05,3.5321384128183126,0.003100018948316574,42.35723509453237,216.48616244643927,4.084594547748566e-05,0.09096191654092882,6.65727270023037e-06,0.44195946253102875,465659,216.48616244643927,1075.4936822237044,
107,True,6976,0.08041553944349289,0.002716953596973326,0.00019583239065923408,7.706744690949563e-05,0.006627313174249139,-0.058191274758428335,-0.05156396166421473,1.0,436.0,1.0,0.0,1.2734235301613808,1.2734235301613808,8775476.5,0.4248752985149622,0.4248752985149622,0.11149021112567473,-0.058191274758428335,0.5096374200751703,0.002716953596973326,0.00019583239065923408,7.706744690949563e-05,0.2662969334051013,-1.1120740547776222,0.0,0.0,0.2,0.2,0.2,3.0,1.28515625,0.1670920516320897,190.1246109008789,199.419921875,186.0447006225586,5e-06,107,0,0.5703125,1.0,0.0,0.5703125,1.0,0.0,-0.0817403495311737,2.4748666286468506,-1.6201815605163574,-0.0817403495311737,2.4748666286468506,-1.6201815605163574,2604.953125,4096.0,189.0,0.21875,641.8828125,2366.0,70.0,2604.953125,4096.0,189.0,0.21875,0.0,666.375,987.0,400.0,0.0,3,31,21.0234375,0.0625,0.9375,4.5625,8,4.5625,8.0,8,8,3.64501029253006e-05,0.6426857616752386,23.27104608528316,5.958441097041941,3.2893951795995235,118.6535620726645,35.31146649792208,8.682069575414062,118.6535620726645,556,4096,189.0,4096.0,2604.953125,70.0,2366.0,641.8828125,3.0,31.0,21.0234375,147.62941013090312,9.649991989135742e-05,3.213982904329896,0.002979697659611702,38.40316803008318,189.28029129095376,3.940612077713013e-05,0.0917134383256112,7.116035773915655e-06,0.44275451852811387,418730,189.28029129095376,1106.1109351219925,
108,True,4736,0.08133082091808319,0.0020430460026545916,2.8749395198701677e-05,0.0,0.003457557555520907,-0.06841867265757173,-0.06496111516025849,1.0,296.0,1.0,0.0,1.2808979749679565,1.2808979749679565,8934668.875,0.4951665555126965,0.4951665555126965,0.06121266000393659,-0.06841867265757173,0.6348026276140377,0.0020430460026545916,2.8749395198701677e-05,0.0,0.2668907972984016,-1.1055252254009247,0.0,0.0,0.2,0.2,0.2,3.0,0.919921875,0.16825003502436503,190.1246109008789,199.419921875,186.57316207885742,5e-06,108,0,0.59375,1.0,0.0,0.59375,1.0,0.0,-0.13839390873908997,1.20761239528656,-2.4748666286468506,-0.13839390873908997,1.20761239528656,-2.4748666286468506,2713.34375,4096.0,536.0,0.1015625,782.5,2610.0,156.0,2713.34375,4096.0,536.0,0.1015625,0.0,607.5625,898.0,325.0,0.0,7,31,22.703125,0.3125,0.6875,4.75,8,4.75,8.0,8,8,3.098882734775543e-05,1.4234980549663305,23.911287125200033,7.155544981636922,5.907120946794748,131.3331862166524,41.61426981957629,3.4665429200977087,131.3331862166524,325,1052,536.0,4096.0,2713.34375,156.0,2610.0,782.5,7.0,31.0,22.703125,156.81012170016766,0.00012172013521194458,3.208414437249303,0.0030165743082761765,38.24012911692262,198.29496349580586,3.826618194580078e-05,0.08996068730514688,7.096552871195213e-06,0.45150161153836843,425076,198.29496349580586,1071.827525284047,
