step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_adv,timing_per_token_ms_gen,timing_per_token_ms_update_actor,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
1011,0.0362844355404377,0.001821249388740398,8.588754144511768e-05,7.765428495076776e-05,0.019064933789195493,0.994140625,0.3073201398831782,178.32664442062378,183.794921875,230.2147979736328,5e-06,1011,21,0.7759224772453308,3.542187452316284,0.0,0.7759224772453308,3.542187452316284,0.0,-0.128636434674263,2.3556859493255615,-2.4744603633880615,-0.128636434674263,2.3556859493255615,-2.4744603633880615,1872.8359375,4096.0,518.0,0.1171875,764.09375,1876.0,290.0,1872.8359375,4096.0,518.0,0.1171875,0.0,130.0,130.0,130.0,0.0,7,41,17.828125,0.0,1.0,6.875,8,6.2073798179626465,8.0,8,8,3.223121166229248e-05,2.929827120155096,18.078708488494158,7.594768842536723,0.0,0.0,0.0,18.078708488494158,0.0,130,4096,20.68888271227479,9.971112012863159e-05,1.847051365301013,0.003037732094526291,12.555137598887086,35.119255904108286,3.717280924320221e-05,1.1849339001830572e-05,0.08630328634413381,0.048974062555388595,256363,35.119255904108286,3649.892251418835,
1012,0.029143424704670906,0.0016139366489369422,5.21524653436245e-05,2.186210667787236e-05,0.007926157442852855,1.3984375,0.3098621565314249,178.32664442062378,183.794921875,230.0911521911621,5e-06,1012,21,0.6495672464370728,0.9897959232330322,0.0,0.6495672464370728,0.9897959232330322,0.0,-0.1406121551990509,2.4748661518096924,-2.4748010635375977,-0.1406121551990509,2.4748661518096924,-2.4748010635375977,2164.9140625,4096.0,634.0,0.1015625,952.359375,2636.0,301.0,2164.9140625,4096.0,634.0,0.1015625,0.0,130.0,130.0,130.0,0.0,7,41,22.5078125,0.125,0.875,5.625,8,5.196537971496582,8.0,8,8,3.016553819179535e-05,2.970504514873028,24.33740865252912,9.39356154993584,0.0,0.0,0.0,24.33740865252912,0.0,130,3680,26.861866934224963,0.00010226480662822723,2.16820758767426,0.003001263365149498,14.209130080416799,43.275297252461314,3.853067755699158e-05,1.0217101556599334e-05,0.09693610432798994,0.04837167132625745,293749,43.275297252461314,3393.9570453590914,
1013,0.033767446875572205,0.0022852714464534074,2.119856253557373e-05,3.165138036820281e-05,0.021204340271651745,0.955078125,0.30848347126184267,178.32664442062378,183.794921875,230.18055152893066,5e-06,1013,21,0.696686327457428,0.989062488079071,0.0,0.696686327457428,0.989062488079071,0.0,-0.17075377702713013,2.4748663902282715,-2.472520351409912,-0.17075377702713013,2.4748663902282715,-2.472520351409912,2002.3125,4096.0,572.0,0.09375,911.234375,2305.0,303.0,2002.3125,4096.0,572.0,0.09375,0.0,130.0,130.0,130.0,0.0,7,41,22.0,0.0,1.0,6.125,8,5.573490619659424,8.0,8,8,3.4831464290618896e-05,2.9941815473139286,22.04160869680345,8.993201264791423,0.0,0.0,0.0,22.04160869680345,0.0,130,4096,24.875574935227633,9.75579023361206e-05,1.9241529200226068,0.0030079632997512817,13.428128469735384,40.256244165822864,3.645941615104675e-05,1.1020764207547856e-05,0.09705799128830583,0.04919881756065665,272936,40.256244165822864,3389.9834132032597,
1014,0.0354912132024765,0.001798292898456566,-0.00011302951224934077,3.173475147377758e-05,0.004350039700511843,1.17578125,0.31359501360075337,178.32664442062378,183.794921875,230.22652435302734,5e-06,1014,21,0.7357696294784546,3.3578124046325684,0.0,0.7357696294784546,3.3578124046325684,0.0,-0.07329343259334564,2.4495060443878174,-2.474069118499756,-0.07329343259334564,2.4495060443878174,-2.474069118499756,2015.34375,4096.0,562.0,0.1171875,858.6796875,2460.0,297.0,2015.34375,4096.0,562.0,0.1171875,0.0,130.0,130.0,130.0,0.0,7,41,19.9609375,0.125,0.875,6.1875,8,5.886157035827637,8.0,8,8,3.3833086490631104e-05,2.882297480478883,23.275080613791943,8.526736762316432,0.0,0.0,0.0,23.275080613791943,0.0,130,4096,26.72905067168176,0.00010147131979465485,1.9406709875911474,0.0030711479485034943,13.264185590669513,41.961029132828116,4.480592906475067e-05,1.1183915560237631e-05,0.10361542956258145,0.04830295840799665,274604,41.961029132828116,3272.1313761244737,
1015,0.032819777727127075,0.002095057221595198,-2.0031030146583362e-05,1.9749229522858514e-05,0.015728783124359325,1.1484375,0.31233011079318035,178.32664442062378,183.794921875,230.38036727905273,5e-06,1015,21,0.6637080311775208,0.9959183931350708,0.0,0.6637080311775208,0.9959183931350708,0.0,-0.14249998331069946,2.473149538040161,-2.474796772003174,-0.14249998331069946,2.473149538040161,-2.474796772003174,2197.6640625,4096.0,659.0,0.1328125,923.4765625,2495.0,232.0,2197.6640625,4096.0,659.0,0.1328125,0.0,130.0,130.0,130.0,0.0,5,41,21.2109375,0.0625,0.9375,5.8125,8,5.309664726257324,8.0,8,8,3.557652235031128e-05,2.2756050564348698,23.624387834221125,9.033354322746163,0.0,0.0,0.0,23.624387834221125,0.0,130,4096,26.205135259777308,0.00010120309889316559,2.0901783891022205,0.002982133999466896,14.543242616578937,42.864795949310064,3.6168843507766724e-05,1.0009142747949749e-05,0.09315692180183259,0.04881249179058584,297941,42.864795949310064,3475.357731229274,
1016,0.030132420361042023,0.001470891664212104,-6.71911402605474e-06,2.0078561419722973e-05,-0.0012681155349127948,0.865234375,0.30272191484972144,178.32664442062378,183.794921875,230.27784729003906,5e-06,1016,21,0.7887254357337952,1.9343750476837158,0.0,0.7887254357337952,1.9343750476837158,0.0,-0.06097586080431938,2.4748661518096924,-2.4747912883758545,-0.06097586080431938,2.4748661518096924,-2.4747912883758545,1828.6953125,4096.0,480.0,0.09375,747.6796875,2533.0,232.0,1828.6953125,4096.0,480.0,0.09375,0.0,130.0,130.0,130.0,0.0,5,41,17.4609375,0.0625,0.9375,7.0625,8,6.309803485870361,8.0,8,8,4.252977669239044e-05,2.267701156437397,25.5394837372005,7.281414232187672,0.0,0.0,0.0,25.5394837372005,0.0,130,4096,28.505624789744616,9.674951434135437e-05,1.8229629676789045,0.0030840225517749786,12.393413471058011,42.74950996786356,3.8212165236473083e-05,1.230100773304527e-05,0.12178091787495617,0.049432671903961944,250713,42.74950996786356,2932.34940223257,
1017,0.031751714646816254,0.0016290124112856574,2.601031496851647e-06,1.53802009208448e-05,-0.006773236964363605,1.06640625,0.317129756496667,178.32664442062378,183.794921875,230.45490646362305,5e-06,1017,21,0.5702430009841919,1.9609375,0.0,0.5702430009841919,1.9609375,0.0,-0.07602192461490631,2.4748644828796387,-2.474865436553955,-0.07602192461490631,2.4748644828796387,-2.474865436553955,2312.1328125,4096.0,663.0,0.1171875,986.6171875,2160.0,297.0,2312.1328125,4096.0,663.0,0.1171875,0.0,130.0,130.0,130.0,0.0,7,41,23.3984375,0.25,0.75,5.0625,8,4.561944007873535,8.0,8,8,5.2129849791526794e-05,2.944466033950448,20.761687384918332,9.688828550744802,0.0,0.0,0.0,20.761687384918332,0.0,130,3932,23.35784058831632,9.574927389621735e-05,2.197904512286186,0.0033710896968841553,15.123279951512814,40.7057544067502,3.688037395477295e-05,1.0784277629006904e-05,0.07892415548521664,0.04838009792769772,312593,40.7057544067502,3839.6659705213933,
1018,0.02945113554596901,0.0014526258237310685,3.497496726367899e-05,4.806866945727961e-05,0.01629577092535328,0.6640625,0.29921667228228144,178.32664442062378,183.794921875,230.22304916381836,5e-06,1018,21,0.763180136680603,0.9955000281333923,0.0,0.763180136680603,0.9955000281333923,0.0,-0.11463315039873123,1.7507153749465942,-2.4746010303497314,-0.11463315039873123,1.7507153749465942,-2.4746010303497314,1736.359375,4096.0,512.0,0.046875,843.390625,2908.0,303.0,1736.359375,4096.0,512.0,0.046875,0.0,130.0,130.0,130.0,0.0,7,41,18.125,0.0625,0.9375,6.625,8,6.105441093444824,8.0,8,8,5.951151251792908e-05,3.0870436914265156,26.736529590561986,8.237446872881264,0.0,0.0,0.0,26.736529590561986,0.0,130,3997,29.493411120027304,0.00010604038834571838,1.7197060249745846,0.0031966082751750946,11.878867087885737,43.12033695355058,3.6619603633880615e-05,1.338086463107108e-05,0.13270137374367752,0.04972442626389,238894,43.12033695355058,2770.085032699741,
1019,0.030615640804171562,0.0021011704520788044,-0.00018705840125221584,3.4141735568482545e-05,-0.0009946157224476337,1.14453125,0.30999192874966186,178.32664442062378,183.794921875,230.2817039489746,5e-06,1019,21,0.7707524299621582,4.642187595367432,0.0,0.7707524299621582,4.642187595367432,0.0,-0.12955020368099213,2.47487211227417,-2.4748663902282715,-0.12955020368099213,2.47487211227417,-2.4748663902282715,2039.890625,4096.0,548.0,0.1015625,825.625,1924.0,279.0,2039.890625,4096.0,548.0,0.1015625,0.0,130.0,130.0,130.0,0.0,7,41,19.8984375,0.0625,0.9375,6.5,8,6.166019916534424,8.0,8,8,3.3292919397354126e-05,2.770992571488023,18.493605045601726,8.204713287996128,0.0,0.0,0.0,18.493605045601726,0.0,130,3924,21.387701455503702,9.557604789733887e-05,1.9605898801237345,0.0031066276133060455,13.462586812675,36.845612924546,4.00301069021225e-05,1.1185138987801969e-05,0.08191194938264039,0.04847085759173849,277746,36.845612924546,3769.0511563585596,
1020,0.029864193871617317,0.0013087363986414857,0.00019114978181278275,0.0,0.0054828495849506,0.8671875,0.3184012310326835,178.32664442062378,183.794921875,234.54819869995117,5e-06,1020,21,0.6450676321983337,0.9909999966621399,0.0,0.6450676321983337,0.9909999966621399,0.0,-0.082171231508255,0.951164186000824,-2.4719367027282715,-0.082171231508255,0.951164186000824,-2.4719367027282715,2077.984375,4096.0,566.0,0.21875,787.1484375,2509.0,297.0,2077.984375,4096.0,566.0,0.21875,0.0,130.0,130.0,130.0,0.0,7,41,19.2578125,0.25,0.75,5.6875,8,5.16054105758667,8.0,8,8,3.2456591725349426e-05,2.9566212873905897,24.61299637518823,7.803212055689073,0.0,0.0,0.0,24.61299637518823,0.0,130,4096,27.266523690894246,9.435415267944336e-05,2.025013465434313,0.003012770786881447,13.677561312913895,42.99522912502289,3.637932240962982e-05,1.066007171020461e-05,0.10251266510851954,0.04839524634640578,282622,42.99522912502289,3286.666983192284,
1021,0.02921958640217781,0.001415665294189239,-0.00010816555277415318,3.36039579451608e-06,0.014802724026651504,0.6875,0.30559020624180816,178.32664442062378,183.794921875,230.27038955688477,5e-06,1021,21,0.7271221876144409,0.9906250238418579,0.0,0.7271221876144409,0.9906250238418579,0.0,-0.08511659502983093,2.474865436553955,-2.4748663902282715,-0.08511659502983093,2.474865436553955,-2.4748663902282715,1792.953125,4096.0,508.0,0.09375,735.9296875,2207.0,232.0,1792.953125,4096.0,508.0,0.09375,0.0,130.0,130.0,130.0,0.0,5,41,17.7265625,0.0625,0.9375,6.4375,8,5.816977500915527,8.0,8,8,6.0284510254859924e-05,2.3179567009210587,21.854817243292928,7.183752334705787,0.0,0.0,0.0,21.854817243292928,0.0,130,4096,24.844537043944,9.514205157756805e-05,1.764250224456191,0.003068121150135994,12.169129742309451,38.81409891694784,3.783963620662689e-05,1.2465044609674223e-05,0.10825600677977151,0.049440272295661176,246138,38.81409891694784,3170.729282247049,
1022,0.029867546632885933,0.0014389050702448003,4.197913438019896e-05,1.3560174920712598e-05,0.0043272564180369955,0.859375,0.31301670024270256,178.32664442062378,183.794921875,230.35004425048828,5e-06,1022,21,0.5474210977554321,0.9595000147819519,0.0,0.5474210977554321,0.9595000147819519,0.0,-0.1066361516714096,2.4748659133911133,-2.4746272563934326,-0.1066361516714096,2.4748659133911133,-2.4746272563934326,2129.828125,4096.0,568.0,0.1171875,952.25,2348.0,255.0,2129.828125,4096.0,568.0,0.1171875,0.0,130.0,130.0,130.0,0.0,7,41,22.9296875,0.1875,0.8125,5.0625,8,4.379368782043457,8.0,8,8,2.985261380672455e-05,2.565804559737444,23.022944681346416,9.57747636201384,0.0,0.0,0.0,23.022944681346416,0.0,130,4096,25.42899625375867,0.00010288134217262268,2.0714172180742025,0.003977598622441292,14.011749466881156,41.54033379629254,3.67872416973114e-05,1.375104101681299e-05,0.0932770259255026,0.04844031787152354,289258,41.54033379629254,3481.6523311834358,
1023,0.03117537871003151,0.0018933987594209611,-1.0558642316027544e-07,5.27314341525198e-06,0.007062427932396531,1.005859375,0.31337825957849774,178.32664442062378,183.794921875,230.37274169921875,5e-06,1023,21,0.6451658010482788,0.9918367266654968,0.0,0.6451658010482788,0.9918367266654968,0.0,-0.18454650044441223,1.277476191520691,-2.474710702896118,-0.18454650044441223,1.277476191520691,-2.474710702896118,2033.96875,4096.0,655.0,0.078125,970.5234375,3210.0,228.0,2033.96875,4096.0,655.0,0.078125,0.0,130.0,130.0,130.0,0.0,5,41,21.25,0.125,0.875,5.8125,8,5.1613264083862305,8.0,8,8,3.061071038246155e-05,2.269599100574851,31.015820479020476,9.53511439479189,0.0,0.0,0.0,31.015820479020476,0.0,130,4096,34.33519745618105,9.140558540821075e-05,1.950696473941207,0.0030638687312602997,13.41492310911417,49.727344047278166,3.7128105759620667e-05,1.1061377140021588e-05,0.1318819328597917,0.04843142341586701,276988,49.727344047278166,2785.0673035810464,
1024,0.03117474727332592,0.001736325146339368,0.0001158016239060089,1.617573343537515e-05,0.0013039319310337305,0.82421875,0.3163914040331537,178.32664442062378,183.794921875,129.00975799560547,5e-06,1024,21,0.6804494857788086,2.625,0.0,0.6804494857788086,2.625,0.0,-0.08567917346954346,2.474745512008667,-2.4748666286468506,-0.08567917346954346,2.474745512008667,-2.4748666286468506,2156.6328125,4096.0,698.0,0.1171875,995.5859375,2468.0,302.0,2156.6328125,4096.0,698.0,0.1171875,0.0,130.0,130.0,130.0,0.0,7,41,23.1796875,0.1875,0.8125,5.75,8,5.4435954093933105,8.0,8,8,3.242306411266327e-05,3.0699731037020683,23.835410168394446,9.988492225384107,0.0,0.0,0.0,23.835410168394446,0.0,130,4096,26.912502516061068,0.00010091066360473633,2.054310165345669,0.0035639870911836624,13.991869436576962,42.98569924198091,9.215250611305237e-05,1.2176703228285526e-05,0.09749175876768641,0.047804561963643875,292689,42.98569924198091,3404.4927168958625,
