step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_adv,timing_per_token_ms_gen,timing_per_token_ms_update_actor,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
1315,0.02803405188024044,0.001963160320883617,3.656372518889839e-05,6.8709127845068e-06,0.008967462024884298,1.2890625,0.3073898315636142,178.32664442062378,183.794921875,233.3020133972168,5e-06,1315,27,0.8155418634414673,0.9906250238418579,0.0,0.8155418634414673,0.9906250238418579,0.0,-0.1302582174539566,2.474379062652588,-2.4746272563934326,-0.1302582174539566,2.474379062652588,-2.4746272563934326,1957.1484375,4096.0,576.0,0.1015625,796.453125,1813.0,315.0,1957.1484375,4096.0,576.0,0.1015625,0.0,130.0,130.0,130.0,0.0,7,41,17.90625,0.0,1.0,7.25,8,6.52433443069458,8.0,8,8,3.226287662982941e-05,3.126060839742422,17.10872456803918,7.949124794366071,0.0,0.0,0.0,17.10872456803918,0.0,130,4096,22.28830915130675,0.00010871142148971558,1.9430086556822062,0.0037196390330791473,12.987860595807433,37.246831567958,3.7590041756629944e-05,1.392314960633021e-05,0.08896995849073608,0.04861545019111539,267155,37.246831567958,3586.278198087365,
1316,0.029868541285395622,0.0020403130765771493,2.063041074507055e-05,1.1860930499096867e-05,0.018351510458160192,0.92578125,0.2985984056357582,178.32664442062378,183.794921875,233.06912994384766,5e-06,1316,27,0.807515561580658,0.9887499809265137,0.0,0.807515561580658,0.9887499809265137,0.0,-0.16149353981018066,1.343380093574524,-2.474773645401001,-0.16149353981018066,1.343380093574524,-2.474773645401001,1686.578125,4096.0,562.0,0.0546875,735.3359375,1957.0,305.0,1686.578125,4096.0,562.0,0.0546875,0.0,130.0,130.0,130.0,0.0,7,41,16.5390625,0.0,1.0,7.25,8,6.460124492645264,8.0,8,8,5.829520523548126e-05,3.0749323423951864,18.687195744365454,7.268075453263009,0.0,0.0,0.0,18.687195744365454,0.0,130,4096,21.732990015298128,0.00010796263813972473,1.6628767680376768,0.003209812566637993,11.559067456051707,34.98809318989515,4.4776126742362976e-05,1.3804339230859846e-05,0.10067069054065707,0.04971171526157399,232522,34.98809318989515,3322.8732806044177,
1317,0.02655588649213314,0.0015726852871011943,0.00014194243010479113,2.674710299288563e-05,0.0013102783123031259,0.87890625,0.30929995080872286,178.32664442062378,183.794921875,233.3674201965332,5e-06,1317,27,0.7520883083343506,0.9959183931350708,0.0,0.7520883083343506,0.9959183931350708,0.0,-0.051806870847940445,2.4747486114501953,-2.4748353958129883,-0.051806870847940445,2.4747486114501953,-2.4748353958129883,1756.171875,4096.0,563.0,0.0546875,786.0703125,3063.0,308.0,1756.171875,4096.0,563.0,0.0546875,0.0,130.0,130.0,130.0,0.0,7,41,17.09375,0.125,0.875,6.8125,8,6.016706943511963,8.0,8,8,5.9291720390319824e-05,3.0286421980708838,27.789383426308632,7.6222547218203545,0.0,0.0,0.0,27.789383426308632,0.0,130,4096,30.708689764142036,0.00010962784290313721,1.7578755468130112,0.0041647255420684814,11.706166369840503,44.20116410404444,3.817118704319e-05,1.7250240409511996e-05,0.1366105688159706,0.04848679273429359,241430,44.20116410404444,2731.036669438181,
1318,0.030931198969483376,0.0019059485639445484,1.8237641668861215e-05,3.3630732559686294e-05,0.004819251364096999,0.98828125,0.3045676870083633,178.32664442062378,183.794921875,233.42232131958008,5e-06,1318,27,0.9156975150108337,2.878124952316284,0.0,0.9156975150108337,2.878124952316284,0.0,-0.09711794555187225,2.4733238220214844,-2.4748663902282715,-0.09711794555187225,2.4733238220214844,-2.4748663902282715,1721.984375,4096.0,573.0,0.09375,771.4375,2108.0,286.0,1721.984375,4096.0,573.0,0.09375,0.0,130.0,130.0,130.0,0.0,7,41,16.9921875,0.0,1.0,7.25,8,7.32558012008667,8.0,8,8,3.319978713989258e-05,2.823359889909625,19.92766309157014,7.51739335473394,0.0,0.0,0.0,19.92766309157014,0.0,130,4096,22.89815254881978,0.00010580196976661682,1.709104534238577,0.0031272750347852707,11.706888468936086,36.346349922940135,4.223175346851349e-05,1.3192247482789873e-05,0.10388701511165253,0.04938490162130184,237054,36.346349922940135,3261.0427250960693,
1319,0.02609327808022499,0.0016073840524768457,1.9477386558719445e-05,1.694937964202836e-05,0.012351621942798374,1.01953125,0.30141171578462733,178.32664442062378,183.794921875,233.47613525390625,5e-06,1319,27,0.8687366843223572,0.9984375238418579,0.0,0.8687366843223572,0.9984375238418579,0.0,-0.1171836331486702,1.2112964391708374,-2.4747567176818848,-0.1171836331486702,1.2112964391708374,-2.4747567176818848,1437.59375,4096.0,579.0,0.015625,639.2421875,1937.0,232.0,1437.59375,4096.0,579.0,0.015625,0.0,130.0,130.0,130.0,0.0,5,41,14.1875,0.0,1.0,7.3125,8,6.949892997741699,8.0,8,8,3.3468008041381836e-05,2.205901462584734,18.174263954162598,6.143765690154396,0.0,0.0,0.0,18.174263954162598,0.0,130,4005,22.921446664258838,9.909272193908691e-05,1.4522851891815662,0.0031821951270103455,9.841268302872777,34.24563309550285,3.697723150253296e-05,1.5859274400506076e-05,0.12456495589558744,0.04904645008708,200652,34.24563309550285,2929.599803870317,
1320,0.027709057554602623,0.001473998825531453,9.035077351882137e-05,1.1279285445198184e-05,0.004955666954629123,1.1875,0.3146479810796209,178.32664442062378,183.794921875,233.44372940063477,5e-06,1320,27,0.7149820327758789,1.806249976158142,0.0,0.7149820327758789,1.806249976158142,0.0,-0.1583215594291687,1.6434824466705322,-2.474621057510376,-0.1583215594291687,1.6434824466705322,-2.474621057510376,2213.15625,4096.0,569.0,0.1015625,936.8359375,2091.0,314.0,2213.15625,4096.0,569.0,0.1015625,0.0,130.0,130.0,130.0,0.0,7,41,21.875,0.125,0.875,6.0,8,5.719856262207031,8.0,8,8,3.6053359508514404e-05,3.0238680969923735,19.8323862105608,9.197154592926381,0.0,0.0,0.0,19.8323862105608,0.0,130,4096,24.560999566689134,0.00012088753283023834,2.1689244117587805,0.0032098814845085144,14.535322200506926,41.29346099868417,4.350394010543823e-05,1.0702316201799504e-05,0.08670097699372055,0.04846335138404038,299924,41.29346099868417,3631.6161535788583,
1321,0.03026203066110611,0.001696580380667001,4.072025512869004e-05,1.5992673752407427e-05,0.001311438019911293,1.068359375,0.31112997368702655,178.32664442062378,183.794921875,233.3468017578125,5e-06,1321,27,0.7061781883239746,0.9959183931350708,0.0,0.7061781883239746,0.9959183931350708,0.0,-0.09983900934457779,2.055525064468384,-2.47448468208313,-0.09983900934457779,2.055525064468384,-2.47448468208313,2238.8828125,4096.0,542.0,0.140625,983.3984375,3106.0,308.0,2238.8828125,4096.0,542.0,0.140625,0.0,130.0,130.0,130.0,0.0,7,41,21.28125,0.125,0.875,6.1875,8,5.649425506591797,8.0,8,8,3.160908818244934e-05,3.1679007560014725,31.14671453088522,9.830740476973006,0.0,0.0,0.0,31.14671453088522,0.0,130,4096,35.037788696587086,9.889714419841766e-05,2.153271920979023,0.0031731929630041122,14.854710524901748,52.07303576357663,3.727711737155914e-05,1.0465089236435003e-05,0.12226308704671723,0.04899036177028909,303217,52.07303576357663,2911.4588342484376,
1322,0.02967901900410652,0.0021601312037091702,0.00010069884683616692,3.364700614838512e-05,-0.003778427024371922,1.056640625,0.3101691065046471,178.32664442062378,183.794921875,233.18879318237305,5e-06,1322,27,0.7225351929664612,0.9955000281333923,0.0,0.7225351929664612,0.9955000281333923,0.0,-0.12137752771377563,2.4748663902282715,-2.4739198684692383,-0.12137752771377563,2.4748663902282715,-2.4739198684692383,1888.5859375,4096.0,480.0,0.0234375,915.0078125,2274.0,232.0,1888.5859375,4096.0,480.0,0.0234375,0.0,130.0,130.0,130.0,0.0,5,41,19.9140625,0.125,0.875,6.1875,8,5.780282020568848,8.0,8,8,3.17990779876709e-05,2.365901133045554,21.778653386980295,9.05038785362558,0.0,0.0,0.0,21.778653386980295,0.0,130,3783,25.098101580515504,0.00012033805251121521,1.8487133868038654,0.0030928272753953934,12.373353313654661,39.352484200149775,4.030950367450714e-05,1.1970118606370462e-05,0.10382313809735087,0.047888386105893514,258379,39.352484200149775,3282.880423582212,
1323,0.03102809563279152,0.0017764945077942684,-0.00018533072761783842,2.6772721867018845e-05,-0.008076605154201388,1.12890625,0.3186123627084343,178.32664442062378,183.794921875,233.4872169494629,5e-06,1323,27,0.5604684948921204,4.65625,0.0,0.5604684948921204,4.65625,0.0,-0.07368630915880203,2.4748661518096924,-2.4748666286468506,-0.07368630915880203,2.4748661518096924,-2.4748666286468506,2737.15625,4096.0,474.0,0.2109375,1177.8359375,2574.0,232.0,2737.15625,4096.0,474.0,0.2109375,0.0,130.0,130.0,130.0,0.0,5,41,26.234375,0.25,0.75,4.8125,8,4.483747959136963,8.0,8,8,3.229081630706787e-05,2.2984246220439672,25.328564083203673,11.898770356317982,0.0,0.0,0.0,25.328564083203673,0.0,130,4096,28.936204832047224,0.001086592674255371,2.5272372644394636,0.0032258424907922745,17.68300192244351,49.1739038284868,3.727711737155914e-05,8.789857357552329e-06,0.08259086424107828,0.04818309170248043,366996,49.1739038284868,3731.6134313846824,
1324,0.026171492412686348,0.0014097155290073715,1.0781599485198967e-05,1.9221751699660672e-05,0.0184615107573336,0.69140625,0.30931206368056596,178.32664442062378,183.794921875,233.4186019897461,5e-06,1324,27,0.7085307836532593,0.973437488079071,0.0,0.7085307836532593,0.973437488079071,0.0,-0.09250680357217789,1.2231460809707642,-2.4748635292053223,-0.09250680357217789,1.2231460809707642,-2.4748635292053223,1730.953125,4096.0,569.0,0.0546875,823.9609375,2548.0,308.0,1730.953125,4096.0,569.0,0.0546875,0.0,130.0,130.0,130.0,0.0,7,41,18.1640625,0.125,0.875,6.5,8,5.668246269226074,8.0,8,8,5.370005965232849e-05,3.178175926208496,23.90863641910255,8.21456171029422,0.0,0.0,0.0,23.90863641910255,0.0,130,3605,26.518064718693495,0.00011798739433288574,1.7373303156346083,0.0030978377908468246,11.52817945741117,39.8155116122216,4.030764102935791e-05,1.300508724043805e-05,0.1196868809574453,0.04839665266207324,238202,39.8155116122216,2991.3216024942717,
1325,0.027967607602477074,0.0010595403909974266,-1.7973849026020616e-05,1.4266116068029078e-05,0.013708198501262814,0.939453125,0.3173323842840975,178.32664442062378,183.794921875,233.40339279174805,5e-06,1325,27,0.6346256136894226,0.9906250238418579,0.0,0.6346256136894226,0.9906250238418579,0.0,-0.04909789562225342,1.104197382926941,-2.4748380184173584,-0.04909789562225342,1.104197382926941,-2.4748380184173584,2081.8203125,4096.0,581.0,0.09375,954.859375,2703.0,231.0,2081.8203125,4096.0,581.0,0.09375,0.0,130.0,130.0,130.0,0.0,5,41,21.03125,0.25,0.75,5.5625,8,5.077004432678223,8.0,8,8,6.209872663021088e-05,2.2528145480901003,25.280777210369706,9.411902903593727,0.0,0.0,0.0,25.280777210369706,0.0,130,3943,35.23142348229885,0.0001049581915140152,2.005704615265131,0.0031584221869707108,13.495212418958545,50.7594236433506,3.773532807826996e-05,1.1156047892434154e-05,0.13221385837326427,0.04766722975970211,283113,50.7594236433506,2788.772799995015,
1326,0.026476172730326653,0.0013509203272406012,2.7370726229491993e-05,4.0781928419164615e-05,0.0033275201567448676,0.771484375,0.30570566380324743,178.32664442062378,183.794921875,233.47492218017578,5e-06,1326,27,0.6116891503334045,0.9909999966621399,0.0,0.6116891503334045,0.9909999966621399,0.0,-0.09351250529289246,2.4748659133911133,-2.4745876789093018,-0.09351250529289246,2.4748659133911133,-2.4745876789093018,2062.1328125,4096.0,577.0,0.1328125,976.0234375,3169.0,312.0,2062.1328125,4096.0,577.0,0.1328125,0.0,130.0,130.0,130.0,0.0,7,41,21.4296875,0.1875,0.8125,5.3125,8,4.8935136795043945,8.0,8,8,3.1929463148117065e-05,3.14805730804801,29.227599496021867,9.6040640133142,0.0,0.0,0.0,29.227599496021867,0.0,130,4096,32.63943022303283,9.766779839992523e-05,2.0694573558866978,0.004633927717804909,14.081624956801534,48.82253656163812,3.955326974391937e-05,1.651476593430666e-05,0.1236562199445842,0.05018523254964142,280593,48.82253656163812,2873.6012071572036,
1327,0.0290009006857872,0.0021147972001926973,0.0003154371252094279,2.4881625449779676e-05,0.00040983688086271286,1.044921875,0.3153580530059953,178.32664442062378,183.794921875,233.41216659545898,5e-06,1327,27,0.6895138621330261,0.9921875,0.0,0.6895138621330261,0.9921875,0.0,-0.07412901520729065,2.474379062652588,-2.474391222000122,-0.07412901520729065,2.474379062652588,-2.474391222000122,2478.6953125,4096.0,665.0,0.0703125,1122.0703125,2421.0,325.0,2478.6953125,4096.0,665.0,0.0703125,0.0,130.0,130.0,130.0,0.0,7,41,25.609375,0.0625,0.9375,6.0,8,5.516111373901367,8.0,8,8,3.197230398654938e-05,3.2177933417260647,23.901450784876943,11.069301411844208,0.0,0.0,0.0,23.901450784876943,0.0,130,4096,26.87567020021379,9.785592555999756e-05,2.40224470756948,0.00335678830742836,16.204465491697192,45.510688764974475,4.0028244256973267e-05,1.0052882958819693e-05,0.08470834328863089,0.04852900453620312,333913,45.510688764974475,3668.51182723676,
1328,0.03342469781637192,0.001565742990351282,-3.238585668441374e-05,1.294523917749757e-05,0.012612155682290904,0.947265625,0.31239518651364895,178.32664442062378,183.794921875,233.49583053588867,5e-06,1328,27,0.7905805110931396,5.346875190734863,0.0,0.7905805110931396,5.346875190734863,0.0,-0.07344067096710205,1.8219879865646362,-2.4748196601867676,-0.07344067096710205,1.8219879865646362,-2.4748196601867676,1977.3046875,4096.0,581.0,0.1875,808.6953125,2159.0,316.0,1977.3046875,4096.0,581.0,0.1875,0.0,130.0,130.0,130.0,0.0,7,41,18.0078125,0.125,0.875,6.375,8,6.324644565582275,8.0,8,8,3.3369287848472595e-05,3.1303560491651297,20.25657174177468,7.939196621344308,0.0,0.0,0.0,20.25657174177468,0.0,130,3862,25.093817370012403,0.00010228157043457031,1.9419405590742826,0.0031576883047819138,13.180770529434085,40.24526586011052,3.8176774978637695e-05,1.1706631711798297e-05,0.09914781947494973,0.04886562933780965,269735,40.24526586011052,3351.1394972215903,
1329,0.027473093941807747,0.0018052340165013447,0.00014776407533645397,1.3725360531680053e-05,0.002009169547818601,0.859375,0.30468852265751534,178.32664442062378,183.794921875,233.46577835083008,5e-06,1329,27,0.7487649321556091,0.9984375238418579,0.0,0.7487649321556091,0.9984375238418579,0.0,-0.09985961019992828,1.628645420074463,-2.4739296436309814,-0.09985961019992828,1.628645420074463,-2.4739296436309814,1817.0859375,4096.0,465.0,0.171875,765.953125,2031.0,231.0,1817.0859375,4096.0,465.0,0.171875,0.0,130.0,130.0,130.0,0.0,5,41,16.90625,0.0625,0.9375,6.5625,8,5.990119934082031,8.0,8,8,3.263726830482483e-05,2.3955832328647375,19.422669818624854,7.705593765174854,0.0,0.0,0.0,19.422669818624854,0.0,130,4096,22.739628735929728,0.00010122917592525482,1.820856686681509,0.003912672400474548,12.512958940118551,37.10075241141021,3.816746175289154e-05,1.569923162608605e-05,0.09776827052212603,0.05020707603958861,249227,37.10075241141021,3358.7863291331937,
1330,0.03108535148203373,0.0016442831692984328,3.6254175029171165e-05,3.289361939096125e-05,0.0073662562790559605,0.810546875,0.3085561910816308,178.32664442062378,183.794921875,233.47455978393555,5e-06,1330,27,0.7826919555664062,1.185937523841858,0.0,0.7826919555664062,1.185937523841858,0.0,-0.10039117932319641,2.308730125427246,-2.473196029663086,-0.10039117932319641,2.308730125427246,-2.473196029663086,1780.7421875,4096.0,542.0,0.109375,784.609375,2155.0,308.0,1780.7421875,4096.0,542.0,0.109375,0.0,130.0,130.0,130.0,0.0,7,41,17.9375,0.0625,0.9375,6.6875,8,6.26153564453125,8.0,8,8,4.067644476890564e-05,3.005548443645239,20.18273156322539,7.756170664433739,0.0,0.0,0.0,20.18273156322539,0.0,130,3235,24.036371413618326,0.0001013297587633133,1.7335150614380836,0.0031613335013389587,11.756249822676182,37.56227019429207,3.752671182155609e-05,1.2925824394721287e-05,0.1054527449212202,0.048068076551880536,244575,37.56227019429207,3255.5939608405965,
1331,0.02970856986939907,0.0021958416036795825,4.6306678996188566e-05,2.185223934247915e-05,0.004029527539387345,0.953125,0.31520896951139765,178.32664442062378,183.794921875,233.88269424438477,5e-06,1331,27,0.7327909469604492,4.275000095367432,0.0,0.7327909469604492,4.275000095367432,0.0,-0.08431711047887802,1.9223735332489014,-2.473363161087036,-0.08431711047887802,1.9223735332489014,-2.473363161087036,2214.90625,4096.0,572.0,0.1328125,945.3984375,2807.0,307.0,2214.90625,4096.0,572.0,0.1328125,0.0,130.0,130.0,130.0,0.0,7,41,20.9453125,0.125,0.875,6.25,8,5.862327575683594,8.0,8,8,3.178231418132782e-05,3.056026455014944,26.60005935654044,9.358086413471028,0.0,0.0,0.0,26.60005935654044,0.0,130,3867,31.647665705531836,9.921938180923462e-05,2.09575685672462,0.003110073506832123,14.415155680850148,48.1885269600898,3.7258490920066833e-05,1.0361799868172112e-05,0.11162882777745896,0.0480268257021541,300148,48.1885269600898,3114.309763489818,
1332,0.02967667020857334,0.0018157592421630397,0.00013496649717126274,3.603758432291215e-05,0.008966837238403969,0.73046875,0.3089156031179957,178.32664442062378,183.794921875,233.38079833984375,5e-06,1332,27,0.7308579683303833,0.995312511920929,0.0,0.7308579683303833,0.995312511920929,0.0,-0.04335115849971771,2.474862575531006,-2.339184522628784,-0.04335115849971771,2.474862575531006,-2.339184522628784,1857.0703125,4096.0,597.0,0.1171875,860.46875,2631.0,296.0,1857.0703125,4096.0,597.0,0.1171875,0.0,130.0,130.0,130.0,0.0,7,41,18.859375,0.0625,0.9375,6.3125,8,5.846863269805908,8.0,8,8,6.089732050895691e-05,2.921575238928199,24.622417714446783,8.406014832726214,0.0,0.0,0.0,24.622417714446783,0.0,130,3726,30.32618998736143,0.00010858103632926941,1.8532740660011768,0.00320359505712986,12.396107967942953,44.60485537536442,7.339753210544586e-05,1.2595470943521045e-05,0.12757910009196874,0.048737376272161646,254345,44.60485537536442,2851.0909615063624,
1333,0.027231477200984955,0.0015291722083929926,2.7200496475643376e-05,3.329790365569352e-05,0.005191122996620834,0.9609375,0.316655509262619,178.32664442062378,183.794921875,233.53359603881836,5e-06,1333,27,0.6554392576217651,2.2578125,0.0,0.6554392576217651,2.2578125,0.0,-0.05756758153438568,2.4748682975769043,-2.4748661518096924,-0.05756758153438568,2.4748682975769043,-2.4748661518096924,2265.2578125,4096.0,661.0,0.125,1004.1328125,2406.0,278.0,2265.2578125,4096.0,661.0,0.125,0.0,130.0,130.0,130.0,0.0,7,41,23.0546875,0.125,0.875,5.75,8,5.243514537811279,8.0,8,8,4.97475266456604e-05,2.746566792950034,22.902799339964986,10.103171100883628,0.0,0.0,0.0,22.902799339964986,0.0,130,4096,26.846823789179325,0.0001011192798614502,2.1633056439459324,0.003097793087363243,14.72112737968564,43.757522663101554,4.005059599876404e-05,1.0103926336750163e-05,0.09259026045317456,0.048015210326672955,306593,43.757522663101554,3503.3176164990477,
1334,0.02774263732135296,0.0018837511743186042,-2.3813547159079462e-05,1.3665450978805893e-05,-0.009012369264382869,0.880859375,0.3138014559412132,178.32664442062378,183.794921875,233.51810836791992,5e-06,1334,27,0.5942690372467041,0.9959183931350708,0.0,0.5942690372467041,0.9959183931350708,0.0,-0.10298915207386017,2.4748663902282715,-2.4748666286468506,-0.10298915207386017,2.4748663902282715,-2.4748666286468506,2310.3828125,4096.0,653.0,0.1875,960.3203125,2877.0,312.0,2310.3828125,4096.0,653.0,0.1875,0.0,130.0,130.0,130.0,0.0,7,41,22.3359375,0.0625,0.9375,5.375,8,4.754152297973633,8.0,8,8,3.0331313610076904e-05,3.0242986734956503,26.858252853155136,9.562856516175088,0.0,0.0,0.0,26.858252853155136,0.0,130,3886,29.50701456144452,9.949132800102234e-05,2.2032068073749542,0.003148892894387245,15.315746346488595,47.05373736843467,4.043802618980408e-05,1.008068308438816e-05,0.09977721008573566,0.04903094207968331,312369,47.05373736843467,3319.279375771204,
1335,0.02732967771589756,0.0015504600305575877,3.8198579886739026e-05,1.0223353001492796e-05,-0.00959834735840559,0.869140625,0.31978048912459767,179.07517623901367,184.537109375,233.60515213012695,5e-06,1335,27,0.47036004066467285,0.9781249761581421,0.0,0.47036004066467285,0.9781249761581421,0.0,-0.07808834314346313,1.6313321590423584,-2.4733238220214844,-0.07808834314346313,1.6313321590423584,-2.4733238220214844,2563.7265625,4096.0,517.0,0.34375,1030.234375,2025.0,252.0,2563.7265625,4096.0,517.0,0.34375,0.0,130.0,130.0,130.0,0.0,7,41,25.1015625,0.3125,0.6875,4.25,8,3.762880325317383,8.0,8,8,2.9938295483589172e-05,2.5203814543783665,19.657352758571506,10.495442097555497,0.0,0.0,0.0,19.657352758571506,0.0,130,4020,22.27493269369006,9.695999324321747e-05,2.4300311412662268,0.0030900370329618454,16.74836152046919,41.479341791942716,3.725476562976837e-05,8.96190231632481e-06,0.06787888935384606,0.04857455697256411,344797,41.479341791942716,4156.249654701322,
1336,0.027532735839486122,0.002069096313789487,-9.890011392599263e-05,5.014726366425748e-05,0.007100860006175935,1.27734375,0.2993284859508193,179.07517623901367,184.537109375,233.5662956237793,5e-06,1336,27,0.8723446130752563,1.7078125476837158,0.0,0.8723446130752563,1.7078125476837158,0.0,-0.06486603617668152,2.453068494796753,-1.9169626235961914,-0.06486603617668152,2.453068494796753,-1.9169626235961914,1627.8515625,4096.0,474.0,0.0859375,657.46875,2293.0,232.0,1627.8515625,4096.0,474.0,0.0859375,0.0,130.0,130.0,130.0,0.0,5,41,15.0078125,0.0,1.0,7.5625,8,6.978757381439209,8.0,8,8,3.6543235182762146e-05,2.3179836850613356,21.350443648174405,6.786465390876401,0.0,0.0,0.0,21.350443648174405,0.0,130,4069,25.61698843166232,0.00012139417231082916,1.6377044767141342,0.0032505858689546585,11.056705059483647,38.33965256623924,3.8875266909599304e-05,1.4446727268081414e-05,0.12294285715769117,0.049139819379496665,225005,38.33965256623924,2934.3640974740174,
1337,0.028010107576847076,0.0015662646328564733,3.6516664977170876e-05,2.775785310404899e-05,0.010318124492187053,0.716796875,0.307742630260619,179.07517623901367,184.537109375,237.5949363708496,5e-06,1337,27,0.7791199684143066,0.9938775300979614,0.0,0.7791199684143066,0.9938775300979614,0.0,-0.09500185400247574,2.474865674972534,-1.2582345008850098,-0.09500185400247574,2.474865674972534,-1.2582345008850098,1727.578125,4096.0,495.0,0.1640625,691.5234375,2092.0,219.0,1727.578125,4096.0,495.0,0.1640625,0.0,130.0,130.0,130.0,0.0,5,41,15.359375,0.0625,0.9375,6.5625,8,6.232959747314453,8.0,8,8,2.964399755001068e-05,2.05222887173295,19.86241815984249,6.897384986208635,0.0,0.0,0.0,19.86241815984249,0.0,130,4096,25.916391583159566,0.0001278463751077652,1.725705472752452,0.0030870940536260605,11.635554227977991,39.317117827013135,3.7301331758499146e-05,1.2983530527930607e-05,0.11719979913697628,0.04893617457197288,237770,39.317117827013135,3023.7465656325176,
1338,0.0308070071041584,0.001691944053163752,9.770779518980532e-05,1.4971423297538422e-05,0.000256184081081301,0.998046875,0.3108224281760588,179.07517623901367,184.537109375,233.56418228149414,5e-06,1338,27,0.6923513412475586,1.3125,0.0,0.6923513412475586,1.3125,0.0,-0.09511980414390564,2.4748663902282715,-2.4742889404296875,-0.09511980414390564,2.4748663902282715,-2.4742889404296875,1994.421875,4096.0,699.0,0.0703125,898.71875,2766.0,324.0,1994.421875,4096.0,699.0,0.0703125,0.0,130.0,130.0,130.0,0.0,7,41,19.75,0.125,0.875,6.125,8,5.538809776306152,8.0,8,8,3.138743340969086e-05,3.2082398179918528,25.887999791651964,8.795578157616546,0.0,0.0,0.0,25.887999791651964,0.0,130,3916,29.221012780442834,0.00010277517139911652,1.9064948968589306,0.0030643008649349213,13.110741715878248,44.26811468228698,3.8739293813705444e-05,1.1268877801074268e-05,0.11446382794372913,0.048214373454095044,271926,44.26811468228698,3071.3528456273502,
1339,0.02899007685482502,0.0014812852896284312,-1.4975833181551934e-05,3.0234613177526626e-05,0.005524686072021723,0.845703125,0.308915099995628,179.07517623901367,184.537109375,233.69379806518555,5e-06,1339,27,0.6092339158058167,1.1296875476837158,0.0,0.6092339158058167,1.1296875476837158,0.0,-0.10223135352134705,2.4748661518096924,-2.4748446941375732,-0.10223135352134705,2.4748661518096924,-2.4748446941375732,2088.296875,4096.0,398.0,0.109375,952.859375,2528.0,232.0,2088.296875,4096.0,398.0,0.109375,0.0,130.0,130.0,130.0,0.0,5,41,22.1328125,0.125,0.875,5.625,8,4.873870849609375,8.0,8,8,3.098323941230774e-05,2.188894659280777,24.236674753949046,9.450787743771798,0.0,0.0,0.0,24.236674753949046,0.0,130,3643,28.80971455015242,9.383819997310638e-05,2.0057356730103493,0.003111083060503006,13.884462730959058,44.728470819070935,3.793090581893921e-05,1.0956755465915596e-05,0.1077796445599076,0.04889893968119918,283942,44.728470819070935,3174.0633516017197,
1340,0.028834935277700424,0.0023114542418625206,-1.432732187822694e-05,1.2299076615818194e-05,0.005632201151456684,1.21484375,0.31038737088338175,179.07517623901367,184.537109375,233.87186813354492,5e-06,1340,27,0.7721039652824402,0.9938775300979614,0.0,0.7721039652824402,0.9938775300979614,0.0,-0.1069524735212326,1.242915391921997,-2.4748666286468506,-0.1069524735212326,1.242915391921997,-2.4748666286468506,2198.890625,4096.0,615.0,0.0703125,911.890625,2323.0,311.0,2198.890625,4096.0,615.0,0.0703125,0.0,130.0,130.0,130.0,0.0,7,41,21.0625,0.0,1.0,6.9375,8,6.1768317222595215,8.0,8,8,4.664808511734009e-05,3.095061656087637,23.07522780634463,9.015313875759603,0.0,0.0,0.0,23.07522780634463,0.0,130,4096,26.05831402912736,8.923932909965515e-05,2.164681799709797,0.003729628399014473,14.455359879881144,42.70712723955512,3.762543201446533e-05,1.2511417047462488e-05,0.0925833127114076,0.04849197203564312,298098,42.70712723955512,3490.026364076102,
