step,actor_use_cached_prefix_old_logprob,actor_prefix_mask_sum,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_continuation_loss,actor_prefix_loss,actor_pg_loss,actor_prefix_loss_weight,actor_prefix_token_count,actor_prefix_old_logprob_source,actor_prefix_loss_mode_joint,actor_prefix_logprob_delta_mean,actor_prefix_logprob_delta_abs_mean,actor_prefix_ratio_mean,actor_prefix_advantage_mean,actor_prefix_advantage_abs_mean,actor_prefix_token_frac,actor_prefix_loss_contribution,actor_prefix_loss_share,actor_continuation_pg_clipfrac,actor_continuation_ppo_kl,actor_continuation_pg_clipfrac_lower,actor_prefix_pg_clipfrac,actor_prefix_ppo_kl,actor_prefix_pg_clipfrac_lower,actor_prefix_clip_override_active,actor_prefix_clip_ratio,actor_prefix_clip_ratio_low,actor_prefix_clip_ratio_high,actor_prefix_clip_ratio_c,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_agent_loop_response_length_min,timing_s_agent_loop_response_length_max,timing_s_agent_loop_response_length_mean,timing_s_agent_loop_llm_response_length_min,timing_s_agent_loop_llm_response_length_max,timing_s_agent_loop_llm_response_length_mean,timing_s_agent_loop_num_turns_min,timing_s_agent_loop_num_turns_max,timing_s_agent_loop_num_turns_mean,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_adv,timing_per_token_ms_update_actor,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
356,True,15976,0.07841929793357849,0.0027598080105235567,-9.597067173672258e-05,7.94899381162395e-06,-0.0017186874920298578,-0.056089243436872493,-0.012936536071720184,0.2,998.5,1.0,0.0,1.0831855535507202,1.0831855535507202,8145148.875,0.40805227449163795,0.40805227449163795,0.17616998447593202,-0.011217848687374498,0.3773138279602972,0.0027598080105235567,-9.597067173672258e-05,7.94899381162395e-06,0.2430003248155117,-0.9529171474277973,0.0,0.0,0.2,0.2,0.2,3.0,0.92578125,0.16177632450618568,188.79405784606934,198.16015625,279.60315322875977,5e-06,356,0,0.37681907415390015,0.9938775300979614,0.0,0.37681907415390015,0.9938775300979614,0.0,-0.08142835646867752,1.2108983993530273,-1.9994189739227295,-0.08142835646867752,1.2108983993530273,-1.9994189739227295,1801.203125,4096.0,113.0,0.0859375,1124.375,3364.0,102.0,1801.203125,4096.0,113.0,0.0859375,0.0,662.5,1012.0,216.0,0.0,3,31,13.6484375,0.5,0.5,3.375,8,3.0145528316497803,8.0,8,8,5.7466328144073486e-05,1.028247393667698,31.35703121498227,10.798670200354536,3.779307007789612e-06,0.14033395238220692,0.025617589097237214,31.35703121498227,0.02651846967637539,251,4096,113.0,4096.0,1801.203125,102.0,3364.0,1124.375,3.0,31.0,13.6484375,33.41661187261343,8.97478312253952e-05,2.5186847895383835,0.0053892116993665695,29.161544332280755,65.14243697188795,3.675930202007294e-05,0.1449404992869932,1.7089403335193368e-05,0.09247240983872332,315354,65.14243697188795,2420.4958753392216,
357,True,12464,0.0860520601272583,0.0032327733060810715,0.00013790140747005353,1.1519091231093626e-05,-0.0011304258623567875,-0.046801265110843815,-0.010490679487702437,0.2,779.0,1.0,0.0,0.8926654271781445,0.8926654271781445,6602901.6875,0.34267067059408873,0.34267067059408873,0.14695791209693354,-0.009360253022168762,0.17373615193013373,0.0032327733060810715,0.00013790140747005353,1.1519091231093626e-05,0.15817241836339235,-0.7811343222856522,0.0,0.0,0.2,0.2,0.2,3.0,0.720703125,0.1578491967788288,188.79405784606934,198.16015625,279.3940773010254,5e-06,357,0,0.4556822180747986,0.9984375238418579,0.0,0.4556822180747986,0.9984375238418579,0.0,-0.04974406957626343,2.4748661518096924,-2.4726154804229736,-0.04974406957626343,2.4748661518096924,-2.4726154804229736,1631.40625,4096.0,117.0,0.1015625,927.4609375,2851.0,103.0,1631.40625,4096.0,117.0,0.1015625,0.0,553.6875,986.0,220.0,0.0,3,31,12.7890625,0.4375,0.5625,3.9375,8,3.645458221435547,8.0,8,8,3.2396987080574036e-05,1.040184771642089,28.777750169858336,8.973650847750832,4.583969712257385e-06,0.12599559128284454,0.028527064379886724,28.777750169858336,0.03704773634672165,341,4096,117.0,4096.0,1631.40625,103.0,2851.0,927.4609375,3.0,31.0,12.7890625,30.853579983115196,9.381584823131561e-05,2.2856049593538046,0.003067469224333763,26.465792573988438,59.63953901268542,3.739073872566223e-05,0.14775203516480795,1.0967311272162819e-05,0.09462477501676286,279692,59.63953901268542,2344.85380529609,
358,True,9520,0.07339537143707275,0.0025053010213014204,9.486951739745564e-06,7.962114750625915e-06,-6.754025343980175e-05,-0.042388995294459164,-0.008545339691409026,0.2,595.0,1.0,0.0,1.0489853397011757,1.0489853397011757,8644863.34375,0.30826815648470074,0.30826815648470074,0.08346896518220637,-0.008477799058891834,0.2919168182164712,0.0025053010213014204,9.486951739745564e-06,7.962114750625915e-06,0.22508912440389395,-0.9217149689793587,0.0,0.0,0.2,0.2,0.2,3.0,0.56640625,0.16334688984279444,188.79405784606934,198.16015625,279.57484436035156,5e-06,358,0,0.3617776334285736,0.9906250238418579,0.0,0.3617776334285736,0.9906250238418579,0.0,-0.05035803094506264,2.474865674972534,-2.4746272563934326,-0.05035803094506264,2.474865674972534,-2.4746272563934326,2416.265625,4096.0,152.0,0.125,1522.921875,3289.0,141.0,2416.265625,4096.0,152.0,0.125,0.0,462.9375,961.0,214.0,0.0,3,31,19.328125,0.5,0.5,3.125,8,2.894221305847168,8.0,8,8,3.168918192386627e-05,1.3988276030868292,34.298129165545106,15.084195848059608,4.4442713260650635e-06,0.1604939103126526,0.04191862398874946,34.298129165545106,0.06122327968478203,306,4096,152.0,4096.0,2416.265625,141.0,3289.0,1522.921875,3.0,31.0,19.328125,36.66500569693744,8.83638858795166e-05,2.9019564613699913,0.0029575657099485397,34.129023576155305,73.72802497260273,3.744475543498993e-05,0.11854878621108711,8.02513094972171e-06,0.09260652517828638,368538,73.72802497260273,2499.3074216822465,
359,True,10040,0.08321261405944824,0.0017542425557621755,-0.0001910542011387406,3.0921908432901546e-05,0.002696062481845729,-0.007612038381921593,0.0011736548913177103,0.2,627.5,1.0,0.0,0.8322619497776031,0.8322619497776031,6256168.0625,0.05563419568352401,0.05563419568352401,0.20986122039139932,-0.0015224076763843187,0.11122132035032281,0.0017542425557621755,-0.0001910542011387406,3.0921908432901546e-05,0.08375782985240221,-0.7148424685001373,0.0,0.0,0.2,0.2,0.2,3.0,1.05859375,0.15170084303271777,188.79405784606934,198.16015625,279.8766746520996,5e-06,359,0,0.22169187664985657,0.979687511920929,0.0,0.22169187664985657,0.979687511920929,0.0,-0.07415102422237396,2.4748663902282715,-2.474365711212158,-0.07415102422237396,2.4748663902282715,-2.474365711212158,1164.296875,4096.0,124.0,0.1796875,793.6640625,3472.0,113.0,1164.296875,4096.0,124.0,0.1796875,0.0,596.6875,1017.0,220.0,0.0,3,31,8.671875,0.6875,0.3125,1.875,8,1.773535132408142,8.0,8,8,3.275461494922638e-05,1.1327788159251213,33.50489120744169,7.6332489001360955,4.090368747711182e-06,0.11644577048718929,0.015153215077589266,33.50489120744169,0.0326202679425478,352,4096,124.0,4096.0,1164.296875,113.0,3472.0,793.6640625,3.0,31.0,8.671875,35.853128377348185,9.269826114177704e-05,2.0378335621207952,0.0029600895941257477,21.93940625153482,59.86195617355406,3.756769001483917e-05,0.24057658442829086,1.3132257322900668e-05,0.09733284052569506,225406,59.86195617355406,1882.7149529368398,
360,True,11568,0.07406153529882431,0.0017466458812123165,0.0004174031528663136,6.774333542125532e-06,-0.0034654139444683096,-0.0007201625048764981,-0.003609446391237725,0.2,723.0,1.0,0.0,0.9815467149019241,0.9815467149019241,7611489.40625,0.005241503124125302,0.005241503124125302,0.18166807397316043,-0.00014403250097529965,0.03106168514575321,0.0017466458812123165,0.0004174031528663136,6.774333542125532e-06,0.038200083654373884,-0.8496708646416664,0.0,0.0,0.2,0.2,0.2,3.0,0.744140625,0.15360794223127558,188.79405784606934,198.16015625,279.824893951416,5e-06,360,0,0.36139100790023804,0.9959183931350708,0.0,0.36139100790023804,0.9959183931350708,0.0,-0.032185010612010956,1.6354315280914307,-2.4744303226470947,-0.032185010612010956,1.6354315280914307,-2.4744303226470947,1277.7109375,4096.0,106.0,0.046875,764.1875,2844.0,85.0,1277.7109375,4096.0,106.0,0.046875,0.0,568.625,1001.0,248.0,0.0,3,31,11.4609375,0.5625,0.4375,3.0625,8,2.8911280632019043,8.0,8,8,3.452785313129425e-05,0.8434903044253588,27.169259013608098,7.314018604563898,2.7958303689956665e-06,0.11167449504137039,0.020697966392617673,27.169259013608098,0.040457526221871376,310,4096,106.0,4096.0,1277.7109375,85.0,2844.0,764.1875,3.0,31.0,11.4609375,29.242093693464994,8.256547152996063e-05,2.167034700512886,0.002931293100118637,22.636234268546104,54.07698512263596,4.015304148197174e-05,0.17879932798195622,1.2403337268994067e-05,0.09578190871509072,236331,54.07698512263596,2185.1347617109923,
361,True,8368,0.07390999794006348,0.0022781544812460197,-0.00011633611080696937,2.081806769638206e-06,-0.0027912142722925637,-0.05858286836883053,-0.014507788378978148,0.2,523.0,1.0,0.0,0.9175966791808605,0.9175966791808605,6890096.71875,0.42582418909296393,0.42582418909296393,0.10097031192070233,-0.011716573673766106,0.248587357959749,0.0022781544812460197,-0.00011633611080696937,2.081806769638206e-06,0.2230555796995759,-0.7947674132883549,0.0,0.0,0.2,0.2,0.2,3.0,0.66015625,0.1640929432300245,188.79405784606934,198.16015625,279.4212875366211,5e-06,361,0,0.31948480010032654,0.971875011920929,0.0,0.31948480010032654,0.971875011920929,0.0,-0.06557238101959229,1.2109278440475464,-2.4748663902282715,-0.06557238101959229,1.2109278440475464,-2.4748663902282715,2225.4375,4096.0,99.0,0.203125,1313.4453125,3383.0,88.0,2225.4375,4096.0,99.0,0.203125,0.0,517.5,965.0,258.0,0.0,3,31,17.375,0.5625,0.4375,2.8125,8,2.5558786392211914,8.0,8,8,5.0848349928855896e-05,0.8693316522985697,32.700197990983725,12.848628319406998,5.608424544334412e-06,0.09688890166580677,0.034002077009063214,32.700197990983725,0.0187565628439188,290,4096,99.0,4096.0,2225.4375,88.0,3383.0,1313.4453125,3.0,31.0,17.375,34.69421771727502,8.734315633773804e-05,2.7510073091834784,0.0029370002448558807,32.177969017997384,69.65458759665489,4.3276697397232056e-05,0.12179563610131092,8.36523413783091e-06,0.09165005872467184,351096,69.65458759665489,2520.264724220843,
362,True,6352,0.08029746264219284,0.0024906130747694988,-7.860761820666085e-05,5.266853804641869e-06,0.0011377131049812306,-0.025850690144579858,-0.004032424749311758,0.2,397.0,1.0,0.0,0.7954361252486706,0.7954361252486706,6507163.46875,0.19210933288559318,0.19210933288559318,0.11416093898163447,-0.0051701380289159715,0.05921197670318291,0.0024906130747694988,-7.860761820666085e-05,5.266853804641869e-06,0.05454131495207548,-0.675885334610939,0.0,0.0,0.2,0.2,0.2,3.0,0.869140625,0.15236339978560448,188.79405784606934,198.16015625,279.6082458496094,5e-06,362,0,0.33941414952278137,0.9877551198005676,0.0,0.33941414952278137,0.9877551198005676,0.0,-0.09245878458023071,2.4748661518096924,-2.4748611450195312,-0.09245878458023071,2.4748661518096924,-2.4748611450195312,1426.078125,4096.0,96.0,0.09375,938.015625,3257.0,85.0,1426.078125,4096.0,96.0,0.09375,0.0,422.3125,897.0,220.0,0.0,3,31,11.6171875,0.5625,0.4375,2.9375,8,2.715312957763672,8.0,8,8,5.397200584411621e-05,0.8527539130300283,30.376371124759316,9.010499506694032,4.479661583900452e-06,0.10790522582828999,0.021756107395049185,30.376371124759316,0.04823549464344978,253,3970,96.0,4096.0,1426.078125,85.0,3257.0,938.015625,3.0,31.0,11.6171875,32.75811060704291,8.808635175228119e-05,2.0315661169588566,0.0029754526913166046,22.926229605451226,57.74726586043835,4.074908792972565e-05,0.17945912964447353,1.2576196739209804e-05,0.09690114544515595,236594,57.74726586043835,2048.5298868676523,
363,True,4760,0.07915564626455307,0.0032200786117755342,-7.46923924452858e-05,1.133381465479033e-05,0.00016030784900067374,-0.06316914071794599,-0.012473520684579853,0.2,297.5,1.0,0.0,0.8872876316308975,0.8872876316308975,7390414.34375,0.4666626120451838,0.4666626120451838,0.06807656276540537,-0.0126338281435892,0.20581812658172233,0.0032200786117755342,-7.46923924452858e-05,1.133381465479033e-05,0.1659167616162449,-0.7496992573142052,0.0,0.0,0.2,0.2,0.2,3.0,0.939453125,0.1535376661925872,188.79405784606934,198.16015625,279.5314636230469,5e-06,363,0,0.4693561792373657,0.9909999966621399,0.0,0.4693561792373657,0.9909999966621399,0.0,-0.14896507561206818,2.474865674972534,-2.474865436553955,-0.14896507561206818,2.474865674972534,-2.474865436553955,1663.515625,4096.0,136.0,0.078125,1029.125,2743.0,125.0,1663.515625,4096.0,136.0,0.078125,0.0,381.4375,806.0,216.0,0.0,3,31,12.6953125,0.375,0.625,4.1875,8,3.754849672317505,8.0,8,8,4.965253174304962e-05,1.2798606026917696,28.643376862630248,10.058838579905569,3.812834620475769e-06,0.1292899250984192,0.02667859235953074,28.643376862630248,0.10735755227506161,262,4096,136.0,4096.0,1663.515625,125.0,2743.0,1029.125,3.0,31.0,12.6953125,31.0249243080616,9.130500257015228e-05,2.174629759043455,0.004662139341235161,24.96982471831143,58.201835157349706,4.7868117690086365e-05,0.14570480584258488,1.781114841123788e-05,0.09539424313787537,261754,58.201835157349706,2248.674799448706,
364,True,13680,0.08437556028366089,0.0012641483936022269,-0.0001235099484233615,4.390549065647065e-06,-0.0021590274428859857,-0.010615165083436295,-0.004282060428522527,0.2,855.0,1.0,0.0,1.0596370063722134,1.0596370063722134,7786750.125,0.07823224388994277,0.07823224388994277,0.216916404572099,-0.002123033016687259,0.1498835492066074,0.0012641483936022269,-0.0001235099484233615,4.390549065647065e-06,0.04677311098203063,-0.9215947650372982,0.0,0.0,0.2,0.2,0.2,3.0,0.595703125,0.14914916575848006,188.79405784606934,198.16015625,279.574893951416,5e-06,364,0,0.2302236557006836,0.9963265061378479,0.0,0.2302236557006836,0.9963265061378479,0.0,-0.0638168454170227,0.6755024194717407,-2.4748001098632812,-0.0638168454170227,0.6755024194717407,-2.4748001098632812,960.6640625,4096.0,110.0,0.0625,649.5546875,3165.0,99.0,960.6640625,4096.0,110.0,0.0625,0.0,634.375,998.0,264.0,0.0,3,31,8.3359375,0.75,0.25,1.875,8,1.8417892456054688,8.0,8,8,5.315244197845459e-05,0.9958095382899046,30.00223551876843,6.266500881887623,3.5315752029418945e-06,0.10080590285360813,0.013282759391586296,30.00223551876843,0.04990080185234547,268,4096,110.0,4096.0,960.6640625,99.0,3165.0,649.5546875,3.0,31.0,8.3359375,32.35466670803726,8.520111441612244e-05,1.825484748929739,0.0029738154262304306,19.817745197564363,54.034725992009044,3.7726014852523804e-05,0.2631209426099887,1.4565745481499917e-05,0.09706729947622934,204165,54.034725992009044,1889.2017702670785,
365,True,6720,0.07416580617427826,0.0017302799515164224,0.000139491475408704,2.5161173766719003e-05,-0.0007017734697001288,-0.0019336249097250402,-0.0010884984749282012,0.2,420.0,1.0,0.0,0.9467629864811897,0.9467629864811897,7229533.90625,0.0140085369348526,0.0140085369348526,0.09766924501400086,-0.00038672498194500807,0.021881266322218394,0.0017302799515164224,0.000139491475408704,2.5161173766719003e-05,0.10784313827753067,-0.8332807756960392,0.0,0.0,0.2,0.2,0.2,3.0,0.6171875,0.16566373211495194,188.79405784606934,198.16015625,279.7353172302246,5e-06,365,0,0.3120996356010437,0.9921875,0.0,0.3120996356010437,0.9921875,0.0,-0.02972763404250145,1.6940804719924927,-2.470531463623047,-0.02972763404250145,1.6940804719924927,-2.470531463623047,2483.046875,4096.0,116.0,0.1640625,1493.8984375,3503.0,105.0,2483.046875,4096.0,116.0,0.1640625,0.0,427.625,934.0,216.0,0.0,3,31,19.25,0.5625,0.4375,2.75,8,2.4967973232269287,8.0,8,8,3.98736447095871e-05,1.0460940953344107,34.66053230129182,14.704042213823413,6.148591637611389e-06,0.10204891301691532,0.03742849227273837,34.66053230129182,0.026401743292808533,321,4096,116.0,4096.0,2483.046875,105.0,3503.0,1493.8984375,3.0,31.0,19.25,36.87567843683064,8.916668593883514e-05,2.892479481175542,0.003017773851752281,34.09813783317804,73.89773846790195,4.437193274497986e-05,0.11602327796882182,8.099971150755252e-06,0.09152240900452012,372566,73.89773846790195,2520.8213926724356,
366,True,14320,0.07690337300300598,0.001201065540954005,-0.00016999621078639393,0.0,-0.000910766924789641,-0.022325936530251056,-0.005375954518967774,0.2,895.0,1.0,0.0,1.124300878494978,1.124300878494978,9696756.0,0.16365279245655984,0.16365279245655984,0.16579144987863462,-0.004465187306050212,0.13740501702431235,0.001201065540954005,-0.00016999621078639393,0.0,0.10175699880346656,-0.9812102243304253,0.0,0.0,0.2,0.2,0.2,3.0,0.638671875,0.16518791291260132,188.79405784606934,198.16015625,279.9819564819336,5e-06,366,0,0.21858569979667664,0.9859374761581421,0.0,0.21858569979667664,0.9859374761581421,0.0,-0.008563283830881119,0.5400293469429016,-1.62008798122406,-0.008563283830881119,0.5400293469429016,-1.62008798122406,2114.8515625,4096.0,122.0,0.171875,1395.734375,3277.0,111.0,2114.8515625,4096.0,122.0,0.171875,0.0,600.4375,1013.0,215.0,0.0,3,31,17.1875,0.75,0.25,2.0,8,1.748685598373413,8.0,8,8,3.153271973133087e-05,1.1372247952967882,32.22525976784527,13.640096088900464,4.734843969345093e-06,0.13806787505745888,0.027339515610947274,32.22525976784527,0.02384871430695057,242,4096,122.0,4096.0,2114.8515625,111.0,3277.0,1395.734375,3.0,31.0,17.1875,34.434894274920225,8.176453411579132e-05,2.7941047120839357,0.0031299348920583725,31.923150099813938,69.18491894379258,4.0784478187561035e-05,0.1272063800093839,9.005529717595596e-06,0.09185011408147135,347557,69.18491894379258,2511.797406905711,
367,True,9632,0.07184746116399765,0.0033903142029885203,-3.183748287938215e-05,1.2210164868520224e-05,0.0018745334818959236,-0.0399132592137903,-0.006108118759584613,0.2,602.0,1.0,0.0,0.9041316695511341,0.9041316695511341,6266551.125,0.29095236165449023,0.29095236165449023,0.12409256422651732,-0.00798265184275806,0.18351677488125034,0.0033903142029885203,-3.183748287938215e-05,1.2210164868520224e-05,0.1914842277765274,-0.8034673482179642,0.0,0.0,0.2,0.2,0.2,3.0,1.01171875,0.1626169308843347,188.79405784606934,198.16015625,280.0588035583496,5e-06,367,0,0.4988715350627899,0.9937499761581421,0.0,0.4988715350627899,0.9937499761581421,0.0,-0.09858176857233047,2.4748659133911133,-2.47463321685791,-0.09858176857233047,2.4748659133911133,-2.47463321685791,2178.3671875,4096.0,143.0,0.1328125,1286.390625,3262.0,123.0,2178.3671875,4096.0,143.0,0.1328125,0.0,475.3125,958.0,202.0,0.0,3,31,17.2421875,0.375,0.625,4.1875,8,3.9909727573394775,8.0,8,8,3.189593553543091e-05,1.2884053941816092,31.70570676587522,12.702607603787328,5.9157609939575195e-06,0.3808387853205204,0.05095330769836437,31.70570676587522,0.017406951636075974,264,4096,143.0,4096.0,2178.3671875,123.0,3262.0,1286.390625,3.0,31.0,17.2421875,34.14486724883318,8.89655202627182e-05,2.7192427925765514,0.003039080649614334,31.499783681705594,68.40608097985387,3.719888627529144e-05,0.12245721332575352,8.947130163052878e-06,0.09273615846423626,339671,68.40608097985387,2482.754421350609,
368,True,8928,0.07578320801258087,0.002197449895902537,8.607624369005862e-05,2.0654330000979826e-05,-0.000396051378629636,0.0,-0.000396051378629636,0.2,558.0,1.0,0.0,1.0501446016132832,1.0501446016132832,6660999.3125,0.0,0.0,0.1709765806882992,0.0,0.0,0.002197449895902537,8.607624369005862e-05,2.0654330000979826e-05,0.0,-0.9354182444512844,0.0,0.0,0.2,0.2,0.2,3.0,0.5390625,0.1534696128743973,188.79405784606934,198.16015625,280.49950408935547,5e-06,368,0,0.2611351013183594,0.9937499761581421,0.0,0.2611351013183594,0.9937499761581421,0.0,-0.035385895520448685,1.046667218208313,-2.474832773208618,-0.035385895520448685,1.046667218208313,-2.474832773208618,1540.1171875,4096.0,118.0,0.0390625,925.6484375,2868.0,107.0,1540.1171875,4096.0,118.0,0.0390625,0.0,495.6875,939.0,216.0,0.0,3,31,13.34375,0.6875,0.3125,2.3125,8,2.089080572128296,8.0,8,8,3.6090612411499023e-05,1.0751680489629507,27.56081749871373,8.881939066413906,4.1853636503219604e-06,0.10700171627104282,0.024519844475435093,27.56081749871373,0.054785722866654396,253,4096,118.0,4096.0,1540.1171875,107.0,2868.0,925.6484375,3.0,31.0,13.34375,29.866338154301047,0.00010115094482898712,2.2645672634243965,0.004164429381489754,25.32806042395532,57.51808837801218,3.892555832862854e-05,0.1515019562954374,1.598120131201864e-05,0.0971976699322493,260583,57.51808837801218,2265.226534368054,
369,True,7872,0.07431486248970032,0.0017643546452745795,-0.00030715002253600687,9.885674444376491e-06,0.003163923061947571,-0.0014007416684762575,0.0028837747995567042,0.2,492.0,1.0,0.0,0.8407781980931759,0.8407781980931759,7140581.25,0.010206150938756764,0.010206150938756764,0.06031450711699836,-0.00028014833369525153,0.05069501196100571,0.0017643546452745795,-0.00030715002253600687,9.885674444376491e-06,0.06876775715500116,-0.7166651375591755,0.0,0.0,0.2,0.2,0.2,3.0,0.83984375,0.16472063188882882,188.79405784606934,198.16015625,280.0040168762207,5e-06,369,0,0.3310820460319519,0.9879999756813049,0.0,0.3310820460319519,0.9879999756813049,0.0,-0.017122916877269745,1.0601731538772583,-1.7669823169708252,-0.017122916877269745,1.0601731538772583,-1.7669823169708252,2368.8203125,4096.0,127.0,0.2734375,1375.640625,3183.0,107.0,2368.8203125,4096.0,127.0,0.2734375,0.0,473.8125,1020.0,215.0,0.0,3,31,17.2890625,0.625,0.375,2.875,8,2.6486563682556152,8.0,8,8,5.5184587836265564e-05,1.1013270039111376,34.093829261139035,13.645185630375636,3.0044466257095337e-06,0.11597238853573799,0.03661561406624969,34.093829261139035,0.022479509934782982,941,4096,127.0,4096.0,2368.8203125,107.0,3183.0,1375.640625,3.0,31.0,17.2890625,36.495567955076694,8.94647091627121e-05,2.8178776539862156,0.0034583788365125656,33.730997079983354,73.07703706435859,5.36646693944931e-05,0.1203643953678047,9.504774778312813e-06,0.0927039938217029,363857,73.07703706435859,2489.544011476224,
370,True,4064,0.07361732423305511,0.0020125034880038584,0.00018573677326116922,1.685759525571484e-05,0.002050375271210214,-0.025040857261046767,-0.0029577963250631,0.2,254.0,1.0,0.0,0.7629029713571072,0.7629029713571072,5503079.40625,0.18430244829505682,0.18430244829505682,0.06950593526437965,-0.005008171452209354,0.14964629650624472,0.0020125034880038584,0.00018573677326116922,1.685759525571484e-05,0.07285337359644473,-0.659380167722702,0.0,0.0,0.2,0.2,0.2,3.0,0.962890625,0.1612631339396583,188.79405784606934,198.16015625,280.62659072875977,5e-06,370,0,0.3903137445449829,0.989062488079071,0.0,0.3903137445449829,0.989062488079071,0.0,-0.020770756527781487,0.939481794834137,-2.4737040996551514,-0.020770756527781487,0.939481794834137,-2.4737040996551514,2066.7421875,4096.0,172.0,0.1640625,1306.3515625,3184.0,120.0,2066.7421875,4096.0,172.0,0.1640625,0.0,399.5,874.0,234.0,0.0,3,31,16.4453125,0.5625,0.4375,3.25,8,3.122509717941284,8.0,8,8,5.80325722694397e-05,1.2106435373425484,33.9600588940084,12.795581439888338,5.720183253288269e-06,0.10255931690335274,0.029194988703238778,33.9600588940084,0.03226844780147076,234,4096,172.0,4096.0,2066.7421875,120.0,3184.0,1306.3515625,3.0,31.0,16.4453125,36.229019813239574,0.000147990882396698,2.5594676304608583,0.0030313096940517426,29.5098722204566,68.33331119641662,4.157610237598419e-05,0.13694945552609433,9.602506641403903e-06,0.09348063133897598,315679,68.33331119641662,2309.8470897496486,
371,True,8992,0.07842738181352615,0.0014614163046644535,0.000244494523656158,1.15745581297233e-05,0.000724533438187791,-0.02397196355741471,-0.004069859431183431,0.2,562.0,1.0,0.0,1.1092547848820686,1.1092547848820686,8730579.625,0.17493636021390557,0.17493636021390557,0.12500891887117482,-0.004794392711482942,0.16455023793167858,0.0014614163046644535,0.000244494523656158,1.15745581297233e-05,0.11588809732347727,-0.9786666296422482,0.0,0.0,0.2,0.2,0.2,3.0,0.7109375,0.15928623781854911,188.79405784606934,198.16015625,279.95237731933594,5e-06,371,0,0.25163063406944275,0.9897959232330322,0.0,0.25163063406944275,0.9897959232330322,0.0,-0.03138461336493492,0.9389853477478027,-2.143369197845459,-0.03138461336493492,0.9389853477478027,-2.143369197845459,1894.328125,4096.0,100.0,0.109375,1156.828125,3644.0,89.0,1894.328125,4096.0,100.0,0.109375,0.0,476.375,998.0,202.0,0.0,3,31,15.53125,0.6875,0.3125,2.25,8,2.013045310974121,8.0,8,8,5.454942584037781e-05,0.8930648528039455,35.16666932217777,11.220897942359443,4.082918167114258e-06,0.10729668103158474,0.02929374616360292,35.16666932217777,0.0055180806666612625,898,4096,100.0,4096.0,1894.328125,89.0,3644.0,1156.828125,3.0,31.0,15.53125,37.38429132476449,9.032338857650757e-05,2.4282481409609318,0.0030449070036411285,28.572742342948914,68.41725713945925,4.174932837486267e-05,0.15417855656591836,1.0034295612592284e-05,0.09415963863222578,303450,68.41725713945925,2217.6422490999494,
