step,actor_use_cached_prefix_old_logprob,actor_prefix_mask_sum,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_continuation_loss,actor_prefix_loss,actor_pg_loss,actor_prefix_loss_weight,actor_prefix_token_count,actor_prefix_old_logprob_source,actor_prefix_loss_mode_joint,actor_prefix_logprob_delta_mean,actor_prefix_logprob_delta_abs_mean,actor_prefix_ratio_mean,actor_prefix_advantage_mean,actor_prefix_advantage_abs_mean,actor_prefix_token_frac,actor_prefix_loss_contribution,actor_prefix_loss_share,actor_continuation_pg_clipfrac,actor_continuation_ppo_kl,actor_continuation_pg_clipfrac_lower,actor_prefix_pg_clipfrac,actor_prefix_ppo_kl,actor_prefix_pg_clipfrac_lower,actor_prefix_clip_override_active,actor_prefix_clip_ratio,actor_prefix_clip_ratio_low,actor_prefix_clip_ratio_high,actor_prefix_clip_ratio_c,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_agent_loop_response_length_min,timing_s_agent_loop_response_length_max,timing_s_agent_loop_response_length_mean,timing_s_agent_loop_llm_response_length_min,timing_s_agent_loop_llm_response_length_max,timing_s_agent_loop_llm_response_length_mean,timing_s_agent_loop_num_turns_min,timing_s_agent_loop_num_turns_max,timing_s_agent_loop_num_turns_mean,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_adv,timing_per_token_ms_update_actor,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
108,True,8736,0.08971294015645981,0.002502629857190186,0.0002859469397833436,0.0,0.0017371001288211119,-0.08761418494395912,-0.015785736855605137,0.2,546.0,1.0,0.0,1.0577583760023117,1.0577583760023117,7472549.5,0.6383989211171865,0.6383989211171865,0.09319648074893003,-0.017522836988791826,0.43567170160698204,0.002502629857190186,0.0002859469397833436,0.0,0.2870543301105499,-0.9251567348837852,0.0,0.0,0.2,0.2,0.2,3.0,0.634765625,0.16368452186332272,188.79405784606934,198.16015625,263.2206611633301,5e-06,108,0,0.38826632499694824,0.9937499761581421,0.0,0.38826632499694824,0.9937499761581421,0.0,-0.03604463115334511,0.6307660937309265,-2.4744679927825928,-0.03604463115334511,0.6307660937309265,-2.4744679927825928,2211.09375,4096.0,135.0,0.25,1490.21875,3316.0,124.0,2211.09375,4096.0,135.0,0.25,0.0,493.875,916.0,219.0,0.0,3,31,15.3828125,0.5625,0.4375,3.3125,8,3.106131076812744,8.0,8,8,5.671940743923187e-05,1.2100526802241802,33.77295349538326,14.611353040803806,3.6191195249557495e-06,0.14027602784335613,0.030865938795614056,33.77295349538326,0.02708618715405464,219,4096,135.0,4096.0,2211.09375,124.0,3316.0,1490.21875,3.0,31.0,15.3828125,35.7723545152694,9.203702211380005e-05,2.707758193835616,0.0029707085341215134,31.83335724286735,70.34457397460938,3.87486070394516e-05,0.12639514704003038,8.580010553846258e-06,0.09194121132079665,346236,70.34457397460938,2461.0000490227767,
109,True,5584,0.09456957876682281,0.0027395670986152254,-2.252651253487059e-05,8.545145306015911e-06,-0.002447974313326995,-0.00128626762307249,-0.002705227727346937,0.2,349.0,1.0,0.0,0.46316634491086006,0.46316634491086006,3159398.65625,0.009391546715050936,0.009391546715050936,0.08735184631228553,-0.00025725352461449804,0.005820518620551234,0.0027395670986152254,-2.252651253487059e-05,8.545145306015911e-06,0.06796843651682138,-0.40401293709874153,0.0,0.0,0.2,0.2,0.2,3.0,0.607421875,0.1634518241768952,188.79405784606934,198.16015625,263.24206161499023,5e-06,109,0,0.29093533754348755,0.9906250238418579,0.0,0.29093533754348755,0.9906250238418579,0.0,-0.09384839236736298,2.4748666286468506,-2.4747486114501953,-0.09384839236736298,2.4748666286468506,-2.4747486114501953,2329.546875,4096.0,123.0,0.359375,1660.9296875,3524.0,112.0,2329.546875,4096.0,123.0,0.359375,0.0,448.8125,994.0,216.0,0.0,3,31,15.4375,0.5,0.5,2.5,8,2.3274827003479004,8.0,8,8,3.292784094810486e-05,1.1347086243331432,35.870352897793055,16.458059538257658,4.468485713005066e-06,0.09394403360784054,0.028350817097816616,35.870352897793055,0.03760206326842308,253,4096,123.0,4096.0,2329.546875,112.0,3524.0,1660.9296875,3.0,31.0,15.4375,38.18007883615792,9.340047836303711e-05,2.7684083711355925,0.0030243098735809326,32.861799938604236,73.85055877454579,3.672391176223755e-05,0.128042869241463,8.504090975398398e-06,0.09240446514243522,355630,73.85055877454579,2407.7678348086897,
110,True,11696,0.09049682319164276,0.0022670749567623716,0.00024554107721996843,1.418485203430464e-05,0.0011068332314607687,-0.03450588183477521,-0.005794343254819978,0.2,731.0,1.0,0.0,1.0407549925148487,1.0407549925148487,7985401.28125,0.25272016786038876,0.25272016786038876,0.16084271759291216,-0.006901176366955043,0.1462044393577481,0.0022670749567623716,0.00024554107721996843,1.418485203430464e-05,0.10017296485602856,-0.9060886166989803,0.0,0.0,0.2,0.2,0.2,3.0,0.681640625,0.15796768412180162,188.79405784606934,198.16015625,263.39408111572266,5e-06,110,0,0.253805935382843,0.992968738079071,0.0,0.253805935382843,0.992968738079071,0.0,-0.09351994842290878,2.4660263061523438,-1.2076122760772705,-0.09351994842290878,2.4660263061523438,-1.2076122760772705,1632.4140625,4096.0,120.0,0.171875,1151.3203125,3494.0,109.0,1632.4140625,4096.0,120.0,0.171875,0.0,620.5,995.0,217.0,0.0,3,31,11.5,0.625,0.375,2.1875,8,2.030447244644165,8.0,8,8,3.297626972198486e-05,1.0765250157564878,33.68689709343016,11.144694729926414,4.274770617485046e-06,0.10597130842506886,0.018940062567708082,33.68689709343016,0.04633655771613121,217,4096,120.0,4096.0,1632.4140625,109.0,3494.0,1151.3203125,3.0,31.0,11.5,36.06486922316253,9.653531014919281e-05,2.3678637575358152,0.0030738580971956253,27.2410853728652,65.70720298029482,4.131719470024109e-05,0.17260130090674056,1.0659313102112976e-05,0.0944647570086839,288373,65.70720298029482,2194.3789030746084,
111,True,4624,0.08816221356391907,0.0028203143447171897,2.3102963723431458e-05,1.5162876934482483e-05,-0.0020826455947826616,-0.020065184507984668,-0.006095682467275765,0.2,289.0,1.0,0.0,0.4798109866678715,0.4798109866678715,3281699.90625,0.14855303708463907,0.14855303708463907,0.08099866289908357,-0.004013036901596934,0.11337365136289762,0.0028203143447171897,2.3102963723431458e-05,1.5162876934482483e-05,0.07851701229810715,-0.42147693783044815,0.0,0.0,0.2,0.2,0.2,3.0,0.703125,0.16639385919598929,188.79405784606934,198.16015625,263.5177993774414,5e-06,111,0,0.29175010323524475,0.9752500057220459,0.0,0.29175010323524475,0.9752500057220459,0.0,-0.04175008088350296,2.4748663902282715,-1.6187026500701904,-0.04175008088350296,2.4748663902282715,-1.6187026500701904,2635.1875,4096.0,127.0,0.46875,1825.984375,3468.0,116.0,2635.1875,4096.0,127.0,0.46875,0.0,383.3125,946.0,202.0,0.0,3,31,17.515625,0.5,0.5,2.625,8,2.334000587463379,8.0,8,8,3.4572556614875793e-05,1.2083182390779257,35.07137870788574,18.394353197538294,5.513429641723633e-06,0.09332437813282013,0.03040847962256521,35.07137870788574,0.02530401200056076,219,4096,127.0,4096.0,2635.1875,116.0,3468.0,1825.984375,3.0,31.0,17.515625,37.113488141447306,0.0001003798097372055,2.9537773337215185,0.003945700824260712,35.545565439388156,75.64466128870845,3.8430094718933105e-05,0.1100297895709725,1.0212286794612162e-05,0.09199924796926287,386368,75.64466128870845,2553.8352173021995,
112,True,7280,0.0918421521782875,0.0012727581524814013,3.812399722846749e-05,7.581524300803721e-06,-0.0025904956073645735,0.0,-0.0025904956073645735,0.2,455.0,1.0,0.0,0.8888507038354874,0.8888507038354874,6330026.125,0.0,0.0,0.09407806273390482,0.0,0.0,0.0012727581524814013,3.812399722846749e-05,7.581524300803721e-06,0.0,-0.7874562926590443,0.0,0.0,0.2,0.2,0.2,3.0,0.443359375,0.16634131126425455,188.79405784606934,198.16015625,264.1237258911133,5e-06,112,0,0.20222166180610657,0.9781249761581421,0.0,0.20222166180610657,0.9781249761581421,0.0,-0.021710079163312912,1.2409350872039795,-0.7242100238800049,-0.021710079163312912,1.2409350872039795,-0.7242100238800049,2360.203125,4096.0,108.0,0.4453125,1703.9609375,3478.0,97.0,2360.203125,4096.0,108.0,0.4453125,0.0,487.0625,1021.0,248.0,0.0,3,31,14.3046875,0.75,0.25,1.6875,8,1.6177735328674316,8.0,8,8,3.087148070335388e-05,0.9842057768255472,36.84361439011991,16.99661213750369,4.7497451305389404e-06,0.07470341213047504,0.022266997446422465,36.84361439011991,0.01277138665318489,387,4096,108.0,4096.0,2360.203125,97.0,3478.0,1703.9609375,3.0,31.0,14.3046875,38.88099937513471,0.00010616332292556763,2.8193020056933165,0.003011859953403473,33.61722437851131,75.3534162119031,4.0160492062568665e-05,0.12869985824556515,8.264123894645281e-06,0.09224097785296011,364450,75.3534162119031,2418.2712498071865,
113,True,12632,0.09523124247789383,0.0032870539398572873,0.00030183816443241085,7.281763600985869e-06,0.005677677072526421,-0.0676043409621343,-0.007843191404390382,0.2,789.5,1.0,0.0,1.006602555513382,1.006602555513382,7570242.28125,0.493728533067042,0.493728533067042,0.14518916894787814,-0.013520868192426861,0.30128185631783155,0.0032870539398572873,0.00030183816443241085,7.281763600985869e-06,0.2950735359918326,-0.874104306101799,0.0,0.0,0.2,0.2,0.2,3.0,0.9609375,0.1606376001107086,188.79405784606934,198.16015625,263.4935760498047,5e-06,113,0,0.40403637290000916,0.9937499761581421,0.0,0.40403637290000916,0.9937499761581421,0.0,-0.08107250183820724,2.4748663902282715,-2.473823070526123,-0.08107250183820724,2.4748663902282715,-2.473823070526123,2044.1640625,4096.0,118.0,0.2265625,1391.234375,3427.0,107.0,2044.1640625,4096.0,118.0,0.2265625,0.0,579.375,1008.0,215.0,0.0,3,31,13.7734375,0.4375,0.5625,3.4375,8,3.2322909832000732,8.0,8,8,5.53913414478302e-05,1.0704251173883677,34.3964670766145,13.524896000802983,5.112960934638977e-06,0.08480767905712128,0.023275083120097406,34.3964670766145,0.018010511994361877,215,4096,118.0,4096.0,2044.1640625,107.0,3427.0,1391.234375,3.0,31.0,13.7734375,36.45216999948025,9.488686919212341e-05,2.646709008142352,0.0030603911727666855,31.43812203966081,70.56951100192964,4.295632243156433e-05,0.13931493237027762,9.11337909124032e-06,0.09361794224660991,335813,70.56951100192964,2379.3065534407456,
114,True,8248,0.09576457738876343,0.0025902639208652545,-2.888263225031551e-05,3.6326111967355246e-06,0.0034778861627273727,-0.039242442697286606,-0.004370602644485189,0.2,515.5,1.0,0.0,1.0005236975848675,1.0005236975848675,7249757.90625,0.2866970505565405,0.2866970505565405,0.07870716752165008,-0.007848488539457323,0.1777393844256625,0.0025902639208652545,-2.888263225031551e-05,3.6326111967355246e-06,0.1714394949376583,-0.8767592646181583,0.0,0.0,0.2,0.2,0.2,3.0,0.5546875,0.1576905781123779,188.79405784606934,198.16015625,263.8067932128906,5e-06,114,0,0.3707859516143799,0.9897959232330322,0.0,0.3707859516143799,0.9897959232330322,0.0,-0.10666840523481369,2.474864959716797,-2.474860906600952,-0.10666840523481369,2.474864959716797,-2.474860906600952,1819.28125,4096.0,130.0,0.203125,1340.3359375,3480.0,119.0,1819.28125,4096.0,130.0,0.203125,0.0,469.375,847.0,249.0,0.0,3,31,12.7109375,0.4375,0.5625,3.3125,8,2.966287612915039,8.0,8,8,5.458667874336243e-05,1.2156045679003,33.697120267897844,13.171801493866951,3.7997961044311523e-06,0.10531320981681347,0.02171182267193217,33.697120267897844,0.031106647104024887,256,4096,130.0,4096.0,1819.28125,119.0,3480.0,1340.3359375,3.0,31.0,12.7109375,36.12590925395489,9.517185389995575e-05,2.371020805090666,0.003100993111729622,27.895278468728065,66.42373733595014,4.7830864787101746e-05,0.15513470830665824,1.0585472888463557e-05,0.09522262814126761,292948,66.42373733595014,2205.145417506111,
115,True,10912,0.09809134155511856,0.0034804607093974482,0.0001026296545205696,1.061199100149679e-05,0.0010186664603679674,-0.047706091187137645,-0.008522552048816578,0.2,682.0,1.0,0.0,0.9642498530447483,0.9642498530447483,7122372.65625,0.34925865283003077,0.34925865283003077,0.17807672094585125,-0.00954121823742753,0.29451647698132566,0.0034804607093974482,0.0001026296545205696,1.061199100149679e-05,0.22628967161290348,-0.8343567997217178,0.0,0.0,0.2,0.2,0.2,3.0,0.716796875,0.1534862554814554,188.79405784606934,198.16015625,263.7018928527832,5e-06,115,0,0.43766576051712036,0.993571400642395,0.0,0.43766576051712036,0.993571400642395,0.0,-0.1458614617586136,1.7323805093765259,-2.4748666286468506,-0.1458614617586136,1.7323805093765259,-2.4748666286468506,1354.8984375,4096.0,125.0,0.1015625,957.296875,3403.0,114.0,1354.8984375,4096.0,125.0,0.1015625,0.0,551.4375,904.0,220.0,0.0,3,31,9.5625,0.375,0.625,3.9375,8,3.5013256072998047,8.0,8,8,3.271177411079407e-05,1.158956490457058,31.56437173113227,9.12065084913047,3.7997961044311523e-06,0.08883355371654034,0.019497555651469156,31.56437173113227,0.0312306247651577,220,4096,125.0,4096.0,1354.8984375,114.0,3403.0,957.296875,3.0,31.0,9.5625,33.97198631986976,9.727105498313904e-05,2.0733727272599936,0.003117792308330536,23.311215614899993,59.407980067655444,3.6308541893959045e-05,0.19588637478518198,1.2777261305148275e-05,0.09553346207711945,244011,59.407980067655444,2053.688744526523,
116,True,9216,0.09602192789316177,0.0026812999894900713,-0.00017576825786136396,1.764277305937867e-05,0.0041205233574146405,-0.06143216518103145,-0.008165909915987868,0.2,576.0,1.0,0.0,0.9939636774361134,0.9939636774361134,7983386.9375,0.44710138952359557,0.44710138952359557,0.1346430553589429,-0.01228643303620629,0.32452538474876785,0.0026812999894900713,-0.00017576825786136396,1.764277305937867e-05,0.2444612653926015,-0.849350418895483,0.0,0.0,0.2,0.2,0.2,3.0,0.658203125,0.1613156885266916,188.79405784606934,198.16015625,263.8047981262207,5e-06,116,0,0.32078638672828674,0.987500011920929,0.0,0.32078638672828674,0.987500011920929,0.0,-0.12868721783161163,1.6201814413070679,-2.4748659133911133,-0.12868721783161163,1.6201814413070679,-2.4748659133911133,1945.125,4096.0,120.0,0.2890625,1443.078125,3567.0,109.0,1945.125,4096.0,120.0,0.2890625,0.0,536.5625,987.0,216.0,0.0,3,31,12.625,0.5,0.5,2.8125,8,2.566291093826294,8.0,8,8,5.719996988773346e-05,1.1118669603019953,35.55914695933461,14.06948175036814,4.855915904045105e-06,0.16476943716406822,0.022743287074263208,35.55914695933461,0.007914025336503983,216,4096,120.0,4096.0,1945.125,109.0,3567.0,1443.078125,3.0,31.0,12.625,37.73218661919236,8.942186832427979e-05,2.5551883596926928,0.0029437877237796783,29.6126508153975,69.93166309222579,3.935955464839935e-05,0.15154949320092043,9.26721901610446e-06,0.09322238778866919,317656,69.93166309222579,2271.188657283008,
117,True,8464,0.0972522497177124,0.001903529982882901,0.00010970517337227648,6.4076731405293685e-06,0.0014668624964997434,-0.02923303414718248,-0.004379744390462292,0.2,529.0,1.0,0.0,0.899221383035183,0.899221383035183,6052511.75,0.21333344944287091,0.21333344944287091,0.1380183115610462,-0.005846606829436496,0.19440007870849246,0.001903529982882901,0.00010970517337227648,6.4076731405293685e-06,0.13094886485487223,-0.7834208905696869,0.0,0.0,0.2,0.2,0.2,3.0,0.4931640625,0.15312421273229979,188.79405784606934,198.16015625,264.1795349121094,5e-06,117,0,0.263939768075943,0.9944897890090942,0.0,0.263939768075943,0.9944897890090942,0.0,-0.12465108186006546,2.4748663902282715,-2.474865436553955,-0.12465108186006546,2.4748663902282715,-2.474865436553955,1283.46875,4096.0,130.0,0.109375,899.109375,3244.0,119.0,1283.46875,4096.0,130.0,0.109375,0.0,564.9375,966.0,258.0,0.0,3,31,9.1875,0.625,0.375,2.25,8,2.111517906188965,8.0,8,8,3.548339009284973e-05,1.233898127451539,31.968881567940116,8.621142417716328,3.550201654434204e-06,0.07477465830743313,0.015697636030381545,31.968881567940116,0.021481674164533615,258,4096,130.0,4096.0,1283.46875,119.0,3244.0,899.109375,3.0,31.0,9.1875,34.25220401957631,9.044818580150604e-05,2.0584675054997206,0.002979520708322525,22.71527978591621,59.06412962451577,4.5277178287506104e-05,0.20849385222892255,1.2593284367962793e-05,0.09600872282674351,236596,59.06412962451577,2002.873838183133,
118,True,9952,0.09471531957387924,0.0027905202405236196,-3.2109863468576805e-05,1.1624175385804847e-05,-0.0043874710172531195,-0.04603831563144922,-0.013595134027127642,0.2,622.0,1.0,0.0,1.051401760429144,1.051401760429144,8706485.1875,0.33670225739479065,0.33670225739479065,0.12963817005684342,-0.009207663126289845,0.12962677694424374,0.0027905202405236196,-3.2109863468576805e-05,1.1624175385804847e-05,0.17789502535015345,-0.9081024900078773,0.0,0.0,0.2,0.2,0.2,3.0,0.7890625,0.15600353622833407,188.79405784606934,198.16015625,264.06104278564453,5e-06,118,0,0.3345623016357422,0.9944897890090942,0.0,0.3345623016357422,0.9944897890090942,0.0,-0.17191994190216064,1.637503981590271,-2.4747445583343506,-0.17191994190216064,1.637503981590271,-2.4747445583343506,1625.828125,4096.0,132.0,0.2109375,1187.6640625,3576.0,121.0,1625.828125,4096.0,132.0,0.2109375,0.0,545.5,981.0,219.0,0.0,3,31,10.9453125,0.5,0.5,2.75,8,2.6764984130859375,8.0,8,8,3.4246593713760376e-05,1.1954998038709164,34.346671817824244,11.452012160109007,3.548339009284973e-06,0.10664160922169685,0.020198716403683648,34.346671817824244,0.022516440600156784,784,4096,132.0,4096.0,1625.828125,121.0,3576.0,1187.6640625,3.0,31.0,10.9453125,36.66811255738139,9.442679584026337e-05,2.3036853298544884,0.0029739495366811752,26.62055535055697,65.62782784365118,3.9944425225257874e-05,0.1761992088521301,1.0700354537765535e-05,0.09578151099398038,277930,65.62782784365118,2117.470660937675,
119,True,9448,0.09552938491106033,0.002072713050438324,4.2581246816553175e-05,7.061455107759684e-06,-0.0031048927794472547,-0.044493772322312,-0.012003647250821814,0.2,590.5,1.0,0.0,0.7820882573723793,0.7820882573723793,5489496.40625,0.3222887320443988,0.3222887320443988,0.12291130032350908,-0.0088987544644624,0.22657401710229297,0.002072713050438324,4.2581246816553175e-05,7.061455107759684e-06,0.153943644836545,-0.680614061653614,0.0,0.0,0.2,0.2,0.2,3.0,0.7109375,0.16314382592663623,188.79405784606934,198.16015625,264.21884536743164,5e-06,119,0,0.17273683845996857,0.973437488079071,0.0,0.17273683845996857,0.973437488079071,0.0,-0.05644441023468971,2.4748663902282715,-2.4748663902282715,-0.05644441023468971,2.4748663902282715,-2.4748663902282715,2238.5234375,4096.0,96.0,0.3359375,1610.2109375,3655.0,85.0,2238.5234375,4096.0,96.0,0.3359375,0.0,519.25,1009.0,219.0,0.0,3,31,15.1484375,0.6875,0.3125,1.4375,8,1.381894826889038,8.0,8,8,3.42782586812973e-05,0.8596754316240549,38.26496850140393,15.945619989593979,4.0959566831588745e-06,0.08904489874839783,0.022874556336319074,38.26496850140393,0.0005885735154151917,253,4096,96.0,4096.0,2238.5234375,85.0,3655.0,1610.2109375,3.0,31.0,15.1484375,40.5443709269166,9.892135858535767e-05,2.742080507799983,0.0030438266694545746,32.72444097138941,76.04311242513359,3.8428232073783875e-05,0.14150081815551058,8.622860577216603e-06,0.09270511188937354,352995,76.04311242513359,2321.018884830186,
120,True,8288,0.09578964114189148,0.0014960036824049894,-0.00028009104971715715,5.774645046585647e-06,-0.0026195254758931696,-0.06498197163455188,-0.015615920128766447,0.2,518.0,1.0,0.0,0.9762132354080677,0.9762132354080677,6547202.46875,0.4752196203917265,0.4752196203917265,0.13044109295877504,-0.012996394326910377,0.202179612031456,0.0014960036824049894,-0.00028009104971715715,5.774645046585647e-06,0.1637280872091651,-0.8447031825780869,0.0,0.0,0.2,0.2,0.2,3.0,0.55859375,0.15664583156822728,188.79405784606934,198.16015625,264.561092376709,5e-06,120,0,0.1925736367702484,0.9859374761581421,0.0,0.1925736367702484,0.9859374761581421,0.0,-0.08106260746717453,2.4748635292053223,-2.398236036300659,-0.08106260746717453,2.4748635292053223,-2.398236036300659,1524.3828125,4096.0,108.0,0.2265625,1054.0625,3433.0,97.0,1524.3828125,4096.0,108.0,0.2265625,0.0,554.125,921.0,214.0,0.0,3,31,9.953125,0.6875,0.3125,1.8125,8,1.5405890941619873,8.0,8,8,3.181956708431244e-05,0.9660776946693659,32.281474348157644,10.200736063779914,3.287568688392639e-06,0.12423664703965187,0.016396759150666185,32.281474348157644,0.02649652771651745,214,4096,108.0,4096.0,1524.3828125,97.0,3433.0,1054.0625,3.0,31.0,9.953125,34.56978440657258,9.571947157382965e-05,2.268765265122056,0.003003634512424469,25.415388414636254,62.28493864275515,4.1248276829719543e-05,0.17717100879235234,1.128977937306462e-05,0.09552897554449089,266049,62.28493864275515,2135.741045888838,
121,True,9736,0.0980144739151001,0.0007739595021121204,-0.00010272688928125717,9.835194305196637e-06,0.002791676619381178,-0.045407322235405445,-0.006289787997957319,0.2,608.5,1.0,0.0,1.0108059681952,1.0108059681952,7139669.21875,0.33436035364866257,0.33436035364866257,0.15110436757042534,-0.00908146444708109,0.25589315351884834,0.0007739595021121204,-0.00010272688928125717,9.835194305196637e-06,0.12300472985953093,-0.8778820857405663,0.0,0.0,0.2,0.2,0.2,3.0,0.435546875,0.15802372998007275,188.79405784606934,198.16015625,263.9129219055176,5e-06,121,0,0.22419345378875732,0.9959183931350708,0.0,0.22419345378875732,0.9959183931350708,0.0,-0.05164968594908714,2.4748661518096924,-2.3142707347869873,-0.05164968594908714,2.4748661518096924,-2.3142707347869873,1674.1328125,4096.0,111.0,0.234375,1208.0703125,3481.0,100.0,1674.1328125,4096.0,111.0,0.234375,0.0,521.75,1007.0,214.0,0.0,3,31,11.546875,0.6875,0.3125,1.875,8,1.7935476303100586,8.0,8,8,5.819648504257202e-05,1.0009332746267319,34.794954715296626,11.702256067030248,4.470348358154297e-06,0.07587847486138344,0.018180660335929133,34.794954715296626,0.03716851770877838,276,4096,111.0,4096.0,1674.1328125,100.0,3481.0,1208.0703125,3.0,31.0,11.546875,36.902457986027,9.496137499809265e-05,2.300877757370472,0.0030208565294742584,26.67155239917338,65.90628422796726,4.324689507484436e-05,0.172208830066065,1.0747587030679782e-05,0.09489190494701867,281073,65.90628422796726,2132.36873609639,
122,True,4544,0.09636551886796951,0.0009208747505908832,9.595892640845705e-05,1.1398788956284989e-05,-0.0007333984976867214,0.0,-0.0007333984976867214,0.2,284.0,1.0,0.0,0.4663057513535023,0.4663057513535023,3580049.84375,0.0,0.0,0.08344493019818304,0.0,0.0,0.0009208747505908832,9.595892640845705e-05,1.1398788956284989e-05,0.0,-0.39212641492486,0.0,0.0,0.2,0.2,0.2,3.0,0.365234375,0.16662242245552594,188.79405784606934,198.16015625,264.0831718444824,5e-06,122,0,0.17239989340305328,0.9859374761581421,0.0,0.17239989340305328,0.9859374761581421,0.0,-0.032525915652513504,1.6442770957946777,-2.4732275009155273,-0.032525915652513504,1.6442770957946777,-2.4732275009155273,2601.71875,4096.0,143.0,0.453125,1862.453125,3454.0,129.0,2601.71875,4096.0,143.0,0.453125,0.0,447.0,988.0,216.0,0.0,3,31,15.8671875,0.75,0.25,1.5625,8,1.3791992664337158,8.0,8,8,5.839206278324127e-05,1.2763408087193966,36.55187772028148,18.836502876554732,4.438683390617371e-06,0.09400018118321896,0.03150281438138336,36.55187772028148,0.02072226069867611,415,4096,143.0,4096.0,2601.71875,129.0,3454.0,1862.453125,3.0,31.0,15.8671875,38.80481994524598,9.310431778430939e-05,2.9716903381049633,0.0029605720192193985,35.72329523600638,77.53585743531585,3.791786730289459e-05,0.11652399238858321,7.586619428293132e-06,0.09154279778392146,390236,77.53585743531585,2516.4872931569353,
123,True,8480,0.09266641736030579,0.0007887309984653257,-0.00010759380324998347,0.0,-0.001967535632502404,-0.013488591415807605,-0.004665253933126223,0.2,530.0,1.0,0.0,0.7399618625640869,0.7399618625640869,5050373.3125,0.10041249543428421,0.10041249543428421,0.1629781575604839,-0.002697718283161521,0.07326601204758063,0.0007887309984653257,-0.00010759380324998347,0.0,0.043517787009477615,-0.6434608139097691,0.0,0.0,0.2,0.2,0.2,3.0,0.3701171875,0.15930132729140023,188.79405784606934,198.16015625,264.22362518310547,5e-06,123,0,0.13749511539936066,0.957812488079071,0.0,0.13749511539936066,0.957812488079071,0.0,0.007081468589603901,1.207612156867981,-2.474621057510376,0.007081468589603901,1.207612156867981,-2.474621057510376,1692.546875,4096.0,121.0,0.2109375,1233.2265625,3584.0,110.0,1692.546875,4096.0,121.0,0.2109375,0.0,508.6875,995.0,209.0,0.0,3,31,12.2890625,0.8125,0.1875,1.1875,8,1.0999609231948853,8.0,8,8,6.15343451499939e-05,1.100432839244604,37.39030610397458,11.99325937901449,4.375353455543518e-06,0.08634653501212597,0.019425901176873595,37.39030610397458,0.0159695316106081,281,4096,121.0,4096.0,1692.546875,110.0,3584.0,1233.2265625,3.0,31.0,12.2890625,39.78302150964737,8.992291986942291e-05,2.327457642182708,0.0029960963875055313,26.48009922169149,68.6238134149462,3.737211227416992e-05,0.18363146104542605,1.0633580546091084e-05,0.09398171204257373,281758,68.6238134149462,2052.917099610158,
