step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_update_actor,timing_per_token_ms_adv,timing_per_token_ms_gen,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
597,0.07375465333461761,0.003998407919425517,7.6289109301797e-05,1.5102746829143143e-05,0.002048125141300261,1.21875,0.3194452034143488,205.23416471481323,209.826171875,159.42069625854492,5e-06,597,11,0.8031878471374512,0.9984375238418579,0.0,0.8031878471374512,0.9984375238418579,0.0,-0.10945457220077515,2.3544204235076904,-2.4726154804229736,-0.10945457220077515,2.3544204235076904,-2.4726154804229736,1921.40625,4096.0,301.0,0.1171875,1159.078125,2861.0,160.0,1921.40625,4096.0,301.0,0.1171875,0.0,275.0625,477.0,174.0,0.0,4,42,14.3125,0.0,1.0,6.9375,8,6.425502777099609,8.0,8,8,4.8084184527397156e-05,1.558231096714735,30.03392488695681,11.462696250993758,0.0,0.0,0.0,30.03392488695681,0.0,254,4096,32.14113150537014,9.403005242347717e-05,1.9669101294130087,0.0030226074159145355,13.375454219058156,47.50974555872381,4.777498543262482e-05,0.04757442421449968,1.0750947600248039e-05,0.1306868809684075,281148,47.50974555872381,2958.8455662479887,
598,0.07268787920475006,0.004633953183656558,-4.2883721107500605e-06,4.935902416036697e-05,0.01630823079676702,1.1328125,0.32039826380245034,205.23416471481323,209.826171875,159.08263397216797,5e-06,598,11,0.7289937734603882,0.995312511920929,0.0,0.7289937734603882,0.995312511920929,0.0,-0.1089610904455185,1.2849233150482178,-2.4744951725006104,-0.1089610904455185,1.2849233150482178,-2.4744951725006104,2060.140625,4096.0,296.0,0.1640625,1258.15625,3253.0,193.0,2060.140625,4096.0,296.0,0.1640625,0.0,284.75,472.0,174.0,0.0,4,42,16.59375,0.0625,0.9375,6.375,8,5.831950664520264,8.0,8,8,2.9774382710456848e-05,1.8769803028553724,30.183739852160215,12.392444965342293,0.0,0.0,0.0,30.183739852160215,0.0,178,4096,32.308850867673755,9.534507989883423e-05,2.1492813732475042,0.003126068040728569,14.332586808130145,48.81733264401555,4.466809332370758e-05,0.0477520500294195,1.0415158092157047e-05,0.12252216879791941,300146,48.81733264401555,3074.174516956064,
599,0.07431332021951675,0.0038901615771465003,0.00016684891807017266,2.256725110783009e-06,0.010813661428983323,1.390625,0.31850858443419716,205.23416471481323,209.826171875,159.36977767944336,5e-06,599,11,0.7597529888153076,0.9959183931350708,0.0,0.7597529888153076,0.9959183931350708,0.0,-0.09767336398363113,1.207446813583374,-2.4747393131256104,-0.09767336398363113,1.207446813583374,-2.4747393131256104,1687.1875,4096.0,243.0,0.15625,1092.0234375,3335.0,140.0,1687.1875,4096.0,243.0,0.15625,0.0,228.8125,358.0,174.0,0.0,4,42,13.6796875,0.125,0.875,6.625,8,6.078024387359619,8.0,8,8,4.478730261325836e-05,1.3633595947176218,32.79532123543322,10.785724930246943,0.0,0.0,0.0,32.79532123543322,0.0,254,4096,34.75303002074361,9.070895612239838e-05,1.7649365440011024,0.0031263362616300583,11.684816520661116,48.229042338207364,3.680400550365448e-05,0.04764490034846815,1.2747652423791665e-05,0.16092345814383963,245248,48.229042338207364,2542.534416090955,
600,0.073170967400074,0.004356960125733167,-7.048420923183585e-05,2.669987941317231e-05,0.008958776481449604,1.32421875,0.3224076560059662,205.23416471481323,209.826171875,159.00249099731445,5e-06,600,11,0.7169581651687622,0.9909999966621399,0.0,0.7169581651687622,0.9909999966621399,0.0,-0.13720709085464478,2.4748666286468506,-2.474823474884033,-0.13720709085464478,2.4748666286468506,-2.474823474884033,2196.09375,4096.0,252.0,0.171875,1376.6953125,3073.0,149.0,2196.09375,4096.0,252.0,0.171875,0.0,263.5,442.0,174.0,0.0,4,42,16.9296875,0.0625,0.9375,6.25,8,5.735665321350098,8.0,8,8,5.3552910685539246e-05,1.538665683940053,30.219170063734055,13.63075333541201,0.0,0.0,0.0,30.219170063734055,0.0,335,4096,32.265604520216584,0.00010267645120620728,2.190428340807557,0.0030235890299081802,14.969154899939895,49.46089357882738,3.806315362453461e-05,0.04754708888643924,9.60393938883511e-06,0.11478336720105509,314828,49.46089357882738,3182.5951496230928,
601,0.07381238788366318,0.004794968815986067,-0.00013564338280502852,2.070331811410142e-05,0.006803619093261659,1.16796875,0.3147410769745491,205.23416471481323,209.826171875,158.67846298217773,5e-06,601,12,0.8079730272293091,0.9938775300979614,0.0,0.8079730272293091,0.9938775300979614,0.0,-0.09918639808893204,2.4748661518096924,-2.4748196601867676,-0.09918639808893204,2.4748661518096924,-2.4748196601867676,1829.4375,4096.0,352.0,0.09375,1146.765625,2982.0,209.0,1829.4375,4096.0,352.0,0.09375,0.0,260.0625,482.0,174.0,0.0,4,42,14.3828125,0.0,1.0,7.0625,8,6.463784217834473,8.0,8,8,0.00012383237481117249,2.1606303602457047,28.307331897318363,11.179281393546262,0.0,0.0,0.0,28.307331897318363,0.0,221,4096,30.4581539593637,0.00016097724437713623,1.945001544430852,0.0036255884915590286,12.87089503183961,45.323879059404135,4.184059798717499e-05,0.04812341107262357,1.355583158186404e-05,0.1300696677571816,267456,45.323879059404135,2950.497679704957,
602,0.07767713069915771,0.0032229197095148265,5.364770515825512e-05,4.224938948027557e-05,0.00455166534811724,0.73046875,0.32058673122920656,205.23416471481323,209.826171875,158.40977096557617,5e-06,602,12,0.7778158187866211,0.9955000281333923,0.0,0.7778158187866211,0.9955000281333923,0.0,-0.04392269253730774,2.4748644828796387,-1.617234468460083,-0.04392269253730774,2.4748644828796387,-1.617234468460083,1839.4609375,4096.0,234.0,0.171875,1082.046875,3100.0,131.0,1839.4609375,4096.0,234.0,0.171875,0.0,242.875,362.0,174.0,0.0,4,41,13.3515625,0.0625,0.9375,6.8125,8,6.222526550292969,8.0,8,8,3.402493894100189e-05,1.359316486865282,31.969250155612826,10.688164955136017,0.0,0.0,0.0,31.969250155612826,0.0,207,4096,33.97555949538946,9.978748857975006e-05,1.9233734365552664,0.003294697031378746,12.635777225717902,48.56648078374565,3.7264078855514526e-05,0.04740686063096921,1.2361031711602227e-05,0.14429991588648788,266539,48.56648078374565,2744.0633508821784,
603,0.07029277831315994,0.0034804028691723943,0.00011364690766413332,2.036734531429829e-05,0.010803676006617025,0.84375,0.32724592626991555,205.23416471481323,209.826171875,158.83237838745117,5e-06,603,12,0.679794192314148,0.996874988079071,0.0,0.679794192314148,0.996874988079071,0.0,-0.07534100115299225,1.6729122400283813,-1.6201391220092773,-0.07534100115299225,1.6729122400283813,-1.6201391220092773,2448.4375,4096.0,356.0,0.2890625,1542.2109375,3401.0,268.0,2448.4375,4096.0,356.0,0.2890625,0.0,250.25,368.0,178.0,0.0,4,41,18.2109375,0.125,0.875,5.8125,8,5.438353538513184,8.0,8,8,3.226287662982941e-05,2.5917767882347107,33.58206089399755,15.479786877025617,0.0,0.0,0.0,33.58206089399755,0.0,304,4096,35.85944546945393,0.00011291354894638062,2.4843040239065886,0.0031398292630910873,16.314686182886362,54.70266388915479,3.968179225921631e-05,0.0472298055272423,9.089572660005696e-06,0.1144206939038096,345432,54.70266388915479,3157.359947771067,
604,0.07624754309654236,0.004254281520843506,-0.00011586873620217375,2.9151354738132795e-05,0.008843332718242891,0.890625,0.3177590312951203,205.23416471481323,209.826171875,158.68536758422852,5e-06,604,12,0.8285707235336304,0.9938775300979614,0.0,0.8285707235336304,0.9938775300979614,0.0,-0.09639322012662888,1.6355764865875244,-2.474747657775879,-0.09639322012662888,1.6355764865875244,-2.474747657775879,2033.375,4096.0,382.0,0.0859375,1313.40625,3214.0,157.0,2033.375,4096.0,382.0,0.0859375,0.0,262.75,439.0,167.0,0.0,4,42,15.4375,0.0,1.0,7.125,8,6.628565788269043,8.0,8,8,4.867464303970337e-05,1.6248549800366163,32.183438524603844,13.048097614751896,0.0,0.0,0.0,32.183438524603844,0.0,325,4096,34.08923142775893,0.00011799857020378113,2.0671376809477806,0.0031529366970062256,14.01629993505776,50.21101437881589,3.7493184208869934e-05,0.047690061840117044,1.072777742734439e-05,0.13097540814132497,293904,50.21101437881589,2926.6885327455025,
605,0.06924083828926086,0.0039152079552877694,-0.0001260273295429215,2.1107159909661277e-05,-0.009534078439173754,0.92578125,0.32187054922287606,205.23416471481323,209.826171875,158.61224365234375,5e-06,605,12,0.6278751492500305,0.995312511920929,0.0,0.6278751492500305,0.995312511920929,0.0,-0.08691425621509552,2.4748663902282715,-2.4748666286468506,-0.08691425621509552,2.4748663902282715,-2.4748666286468506,2524.3671875,4096.0,486.0,0.3125,1599.8828125,3381.0,184.0,2524.3671875,4096.0,486.0,0.3125,0.0,264.25,391.0,205.0,0.0,4,42,19.1640625,0.125,0.875,5.3125,8,5.023001194000244,8.0,8,8,3.265775740146637e-05,1.7794023510068655,32.92206725850701,16.095531958140782,0.0,0.0,0.0,32.92206725850701,0.0,216,4096,34.95656346529722,9.172782301902771e-05,2.4859074857085943,0.0030029024928808212,17.265642151236534,54.734528582543135,3.687664866447449e-05,0.04837086636027751,8.412834802421734e-06,0.10818479713448365,356943,54.734528582543135,3260.6748358278755,
606,0.07885251939296722,0.004398426593979821,-0.00017152790292129794,5.224891310717794e-05,0.017446105237468146,0.892578125,0.31177035157908306,205.23416471481323,209.826171875,158.7985496520996,5e-06,606,12,0.8213706612586975,0.9959183931350708,0.0,0.8213706612586975,0.9959183931350708,0.0,-0.08837030827999115,1.2127996683120728,-1.616913080215454,-0.08837030827999115,1.2127996683120728,-1.616913080215454,1654.3984375,4096.0,336.0,0.1015625,1056.03125,3056.0,208.0,1654.3984375,4096.0,336.0,0.1015625,0.0,307.25,528.0,167.0,0.0,4,42,12.96875,0.0,1.0,6.9375,8,6.570964813232422,8.0,8,8,4.482455551624298e-05,2.1579277478158474,30.69155860505998,10.31337227865879,0.0,0.0,0.0,30.69155860505998,0.0,401,4096,33.19068599678576,0.00012066960334777832,1.786556750535965,0.003065194934606552,12.111484484747052,47.126373836770654,3.8836151361465454e-05,0.04823543848543776,1.2207506181450359e-05,0.1567350575727854,251091,47.126373836770654,2664.0178265114537,
607,0.07898862659931183,0.005463730951305479,2.832863356161397e-05,1.0481513072591042e-05,0.011714920168742537,1.23828125,0.2979246723105342,205.23416471481323,209.826171875,158.64699172973633,5e-06,607,12,0.8784518837928772,0.996874988079071,0.0,0.8784518837928772,0.996874988079071,0.0,-0.15232719480991364,1.2963186502456665,-2.4747517108917236,-0.15232719480991364,1.2963186502456665,-2.4747517108917236,1163.015625,4096.0,320.0,0.0234375,759.3359375,2687.0,163.0,1163.015625,4096.0,320.0,0.0234375,0.0,225.3125,365.0,174.0,0.0,4,42,9.8828125,0.0,1.0,7.5625,8,7.027614593505859,8.0,8,8,4.672445356845856e-05,1.6808751598000526,25.981462771072984,7.398183822428109,0.0,0.0,0.0,25.981462771072984,0.0,216,4012,27.99974501505494,9.478628635406494e-05,1.3171617146581411,0.002986207604408264,8.650800136849284,37.99424007162452,3.529898822307587e-05,0.04868040548349118,1.6804202471544373e-05,0.18808690375945442,177706,37.99424007162452,2338.591318907801,
608,0.07549998909235,0.004156150098424405,-3.688255287670472e-05,1.9755803577936604e-05,0.004366007400676608,0.87890625,0.3177520322815762,205.23416471481323,209.826171875,159.02972793579102,5e-06,608,12,0.7172034978866577,0.9959183931350708,0.0,0.7172034978866577,0.9959183931350708,0.0,-0.10131615400314331,2.4748637676239014,-2.474832773208618,-0.10131615400314331,2.4748637676239014,-2.474832773208618,1918.6953125,4096.0,292.0,0.15625,1192.4140625,3235.0,145.0,1918.6953125,4096.0,292.0,0.15625,0.0,283.75,472.0,160.0,0.0,4,42,15.671875,0.0625,0.9375,6.25,8,5.737627983093262,8.0,8,8,4.430115222930908e-05,1.5383823122829199,30.882228458300233,11.785584921832196,0.0,0.0,0.0,30.882228458300233,0.0,254,4096,33.08798570930958,9.207241237163544e-05,1.9877762515097857,0.003154126927256584,13.472405593842268,48.57451347634196,4.322826862335205e-05,0.04778923140771184,1.1188298969031525e-05,0.1347269087853057,281913,48.57451347634196,2901.8612830502634,
609,0.072962686419487,0.004164934245636687,-6.969449259486282e-05,3.963457425015804e-05,0.01737790096376557,1.0625,0.3194731239083024,205.23416471481323,209.826171875,158.4993133544922,5e-06,609,12,0.7497721910476685,0.995312511920929,0.0,0.7497721910476685,0.995312511920929,0.0,-0.1488911360502243,1.664085865020752,-2.474865436553955,-0.1488911360502243,1.664085865020752,-2.474865436553955,1881.1328125,4096.0,476.0,0.15625,1161.65625,3359.0,270.0,1881.1328125,4096.0,476.0,0.15625,0.0,265.625,554.0,174.0,0.0,4,42,14.390625,0.0625,0.9375,6.5625,8,5.998177528381348,8.0,8,8,4.9876049160957336e-05,2.7970542274415493,33.62206385657191,11.38853754082811,0.0,0.0,0.0,33.62206385657191,0.0,254,4096,35.58562912978232,0.00010527297854423523,1.9226529225707054,0.003046749159693718,13.021666033193469,50.55663366615772,3.966502845287323e-05,0.04738856208742642,1.1087756463030071e-05,0.14779005805919107,274785,50.55663366615772,2717.5958927022,
610,0.07588480412960052,0.0049477080756332725,6.132988346507773e-06,3.3141923040602705e-05,0.01653906746651046,1.078125,0.3065159909869183,205.23416471481323,209.826171875,158.91059112548828,5e-06,610,12,0.8429751992225647,0.9984375238418579,0.0,0.8429751992225647,0.9984375238418579,0.0,-0.13165868818759918,2.4748640060424805,-2.4747517108917236,-0.13165868818759918,2.4748640060424805,-2.4747517108917236,1170.9375,4096.0,278.0,0.1015625,751.671875,2859.0,175.0,1170.9375,4096.0,278.0,0.1015625,0.0,264.1875,429.0,174.0,0.0,4,42,9.3671875,0.0,1.0,7.125,8,6.743801116943359,8.0,8,8,3.2845884561538696e-05,1.7202523425221443,28.155128102749586,7.316177856424474,0.0,0.0,0.0,28.155128102749586,0.0,330,4096,30.204293616116047,9.722821414470673e-05,1.3588980659842491,0.0029995739459991455,8.896028382703662,40.485708344727755,3.692135214805603e-05,0.048427991805502904,1.6329010680685183e-05,0.2015231759815589,183696,40.485708344727755,2268.652414771468,
611,0.0719834640622139,0.0040447554201819,-3.9328222555923276e-05,3.437481109358487e-05,0.024523189073079266,1.44140625,0.32413918981514145,205.23416471481323,209.826171875,158.76594924926758,5e-06,611,12,0.6727644801139832,0.9938775300979614,0.0,0.6727644801139832,0.9938775300979614,0.0,-0.09430333226919174,2.4748663902282715,-2.4748661518096924,-0.09430333226919174,2.4748663902282715,-2.4748661518096924,2203.703125,4096.0,344.0,0.21875,1407.875,3343.0,241.0,2203.703125,4096.0,344.0,0.21875,0.0,248.1875,472.0,174.0,0.0,4,42,16.640625,0.125,0.875,6.0625,8,5.382116317749023,8.0,8,8,3.354810178279877e-05,2.321568423882127,34.22895156033337,13.789774926000973,0.0,0.0,0.0,34.22895156033337,0.0,222,4096,36.252850737422705,8.814781904220581e-05,2.2054178323596716,0.003108205273747444,14.936300709843636,53.421586288139224,3.8178637623786926e-05,0.04759178411380133,9.903726313710223e-06,0.12852248253090573,313842,53.421586288139224,2937.408094803054,
612,0.08009866625070572,0.005846471060067415,-3.899954924690974e-05,4.083961130163516e-05,0.00290073046926409,1.23046875,0.30947998973892477,205.23416471481323,209.826171875,158.9568862915039,5e-06,612,12,0.8629974126815796,0.9918367266654968,0.0,0.8629974126815796,0.9918367266654968,0.0,-0.07925093919038773,2.4748663902282715,-2.474860429763794,-0.07925093919038773,2.4748663902282715,-2.474860429763794,1503.3125,4096.0,238.0,0.09375,920.15625,2615.0,135.0,1503.3125,4096.0,238.0,0.09375,0.0,268.625,477.0,178.0,0.0,4,42,11.6328125,0.0,1.0,7.1875,8,6.9039788246154785,8.0,8,8,3.127381205558777e-05,1.4037197828292847,24.889179168269038,8.970338450264535,0.0,0.0,0.0,24.889179168269038,0.0,292,4096,27.239498522132635,9.281374514102936e-05,1.6630358025431633,0.00308830663561821,10.976810364052653,39.91627344675362,3.932788968086243e-05,0.04839692763946886,1.3616391995071646e-05,0.1415597769619831,226808,39.91627344675362,2841.046776354898,
613,0.07580562680959702,0.00458860321668908,-0.0001678845947026275,6.548757301061414e-05,0.007525171036832035,1.064453125,0.31253140078007813,205.23416471481323,209.826171875,158.7742691040039,5e-06,613,12,0.8571251630783081,0.995312511920929,0.0,0.8571251630783081,0.995312511920929,0.0,-0.10786841809749603,2.4748661518096924,-2.4240260124206543,-0.10786841809749603,2.4748661518096924,-2.4240260124206543,1572.5390625,4096.0,296.0,0.0546875,911.109375,2934.0,187.0,1572.5390625,4096.0,296.0,0.0546875,0.0,272.75,500.0,174.0,0.0,4,42,11.859375,0.0,1.0,7.375,8,6.857001304626465,8.0,8,8,2.8945505619049072e-05,1.837197232991457,29.042502174153924,9.045666478894418,0.0,0.0,0.0,29.042502174153924,0.0,256,4096,31.220744110643864,9.10833477973938e-05,1.6856374125927687,0.003247693181037903,11.214336980134249,44.1475933752954,3.649294376373291e-05,0.047478744353798945,1.3749934084844019e-05,0.15510715706905068,236197,44.1475933752954,2675.083531644714,
614,0.07232463359832764,0.0036994991241954267,0.0001886293801476313,2.1922918222117005e-05,0.008896499348338693,1.07421875,0.3182720450153409,205.23416471481323,209.826171875,159.19898986816406,5e-06,614,12,0.7603687644004822,0.9921875,0.0,0.7603687644004822,0.9921875,0.0,-0.0878748819231987,2.437365770339966,-2.474822759628296,-0.0878748819231987,2.437365770339966,-2.474822759628296,1620.3984375,4096.0,273.0,0.1171875,983.9609375,2625.0,170.0,1620.3984375,4096.0,273.0,0.1171875,0.0,250.125,365.0,174.0,0.0,4,42,13.96875,0.125,0.875,6.625,8,6.082950115203857,8.0,8,8,3.5451725125312805e-05,1.6502884477376938,25.997406465932727,9.735369586123852,0.0,0.0,0.0,25.997406465932727,0.0,331,4096,27.896324517205358,8.845329284667969e-05,1.7101450730115175,0.00307375006377697,11.321756901219487,40.95437114313245,3.9735808968544006e-05,0.04728688452521849,1.2837942520170949e-05,0.13449780637095118,239427,40.95437114313245,2923.094572289007,
615,0.07458366453647614,0.004094779316801578,0.00011269714104855666,2.2663501226816152e-05,0.006600740787689574,0.775390625,0.32250856068568157,205.23416471481323,209.826171875,158.80015182495117,5e-06,615,12,0.6947528719902039,0.9921875,0.0,0.6947528719902039,0.9921875,0.0,-0.08249253779649734,1.21697998046875,-2.4747891426086426,-0.08249253779649734,1.21697998046875,-2.4747891426086426,2038.03125,4096.0,249.0,0.21875,1257.796875,3055.0,146.0,2038.03125,4096.0,249.0,0.21875,0.0,275.375,481.0,160.0,0.0,4,42,16.015625,0.125,0.875,6.125,8,5.558023452758789,8.0,8,8,4.366971552371979e-05,1.5394354611635208,29.18129792995751,12.385321122652385,0.0,0.0,0.0,29.18129792995751,0.0,401,4096,31.143319711089134,9.413622319698334e-05,2.1156459357589483,0.003229362890124321,14.142022365704179,47.4379267282784,3.869645297527313e-05,0.04775838646241398,1.0905735894461363e-05,0.11938344185982618,296116,47.4379267282784,3121.0891835148564,
616,0.07522530108690262,0.0034759632544592023,-0.00014344586332981635,2.95178633678006e-05,0.02072094625327736,0.98828125,0.3191842995037303,205.23416471481323,209.826171875,159.26198959350586,5e-06,616,12,0.6801173686981201,0.9906250238418579,0.0,0.6801173686981201,0.9906250238418579,0.0,-0.17110233008861542,2.474745750427246,-2.47473406791687,-0.17110233008861542,2.474745750427246,-2.47473406791687,1838.796875,4096.0,488.0,0.1484375,1145.7265625,3078.0,282.0,1838.796875,4096.0,488.0,0.1484375,0.0,256.0625,440.0,160.0,0.0,4,42,16.203125,0.0625,0.9375,5.9375,8,5.440938949584961,8.0,8,8,4.50965017080307e-05,2.7411286532878876,32.101799665018916,11.354504309987533,0.0,0.0,0.0,32.101799665018916,0.0,262,4096,33.99163655564189,8.686445653438568e-05,1.8950491081923246,0.003068516030907631,12.724896751344204,48.6379927713424,4.408136010169983e-05,0.04745581352919052,1.1443623270161448e-05,0.14442033494915107,268142,48.6379927713424,2756.5076673763333,
617,0.07380960881710052,0.0051693705609068274,-0.00010693164904296282,8.395363693125546e-06,0.010561853792751208,0.8046875,0.3112633127275708,205.23416471481323,209.826171875,158.8668670654297,5e-06,617,12,0.8352413773536682,0.9979591965675354,0.0,0.8352413773536682,0.9979591965675354,0.0,-0.08184856921434402,1.409799337387085,-2.4584295749664307,-0.08184856921434402,1.409799337387085,-2.4584295749664307,1449.453125,4096.0,297.0,0.0390625,918.6484375,3422.0,198.0,1449.453125,4096.0,297.0,0.0390625,0.0,283.0,419.0,174.0,0.0,4,42,11.2734375,0.0,1.0,7.375,8,6.6819305419921875,8.0,8,8,4.688464105129242e-05,2.058924373239279,30.728735046461225,8.925866699719336,0.0,0.0,0.0,30.728735046461225,0.0,287,4096,32.739349672570825,8.93324613571167e-05,1.5842197369784117,0.003015739843249321,10.531388552859426,44.88089787401259,4.210136830806732e-05,0.04749131268369195,1.3599483406158721e-05,0.17646391242694348,221754,44.88089787401259,2470.471965851672,
618,0.07667553424835205,0.004870140342973173,-2.4916249685702496e-05,3.099400782957673e-05,0.026592424750560895,1.30859375,0.30934688749576233,205.23416471481323,209.826171875,159.37786865234375,5e-06,618,12,0.7775167226791382,0.987500011920929,0.0,0.7775167226791382,0.987500011920929,0.0,-0.18783922493457794,2.474865198135376,-2.4690334796905518,-0.18783922493457794,2.474865198135376,-2.4690334796905518,1645.9921875,4096.0,258.0,0.15625,1075.7890625,3275.0,155.0,1645.9921875,4096.0,258.0,0.15625,0.0,254.5625,480.0,174.0,0.0,4,42,13.0,0.0,1.0,6.6875,8,6.2201337814331055,8.0,8,8,3.047659993171692e-05,1.5392860975116491,31.816757313907146,10.52665978539153,0.0,0.0,0.0,31.816757313907146,0.0,177,4096,34.08953984826803,9.07164067029953e-05,1.7469977866858244,0.00301440991461277,11.797027256339788,47.65979143977165,3.7649646401405334e-05,0.048493356200861544,1.239116012435831e-05,0.1618018190408902,243271,47.65979143977165,2552.1618187043996,
619,0.07445436716079712,0.003985915129305795,5.061388037574943e-06,2.675907308002934e-05,0.009356970083899796,1.041015625,0.3141591564128354,205.23416471481323,209.826171875,159.18476104736328,5e-06,619,12,0.7804931402206421,0.995312511920929,0.0,0.7804931402206421,0.995312511920929,0.0,-0.06706107407808304,2.474865436553955,-2.474754810333252,-0.06706107407808304,2.474865436553955,-2.474754810333252,1557.859375,4096.0,270.0,0.1796875,1004.0,3223.0,137.0,1557.859375,4096.0,270.0,0.1796875,0.0,240.125,495.0,174.0,0.0,4,42,12.0,0.0625,0.9375,6.5625,8,6.243945121765137,8.0,8,8,2.9729679226875305e-05,1.4131949357688427,33.712970515713096,9.80546166174463,0.0,0.0,0.0,33.712970515713096,0.0,370,4096,35.85459758527577,8.755363523960114e-05,1.6957456823438406,0.0030451975762844086,11.120812561362982,48.69766294956207,3.937073051929474e-05,0.04832152567268461,1.3231820251342252e-05,0.17980701476021668,230142,48.69766294956207,2362.967605225392,
620,0.07762086391448975,0.00387168035376817,-0.00018086059321831272,9.545081866235705e-06,-0.0034372341469861567,0.443359375,0.31221032208928284,205.23416471481323,209.826171875,159.70905303955078,5e-06,620,12,0.8459616899490356,0.9921875,0.0,0.8459616899490356,0.9921875,0.0,-0.0032214627135545015,1.22377347946167,-0.7244847416877747,-0.0032214627135545015,1.22377347946167,-0.7244847416877747,1267.65625,4096.0,309.0,0.1015625,827.140625,3261.0,210.0,1267.65625,4096.0,309.0,0.1015625,0.0,320.0,477.0,215.0,0.0,4,39,9.6328125,0.0625,0.9375,7.1875,8,6.767693996429443,8.0,8,8,3.2432377338409424e-05,2.164908016100526,33.489332016557455,8.086422678272356,0.0,0.0,0.0,33.489332016557455,0.0,265,4096,35.67494976706803,9.150430560112e-05,1.4787103366106749,0.0029663406312465668,9.62142301723361,46.80093412287533,3.812648355960846e-05,0.04734486279516588,1.4596696345077092e-05,0.21986287296356483,203220,46.80093412287533,2171.110511025786,
621,0.0758873000741005,0.004433237510966137,0.00010416552868264262,4.1560916770322365e-05,0.01684764469973743,1.16015625,0.3098544093247461,205.23416471481323,209.826171875,159.01507568359375,5e-06,621,12,0.8379065990447998,0.9959183931350708,0.0,0.8379065990447998,0.9959183931350708,0.0,-0.11637689918279648,2.4748661518096924,-2.4743895530700684,-0.11637689918279648,2.4748661518096924,-2.4743895530700684,1433.0703125,4096.0,268.0,0.078125,935.09375,3494.0,165.0,1433.0703125,4096.0,268.0,0.078125,0.0,252.375,444.0,174.0,0.0,4,42,10.828125,0.0,1.0,7.25,8,6.703252792358398,8.0,8,8,3.142841160297394e-05,1.5919712726026773,34.94268134981394,9.081828713271534,0.0,0.0,0.0,34.94268134981394,0.0,260,4096,36.868731647729874,9.179115295410156e-05,1.5512213576585054,0.003018006682395935,10.387566385790706,48.842869490385056,4.205852746963501e-05,0.04814921124234928,1.3989286410749825e-05,0.20099290557167943,215737,48.842869490385056,2208.479991562216,
622,0.07785522192716599,0.004904352070298046,-0.00010416360828457982,3.639603892224841e-05,0.006576154672075063,0.751953125,0.3133140203163438,205.23416471481323,209.826171875,159.0211410522461,5e-06,622,12,0.8296478986740112,0.996874988079071,0.0,0.8296478986740112,0.996874988079071,0.0,-0.06295578926801682,1.6201812028884888,-2.4747061729431152,-0.06295578926801682,1.6201812028884888,-2.4747061729431152,1738.5,4096.0,353.0,0.078125,1111.1328125,3233.0,181.0,1738.5,4096.0,353.0,0.078125,0.0,259.5625,368.0,174.0,0.0,4,42,13.96875,0.0,1.0,7.0625,8,6.63718318939209,8.0,8,8,3.472715616226196e-05,1.7652628608047962,31.741578362882137,10.893346700948314,0.0,0.0,0.0,31.741578362882137,0.0,298,4096,33.83846861496568,0.00010234862565994263,1.8112865444272757,0.003206120803952217,12.215997070074081,47.89651891589165,3.970041871070862e-05,0.04776501090929526,1.2536053692452912e-05,0.1520638688837615,255752,47.89651891589165,2669.839121806655,
