step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_update_actor,timing_per_token_ms_adv,timing_per_token_ms_gen,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
11,0.12238465994596481,0.0022492387506645173,-1.8381967436198465e-05,8.481654958814033e-06,0.009825719287618995,0.580078125,0.33961710241238585,205.23416471481323,209.826171875,153.93083953857422,5e-06,11,0,0.2991378605365753,0.996874988079071,0.0,0.2991378605365753,0.996874988079071,0.0,-0.10439428687095642,2.4748666286468506,-1.2076122760772705,-0.10439428687095642,2.4748666286468506,-1.2076122760772705,3467.625,4096.0,839.0,0.6875,2531.4609375,3622.0,402.0,3467.625,4096.0,839.0,0.6875,0.0,257.9375,475.0,160.0,0.0,4,37,19.78125,0.375,0.625,2.5,8,2.3931028842926025,8.0,8,8,3.3775344491004944e-05,4.174661019816995,39.43640378303826,26.47413400511141,0.0,0.0,0.0,39.43640378303826,0.0,177,4096,41.33399299159646,9.487569332122803e-05,3.2026088051497936,0.003054998815059662,22.09371512569487,66.65717975050211,3.877468407154083e-05,0.046330493561573906,6.406328773884107e-06,0.09312478144172087,476872,66.65717975050211,3577.049027463601,
12,0.12344637513160706,0.003716611216077581,-7.854039449739503e-05,9.927110227181402e-06,-0.0020414863247424364,0.83984375,0.3302284084033871,205.23416471481323,209.826171875,153.92169189453125,5e-06,12,0,0.420508474111557,0.9897959232330322,0.0,0.420508474111557,0.9897959232330322,0.0,-0.14653624594211578,2.4748666286468506,-2.4748663902282715,-0.14653624594211578,2.4748666286468506,-2.4748663902282715,2985.84375,4096.0,691.0,0.5390625,2246.671875,3544.0,525.0,2985.84375,4096.0,691.0,0.5390625,0.0,254.4375,477.0,167.0,0.0,6,42,17.78125,0.125,0.875,3.6875,8,3.364068031311035,8.0,8,8,3.298930823802948e-05,5.176932629197836,37.50760236568749,23.137427118126652,0.0,0.0,0.0,37.50760236568749,0.0,218,4096,39.51130589284003,9.128078818321228e-05,2.844946004450321,0.0029878076165914536,19.734904196113348,62.118783202022314,4.0689483284950256e-05,0.047581961915230515,7.203771896226826e-06,0.10338185890933266,414756,62.118783202022314,3338.4105307659775,
13,0.12825071811676025,0.004649338428862393,0.00016972289859040757,1.3575725233749836e-05,-0.003034477587789297,0.7421875,0.32632375432839933,205.23416471481323,209.826171875,153.59734344482422,5e-06,13,0,0.6033115386962891,0.9944897890090942,0.0,0.6033115386962891,0.9944897890090942,0.0,-0.17555132508277893,2.474864959716797,-2.474813938140869,-0.17555132508277893,2.474864959716797,-2.474813938140869,2623.09375,4096.0,586.0,0.3671875,1936.296875,3509.0,487.0,2623.09375,4096.0,586.0,0.3671875,0.0,261.125,456.0,167.0,0.0,4,37,15.1015625,0.0625,0.9375,5.0625,8,4.8264923095703125,8.0,8,8,3.0724331736564636e-05,5.03084497153759,37.87165345624089,19.620174096067785,0.0,0.0,0.0,37.87165345624089,0.0,221,4096,39.84922373481095,9.005144238471985e-05,2.5771258287131786,0.0030584875494241714,17.510780163109303,59.9725792799145,3.6811456084251404e-05,0.047431551446744956,8.284542904339812e-06,0.11868506812926932,369180,59.9725792799145,3077.906640273871,
14,0.11937697231769562,0.003590417472878471,-1.7129779735114425e-05,6.4957409904309316e-06,-0.004145937971770763,0.7734375,0.33250342277349865,205.23416471481323,209.826171875,153.41477584838867,5e-06,14,0,0.43277251720428467,0.9955000281333923,0.0,0.43277251720428467,0.9955000281333923,0.0,-0.17465487122535706,2.4748661518096924,-2.4747958183288574,-0.17465487122535706,2.4748661518096924,-2.4747958183288574,3133.09375,4096.0,713.0,0.546875,2305.6953125,3631.0,349.0,3133.09375,4096.0,713.0,0.546875,0.0,267.0,477.0,160.0,0.0,4,42,18.375,0.1875,0.8125,3.625,8,3.4621801376342773,8.0,8,8,4.967302083969116e-05,3.384812952950597,41.13093559630215,23.809398788333056,0.0,0.0,0.0,41.13093559630215,0.0,216,4096,43.064748572185636,8.676014840602875e-05,2.9464298244565725,0.003036925569176674,20.53935568407178,66.57657023519278,4.024244844913483e-05,0.047193909368472786,6.978037299469394e-06,0.10738374752437596,435212,66.57657023519278,3268.50721254145,
15,0.12013767659664154,0.002545406561694108,-4.2719950329228595e-05,1.0909307434303628e-05,0.018294301349669695,0.626953125,0.3367511974249719,205.23416471481323,209.826171875,153.94320678710938,5e-06,15,0,0.3060363829135895,0.9979591965675354,0.0,0.3060363829135895,0.9979591965675354,0.0,-0.14353354275226593,2.4748661518096924,-1.620151400566101,-0.14353354275226593,2.4748661518096924,-1.620151400566101,3404.921875,4096.0,735.0,0.6640625,2478.15625,3496.0,525.0,3404.921875,4096.0,735.0,0.6640625,0.0,265.0625,439.0,174.0,0.0,6,42,18.828125,0.3125,0.6875,2.625,8,2.448291063308716,8.0,8,8,2.9634684324264526e-05,5.1938820239156485,38.72990451566875,26.120490014669485,0.0,0.0,0.0,38.72990451566875,0.0,178,4096,40.872477473691106,0.00010017305612564087,3.1741819474846125,0.0036958083510398865,21.990849550813437,66.06551014259458,5.226396024227142e-05,0.04681314538722797,7.867472935085484e-06,0.09378078028977148,469758,66.06551014259458,3555.2438707131982,
16,0.12331100553274155,0.004735335969598964,-4.3812447415803035e-05,2.9231559892650694e-06,0.004825851414352655,0.828125,0.3251091896966506,205.23416471481323,209.826171875,154.16659927368164,5e-06,16,0,0.5814869999885559,0.9938775300979614,0.0,0.5814869999885559,0.9938775300979614,0.0,-0.25956860184669495,2.4748661518096924,-2.4748663902282715,-0.25956860184669495,2.4748661518096924,-2.4748663902282715,2625.1484375,4096.0,519.0,0.375,1891.8046875,3444.0,420.0,2625.1484375,4096.0,519.0,0.375,0.0,268.375,500.0,174.0,0.0,4,37,16.109375,0.0625,0.9375,5.125,8,4.6518964767456055,8.0,8,8,4.544295370578766e-05,4.543972015380859,36.024291183799505,19.23802870424697,0.0,0.0,0.0,36.024291183799505,0.0,174,4096,38.02908258140087,0.00011315569281578064,2.563213177025318,0.0035551227629184723,17.6574517916888,58.279884189367294,4.168972373008728e-05,0.047675038789993816,9.598815141894134e-06,0.11317539359798366,370371,58.279884189367294,3177.520041019327,
17,0.12269145250320435,0.0033400872271158732,-9.725320924758307e-05,6.723806563968537e-06,-0.0030535372789017856,0.73828125,0.3344811551025656,205.23416471481323,209.826171875,153.56285095214844,5e-06,17,0,0.48021748661994934,0.995312511920929,0.0,0.48021748661994934,0.995312511920929,0.0,-0.11134429275989532,1.2360379695892334,-2.474745512008667,-0.11134429275989532,1.2360379695892334,-2.474745512008667,3001.6015625,4096.0,729.0,0.5078125,2211.2578125,3489.0,525.0,3001.6015625,4096.0,729.0,0.5078125,0.0,255.0,406.0,160.0,0.0,6,41,18.28125,0.3125,0.6875,4.0,8,3.8417398929595947,8.0,8,8,6.187707185745239e-05,5.133579375222325,38.66559503600001,22.708822902699467,0.0,0.0,0.0,38.66559503600001,0.0,266,4096,40.68174173682928,0.0027197301387786865,2.8466975167393684,0.0035465359687805176,19.50455659814179,63.074669633060694,4.08366322517395e-05,0.04679090932634862,8.508044881863805e-06,0.10588550835316896,416845,63.074669633060694,3304.3771963056784,
18,0.11292322725057602,0.0028472987905843183,3.0205794473658898e-05,3.641373268692405e-06,0.02048901451053098,0.720703125,0.3351609001335193,205.23416471481323,209.826171875,153.59490966796875,5e-06,18,0,0.36907219886779785,0.9979591965675354,0.0,0.36907219886779785,0.9979591965675354,0.0,-0.16249550879001617,2.4748663902282715,-1.6201800107955933,-0.16249550879001617,2.4748663902282715,-1.6201800107955933,3207.59375,4096.0,555.0,0.625,2380.375,3545.0,356.0,3207.59375,4096.0,555.0,0.625,0.0,241.625,419.0,174.0,0.0,4,37,19.5703125,0.25,0.75,3.0625,8,2.9525773525238037,8.0,8,8,3.3697113394737244e-05,3.448135795071721,37.10647337697446,24.58224324551702,0.0,0.0,0.0,37.10647337697446,0.0,177,4096,38.90346967428923,0.00011488422751426697,3.0199136827141047,0.0033613871783018112,20.65521889925003,62.60878279991448,4.0549784898757935e-05,0.04678418776727074,7.613560992756085e-06,0.09475431757228751,441500,62.60878279991448,3525.8631477547515,
19,0.11620092391967773,0.003975247469497845,0.0001324620347986638,2.602613562885381e-06,-0.01244519604369998,0.822265625,0.3313342172167941,205.23416471481323,209.826171875,153.6501350402832,5e-06,19,0,0.46132102608680725,0.9938775300979614,0.0,0.46132102608680725,0.9938775300979614,0.0,-0.11356421560049057,2.474865198135376,-2.474865436553955,-0.11356421560049057,2.474865198135376,-2.474865436553955,2978.0859375,4096.0,721.0,0.5,2149.796875,3579.0,523.0,2978.0859375,4096.0,721.0,0.5,0.0,269.625,477.0,174.0,0.0,6,39,17.1171875,0.25,0.75,4.0625,8,3.690568447113037,8.0,8,8,3.4650787711143494e-05,5.103398114442825,36.194209234789014,22.09216660828679,0.0,0.0,0.0,36.194209234789014,0.0,178,4096,38.054466703906655,0.00011968053877353668,2.8654084224253893,0.003190908581018448,19.705002266913652,60.656241443008184,3.9422884583473206e-05,0.04740117983799564,7.67585963435412e-06,0.09982939625101761,415707,60.656241443008184,3426.7454602391817,
20,0.12036120891571045,0.004808536730706692,-9.050918856701173e-05,1.1124078810098581e-05,-0.0019935620948672295,0.912109375,0.3245140892422157,205.23416471481323,209.826171875,153.27227401733398,5e-06,20,0,0.5518525242805481,0.9984375238418579,0.0,0.5518525242805481,0.9984375238418579,0.0,-0.18951036036014557,2.474865436553955,-2.4748663902282715,-0.18951036036014557,2.474865436553955,-2.4748663902282715,2604.34375,4096.0,462.0,0.4140625,1842.4296875,3406.0,145.0,2604.34375,4096.0,462.0,0.4140625,0.0,262.75,482.0,160.0,0.0,4,42,16.8359375,0.125,0.875,4.625,8,4.414820671081543,8.0,8,8,3.411993384361267e-05,1.5818851199001074,35.56339758448303,18.84098560536222,0.0,0.0,0.0,35.56339758448303,0.0,218,4096,37.60536897368729,0.00030557066202163696,2.5449977200478315,0.0034129079431295395,17.514310345053673,57.70825056359172,6.932392716407776e-05,0.04772447694489649,9.299780764301664e-06,0.11280843594741745,366988,57.70825056359172,3179.6839829306286,
21,0.11446765810251236,0.00480600623995997,1.840366292071849e-05,8.99305143775564e-06,-0.022594220004975796,1.021484375,0.325951560676543,205.23416471481323,209.826171875,153.69433212280273,5e-06,21,0,0.5010842680931091,0.995312511920929,0.0,0.5010842680931091,0.995312511920929,0.0,-0.16577081382274628,2.4748663902282715,-2.4747486114501953,-0.16577081382274628,2.4748663902282715,-2.4747486114501953,2947.3359375,4096.0,687.0,0.4765625,2158.609375,3499.0,525.0,2947.3359375,4096.0,687.0,0.4765625,0.0,244.625,366.0,177.0,0.0,6,39,18.203125,0.0625,0.9375,4.25,8,4.008674144744873,8.0,8,8,3.620609641075134e-05,5.140451421961188,37.77401724271476,22.052632156730397,0.0,0.0,0.0,37.77401724271476,0.0,211,4096,39.83511083945632,0.00011265277862548828,2.810887549072504,0.0031315218657255173,19.61672473140061,62.29128501191735,3.927759826183319e-05,0.04801301299260253,7.664572046781385e-06,0.10559088276079913,408571,62.29128501191735,3279.5197588381234,
22,0.11085233092308044,0.0038284774345811456,0.0001373002160107717,3.8609679222645354e-06,0.001930022845044732,0.869140625,0.32907253200114917,205.23416471481323,209.826171875,153.5552864074707,5e-06,22,0,0.466332346200943,0.996874988079071,0.0,0.466332346200943,0.996874988079071,0.0,-0.18432261049747467,2.4748666286468506,-2.4747893810272217,-0.18432261049747467,2.4748666286468506,-2.4747893810272217,2803.921875,4096.0,479.0,0.5234375,2057.8984375,3556.0,376.0,2803.921875,4096.0,479.0,0.5234375,0.0,265.625,377.0,178.0,0.0,4,39,17.234375,0.1875,0.8125,3.875,8,3.730658769607544,8.0,8,8,5.408190190792084e-05,3.8751699440181255,40.128876723349094,21.14233374655305,0.0,0.0,0.0,40.128876723349094,0.0,377,4096,42.16313945688307,0.00015359185636043549,2.7387348785996437,0.0035334229469299316,18.776958107948303,63.70902977138758,4.0294602513313293e-05,0.047790436566747696,8.993140648125821e-06,0.11747814015213923,392902,63.70902977138758,3083.566029885269,
23,0.10627930611371994,0.0029872102313674986,5.177567027203622e-05,3.863853407892748e-06,0.0075759501196444035,0.66796875,0.3357037675506777,205.23416471481323,209.826171875,153.40729522705078,5e-06,23,0,0.34090545773506165,0.9917346835136414,0.0,0.34090545773506165,0.9917346835136414,0.0,-0.10207508504390717,2.4748663902282715,-1.6201814413070679,-0.10207508504390717,2.4748663902282715,-1.6201814413070679,3337.921875,4096.0,686.0,0.6328125,2461.609375,3576.0,393.0,3337.921875,4096.0,686.0,0.6328125,0.0,248.8125,367.0,160.0,0.0,4,42,20.421875,0.25,0.75,2.9375,8,2.7272439002990723,8.0,8,8,3.293715417385101e-05,3.8222069926559925,38.092002214863896,25.651371155123343,0.0,0.0,0.0,38.092002214863896,0.0,160,4096,40.00572393089533,0.00010493583977222443,3.1905480548739433,0.0031113792210817337,21.512210497632623,64.75185961090028,3.968924283981323e-05,0.04685714829739932,6.777097945732612e-06,0.0936345216917696,459102,64.75185961090028,3545.087374777999,
24,0.11610989272594452,0.0047065958206076175,-0.00011828326159957214,8.879627671376511e-06,-0.0011410159058868885,0.958984375,0.3243827422732376,205.23416471481323,209.826171875,153.41669464111328,5e-06,24,0,0.6394673585891724,0.9959183931350708,0.0,0.6394673585891724,0.9959183931350708,0.0,-0.22418396174907684,2.4748661518096924,-2.4748663902282715,-0.22418396174907684,2.4748661518096924,-2.4748663902282715,2340.421875,4096.0,562.0,0.3203125,1674.1640625,3535.0,236.0,2340.421875,4096.0,562.0,0.3203125,0.0,282.8125,473.0,174.0,0.0,4,42,14.4453125,0.0625,0.9375,5.375,8,5.115739345550537,8.0,8,8,5.196407437324524e-05,2.4802909456193447,37.84788477793336,16.832521522504976,0.0,0.0,0.0,37.84788477793336,0.0,185,4096,39.91120941564441,0.00011753849685192108,2.3429213035851717,0.0031860806047916412,16.01203804463148,58.29304460808635,3.926083445549011e-05,0.04768695028391561,9.4887650764849e-06,0.1332265464147236,335774,58.29304460808635,2880.052004981584,
