step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_adv,timing_per_token_ms_update_actor,perf_total_num_tokens,perf_time_per_step,perf_throughput
24,0.04169657453894615,0.00017506966105429456,2.1494074871952762e-05,0.0,0.0020233015820849687,0.149658203125,0.34681236557979883,196.75527667999268,201.216796875,127.15122604370117,5e-06,24,0,0.0078125,1.0,0.0,0.0078125,1.0,0.0,-0.00947199109941721,2.4748666286468506,-0.35355237126350403,-0.00947199109941721,2.4748666286468506,-0.35355237126350403,3265.5390625,4096.0,1753.0,0.0625,2496.765625,3702.0,1074.0,3265.5390625,4096.0,1753.0,0.0625,0.0,176.0,176.0,176.0,0.0,17,41,40.6484375,0.9375,0.0625,0.0625,1,0.0625,8.0,8,8,5.116872489452362e-05,11.303572129458189,37.7705339808017,26.217109297722345,0.0,0.0,0.0,37.7705339808017,0.0,176,3862,41.04044524021447,9.122118353843689e-05,3.001544326543808,0.0030294861644506454,19.634453427046537,63.71463870070875,3.44105064868927e-05,0.098185467177879,6.877115217915871e-06,0.04457138640971072,440517,63.71463870070875,3456.9528210720264
25,0.04280571639537811,0.0,6.312709979283682e-05,0.0,0.0,0.0,0.34855537178178475,196.75527667999268,201.216796875,127.30215454101562,5e-06,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.3515625,4096.0,1488.0,0.1015625,2448.7109375,3913.0,1328.0,3200.3515625,4096.0,1488.0,0.1015625,0.0,176.0,176.0,176.0,0.0,22,41,40.1484375,1.0,0.0,0.0,0,0.0,8.0,8,8,3.1074509024620056e-05,13.960927562788129,41.194691048935056,25.754475240333704,0.0,0.0,0.0,41.194691048935056,0.0,176,4096,43.740426981821656,9.415671229362488e-05,2.927374090999365,0.0030299052596092224,19.144357606768608,65.84096376225352,3.5878270864486694e-05,0.10677642100311649,7.01086199186257e-06,0.04429790293879675,432173,65.84096376225352,3281.9461874870353
26,0.03935178741812706,0.0,2.4294129133295428e-05,0.0,0.0,0.0,0.34877474084870885,196.75527667999268,201.216796875,127.56235885620117,5e-06,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3196.09375,4096.0,1702.0,0.0546875,2440.546875,3771.0,1173.0,3196.09375,4096.0,1702.0,0.0546875,0.0,176.0,176.0,176.0,0.0,24,41,40.6171875,1.0,0.0,0.0,0,0.0,8.0,8,8,4.9171969294548035e-05,13.562998667359352,38.05923567339778,25.645550101122353,0.0,0.0,0.0,38.05923567339778,0.0,176,3970,40.45103004388511,0.0001104399561882019,2.9453571252524853,0.0032151173800230026,19.09289751201868,62.523547707125545,3.707408905029297e-05,0.09887809837175535,7.448815600524068e-06,0.04423461293525601,431628,62.523547707125545,3451.723517208615
27,0.042404256761074066,0.0,1.0734971738202148e-06,0.0,0.0,0.0,0.3468985659083745,196.75527667999268,201.216796875,127.30129623413086,5e-06,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3215.203125,4096.0,1611.0,0.0859375,2451.859375,3952.0,1089.0,3215.203125,4096.0,1611.0,0.0859375,0.0,176.0,176.0,176.0,0.0,30,41,40.6328125,1.0,0.0,0.0,0,0.0,8.0,8,8,4.758872091770172e-05,12.275370320305228,40.493856919929385,25.69081478010048,0.0,0.0,0.0,40.493856919929385,0.0,176,4096,43.39631765894592,9.163655340671539e-05,2.9183928314596415,0.0030659325420856476,19.348005287349224,65.69454501569271,3.596767783164978e-05,0.10544706462690906,7.0631563790635874e-06,0.04457305732973922,434074,65.69454501569271,3303.7294032275518
28,0.04134127497673035,0.0,1.763250793374027e-05,0.0,0.0,0.0,0.3488253359543909,196.75527667999268,201.216796875,127.5147819519043,5e-06,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3199.6953125,4096.0,1442.0,0.0859375,2417.0859375,3968.0,1282.0,3199.6953125,4096.0,1442.0,0.0859375,0.0,176.0,176.0,176.0,0.0,18,41,40.3046875,1.0,0.0,0.0,0,0.0,8.0,8,8,3.1635165214538574e-05,13.432401379570365,40.538211207836866,25.358270600961987,0.0,0.0,0.0,40.538211207836866,0.0,176,4096,43.27723170258105,9.137019515037537e-05,2.919897371903062,0.002997392788529396,19.085450530052185,65.31161372363567,3.533065319061279e-05,0.10566736506303347,6.936980086346554e-06,0.04417018375855943,432089,65.31161372363567,3307.903260730725
29,0.041267476975917816,0.0,-3.7489689930225722e-06,0.0,0.0,0.0,0.3471699931869694,196.75527667999268,201.216796875,127.78007888793945,5e-06,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3082.125,4096.0,1493.0,0.1015625,2336.625,3929.0,1074.0,3082.125,4096.0,1493.0,0.1015625,0.0,176.0,176.0,176.0,0.0,22,41,40.2265625,1.0,0.0,0.0,0,0.0,8.0,8,8,2.9403716325759888e-05,12.176011886447668,39.64155792072415,24.674605591819272,0.0,0.0,0.0,39.64155792072415,0.0,176,4096,42.37247185781598,8.947215974330902e-05,2.8380806650966406,0.0030000973492860794,18.485537385568023,63.72458443045616,3.515370190143585e-05,0.10740477313190976,7.1937880042347964e-06,0.044325574011049355,417040,63.72458443045616,3272.2065096801343
30,0.043590132147073746,0.0,9.79179685600684e-06,0.0,0.0,0.0,0.3492243561393462,196.75527667999268,201.216796875,128.8785171508789,5e-06,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3101.421875,4096.0,1595.0,0.046875,2358.1875,3905.0,1435.0,3101.421875,4096.0,1595.0,0.046875,0.0,176.0,176.0,176.0,0.0,22,41,40.65625,1.0,0.0,0.0,0,0.0,8.0,8,8,3.018416464328766e-05,15.417725533246994,39.4182410761714,24.978210712462896,0.0,0.0,0.0,39.4182410761714,0.0,176,4096,625.5183480959386,0.00010184384882450104,2.8440447971224785,0.0032741837203502655,18.471468908712268,646.8653528001159,3.6016106605529785e-05,1.5756844091065554,7.804781102596518e-06,0.04403105744490541,419510,646.8653528001159,324.2637731206716
31,0.04322223365306854,0.0,3.433438166666747e-05,0.0,0.0,0.0,0.34753933479420585,196.75527667999268,201.216796875,127.7977294921875,5e-06,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3085.265625,4096.0,1452.0,0.0703125,2347.0625,3921.0,1253.0,3085.265625,4096.0,1452.0,0.0703125,0.0,176.0,176.0,176.0,0.0,26,41,40.5078125,1.0,0.0,0.0,0,0.0,8.0,8,8,3.11974436044693e-05,13.268257243558764,39.09879810549319,24.631966738961637,0.0,0.0,0.0,39.09879810549319,0.0,176,4096,41.7351076900959,0.00010092929005622864,2.813639346510172,0.0031610336154699326,18.439454905688763,63.02348559349775,3.511644899845123e-05,0.1056815096200588,7.572389973864471e-06,0.04417249559385199,417442,63.02348559349775,3311.7971504504367
32,0.041463203728199005,0.0,-1.2217132734804181e-05,0.0,0.0,0.0,0.34507994271111847,196.75527667999268,201.216796875,127.89475631713867,5e-06,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3096.1484375,4096.0,1487.0,0.0703125,2387.6875,4000.0,1327.0,3096.1484375,4096.0,1487.0,0.0703125,0.0,176.0,176.0,176.0,0.0,26,41,40.6640625,1.0,0.0,0.0,0,0.0,8.0,8,8,5.564279854297638e-05,13.899444464594126,40.20512632839382,25.04796338257438,0.0,0.0,0.0,40.20512632839382,0.0,176,4096,42.533742159605026,9.840726852416992e-05,2.819190228357911,0.0034441109746694565,18.653483271598816,64.0376026891172,3.98438423871994e-05,0.10732523563703146,8.22307346489538e-06,0.04453659143003526,418835,64.0376026891172,3270.227041706376
33,0.04136332869529724,0.0,4.0292459289048566e-06,0.0,0.0,0.0,0.3483140097393641,196.75527667999268,201.216796875,127.91633605957031,5e-06,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3131.0859375,4096.0,1360.0,0.0625,2372.2421875,3905.0,1200.0,3131.0859375,4096.0,1360.0,0.0625,0.0,176.0,176.0,176.0,0.0,30,41,40.75,1.0,0.0,0.0,0,0.0,8.0,8,8,3.4360215067863464e-05,12.494748244062066,40.01438061334193,24.89731940862839,0.0,0.0,0.0,40.01438061334193,0.0,176,4096,42.47086809575558,8.989684283733368e-05,2.8341801445931196,0.003314318135380745,18.702376879751682,64.40424433164299,3.802776336669922e-05,0.10597079212173187,7.82958499476915e-06,0.04418159132674792,423307,64.40424433164299,3286.328443046583
34,0.04320283234119415,0.0,1.5957266668920056e-05,0.0,0.0,0.0,0.34735581350226497,196.75527667999268,201.216796875,128.16155242919922,5e-06,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3086.234375,4096.0,1453.0,0.09375,2329.234375,3648.0,1038.0,3086.234375,4096.0,1453.0,0.09375,0.0,176.0,176.0,176.0,0.0,20,41,40.34375,1.0,0.0,0.0,0,0.0,8.0,8,8,5.512125790119171e-05,12.18070761486888,36.36907331086695,24.5734158330597,0.0,0.0,0.0,36.36907331086695,0.0,176,3847,39.35763426311314,0.00011073052883148193,2.8220618944615126,0.003302808851003647,18.496012261137366,60.70755021460354,3.849156200885773e-05,0.09962999575512518,7.9096690128115e-06,0.04429482347973103,417566,60.70755021460354,3439.1603558691463
35,0.04329261556267738,0.0,-1.0569595815468347e-05,0.0,0.0,0.0,0.3473627694948515,196.75527667999268,201.216796875,128.4288330078125,5e-06,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3102.03125,4096.0,1525.0,0.09375,2348.3515625,3557.0,1247.0,3102.03125,4096.0,1525.0,0.09375,0.0,176.0,176.0,176.0,0.0,24,41,40.4140625,1.0,0.0,0.0,0,0.0,8.0,8,8,5.502626299858093e-05,13.92269423790276,36.043337343260646,24.76067295993562,0.0,0.0,0.0,36.043337343260646,0.0,176,3756,40.50801205262542,0.0001125875860452652,2.845368381589651,0.0033791717141866684,18.60652665235102,61.99406034685671,3.8683414459228516e-05,0.10201987622179373,8.053547084727563e-06,0.044344754026213865,419588,61.99406034685671,3384.098393075123
36,0.04135580360889435,0.0,-5.366530820083426e-05,0.0,0.0,0.0,0.34772541150477443,196.75527667999268,201.216796875,128.3804931640625,5e-06,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3081.296875,4096.0,1508.0,0.0703125,2341.1328125,3634.0,1192.0,3081.296875,4096.0,1508.0,0.0703125,0.0,176.0,176.0,176.0,0.0,24,41,40.4296875,1.0,0.0,0.0,0,0.0,8.0,8,8,3.3624470233917236e-05,13.338410921394825,36.672119699418545,24.635024018600234,0.0,0.0,0.0,36.672119699418545,0.0,176,3833,39.123923148959875,0.00011813454329967499,2.7854570485651493,0.003342723473906517,18.420330667868257,60.36401159875095,3.6951154470443726e-05,0.09919707902252976,8.017392378425642e-06,0.04418044742781413,416934,60.36401159875095,3453.498110525073
37,0.03990941494703293,0.0,-1.2175066217423591e-06,0.0,0.0,0.0,0.3485365221074652,196.75527667999268,201.216796875,128.46273040771484,5e-06,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3165.9609375,4096.0,1764.0,0.09375,2389.03125,3913.0,1427.0,3165.9609375,4096.0,1764.0,0.09375,0.0,176.0,176.0,176.0,0.0,22,41,40.484375,1.0,0.0,0.0,0,0.0,8.0,8,8,3.610923886299133e-05,15.992021841928363,39.63543612137437,25.144747078578803,0.0,0.0,0.0,39.63543612137437,0.0,176,4096,42.246449895203114,0.000115957111120224,2.892704628407955,0.0035926681011915207,18.87109663337469,64.04355097562075,3.9206817746162415e-05,0.10424967216016838,8.39857798025467e-06,0.044114950834382625,427771,64.04355097562075,3339.6883330441674
38,0.041748110204935074,0.0,2.4978388751151215e-05,0.0,0.0,0.0,0.3487177424092938,196.75527667999268,201.216796875,128.7144012451172,5e-06,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3116.53125,4096.0,1620.0,0.1015625,2412.453125,3485.0,1460.0,3116.53125,4096.0,1620.0,0.1015625,0.0,176.0,176.0,176.0,0.0,20,41,40.6171875,1.0,0.0,0.0,0,0.0,8.0,8,8,3.3585354685783386e-05,15.295855034142733,36.15130818448961,25.300456940181903,0.0,0.0,0.0,36.15130818448961,0.0,176,4096,38.749932769685984,0.000104561448097229,2.8341584466397762,0.003168296068906784,18.644352262839675,60.258835477754474,3.837980329990387e-05,0.09713807611047434,7.5177154471454905e-06,0.044239216272718734,421444,60.258835477754474,3496.9477642459824
39,0.04268544167280197,0.0,8.657628768560244e-06,0.0,0.0,0.0,0.3473309951976078,196.75527667999268,201.216796875,128.92361068725586,5e-06,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100.6171875,4096.0,1601.0,0.078125,2367.3203125,3890.0,1172.0,3100.6171875,4096.0,1601.0,0.078125,0.0,176.0,176.0,176.0,0.0,20,41,40.4609375,1.0,0.0,0.0,0,0.0,8.0,8,8,3.137253224849701e-05,13.298697406426072,39.64165255241096,24.869216166829574,0.0,0.0,0.0,39.64165255241096,0.0,176,4096,42.786469062790275,0.00011998601257801056,2.845975896343589,0.0035515539348125458,18.59711096994579,64.26692047715187,4.045851528644562e-05,0.10780733942282225,8.468036858737565e-06,0.04434144153518131,419407,64.26692047715187,3263.0083788525953
40,0.043375469744205475,0.0,-2.0940836805038998e-05,0.0,0.0,0.0,0.3471416449169393,196.75527667999268,201.216796875,128.59946060180664,5e-06,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3096.859375,4096.0,1338.0,0.0859375,2347.6796875,3937.0,1178.0,3096.859375,4096.0,1338.0,0.0859375,0.0,176.0,176.0,176.0,0.0,20,41,40.5234375,1.0,0.0,0.0,0,0.0,8.0,8,8,6.037577986717224e-05,12.379814080893993,41.27460051141679,24.60708068626991,0.0,0.0,0.0,41.27460051141679,0.0,176,4096,45.180089173838496,0.00011000595986843109,2.831438533961773,0.003357304260134697,18.53662981837988,66.58389838784933,3.6776065826416016e-05,0.11397658205601062,8.014074705639413e-06,0.04424798131025498,418926,66.58389838784933,3145.8506496553255
41,0.037590302526950836,0.0,-1.7648530047154054e-05,0.0,0.0,0.0,0.34719968207710133,196.75527667999268,201.216796875,128.78360748291016,5e-06,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3035.078125,4096.0,1589.0,0.0546875,2373.625,3913.0,1429.0,3035.078125,4096.0,1589.0,0.0546875,0.0,176.0,176.0,176.0,0.0,36,41,40.8203125,1.0,0.0,0.0,0,0.0,8.0,8,8,3.6112964153289795e-05,15.224238477647305,39.60643761791289,24.852679841715144,0.0,0.0,0.0,39.60643761791289,0.0,176,4096,41.89449802227318,0.00017818249762058258,2.7921091113239527,0.003168385475873947,18.146876391023397,62.867064679041505,3.8780272006988525e-05,0.10783932153278895,7.708629490372556e-06,0.044151050297124204,411018,62.867064679041505,3268.945369872059
42,0.046767909079790115,0.0,4.947607861538472e-05,0.0,0.0,0.0,0.3474303114576259,196.75527667999268,201.216796875,128.64556884765625,5e-06,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3062.0859375,4096.0,1673.0,0.078125,2379.6796875,3555.0,1513.0,3062.0859375,4096.0,1673.0,0.078125,0.0,176.0,176.0,176.0,0.0,18,41,40.5703125,1.0,0.0,0.0,0,0.0,8.0,8,8,5.276128649711609e-05,15.883129013702273,36.05376984924078,24.917451830668142,0.0,0.0,0.0,36.05376984924078,0.0,176,3754,38.534592596814036,0.00010687857866287231,2.8358716312795877,0.003050863742828369,18.4334811642766,59.83782919682562,4.1486695408821106e-05,0.09831582483553652,7.360790742091487e-06,0.04447428955733542,414475,59.83782919682562,3463.3191541479564
43,0.04099541902542114,0.0,-2.2895127244737523e-05,0.0,0.0,0.0,0.33352076883235854,196.75527667999268,201.216796875,128.79095077514648,5e-06,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3061.4921875,4096.0,1572.0,0.078125,2378.828125,3429.0,1412.0,3061.4921875,4096.0,1572.0,0.078125,0.0,176.0,176.0,176.0,0.0,30,41,40.7265625,1.0,0.0,0.0,0,0.0,8.0,8,8,5.6723132729530334e-05,14.828717291355133,35.03367676399648,24.990593461086974,0.0,0.0,0.0,35.03367676399648,0.0,176,4096,37.56035044416785,9.021535515785217e-05,2.788063468411565,0.003052055835723877,19.028227169066668,59.406684877350926,3.896467387676239e-05,0.09584876258811663,7.365017376306113e-06,0.04591764741002432,414399,59.406684877350926,3487.8145519780683
44,0.04274028539657593,0.0,-2.4493964701832738e-05,0.0,0.0,0.0,0.34842648277513305,196.75527667999268,201.216796875,128.99551010131836,5e-06,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3098.65625,4096.0,1416.0,0.0859375,2368.390625,3792.0,1256.0,3098.65625,4096.0,1416.0,0.0859375,0.0,176.0,176.0,176.0,0.0,30,41,40.625,1.0,0.0,0.0,0,0.0,8.0,8,8,3.132037818431854e-05,13.306351032108068,38.09960873052478,24.89786880738393,0.0,0.0,0.0,38.09960873052478,0.0,176,3991,40.808660669252276,8.584000170230865e-05,2.8543704599142075,0.0030187666416168213,18.523888090625405,62.21771761029959,3.577396273612976e-05,0.10288900599365722,7.2020122379658675e-06,0.04419330294836625,419156,62.21771761029959,3368.461718777454
45,0.04050438106060028,0.0,-1.694854540801316e-05,0.0,0.0,0.0,0.348429275596965,196.75527667999268,201.216796875,129.3148651123047,5e-06,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3093.9140625,4096.0,1379.0,0.0390625,2338.3203125,3788.0,1136.0,3093.9140625,4096.0,1379.0,0.0390625,0.0,176.0,176.0,176.0,0.0,20,41,40.5859375,1.0,0.0,0.0,0,0.0,8.0,8,8,3.429129719734192e-05,12.818921895697713,38.15797193534672,24.592776770310593,0.0,0.0,0.0,38.15797193534672,0.0,176,3987,40.392865454778075,0.00011358968913555145,2.8360544573515654,0.0030820462852716446,18.444083089008927,61.706285521388054,4.2594969272613525e-05,0.1019967765718941,7.3636450816311705e-06,0.04406672358316213,418549,61.706285521388054,3391.4616352569665
46,0.04229644685983658,0.0,1.4921147283075697e-05,0.0,0.0,0.0,0.3482547852825888,196.75527667999268,201.216796875,129.84820556640625,5e-06,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3054.78125,4096.0,1377.0,0.0703125,2314.625,3913.0,1217.0,3054.78125,4096.0,1377.0,0.0703125,0.0,176.0,176.0,176.0,0.0,26,41,40.59375,1.0,0.0,0.0,0,0.0,8.0,8,8,3.304146230220795e-05,12.85062293894589,39.31349745951593,24.39255784879788,0.0,0.0,0.0,39.31349745951593,0.0,176,4096,625.7353441882879,0.0001451391726732254,2.76234251819551,0.0033489055931568146,18.254343317821622,646.7889220118523,3.8448721170425415e-05,1.6002970348436567,8.098141880245719e-06,0.04414166300193844,413540,646.7889220118523,319.6869843670745
47,0.04420049116015434,0.0,5.86815585847944e-05,0.0,0.0,0.0,0.3482204843738342,196.75527667999268,201.216796875,130.06830596923828,5e-06,47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3010.8984375,4096.0,1254.0,0.0703125,2318.796875,3882.0,1094.0,3010.8984375,4096.0,1254.0,0.0703125,0.0,176.0,176.0,176.0,0.0,24,41,40.625,1.0,0.0,0.0,0,0.0,8.0,8,8,3.7437304854393005e-05,11.463510431349277,40.142614951357245,24.368986534303986,0.0,0.0,0.0,40.142614951357245,0.0,176,4096,42.66775343939662,9.97781753540039e-05,2.7527019158005714,0.0031124521046876907,17.954884603619576,63.40471675619483,3.6407262086868286e-05,0.11071174623281729,7.62999905542882e-06,0.0440153769304981,407923,63.40471675619483,3216.81903862574
48,0.04740042984485626,0.0,-3.8987639186416345e-05,0.0,0.0,0.0,0.34366722766768776,196.75527667999268,201.216796875,130.03346633911133,5e-06,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3028.25,4096.0,1309.0,0.0703125,2317.4765625,3944.0,1149.0,3028.25,4096.0,1309.0,0.0703125,0.0,176.0,176.0,176.0,0.0,26,41,40.640625,1.0,0.0,0.0,0,0.0,8.0,8,8,5.579739809036255e-05,12.158752312883735,40.40304143540561,24.356126676662825,0.0,0.0,0.0,40.40304143540561,0.0,176,4096,43.10267900116742,0.00011186487972736359,2.78817892819643,0.003738638013601303,18.31852656789124,64.24623044021428,3.727339208126068e-05,0.11119943191500717,9.115427785366367e-06,0.04466364634833434,410144,64.24623044021428,3191.9693746208845
49,0.042310357093811035,0.0,-5.427280063940998e-05,0.0,0.0,0.0,0.34802730702004636,196.75527667999268,201.216796875,129.44275665283203,5e-06,49,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100.984375,4096.0,1818.0,0.0546875,2389.90625,3767.0,1457.0,3100.984375,4096.0,1818.0,0.0546875,0.0,176.0,176.0,176.0,0.0,16,41,40.4296875,1.0,0.0,0.0,0,0.0,8.0,8,8,4.1387975215911865e-05,16.20797094143927,38.08206383138895,25.297183135786327,0.0,0.0,0.0,38.08206383138895,0.0,176,4005,42.52953783608973,0.00014649145305156708,2.847766762599349,0.003713024780154228,18.645173808559775,64.0580064933747,3.813207149505615e-05,0.10714727137070822,8.852042846543907e-06,0.044451057347312875,419454,64.0580064933747,3274.016964947096
