step,actor_use_cached_prefix_old_logprob,actor_prefix_mask_sum,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_continuation_loss,actor_prefix_loss,actor_pg_loss,actor_prefix_loss_weight,actor_prefix_token_count,actor_prefix_old_logprob_source,actor_prefix_loss_mode_joint,actor_prefix_logprob_delta_mean,actor_prefix_logprob_delta_abs_mean,actor_prefix_ratio_mean,actor_prefix_advantage_mean,actor_prefix_advantage_abs_mean,actor_prefix_token_frac,actor_prefix_loss_contribution,actor_prefix_loss_share,actor_continuation_pg_clipfrac,actor_continuation_ppo_kl,actor_continuation_pg_clipfrac_lower,actor_prefix_pg_clipfrac,actor_prefix_ppo_kl,actor_prefix_pg_clipfrac_lower,actor_prefix_clip_override_active,actor_prefix_clip_ratio,actor_prefix_clip_ratio_low,actor_prefix_clip_ratio_high,actor_prefix_clip_ratio_c,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,textcraft_is_prefix_non_terminal,textcraft_is_raw,textcraft_prefix_action_len,textcraft_valid_action_count,textcraft_fail_invalid_action,textcraft_could_not_find_count,textcraft_invalid_action_count,textcraft_not_enough_items_count,textcraft_continuation_success,textcraft_continuation_reward_sum,textcraft_success,textcraft_replay_success,textcraft_max_turn_count,textcraft_is_prefix,textcraft_done,textcraft_replay_done,textcraft_turn_count,textcraft_fail_max_turn,textcraft_fail_could_not_find,textcraft_fail_not_enough_items,textcraft_is_prefix_terminal_like,textcraft_success_raw_mean,textcraft_success_prefix_mean,textcraft_success_prefix_non_terminal_mean,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_agent_loop_response_length_min,timing_s_agent_loop_response_length_max,timing_s_agent_loop_response_length_mean,timing_s_agent_loop_llm_response_length_min,timing_s_agent_loop_llm_response_length_max,timing_s_agent_loop_llm_response_length_mean,timing_s_agent_loop_num_turns_min,timing_s_agent_loop_num_turns_max,timing_s_agent_loop_num_turns_mean,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_update_actor,timing_per_token_ms_gen,timing_per_token_ms_adv,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
124,True,26648,0.05689356476068497,0.0023048641887726262,-5.341000687053565e-06,8.418495099249412e-06,-0.0011942188430111855,-0.044510720821563154,-0.045704939984716475,1.0,1665.5,1.0,0.0,-1.7564932079985738,3.0608480907976627,4213008.75,0.41999176738318056,0.41999176738318056,0.2319975018623101,-0.044510720821563154,0.4543781743985104,0.0023048641887726262,-5.341000687053565e-06,8.418495099249412e-06,0.12659573380369693,1.489688305184245,0.0,1.0,0.2,0.2,0.2,3.0,1.18359375,0.1608212225062261,226.42923021316528,235.671875,225.23178482055664,5e-06,124,0,0.515625,1.0,0.0,0.515625,1.0,0.0,-0.18731951713562012,2.4748666286468506,-2.4748666286468506,-0.18731951713562012,2.4748666286468506,-2.4748666286468506,1621.7578125,8192.0,114.0,0.0234375,1456.5703125,7632.0,103.0,1621.7578125,8192.0,114.0,0.0234375,0.0,1173.0625,2018.0,867.0,0.0,3,32,16.4609375,0.1875,0.8125,4.125,8,4.125,8.0,8,8,0.625,0.375,1.5625,6.0390625,0.296875,3.1796875,1.4921875,1.4296875,0.515625,0.515625,0.515625,0.125,0.0,0.625,0.640625,0.125,7.53125,0.0,0.4296875,0.265625,0.0,0.3958333333333333,0.5875,0.5875,5.6374818086624146e-05,1.3316906206309795,75.43874888494611,16.437878719632863,1.8535181879997253e-05,0.5831798668950796,0.06155184608360287,75.43874888494611,0.0006284750998020172,867,8192,114.0,8192.0,1621.7578125,103.0,7632.0,1456.5703125,3.0,32.0,16.4609375,77.95227150432765,8.833780884742737e-05,2.9627974275499582,0.004322351887822151,34.42370829731226,115.37794798612595,3.703683614730835e-05,0.0962263011578681,0.3755197702354585,1.2082484864082136e-05,357737,115.37794798612595,1550.2832484203022,
125,True,35264,0.0700809583067894,0.0013694099870917853,-0.0001841616983710992,7.093225576682016e-06,0.0045337826741160825,-0.028871302492916584,-0.024337519716937095,1.0,2204.0,1.0,0.0,-1.7574145765975118,2.97955035418272,4465457.90625,0.2644919997546822,0.2644919997546822,0.33691213730107394,-0.028871302492916584,0.2549326365233692,0.0013694099870917853,-0.0001841616983710992,7.093225576682016e-06,0.061107357614673674,1.5013805394992232,0.0,1.0,0.2,0.2,0.2,3.0,0.83984375,0.15250006967793778,226.42923021316528,235.671875,225.18117141723633,5e-06,125,0,0.734375,1.0,0.0,0.734375,1.0,0.0,-0.20152075588703156,1.20761239528656,-1.6201815605163574,-0.20152075588703156,1.20761239528656,-1.6201815605163574,786.7421875,4985.0,98.0,0.0,703.765625,4784.0,87.0,786.7421875,4985.0,98.0,0.0,0.0,1270.0625,1793.0,946.0,0.0,3,31,10.96875,0.125,0.875,5.875,8,5.875,8.0,8,8,0.875,0.125,1.6875,4.7890625,0.0546875,1.8125,0.1328125,0.8828125,0.734375,0.734375,0.734375,0.125,0.0,0.875,0.859375,0.125,4.921875,0.0,0.28125,0.171875,0.0,1.0,0.6964285714285714,0.6964285714285714,5.628913640975952e-05,1.0827080477029085,46.50212477706373,7.976786620885832,2.5998800992965698e-05,0.055900586768984795,0.009933310677297413,46.50212477706373,0.030903203412890434,1263,4985,98.0,4985.0,786.7421875,87.0,4784.0,703.765625,3.0,31.0,10.96875,49.24871636554599,8.220039308071136e-05,2.2440311647951603,0.003990426659584045,24.940365750342607,76.47076312825084,4.0065497159957886e-05,0.09473267374812497,0.4890491481440075,1.5157106781924502e-05,263271,76.47076312825084,1721.3833707822575,
126,True,24040,0.06786428391933441,0.0027089766117569525,-0.00017800690557123744,9.09116488401196e-06,-0.003186420537531376,-0.008155081894074101,-0.011341502715367824,1.0,1502.5,1.0,0.0,-1.5802802094258368,2.7885540202260017,5193120.578125,0.09087378135882318,0.09087378135882318,0.30853984104049986,-0.008155081894074101,0.0583396889124054,0.0027089766117569525,-0.00017800690557123744,9.09116488401196e-06,0.016986516769975424,1.3987622209824622,0.0,1.0,0.2,0.2,0.2,3.0,1.04296875,0.15560009863332624,226.42923021316528,235.671875,225.32847213745117,5e-06,126,0,0.578125,1.0,0.0,0.578125,1.0,0.0,-0.3250102996826172,1.20761239528656,-2.4748666286468506,-0.3250102996826172,1.20761239528656,-2.4748666286468506,1001.640625,4767.0,102.0,0.0,885.3828125,4437.0,91.0,1001.640625,4767.0,102.0,0.0,0.0,1156.8125,1890.0,805.0,0.0,3,32,11.9375,0.25,0.75,4.625,8,4.625,8.0,8,8,0.5625,0.4375,1.5625,4.5703125,0.2265625,1.5390625,0.6796875,0.578125,0.578125,0.578125,0.578125,0.25,0.0,0.5625,0.828125,0.25,5.25,0.0,0.3359375,0.140625,0.0,0.6428571428571429,0.5277777777777778,0.5277777777777778,3.3600255846977234e-05,1.1497727762907743,44.973774338141084,9.96734178045881,1.802481710910797e-05,0.4109097309410572,0.01902481915021781,44.973774338141084,0.027636369690299034,1217,4747,102.0,4767.0,1001.640625,91.0,4437.0,885.3828125,3.0,32.0,11.9375,47.44540997594595,8.744560182094574e-05,2.344486566260457,0.003962293267250061,25.929996639490128,75.75702195987105,4.0182843804359436e-05,0.09385336952639016,0.3700601355272284,1.434148177315229e-05,276282,75.75702195987105,1823.4745298353216,
127,True,28944,0.06539972871541977,0.0024650928644405212,0.00018127655965827216,7.436541864080937e-06,0.005901441705645993,-0.044443544815294445,-0.038542102702194825,1.0,1809.0,1.0,0.0,-1.053504264447838,2.2332982756197453,4528245.5703125,0.4128464162349701,0.4128464162349701,0.23812514726790796,-0.044443544815294445,0.2693941138600702,0.0024650928644405212,0.00018127655965827216,7.436541864080937e-06,0.09670883510261774,0.9452400987502187,0.0,1.0,0.2,0.2,0.2,3.0,1.31640625,0.1556273983556789,226.42923021316528,235.671875,225.5649070739746,5e-06,127,0,0.7421875,1.0,0.0,0.7421875,1.0,0.0,-0.3855982720851898,1.20761239528656,-2.4748666286468506,-0.3855982720851898,1.20761239528656,-2.4748666286468506,1161.2890625,8095.0,121.0,0.0,1038.9453125,7521.0,104.0,1161.2890625,8095.0,121.0,0.0,0.0,1202.0625,1938.0,785.0,0.0,3,32,14.09375,0.0625,0.9375,5.9375,8,5.9375,8.0,8,8,0.5625,0.4375,1.5625,5.6953125,0.2109375,1.5078125,0.6328125,0.953125,0.7421875,0.7421875,0.7421875,0.0625,0.0,0.5625,0.8046875,0.0625,6.328125,0.0,0.3125,0.21875,0.0,0.7857142857142857,0.7083333333333334,0.7083333333333334,3.322772681713104e-05,1.3191669378429651,70.81612767837942,11.992636399605544,2.656504511833191e-05,0.2717616315931082,0.024183978370274417,70.81612767837942,0.0031597111374139786,1022,8095,121.0,8095.0,1161.2890625,104.0,7521.0,1038.9453125,3.0,32.0,14.09375,73.24471357278526,0.0001704338937997818,2.521237714216113,0.004161456599831581,28.99179235100746,104.79493214562535,4.53852117061615e-05,0.09583778449899825,0.49274925878963477,1.3756472038291691e-05,302509,104.79493214562535,1443.3379258246325,
128,True,22336,0.058885954320430756,0.000985988521733816,-2.9109493965506772e-05,0.0,0.007101505949322018,-0.04961054230807349,-0.0425090363714844,1.0,1396.0,1.0,0.0,-1.809929035604,3.239045564085245,4895965.3984375,0.4806486517190933,0.4806486517190933,0.23612816278040105,-0.04961054230807349,0.40722487850416444,0.000985988521733816,-2.9109493965506772e-05,0.0,0.10800357745029032,1.5549228228628635,0.0,1.0,0.2,0.2,0.2,3.0,1.76953125,0.1606947568028923,226.42923021316528,235.671875,226.11575317382812,5e-06,128,0,0.546875,1.0,0.0,0.546875,1.0,0.0,-0.280044823884964,1.20761239528656,-2.4748666286468506,-0.280044823884964,1.20761239528656,-2.4748666286468506,1420.0546875,8192.0,145.0,0.015625,1273.171875,7632.0,134.0,1420.0546875,8192.0,145.0,0.015625,0.0,1109.125,1727.0,779.0,0.0,3,32,14.0,0.375,0.625,4.375,8,4.375,8.0,8,8,0.6875,0.3125,1.375,4.8984375,0.3203125,1.9453125,1.4375,0.9453125,0.546875,0.546875,0.546875,0.125,0.0,0.6875,0.671875,0.125,6.3359375,0.0,0.2890625,0.2109375,0.0,0.2,0.7045454545454546,0.7045454545454546,3.2901763916015625e-05,1.6426681224256754,77.0799669586122,14.12956522393506,2.858974039554596e-05,1.1777295768260956,0.252302985478309,77.0799669586122,0.000612722709774971,1727,8192,145.0,8192.0,1420.0546875,134.0,7632.0,1273.171875,3.0,32.0,14.0,79.22263576090336,8.446909487247467e-05,2.7012061029672623,0.004053156822919846,31.103194480761886,113.06082523241639,4.80208545923233e-05,0.09607609458588626,0.4358471876682971,1.2519983390488657e-05,323735,113.06082523241639,1431.6851099154187,
129,True,38992,0.057176753878593445,0.0026014520299213473,0.0003319656715348174,8.044432433962356e-06,-0.008063071843935177,-0.04774528057896532,-0.055808352888561785,1.0,2437.0,1.0,0.0,-1.9138610996305943,3.1329390481114388,4653283.4375,0.457583193667233,0.457583193667233,0.34079306192396164,-0.04774528057896532,0.37355874442433157,0.0026014520299213473,0.0003319656715348174,8.044432433962356e-06,0.12183000380173326,1.6567466259002686,0.0,1.0,0.2,0.2,0.2,3.0,1.43359375,0.1562066665877011,226.42923021316528,235.671875,225.49608421325684,5e-06,129,0,0.640625,1.0,0.0,0.640625,1.0,0.0,-0.3870270252227783,2.4748666286468506,-2.4748666286468506,-0.3870270252227783,2.4748666286468506,-2.4748666286468506,1069.4921875,8192.0,132.0,0.0078125,943.3125,7632.0,121.0,1069.4921875,8192.0,132.0,0.0078125,0.0,1258.8125,1800.0,781.0,0.0,3,32,12.8359375,0.125,0.875,5.125,8,5.125,8.0,8,8,0.8125,0.1875,2.1875,4.953125,0.140625,1.96875,0.8671875,1.109375,0.640625,0.640625,0.640625,0.125,0.0,0.8125,0.765625,0.125,5.8203125,0.0,0.3046875,0.203125,0.0,0.5416666666666666,0.6634615384615384,0.6634615384615384,5.705095827579498e-05,1.5831843987107277,73.25904376246035,10.492869991416228,1.7683953046798706e-05,0.570160735398531,0.024571472575189546,73.25904376246035,0.0006566941738128662,1770,8192,132.0,8192.0,1069.4921875,121.0,7632.0,943.3125,3.0,32.0,12.8359375,75.83797284401953,8.467026054859161e-05,2.5071186553686857,0.0038501452654600143,28.572641126811504,106.95293650217354,3.8782134652137756e-05,0.09587394639612212,0.5539864337194166,1.2918953454800517e-05,298023,106.95293650217354,1393.2436534547298,
130,True,26768,0.06763152778148651,0.003148197560221888,0.00018144124559427155,6.350281523737067e-06,-0.0003967523807659745,-0.03305945516331121,-0.0334562070784159,1.0,1673.0,1.0,0.0,-1.999769264832139,3.1703351512551308,4937892.734375,0.31043278984725475,0.31043278984725475,0.25096679808530387,-0.03305945516331121,0.21527972759892522,0.003148197560221888,0.00018144124559427155,6.350281523737067e-06,0.06289964774623513,1.7042039148509502,0.0,1.0,0.2,0.2,0.2,3.0,1.41796875,0.15637218663254546,226.42923021316528,235.671875,224.9298858642578,5e-06,130,0,0.640625,1.0,0.0,0.640625,1.0,0.0,-0.4015538990497589,2.4748666286468506,-2.4748666286468506,-0.4015538990497589,2.4748666286468506,-2.4748666286468506,1113.1484375,5059.0,105.0,0.0,986.1328125,4719.0,87.0,1113.1484375,5059.0,105.0,0.0,0.0,1146.1875,1741.0,784.0,0.0,3,32,13.078125,0.125,0.875,5.125,8,5.125,8.0,8,8,0.625,0.375,1.5625,5.0625,0.265625,1.875,0.7890625,1.3125,0.640625,0.640625,0.640625,0.125,0.0,0.625,0.765625,0.125,5.8515625,0.0,0.2890625,0.203125,0.0,0.8125,0.5375,0.5375,5.5704265832901e-05,1.1055070478469133,47.81110925599933,11.15451375945122,1.7054378986358643e-05,1.0021269470453262,0.046523096432792954,47.81110925599933,0.9683938678354025,932,4991,105.0,5059.0,1113.1484375,87.0,4719.0,986.1328125,3.0,32.0,13.078125,51.3297225497663,8.752197027206421e-05,2.337632291018963,0.003922894597053528,27.56568056344986,81.26659882627428,3.649108111858368e-05,0.09531866236777904,0.36025155667529674,1.3564876975928103e-05,289195,81.26659882627428,1779.298039888563,
131,True,32296,0.057386890053749084,0.0029696628043893725,0.00016391531471526832,6.777790531486971e-06,0.0010211472763330676,-0.05248217505868524,-0.05146102816797793,1.0,2018.5,1.0,0.0,-1.9408869817852974,3.0022672042250633,3612229.8359375,0.4932951061055064,0.4932951061055064,0.2840511855536004,-0.05248217505868524,0.3873096429366458,0.0029696628043893725,0.00016391531471526832,6.777790531486971e-06,0.09391633595805615,1.7097016088664532,0.0,1.0,0.2,0.2,0.2,3.0,1.80859375,0.15875075649810955,226.42923021316528,235.671875,225.4522590637207,5e-06,131,0,0.6328125,1.0,0.0,0.6328125,1.0,0.0,-0.4430886507034302,1.6201815605163574,-2.4748666286468506,-0.4430886507034302,1.6201815605163574,-2.4748666286468506,1355.28125,8192.0,109.0,0.0078125,1210.515625,7632.0,96.0,1355.28125,8192.0,109.0,0.0078125,0.0,1180.6875,1874.0,800.0,0.0,3,32,14.4296875,0.125,0.875,5.0625,8,5.0625,8.0,8,8,0.625,0.375,1.5,5.28125,0.265625,1.8125,1.2421875,1.0859375,0.6328125,0.6328125,0.6328125,0.125,0.0,0.625,0.7578125,0.125,6.5234375,0.0,0.3359375,0.234375,0.0,0.6666666666666666,0.6125,0.6125,3.606081008911133e-05,1.183249233290553,77.08211232535541,13.621416983267409,2.041645348072052e-05,2.1237456500530243,0.3764501613914035,77.08211232535541,0.0006100106984376907,994,8192,109.0,8192.0,1355.28125,96.0,7632.0,1210.515625,3.0,32.0,14.4296875,79.30918591096997,8.565187454223633e-05,2.710925044491887,0.004200298339128494,31.12605774961412,113.18090549111366,3.750994801521301e-05,0.09588932283525194,0.4571767040453433,1.2939761491320176e-05,324604,113.18090549111366,1434.005138019885,
132,True,17640,0.06416600942611694,0.0026776334416354075,0.0003114500993888214,8.346518484358967e-06,-0.002352969371713698,-0.078389721995336,-0.08074269148346502,1.0,1102.5,1.0,0.0,-1.2785513033159077,2.836346786469221,6127534.390625,0.661573491524905,0.661573491524905,0.20483174820555872,-0.078389721995336,0.49619184735682076,0.0026776334416354075,0.0003114500993888214,8.346518484358967e-06,0.09656731673749164,1.1159981465898454,0.0,1.0,0.2,0.2,0.2,3.0,1.32421875,0.1573034824698725,226.42923021316528,235.671875,225.2959861755371,5e-06,132,0,0.6796875,1.0,0.0,0.6796875,1.0,0.0,-0.22741925716400146,1.6201815605163574,-2.4748666286468506,-0.22741925716400146,1.6201815605163574,-2.4748666286468506,1389.625,7865.0,102.0,0.0,1235.5546875,7316.0,84.0,1389.625,7865.0,102.0,0.0,0.0,1082.0,1648.0,817.0,0.0,3,32,15.3125,0.1875,0.8125,5.4375,8,5.4375,8.0,8,8,0.5625,0.4375,1.25,5.6484375,0.3203125,2.046875,1.2890625,1.2265625,0.6796875,0.6796875,0.6796875,0.0,0.0,0.5625,0.6796875,0.0,6.9375,0.0,0.4375,0.359375,0.0,0.35714285714285715,0.9305555555555556,0.9305555555555556,7.616356015205383e-05,1.043408676981926,70.72853561677039,13.976272923406214,0.0013864245265722275,0.9997218661010265,0.030311404188978486,70.72853561677039,0.003769451752305031,964,7865,102.0,7865.0,1389.625,84.0,7316.0,1235.5546875,3.0,32.0,15.3125,72.91251675784588,8.098781108856201e-05,2.6443665102124214,0.00419490784406662,30.272148365154862,105.86275315470994,3.612600266933441e-05,0.09568650547828751,0.4099156514676052,1.3259583282969895e-05,316368,105.86275315470994,1494.236596783259,
133,True,44056,0.07156762480735779,0.0022013225316186436,3.7951188005536096e-05,9.055700274984702e-06,-0.0033785970008466393,-0.018618675268953666,-0.021997271454893053,1.0,2753.5,1.0,0.0,-1.8313165032304823,2.9451414309442043,3640734.40234375,0.17741035064682364,0.17741035064682364,0.4063686522172401,-0.018618675268953666,0.19350124613950814,0.0022013225316186436,3.7951188005536096e-05,9.055700274984702e-06,0.057025010348297656,1.6059866165742278,0.0,1.0,0.2,0.2,0.2,3.0,1.224609375,0.1543055929076611,226.42923021316528,235.671875,225.46855926513672,5e-06,133,0,0.609375,1.0,0.0,0.609375,1.0,0.0,-0.2975732684135437,2.4748666286468506,-2.4748666286468506,-0.2975732684135437,2.4748666286468506,-2.4748666286468506,850.375,3846.0,121.0,0.0,751.6484375,3246.0,110.0,850.375,3846.0,121.0,0.0,0.0,1311.4375,1981.0,788.0,0.0,3,32,10.78125,0.25,0.75,4.875,8,4.875,8.0,8,8,0.8125,0.1875,2.125,4.109375,0.1640625,1.4921875,0.6875,0.8984375,0.609375,0.609375,0.609375,0.1875,0.0,0.8125,0.796875,0.1875,4.796875,0.0,0.2734375,0.203125,0.0,0.375,0.6634615384615384,0.6634615384615384,5.4795295000076294e-05,1.377058146521449,32.884092131629586,8.501924154086737,1.4800578355789185e-05,0.38750259950757027,0.0164272121473914,32.884092131629586,0.0006953980773687363,874,3846,121.0,3846.0,850.375,110.0,3246.0,751.6484375,3.0,32.0,10.78125,34.93053445778787,8.434802293777466e-05,2.301198460161686,0.003934750333428383,26.128300013020635,63.39463976956904,3.8566067814826965e-05,0.09442416668962905,0.32091112797467913,1.421965918871745e-05,276712,63.39463976956904,2182.455811767452,
134,True,38832,0.0652879998087883,0.0008106219083856558,0.0005141958468115604,1.1918926020371146e-05,0.0024296584451803938,-0.024681271199369803,-0.022251612797845155,1.0,2427.0,1.0,0.0,-2.1005915887653828,3.2725659757852554,4104957.8984375,0.2280451119877398,0.2280451119877398,0.3580999205427771,-0.024681271199369803,0.27623974767756043,0.0008106219083856558,0.0005141958468115604,1.1918926020371146e-05,0.05142399703618139,1.8206689395010471,0.0,1.0,0.2,0.2,0.2,3.0,0.75390625,0.1564085372413864,226.42923021316528,235.671875,225.40961456298828,5e-06,134,0,0.4140625,1.0,0.0,0.4140625,1.0,0.0,-0.10359513759613037,1.6201815605163574,-1.6201815605163574,-0.10359513759613037,1.6201815605163574,-1.6201815605163574,1101.2265625,8192.0,84.0,0.0078125,971.84375,7632.0,73.0,1101.2265625,8192.0,84.0,0.0078125,0.0,1257.25,1883.0,800.0,0.0,3,32,13.4453125,0.4375,0.5625,3.3125,8,3.3125,8.0,8,8,0.8125,0.1875,2.0625,5.59375,0.1484375,2.296875,0.53125,1.5078125,0.4140625,0.4140625,0.4140625,0.3125,0.0,0.8125,0.7265625,0.3125,6.125,0.0,0.328125,0.2421875,0.0,0.4166666666666667,0.41346153846153844,0.41346153846153844,3.180094063282013e-05,0.9641032107174397,73.93127723969519,10.944620870475774,1.985393464565277e-05,0.414902089163661,0.023597718100063503,73.93127723969519,0.00067894347012043,867,8192,84.0,8192.0,1101.2265625,73.0,7632.0,971.84375,3.0,32.0,13.4453125,76.26077496632934,8.082389831542969e-05,2.528897123411298,0.004392556846141815,28.666703555732965,107.49245834350586,3.720633685588837e-05,0.09495901934754282,0.5410215524332196,1.4550430946028504e-05,301885,107.49245834350586,1404.2147916800263,
135,True,37208,0.0705472007393837,0.0026836658507818356,1.2786467081582487e-05,1.557185112233128e-05,0.003700231078255456,-0.03729137822665507,-0.033591146813705564,1.0,2325.5,1.0,0.0,-1.438628972042352,2.677657723426819,4741635.2421875,0.3541230594855733,0.3541230594855733,0.34222766519785,-0.03729137822665507,0.3766928818732591,0.0026836658507818356,1.2786467081582487e-05,1.557185112233128e-05,0.07522464724024758,1.2307799288537353,0.0,1.0,0.2,0.2,0.2,3.0,1.55078125,0.15392125908848936,226.42923021316528,235.671875,225.61254119873047,5e-06,135,0,0.65625,1.0,0.0,0.65625,1.0,0.0,-0.37794893980026245,1.6201815605163574,-2.4748666286468506,-0.37794893980026245,1.6201815605163574,-2.4748666286468506,985.3984375,5071.0,126.0,0.0,876.796875,4493.0,109.0,985.3984375,5071.0,126.0,0.0,0.0,1283.3125,1988.0,786.0,0.0,3,32,12.09375,0.125,0.875,5.25,8,5.25,8.0,8,8,0.8125,0.1875,1.875,5.0390625,0.1015625,1.921875,0.4140625,1.3671875,0.65625,0.65625,0.65625,0.125,0.0,0.8125,0.78125,0.125,5.453125,0.0,0.2734375,0.21875,0.0,0.7083333333333334,0.6442307692307693,0.6442307692307693,2.9392540454864502e-05,1.3791315462440252,42.95196851156652,9.838485635453253,1.963600516319275e-05,0.19035226665437222,0.0169850732490886,42.95196851156652,0.002765333279967308,1558,5071,126.0,5071.0,985.3984375,109.0,4493.0,876.796875,3.0,32.0,12.09375,45.63360592350364,0.00011824257671833038,2.4508505389094353,0.004607312381267548,27.858562940731645,75.98336532339454,3.824196755886078e-05,0.09593334231213226,0.3617953233027855,1.586567393125759e-05,290395,75.98336532339454,1910.9116762862714,
136,True,25552,0.06734887510538101,0.0013050751531409333,0.00024980971340937685,1.3473322042045766e-05,0.001169000388472341,-0.03643273754278198,-0.035263736674096435,1.0,1597.0,1.0,0.0,-1.5713204049970955,2.881389446556568,5355786.2578125,0.3419926748611033,0.3419926748611033,0.28065837348353156,-0.03643273754278198,0.427703704208513,0.0013050751531409333,0.00024980971340937685,1.3473322042045766e-05,0.08772562211379409,1.3761732915882021,0.0,1.0,0.2,0.2,0.2,3.0,1.32421875,0.1538258839229666,226.42923021316528,235.671875,225.85513305664062,5e-06,136,0,0.6171875,1.0,0.0,0.6171875,1.0,0.0,-0.2107113152742386,2.4748666286468506,-2.4748666286468506,-0.2107113152742386,2.4748666286468506,-2.4748666286468506,1003.4375,3782.0,123.0,0.0,891.171875,3497.0,112.0,1003.4375,3782.0,123.0,0.0,0.0,1183.75,2016.0,891.0,0.0,3,32,12.46875,0.1875,0.8125,4.9375,8,4.9375,8.0,8,8,0.8125,0.1875,1.6875,5.21875,0.15625,2.078125,0.421875,1.2734375,0.6171875,0.6171875,0.6171875,0.1875,0.0,0.8125,0.8046875,0.1875,5.640625,0.0,0.359375,0.265625,0.0,0.6666666666666666,0.6057692307692307,0.6057692307692307,3.3641234040260315e-05,1.4067824725061655,37.38477190583944,10.115860684032668,2.0155683159828186e-05,0.7368329279124737,0.11625789191748481,37.38477190583944,0.09808497689664364,1352,3782,123.0,3782.0,1003.4375,112.0,3497.0,891.171875,3.0,32.0,12.46875,40.128367928788066,8.660182356834412e-05,2.2035129982978106,0.003989968448877335,26.675516974180937,69.0420185700059,4.044920206069946e-05,0.09528331538141498,0.31242890009956453,1.4251923306462832e-05,279960,69.0420185700059,2027.4609998267329,
137,True,39760,0.06773848086595535,0.001538229076686548,-0.00020612800346953009,4.2296383071516175e-06,0.0014358741173055023,-0.012451784386939835,-0.011015910160494968,1.0,2485.0,1.0,0.0,-1.8163424506783485,3.007273592054844,4419747.7421875,0.11849965387955308,0.11849965387955308,0.3928797674706531,-0.012451784386939835,0.2011353271421986,0.001538229076686548,-0.00020612800346953009,4.2296383071516175e-06,0.029583941388409585,1.5412860810756683,0.0,1.0,0.2,0.2,0.2,3.0,0.783203125,0.15381632149978633,226.42923021316528,235.671875,225.20397567749023,5e-06,137,0,0.7265625,1.0,0.0,0.7265625,1.0,0.0,-0.1988314986228943,1.6201815605163574,-2.4748666286468506,-0.1988314986228943,1.6201815605163574,-2.4748666286468506,845.4375,4962.0,133.0,0.0,753.1484375,4395.0,115.0,845.4375,4962.0,133.0,0.0,0.0,1280.625,1853.0,819.0,0.0,3,32,10.125,0.1875,0.8125,5.8125,8,5.8125,8.0,8,8,0.875,0.125,2.375,4.1484375,0.09375,1.4140625,0.3515625,0.859375,0.7265625,0.7265625,0.7265625,0.125,0.0,0.875,0.8515625,0.125,4.5,0.0,0.21875,0.15625,0.0,0.4375,0.7678571428571429,0.7678571428571429,5.260482430458069e-05,1.4576622117310762,42.03852509148419,8.339773654646706,2.6434659957885742e-05,0.3735664114356041,0.019545564049622044,42.03852509148419,0.03338362090289593,1278,4962,133.0,4962.0,845.4375,115.0,4395.0,753.1484375,3.0,32.0,10.125,44.62832329235971,8.936598896980286e-05,2.2679609786719084,0.00473371148109436,25.609400659799576,72.54569690674543,3.8329511880874634e-05,0.09410515573022156,0.4124004148403167,1.7394653706581857e-05,272136,72.54569690674543,1875.6177940493137,
