step,actor_use_cached_prefix_old_logprob,actor_prefix_mask_sum,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_continuation_loss,actor_prefix_loss,actor_pg_loss,actor_prefix_loss_weight,actor_prefix_token_count,actor_prefix_old_logprob_source,actor_prefix_loss_mode_joint,actor_prefix_logprob_delta_mean,actor_prefix_logprob_delta_abs_mean,actor_prefix_ratio_mean,actor_prefix_advantage_mean,actor_prefix_advantage_abs_mean,actor_prefix_token_frac,actor_prefix_loss_contribution,actor_prefix_loss_share,actor_continuation_pg_clipfrac,actor_continuation_ppo_kl,actor_continuation_pg_clipfrac_lower,actor_prefix_pg_clipfrac,actor_prefix_ppo_kl,actor_prefix_pg_clipfrac_lower,actor_prefix_clip_override_active,actor_prefix_clip_ratio,actor_prefix_clip_ratio_low,actor_prefix_clip_ratio_high,actor_prefix_clip_ratio_c,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,assistant_response_length_mean,assistant_response_length_max,assistant_response_length_min,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,textcraft_is_prefix_non_terminal,textcraft_is_raw,textcraft_prefix_action_len,textcraft_valid_action_count,textcraft_fail_invalid_action,textcraft_could_not_find_count,textcraft_invalid_action_count,textcraft_not_enough_items_count,textcraft_continuation_success,textcraft_continuation_reward_sum,textcraft_success,textcraft_replay_success,textcraft_max_turn_count,textcraft_is_prefix,textcraft_done,textcraft_replay_done,textcraft_turn_count,textcraft_fail_max_turn,textcraft_fail_could_not_find,textcraft_fail_not_enough_items,textcraft_is_prefix_terminal_like,textcraft_success_raw_mean,textcraft_success_prefix_mean,textcraft_success_prefix_non_terminal_mean,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_agent_loop_response_length_min,timing_s_agent_loop_response_length_max,timing_s_agent_loop_response_length_mean,timing_s_agent_loop_llm_response_length_min,timing_s_agent_loop_llm_response_length_max,timing_s_agent_loop_llm_response_length_mean,timing_s_agent_loop_num_turns_min,timing_s_agent_loop_num_turns_max,timing_s_agent_loop_num_turns_mean,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_update_actor,timing_per_token_ms_gen,timing_per_token_ms_adv,perf_total_num_tokens,perf_time_per_step,perf_throughput,timing_s_save_checkpoint
233,True,24216,0.06366054713726044,0.0025392560710315593,-0.0003393215226878965,1.1533086080817156e-05,0.0035597688984125853,-0.033007065794663504,-0.02944729698356241,1.0,1513.5,1.0,0.0,-1.0290717855095863,2.428259279578924,6066555.15625,0.3075005116406828,0.3075005116406828,0.23867621128383917,-0.033007065794663504,0.2434746345476701,0.0025392560710315593,-0.0003393215226878965,1.1533086080817156e-05,0.07004090421833098,0.9202011600136757,0.0,1.0,0.2,0.2,0.2,3.0,1.421875,0.152171206660467,226.42923021316528,235.671875,228.2094955444336,5e-06,233,0,0.671875,1.0,0.0,0.671875,1.0,0.0,-0.3152647912502289,1.20761239528656,-2.4748666286468506,-0.3152647912502289,1.20761239528656,-2.4748666286468506,1029.5078125,6776.0,109.0,0.0,908.4375,6275.0,98.0,1029.5078125,6776.0,109.0,0.0,0.0,1129.125,1889.0,785.0,0.0,3,32,13.78125,0.1875,0.8125,5.375,8,5.375,8.0,8,8,0.625,0.375,1.625,5.796875,0.1875,1.953125,0.40625,0.921875,0.671875,0.671875,0.671875,0.125,0.0,0.625,0.796875,0.125,6.203125,0.0,0.34375,0.203125,0.0,0.7708333333333334,0.6125,0.6125,5.493685603141785e-05,1.1821861639618874,58.20368851907551,10.469740061744233,1.8207356333732605e-05,0.5903224982321262,0.11023434583330527,58.20368851907551,0.007962450385093689,891,6776,109.0,6776.0,1029.5078125,98.0,6275.0,908.4375,3.0,32.0,13.78125,60.437960704788566,9.112805128097534e-05,2.3443248867988586,0.00428377091884613,26.399696599692106,89.21673093177378,3.948993980884552e-05,0.09554548994658839,0.4586381591991665,1.550377632994745e-05,276305,89.21673093177378,1548.504395500084,
234,True,19968,0.06417219340801239,0.0018857378963730298,-1.91075676188035e-05,2.104528130075778e-05,0.0028198693762533367,-0.017968423664569855,-0.015148554346524179,1.0,1248.0,1.0,0.0,-1.9072753358632326,3.287389013916254,5668940.1015625,0.16209768783301115,0.16209768783301115,0.21969050876659457,-0.017968423664569855,0.16669934381219123,0.0018857378963730298,-1.91075676188035e-05,2.104528130075778e-05,0.04281672299839556,1.720573271624744,0.0,1.0,0.2,0.2,0.2,3.0,0.8515625,0.15349941702664505,226.42923021316528,235.671875,225.7379264831543,5e-06,234,0,0.8125,1.0,0.0,0.8125,1.0,0.0,-0.26910245418548584,2.4748666286468506,-2.4748666286468506,-0.26910245418548584,2.4748666286468506,-2.4748666286468506,1048.59375,7919.0,152.0,0.0,935.3515625,7343.0,134.0,1048.59375,7919.0,152.0,0.0,0.0,1097.625,1700.0,795.0,0.0,3,32,12.59375,0.0,1.0,6.5,8,6.5,8.0,8,8,0.625,0.375,1.375,4.796875,0.25,0.9921875,0.8125,0.359375,0.8125,0.8125,0.8125,0.0,0.0,0.625,0.8125,0.0,5.609375,0.0,0.28125,0.1171875,0.0,0.6041666666666666,0.9375,0.9375,6.522238254547119e-05,1.6486224923282862,65.16516344808042,10.53104864656052,0.0006864108145236969,0.3928980268537998,0.05418227719201241,65.16516344808042,0.002479957416653633,1128,7919,152.0,7919.0,1048.59375,134.0,7343.0,935.3515625,3.0,32.0,12.59375,67.62364524230361,0.00010193511843681335,2.3047224413603544,0.004035016521811485,26.27468053624034,96.24642529338598,5.311146378517151e-05,0.09564306606182509,0.5038268904954821,1.4687956004788528e-05,274716,96.24642529338598,1427.1491079413543,
235,True,32120,0.06922904402017593,0.002403786093054805,-0.00011510891295074543,4.257701903043198e-06,-0.005695018655387685,-0.015675352653488517,-0.021370371658122167,1.0,2007.5,1.0,0.0,-1.759607944637537,3.1407086849212646,5052432.875,0.13935949373990297,0.13935949373990297,0.38078712311142104,-0.015675352653488517,0.1408751556348,0.002403786093054805,-0.00011510891295074543,4.257701903043198e-06,0.0383033836260438,1.4917318001389503,0.0,1.0,0.2,0.2,0.2,3.0,1.078125,0.15332865994351605,226.42923021316528,235.671875,225.48902130126953,5e-06,235,0,0.515625,1.0,0.0,0.515625,1.0,0.0,-0.23337583243846893,2.4748666286468506,-2.4748666286468506,-0.23337583243846893,2.4748666286468506,-2.4748666286468506,822.3984375,3663.0,110.0,0.0,719.3515625,3249.0,99.0,822.3984375,3663.0,110.0,0.0,0.0,1251.875,1919.0,947.0,0.0,3,32,12.59375,0.3125,0.6875,4.125,8,4.125,8.0,8,8,0.75,0.25,2.5625,5.2578125,0.140625,1.9453125,0.4140625,1.296875,0.515625,0.515625,0.515625,0.25,0.0,0.75,0.765625,0.25,5.671875,0.0,0.3671875,0.2265625,0.0,0.625,0.4791666666666667,0.4791666666666667,3.2631680369377136e-05,1.3445713948458433,34.35174275189638,8.320862877051695,1.8231570720672607e-05,0.07438682019710541,0.01107983551628422,34.35174275189638,0.047812653705477715,970,3536,110.0,3663.0,822.3984375,99.0,3249.0,719.3515625,3.0,32.0,12.59375,36.83863962441683,9.452924132347107e-05,2.2091167625039816,0.003953523933887482,24.902474774047732,63.99013929255307,4.427134990692139e-05,0.09379215905436668,0.3499543030998967,1.4890469682108124e-05,265507,63.99013929255307,2074.593077428249,
236,True,47776,0.06866777688264847,0.0015422607102664188,-9.907249250318273e-06,0.0,0.017043215309968218,-0.02514838255592622,-0.008105167304165661,1.0,2986.0,1.0,0.0,-1.5509487693198025,2.834510065615177,5298840.828125,0.23325451742857695,0.23325451742857695,0.40762679555684217,-0.02514838255592622,0.26386438278926616,0.0015422607102664188,-9.907249250318273e-06,0.0,0.05395131872501224,1.318076828843914,0.0,1.0,0.2,0.2,0.2,3.0,1.0546875,0.14956607573789932,226.42923021316528,235.671875,225.38672065734863,5e-06,236,0,0.75,1.0,0.0,0.75,1.0,0.0,-0.41870537400245667,0.5400605201721191,-2.4748666286468506,-0.41870537400245667,0.5400605201721191,-2.4748666286468506,641.2265625,8192.0,116.0,0.0078125,578.359375,7622.0,99.0,641.2265625,8192.0,116.0,0.0078125,0.0,1346.5625,2031.0,891.0,0.0,3,32,7.828125,0.1875,0.8125,6.0,8,6.0,8.0,8,8,0.875,0.125,2.8125,3.1171875,0.09375,0.7734375,0.234375,0.65625,0.75,0.75,0.75,0.1875,0.0,0.875,0.9375,0.1875,3.3515625,0.0,0.140625,0.1015625,0.0,0.9375,0.7232142857142857,0.7232142857142857,5.4469332098960876e-05,1.2654666397720575,68.72481874004006,6.465086824799073,2.3441389203071594e-05,0.055168814957141876,0.007473009405657649,68.72481874004006,0.0028228256851434708,939,8192,116.0,8192.0,641.2265625,99.0,7622.0,578.359375,3.0,32.0,7.828125,71.07143973186612,9.025819599628448e-05,2.1798569690436125,0.0038256775587797165,24.524282194674015,97.82260121777654,4.084967076778412e-05,0.0963864618537163,0.8659117625140553,1.5035853900099893e-05,254437,97.82260121777654,1300.5021172640988,
237,True,32448,0.06606635451316833,0.002987569707329385,-7.972037221293249e-05,1.591858153915382e-05,0.0009791517513804138,-0.04702733253361657,-0.04604818066582084,1.0,2028.0,1.0,0.0,-1.6963689595577307,2.8773647882044315,4459554.8125,0.4327528579160571,0.4327528579160571,0.2860337664227597,-0.04702733253361657,0.3841454604484542,0.002987569707329385,-7.972037221293249e-05,1.591858153915382e-05,0.11145561456214637,1.4132222738408018,0.0,1.0,0.2,0.2,0.2,3.0,1.3203125,0.15342483818837777,226.42923021316528,235.671875,225.49365615844727,5e-06,237,0,0.53125,1.0,0.0,0.53125,1.0,0.0,-0.21501775085926056,2.4748666286468506,-2.4748666286468506,-0.21501775085926056,2.4748666286468506,-2.4748666286468506,1021.546875,3192.0,119.0,0.0,891.1640625,2767.0,103.0,1021.546875,3192.0,119.0,0.0,0.0,1217.625,1697.0,788.0,0.0,3,32,15.234375,0.1875,0.8125,4.25,8,4.25,8.0,8,8,0.75,0.25,1.8125,6.546875,0.1328125,2.3203125,0.4453125,0.953125,0.53125,0.53125,0.53125,0.1875,0.0,0.75,0.71875,0.1875,6.9921875,0.0,0.5078125,0.2265625,0.0,0.5625,0.5208333333333334,0.5208333333333334,5.588307976722717e-05,1.3231073692440987,29.959115907549858,10.47007474253769,2.2036954760551453e-05,0.5313188768923283,0.021875518214073963,29.959115907549858,0.5313188768923283,1553,2982,119.0,3192.0,1021.546875,103.0,2767.0,891.1640625,3.0,32.0,15.234375,32.93277803249657,8.720345795154572e-05,2.3756524473428726,0.004124220460653305,27.220084872096777,62.564069179818034,3.6461278796195984e-05,0.094971232640753,0.25186052121091307,1.4389459205249237e-05,286614,62.564069179818034,2290.5639271658515,
238,True,15416,0.07714800536632538,0.001632732371945167,0.00016483447564041853,2.449635530865635e-06,0.0009555532451486215,-0.016041674491134472,-0.01508612121688202,1.0,963.5,1.0,0.0,-1.2964992225170135,2.6325702220201492,5575866.625,0.16806246706983075,0.16806246706983075,0.2923056935917091,-0.016041674491134472,0.11842303314943425,0.001632732371945167,0.00016483447564041853,2.449635530865635e-06,0.016725633875466883,1.073898509144783,0.0,1.0,0.2,0.2,0.2,3.0,0.755859375,0.14936486568609947,226.42923021316528,235.671875,225.93864250183105,5e-06,238,0,0.6484375,1.0,0.0,0.6484375,1.0,0.0,-0.10744915902614594,1.6201815605163574,-2.4748666286468506,-0.10744915902614594,1.6201815605163574,-2.4748666286468506,698.71875,3064.0,85.0,0.0,625.28125,2857.0,74.0,698.71875,3064.0,85.0,0.0,0.0,1062.625,1401.0,900.0,0.0,3,32,10.3125,0.25,0.75,5.1875,8,5.1875,8.0,8,8,0.5625,0.4375,1.25,4.1953125,0.171875,0.9609375,0.2421875,0.515625,0.6484375,0.6484375,0.6484375,0.25,0.0,0.5625,0.8984375,0.25,4.4375,0.0,0.2265625,0.140625,0.0,0.7857142857142857,0.5416666666666666,0.5416666666666666,3.872811794281006e-05,0.9426878746598959,29.523657267913222,7.236068548998446,2.086162567138672e-05,0.49701754190027714,0.05526549388014246,29.523657267913222,0.03393736854195595,1030,3064,85.0,3064.0,698.71875,74.0,2857.0,625.28125,3.0,32.0,10.3125,31.85642290301621,0.00011044740676879883,2.000880341976881,0.003909876570105553,21.349856682121754,55.24092269688845,5.153566598892212e-05,0.0946980141321512,0.3561923934770809,1.734239026535827e-05,225452,55.24092269688845,2040.6248573822159,
239,True,41960,0.06573858112096786,0.0034239365850226022,3.1140027090259537e-06,9.209065297000052e-06,-0.007224297936772928,-0.020057227062352467,-0.027281524788122624,1.0,2622.5,1.0,0.0,-1.6462623253464699,2.7326731607317924,3735170.234375,0.18448658287525177,0.18448658287525177,0.33133902710580115,-0.020057227062352467,0.23495335936013506,0.0034239365850226022,3.1140027090259537e-06,9.209065297000052e-06,0.05851836642250419,1.425052348524332,0.0,1.0,0.2,0.2,0.2,3.0,0.96484375,0.15723454004564463,226.42923021316528,235.671875,225.4892749786377,5e-06,239,0,0.640625,1.0,0.0,0.640625,1.0,0.0,-0.19539855420589447,2.4748666286468506,-2.4748666286468506,-0.19539855420589447,2.4748666286468506,-2.4748666286468506,1088.09375,3503.0,115.0,0.0,962.2265625,3188.0,104.0,1088.09375,3503.0,115.0,0.0,0.0,1315.9375,2044.0,802.0,0.0,3,32,14.875,0.1875,0.8125,5.125,8,5.125,8.0,8,8,0.6875,0.3125,2.4375,6.2578125,0.2421875,1.734375,0.5234375,0.9453125,0.640625,0.640625,0.640625,0.125,0.0,0.6875,0.765625,0.125,6.78125,0.0,0.40625,0.2578125,0.0,0.7,0.6136363636363636,0.6136363636363636,3.197602927684784e-05,1.3293557707220316,33.65188452973962,11.278785043483367,2.9340386390686035e-05,0.051075560972094536,0.013785468661808409,33.65188452973962,0.03292224183678627,2044,3503,115.0,3503.0,1088.09375,104.0,3188.0,962.2265625,3.0,32.0,14.875,36.81239602714777,7.9350546002388e-05,2.454059099778533,0.005352780222892761,28.458156840875745,67.77082762867212,4.404038190841675e-05,0.09248188862742186,0.2643125594298211,1.7395196294286813e-05,307716,67.77082762867212,2270.2688661707675,
240,True,32872,0.06289957463741302,0.0020088570527150296,0.00011458329845481785,4.46433750767028e-06,0.000639949255855754,-0.035477101540891454,-0.034837152692489326,1.0,2054.5,1.0,0.0,-2.3318161703646183,3.3696966245770454,3164212.921875,0.3295984141295776,0.3295984141295776,0.27869998168740273,-0.035477101540891454,0.3400407728629684,0.0020088570527150296,0.00011458329845481785,4.46433750767028e-06,0.07348635618109256,1.974963266402483,0.0,1.0,0.2,0.2,0.2,3.0,1.1015625,0.15463869085899287,226.42923021316528,235.671875,225.7577896118164,5e-06,240,0,0.6875,1.0,0.0,0.6875,1.0,0.0,-0.26827165484428406,2.4748666286468506,-2.4748666286468506,-0.26827165484428406,2.4748666286468506,-2.4748666286468506,1036.9921875,8107.0,130.0,0.0,927.828125,7527.0,114.0,1036.9921875,8107.0,130.0,0.0,0.0,1214.9375,1949.0,780.0,0.0,3,32,12.34375,0.1875,0.8125,5.5,8,5.5,8.0,8,8,0.6875,0.3125,1.4375,4.8984375,0.1796875,1.6171875,0.6171875,1.3125,0.6875,0.6875,0.6875,0.125,0.0,0.6875,0.8125,0.125,5.515625,0.0,0.328125,0.265625,0.0,0.75,0.6590909090909091,0.6590909090909091,3.487430512905121e-05,1.4251591470092535,70.16899212263525,10.41056496008241,2.2992491722106934e-05,0.06235910765826702,0.010495939204702154,70.16899212263525,0.0024446751922369003,1367,8107,130.0,8107.0,1036.9921875,114.0,7527.0,927.828125,3.0,32.0,12.34375,72.78471885435283,9.544007480144501e-05,2.3928499408066273,0.00396786630153656,27.4222415946424,102.63407095894217,7.373839616775513e-05,0.09513452557925113,0.5483460945067452,1.3765507712262609e-05,288247,102.63407095894217,1404.2461597148892,
241,True,31496,0.06610582023859024,0.0011732837447198108,-0.0002533388887968613,4.856906457462173e-06,-0.0005058604583609849,-0.02844800455204677,-0.028953864675713703,1.0,1968.5,1.0,0.0,-1.628418174572289,2.8863017335534096,5160597.359375,0.25684880022890866,0.25684880022890866,0.3736467955145261,-0.02844800455204677,0.27924388298899544,0.0011732837447198108,-0.0002533388887968613,4.856906457462173e-06,0.06720575306098908,1.374329156067688,0.0,1.0,0.2,0.2,0.2,3.0,1.1328125,0.15299845258685635,226.42923021316528,235.671875,225.3974723815918,5e-06,241,0,0.6328125,1.0,0.0,0.6328125,1.0,0.0,-0.11888834089040756,1.6201815605163574,-2.4748666286468506,-0.11888834089040756,1.6201815605163574,-2.4748666286468506,902.5703125,7604.0,99.0,0.0,800.0625,7332.0,88.0,902.5703125,7604.0,99.0,0.0,0.0,1189.9375,1686.0,819.0,0.0,3,32,11.03125,0.25,0.75,5.0625,8,5.0625,8.0,8,8,0.75,0.25,1.875,4.3359375,0.1875,1.4609375,0.5546875,1.0078125,0.6328125,0.6328125,0.6328125,0.1875,0.0,0.75,0.8203125,0.1875,4.890625,0.0,0.2890625,0.21875,0.0,0.59375,0.6458333333333334,0.6458333333333334,0.00011150911450386047,1.1561953611671925,69.16260339133441,8.88599795276241,2.2919848561286926e-05,0.3430989719927311,0.01508027341333218,69.16260339133441,0.03786227107048035,1030,7604,99.0,7604.0,902.5703125,88.0,7332.0,800.0625,3.0,32.0,11.03125,71.85062292963266,8.325278759002686e-05,2.2697950154542923,0.003932062536478043,25.61865402199328,99.78340522572398,3.714114427566528e-05,0.09564873944613886,0.6219271605365982,1.4680584886100495e-05,267841,99.78340522572398,1342.1119443363668,
242,True,35816,0.07622897624969482,0.0012130807481298689,-6.414958022560313e-06,8.7090588749561e-06,-0.0010956320111290552,-0.020541640638839453,-0.02163727252627723,1.0,2238.5,1.0,0.0,-1.6320772245526314,2.969680443406105,5365839.203125,0.18996297847479582,0.18996297847479582,0.32191586628305446,-0.020541640638839453,0.36791471907189005,0.0012130807481298689,-6.414958022560313e-06,8.7090588749561e-06,0.060362641350366175,1.3730267956852913,0.0,1.0,0.2,0.2,0.2,3.0,0.912109375,0.15395501462237926,226.42923021316528,235.671875,225.53679656982422,5e-06,242,0,0.5859375,1.0,0.0,0.5859375,1.0,0.0,-0.08242890238761902,2.4748666286468506,-2.4748666286468506,-0.08242890238761902,2.4748666286468506,-2.4748666286468506,871.078125,3347.0,113.0,0.0,771.5390625,3032.0,102.0,871.078125,3347.0,113.0,0.0,0.0,1241.6875,2041.0,781.0,0.0,3,32,12.53125,0.25,0.75,4.6875,8,4.6875,8.0,8,8,0.625,0.375,2.375,5.3046875,0.171875,2.0546875,0.2734375,1.578125,0.5859375,0.5859375,0.5859375,0.1875,0.0,0.625,0.7734375,0.1875,5.578125,0.0,0.3359375,0.28125,0.0,0.7083333333333334,0.5125,0.5125,5.549192428588867e-05,1.3075769618153572,32.522081945091486,9.095184667414287,2.3676082491874695e-05,0.6427098345011473,0.08221417111053597,32.522081945091486,0.142527025192976,2041,3347,113.0,3347.0,871.078125,102.0,3032.0,771.5390625,3.0,32.0,12.53125,35.24688582122326,9.222328662872314e-05,2.267818434163928,0.00402088463306427,25.409686172381043,62.97060817852616,4.020705819129944e-05,0.09395891852496743,0.31612123823945953,1.4868265946827212e-05,270434,62.97060817852616,2147.303383455503,
243,True,17264,0.0671781674027443,0.00226301554357633,9.08553404315171e-05,6.4586179178149905e-06,-0.0005604741163551807,-0.03655551125120837,-0.03711598529480398,1.0,1079.0,1.0,0.0,-1.8942936938256025,3.1076134741306305,4815859.09375,0.3158584719058126,0.3158584719058126,0.23884396103956235,-0.03655551125120837,0.24670638137426654,0.00226301554357633,9.08553404315171e-05,6.4586179178149905e-06,0.06910020211944357,1.5467676110565662,0.0,1.0,0.2,0.2,0.2,3.0,1.068359375,0.1528394120019816,226.42923021316528,235.671875,226.05167388916016,5e-06,243,0,0.6953125,1.0,0.0,0.6953125,1.0,0.0,-0.24931779503822327,1.6201815605163574,-2.4748666286468506,-0.24931779503822327,1.6201815605163574,-2.4748666286468506,1163.859375,8192.0,123.0,0.0078125,1030.6640625,7632.0,107.0,1163.859375,8192.0,123.0,0.0078125,0.0,1096.25,1490.0,839.0,0.0,3,32,14.2109375,0.125,0.875,5.5625,8,5.5625,8.0,8,8,0.5625,0.4375,1.25,5.25,0.3203125,1.640625,1.1328125,0.875,0.6953125,0.6953125,0.6953125,0.0625,0.0,0.5625,0.7578125,0.0625,6.3828125,0.0,0.3984375,0.265625,0.0,0.5,0.8472222222222222,0.8472222222222222,3.229454159736633e-05,1.3083375785499811,73.74291200749576,11.680726283942931,2.6676803827285767e-05,0.3067457042634487,0.029696339392103255,73.74291200749576,0.0007037725299596786,1067,8192,123.0,8192.0,1163.859375,107.0,7632.0,1030.6640625,3.0,32.0,14.2109375,75.87147985957563,9.645149111747742e-05,2.4388841483742,0.00388166680932045,27.992670657113194,106.33968075364828,4.1252002120018005e-05,0.09676201600141446,0.509293432810931,1.3417723178912974e-05,289294,106.33968075364828,1360.2354170603196,
244,True,31080,0.06526556611061096,0.002669509696715977,-0.00010777772195069701,1.1917030064978462e-05,0.00637508649379015,-0.03676978903240524,-0.03039470306248404,1.0,1942.5,1.0,0.0,-1.0881378166377544,2.5599798932671547,5367125.6015625,0.3468337096273899,0.3468337096273899,0.28193621662972745,-0.03676978903240524,0.3221862299890542,0.002669509696715977,-0.00010777772195069701,1.1917030064978462e-05,0.0978344976902008,0.9469209536910057,0.0,1.0,0.2,0.2,0.2,3.0,1.296875,0.15288017036211698,226.42923021316528,235.671875,225.71203994750977,5e-06,244,0,0.7578125,1.0,0.0,0.7578125,1.0,0.0,-0.5098055601119995,1.6201815605163574,-2.4748666286468506,-0.5098055601119995,1.6201815605163574,-2.4748666286468506,873.03125,5249.0,104.0,0.0,770.8515625,4846.0,93.0,873.03125,5249.0,104.0,0.0,0.0,1177.3125,1926.0,826.0,0.0,3,32,11.28125,0.0625,0.9375,6.0625,8,6.0625,8.0,8,8,0.6875,0.3125,1.625,4.59375,0.1015625,2.015625,0.390625,1.234375,0.7578125,0.7578125,0.7578125,0.0625,0.0,0.6875,0.8203125,0.0625,4.984375,0.0,0.2734375,0.203125,0.0,0.825,0.7272727272727273,0.7272727272727273,5.864165723323822e-05,1.1833018604665995,46.699047243222594,8.492682206881,2.3361295461654663e-05,1.2087929379194975,0.1386719734291546,46.699047243222594,0.02057557925581932,1069,5249,104.0,5249.0,873.03125,93.0,4846.0,770.8515625,3.0,32.0,11.28125,49.33956086821854,9.792670607566833e-05,2.245703872293234,0.004221104085445404,24.985913133248687,76.60987247899175,7.093697786331177e-05,0.09520474132862129,0.4415252252229887,1.608382773256544e-05,262444,76.60987247899175,1712.8601804680486,
245,True,24152,0.062242452055215836,0.0017775137894204818,0.000133636969849249,8.296292321574583e-06,0.006043922974640736,-0.02743169356836006,-0.02138777057916741,1.0,1509.5,1.0,0.0,-1.3236330673389602,2.6796172354370356,5353563.6171875,0.24414374772459269,0.24414374772459269,0.1758220492654425,-0.02743169356836006,0.2802421266182814,0.0017775137894204818,0.000133636969849249,8.296292321574583e-06,0.05366582825081423,1.1292401204118505,0.0,1.0,0.2,0.2,0.2,3.0,0.845703125,0.15895946289526264,226.42923021316528,235.671875,225.53304290771484,5e-06,245,0,0.6484375,1.0,0.0,0.6484375,1.0,0.0,-0.27660223841667175,1.6201815605163574,-1.6201815605163574,-0.27660223841667175,1.6201815605163574,-1.6201815605163574,1441.6328125,8192.0,112.0,0.0234375,1282.359375,7632.0,97.0,1441.6328125,8192.0,112.0,0.0234375,0.0,1158.75,1675.0,878.0,0.0,3,32,17.9609375,0.1875,0.8125,5.1875,8,5.1875,8.0,8,8,0.625,0.375,1.375,7.4140625,0.2578125,2.953125,0.8671875,2.0234375,0.6484375,0.6484375,0.6484375,0.0,0.0,0.625,0.6484375,0.0,8.28125,0.0,0.453125,0.3671875,0.0,0.6041666666666666,0.675,0.675,6.915442645549774e-05,1.167275581508875,76.28050466999412,14.869643706988427,0.0006613675504922867,0.3577700797468424,0.04681940987939015,76.28050466999412,0.0007143579423427582,1070,8192,112.0,8192.0,1441.6328125,97.0,7632.0,1282.359375,3.0,32.0,17.9609375,78.35014474019408,9.489431977272034e-05,2.7603226751089096,0.004302363842725754,31.4755838830024,112.62090802378953,4.108995199203491e-05,0.09456415336384487,0.4245952925566934,1.2925872821386736e-05,332849,112.62090802378953,1477.7407048151774,
246,True,33600,0.06224530562758446,0.0022401614078262355,-0.00024100214363897976,2.2358160549629247e-06,0.0008843928226269782,-0.027335992621374317,-0.02645160016254522,1.0,2100.0,1.0,0.0,-2.0125190541148186,3.227754458785057,4276755.09765625,0.24886905145831406,0.24886905145831406,0.2891076466576242,-0.027335992621374317,0.2446266063336604,0.0022401614078262355,-0.00024100214363897976,2.2358160549629247e-06,0.05693071277346462,1.7051796317100525,0.0,1.0,0.2,0.2,0.2,3.0,1.0859375,0.1560000917058536,226.42923021316528,235.671875,225.57040977478027,5e-06,246,0,0.8125,1.0,0.0,0.8125,1.0,0.0,-0.2603450417518616,1.20761239528656,-2.4748666286468506,-0.2603450417518616,1.20761239528656,-2.4748666286468506,938.2109375,4562.0,139.0,0.0,821.296875,3988.0,121.0,938.2109375,4562.0,139.0,0.0,0.0,1245.0625,1999.0,785.0,0.0,3,32,13.40625,0.0625,0.9375,6.5,8,6.5,8.0,8,8,0.75,0.25,1.875,5.75,0.1015625,1.71875,0.328125,0.953125,0.8125,0.8125,0.8125,0.0,0.0,0.75,0.8125,0.0,6.078125,0.0,0.3828125,0.2265625,0.0,0.6875,0.8541666666666666,0.8541666666666666,3.2590702176094055e-05,1.560072710737586,39.98790064267814,9.469057025504299,0.001427004113793373,0.6245860680937767,0.03219517302932218,39.98790064267814,0.003188958391547203,818,4562,139.0,4562.0,938.2109375,121.0,3988.0,821.296875,3.0,32.0,13.40625,42.050201991572976,0.0001607164740562439,2.3489781096577644,0.003984546288847923,25.951586863026023,70.38828270509839,7.617101073265076e-05,0.09286366466288802,0.35015281737659754,1.4258071090385077e-05,279459,70.38828270509839,1985.1244359152274,
