step,actor_use_cached_prefix_old_logprob,actor_prefix_mask_sum,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_continuation_loss,actor_prefix_loss,actor_pg_loss,actor_prefix_loss_weight,actor_prefix_token_count,actor_prefix_old_logprob_source,actor_prefix_loss_mode_joint,actor_prefix_logprob_delta_mean,actor_prefix_logprob_delta_abs_mean,actor_prefix_ratio_mean,actor_prefix_advantage_mean,actor_prefix_advantage_abs_mean,actor_prefix_token_frac,actor_prefix_loss_contribution,actor_prefix_loss_share,actor_continuation_pg_clipfrac,actor_continuation_ppo_kl,actor_continuation_pg_clipfrac_lower,actor_prefix_pg_clipfrac,actor_prefix_ppo_kl,actor_prefix_pg_clipfrac_lower,actor_prefix_clip_override_active,actor_prefix_clip_ratio,actor_prefix_clip_ratio_low,actor_prefix_clip_ratio_high,actor_prefix_clip_ratio_c,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_update_actor,timing_per_token_ms_adv,timing_per_token_ms_gen,perf_total_num_tokens,perf_time_per_step,perf_throughput,val-aux_textcraft_reward_mean@1,val-core_textcraft_acc_mean@1,val-aux_num_turns_min,val-aux_num_turns_max,val-aux_num_turns_mean,timing_s_testing,timing_s_save_checkpoint
1,True,33704,0.08136187493801117,0.0035895236032956745,-0.0007124782459868584,2.4695247020645184e-06,0.0014530188200296834,-0.010281649942044169,-0.008828631369397044,1.0,2106.5,1.0,0.0,-1.346378630027175,2.602957382798195,5190890.6796875,0.11918350798077881,0.11918350798077881,0.31020826589548,-0.010281649942044169,0.2713577451997059,0.0035895236032956745,-0.0007124782459868584,2.4695247020645184e-06,0.04245291170082055,1.372022008523345,0.0,1.0,0.2,0.2,0.2,3.0,0.779296875,0.16884154581872318,231.86784172058105,241.78515625,159.99396133422852,5e-06,1,0,0.390625,1.0,0.0,0.390625,1.0,0.0,-0.3562096059322357,0.935412585735321,-2.4748666286468506,-0.3562096059322357,0.935412585735321,-2.4748666286468506,2365.5390625,8192.0,146.0,0.0546875,2365.5390625,8192.0,146.0,0.0546875,0.0,1200.0625,1760.0,891.0,0.0,3,62,21.0078125,0.5,0.5,3.125,8,3.125,8.0,8,8,0.00013878755271434784,1.6764413584023714,85.96287735924125,24.09997034294065,0.0,0.0,0.0,85.96287735924125,0.0,957,8192,94.47708872519433,0.00013136118650436401,6.434895811602473,0.004088148474693298,45.23089528828859,146.18814288824797,3.9383769035339355e-05,0.09910427826714154,8.957439410629996e-06,0.312022856593847,456397,146.18814288824797,1560.9918526322892,,,,,,,
2,True,29720,0.0927121639251709,0.0030950225082051475,-3.6268877465772675e-05,1.397459982399596e-06,0.004739540905575268,-0.01655915151059162,-0.011819610750535503,1.0,1857.5,1.0,0.0,-1.6045854520052671,2.705687940120697,4380733.2109375,0.1866511320695281,0.1866511320695281,0.20069399943213778,-0.01655915151059162,0.2873893298650011,0.0030950225082051475,-3.6268877465772675e-05,1.397459982399596e-06,0.05991188494954258,1.5470269732177258,0.0,1.0,0.2,0.2,0.2,3.0,0.77734375,0.1723961335319584,239.88162851333618,249.08984375,160.5279655456543,5e-06,2,0,0.59375,1.0,0.0,0.59375,1.0,0.0,-0.3345269560813904,1.6201815605163574,-2.4748666286468506,-0.3345269560813904,1.6201815605163574,-2.4748666286468506,2837.828125,8192.0,143.0,0.1015625,2837.828125,8192.0,143.0,0.1015625,0.0,1201.875,1904.0,784.0,0.0,3,62,22.09375,0.25,0.75,4.75,8,4.75,8.0,8,8,6.347149610519409e-05,1.6214178521186113,87.89847940951586,29.47558465950715,0.0,0.0,0.0,87.89847940951586,0.0,1029,8192,90.29227842018008,8.88090580701828e-05,4.0761390551924706,0.003853071480989456,51.13601634092629,145.54164448939264,3.9266422390937805e-05,0.09889343729026787,7.45156760627803e-06,0.24857334344646292,517082,145.54164448939264,1776.4056528771941,,,,,,,
3,True,36336,0.07949677854776382,0.002134274234776967,-0.00022218036701815436,5.402275178312266e-07,0.008332941419212148,-0.010419086305773817,-0.0020861450175289065,1.0,2271.0,1.0,0.0,-1.0710218753665686,2.311042968183756,4824963.7265625,0.09893450955860317,0.09893450955860317,0.2547891080249193,-0.010419086305773817,0.2533393575305515,0.002134274234776967,-0.00022218036701815436,5.402275178312266e-07,0.03711861721239984,1.049371481873095,0.0,1.0,0.2,0.2,0.2,3.0,0.630859375,0.16308123782232156,246.2218885421753,253.79296875,160.10813903808594,5e-06,3,0,0.5234375,1.0,0.0,0.5234375,1.0,0.0,-0.22099576890468597,2.4748666286468506,-2.4748666286468506,-0.22099576890468597,2.4748666286468506,-2.4748666286468506,2838.4375,8192.0,122.0,0.1484375,2838.4375,8192.0,122.0,0.1484375,0.0,1230.8125,2029.0,781.0,0.0,3,62,22.6328125,0.375,0.625,4.1875,8,4.1875,8.0,8,8,5.93084841966629e-05,29.313545962795615,118.49488541856408,57.59626718574145,0.0,0.0,0.0,118.49488541856408,0.0,1393,8192,121.02690922096372,0.00010354258120059967,4.194071462377906,0.003820279613137245,55.348546359688044,180.60642335377634,3.7088990211486816e-05,0.10626295224797268,7.334505001569019e-06,0.3331138093718037,520864,180.60642335377634,1441.9863655118143,,,,,,,
4,True,23816,0.09089802950620651,0.0013619722485600505,-3.325700726009018e-05,0.0,0.0014626772972405888,0.0,0.0014626772972405888,1.0,1488.5,1.0,0.0,-0.9477073885500431,2.329789262264967,5161230.828125,0.0,0.0,0.2815736058635308,0.0,0.0,0.0013619722485600505,-3.325700726009018e-05,0.0,0.0,0.9520114427432418,0.0,1.0,0.2,0.2,0.2,3.0,0.3447265625,0.16672201496886502,246.2218885421753,253.79296875,160.17423248291016,5e-06,4,0,0.6328125,1.0,0.0,0.6328125,1.0,0.0,-0.16331516206264496,1.20761239528656,-2.4748666286468506,-0.16331516206264496,1.20761239528656,-2.4748666286468506,1658.859375,8192.0,143.0,0.03125,1658.859375,8192.0,143.0,0.03125,0.0,1099.625,1668.0,797.0,0.0,3,62,15.3515625,0.3125,0.6875,5.0625,8,5.0625,8.0,8,8,3.358907997608185e-05,1.5847913268953562,74.15386720746756,15.258069409595919,0.0,0.0,0.0,74.15386720746756,0.0,891,8150,76.50646948441863,9.279511868953705e-05,3.071221062913537,0.003906683996319771,34.51430973596871,114.13226694986224,3.779679536819458e-05,0.09775043399049724,1.1064397898301748e-05,0.3603119118201448,353086,114.13226694986224,1546.8281207237783,,,,,,,
5,True,35000,0.09771770238876343,0.002392820351815317,-0.00020277822619618746,0.0,0.0011875452473759651,-0.010997021061484702,-0.00980947574134916,1.0,2187.5,1.0,0.0,-2.02214764803648,3.0269073620438576,3677883.8984375,0.11767429555766284,0.11767429555766284,0.30135570796630196,-0.010997021061484702,0.11510939915189117,0.002392820351815317,-0.00020277822619618746,0.0,0.01908729167189449,1.938010785728693,0.0,1.0,0.2,0.2,0.2,3.0,0.869140625,0.167082180683295,246.2218885421753,253.79296875,160.73537063598633,5e-06,5,0,0.453125,1.0,0.0,0.453125,1.0,0.0,-0.33481565117836,2.4748666286468506,-2.4748666286468506,-0.33481565117836,2.4748666286468506,-2.4748666286468506,1981.765625,8192.0,171.0,0.0703125,1981.765625,8192.0,171.0,0.0703125,0.0,1219.0625,1844.0,783.0,0.0,3,62,15.0546875,0.375,0.625,3.625,8,3.625,8.0,8,8,3.2261013984680176e-05,2.125968599691987,81.90330941230059,19.746142887350288,0.0,0.0,0.0,81.90330941230059,0.0,1414,8192,84.39498350024223,0.00012092851102352142,3.3055739533156157,0.0038681086152791977,40.0451049990952,127.78307054378092,4.141218960285187e-05,0.09774107530545123,9.44118127457054e-06,0.3327012035520812,409706,127.78307054378092,1603.1309869785407,,,,,,,
6,True,28784,0.06871626526117325,0.0010647738390616723,-9.758289206729387e-05,0.0,-0.0027980798804492224,-0.00461945326969726,-0.007417533022817224,1.0,1799.0,1.0,0.0,-1.3239168962463737,2.6353863924741745,5910683.078125,0.05574294668622315,0.05574294668622315,0.2961099122689489,-0.00461945326969726,0.17777902272726603,0.0010647738390616723,-9.758289206729387e-05,0.0,0.01533905928954482,1.30971371056512,0.0,1.0,0.2,0.2,0.2,3.0,0.501953125,0.16948177364247982,246.2218885421753,253.79296875,160.89946746826172,5e-06,6,0,0.6875,1.0,0.0,0.6875,1.0,0.0,-0.1534775197505951,1.6201815605163574,-2.4748666286468506,-0.1534775197505951,1.6201815605163574,-2.4748666286468506,2181.75,8192.0,132.0,0.109375,2181.75,8192.0,132.0,0.109375,0.0,1160.0625,1582.0,899.0,0.0,3,62,16.6875,0.25,0.75,5.5,8,5.5,8.0,8,8,6.107799708843231e-05,1.490377765148878,82.03501205332577,21.091142721590586,0.0,0.0,0.0,82.03501205332577,0.0,1227,8192,84.50542297400534,9.125843644142151e-05,3.519896825775504,0.003733040764927864,42.99815278686583,131.0572480596602,4.133395850658417e-05,0.10052121974149936,8.727114694794797e-06,0.30260048904980713,427752,131.0572480596602,1631.928055613062,,,,,,,
7,True,36384,0.07731801271438599,0.0014720001399837201,0.00011085607434324629,5.745858402406157e-07,0.005626214100630023,-0.01357476939301705,-0.007948555372422561,1.0,2274.0,1.0,0.0,-1.8615262918174267,2.9365019872784615,4066265.046875,0.1472493908368051,0.1472493908368051,0.24498491292649524,-0.01357476939301705,0.22957478695145037,0.0014720001399837201,0.00011085607434324629,5.745858402406157e-07,0.03727446869015694,1.7836080808192492,0.0,1.0,0.2,0.2,0.2,3.0,0.75,0.17483397504043457,246.2218885421753,253.81640625,160.83568572998047,5e-06,7,0,0.5703125,1.0,0.0,0.5703125,1.0,0.0,-0.2297438234090805,2.4748666286468506,-2.4748666286468506,-0.2297438234090805,2.4748666286468506,-2.4748666286468506,3309.4453125,8192.0,134.0,0.109375,3309.4453125,8192.0,134.0,0.109375,0.0,1251.125,1888.0,874.0,0.0,3,62,28.140625,0.25,0.75,4.5625,8,4.5625,8.0,8,8,6.200559437274933e-05,1.463094675913453,88.84934189729393,34.55569829403248,0.0,0.0,0.0,88.84934189729393,0.0,1262,8192,91.45228057354689,0.00011786632239818573,4.555892262607813,0.0042228735983371735,58.806201403960586,154.85423054359853,4.8708170652389526e-05,0.10073815706978909,7.23400753115988e-06,0.21588842676512277,583753,154.85423054359853,1884.8467941456947,,,,,,,
8,True,28656,0.07455801963806152,0.0008811972193143447,0.00018356627112225965,5.813953407596273e-07,0.0041568635060684755,-0.010941109474515542,-0.006784245895687491,1.0,1791.0,1.0,0.0,-1.2109783277264796,2.436187904328108,5266030.921875,0.11242448771372437,0.11242448771372437,0.2102149392123795,-0.010941109474515542,0.2205197511696897,0.0008811972193143447,0.00018356627112225965,5.813953407596273e-07,0.020483136002440006,1.1592966465977952,0.0,1.0,0.2,0.2,0.2,3.0,0.4970703125,0.17604326532326336,246.2218885421753,253.81640625,161.04272842407227,5e-06,8,0,0.5,1.0,0.0,0.5,1.0,0.0,-0.0987238809466362,1.20761239528656,-2.4748666286468506,-0.0987238809466362,1.20761239528656,-2.4748666286468506,3227.34375,8192.0,154.0,0.09375,3227.34375,8192.0,154.0,0.09375,0.0,1204.0625,1860.0,878.0,0.0,3,62,28.96875,0.4375,0.5625,4.0,8,4.0,8.0,8,8,3.871135413646698e-05,1.7588796950876713,94.37639186158776,34.09166305656254,0.0,0.0,0.0,94.37639186158776,0.0,1034,8192,96.76455826871097,0.00012983568012714386,4.483830660581589,0.004066290333867073,55.941622415557504,157.22637283615768,4.0100887417793274e-05,0.09862420650815822,7.168806342983451e-06,0.23424003454057363,567220,157.22637283615768,1803.8322380911507,,,,,,,
9,True,23840,0.079334557056427,0.002005040030780947,0.0001105640702609989,4.925856501358794e-06,0.007002375117735937,-0.00719529137131758,-0.00019291622447781265,1.0,1490.0,1.0,0.0,-1.7135170325636864,2.6168628931045532,3200883.27734375,0.07301032450050116,0.07301032450050116,0.2406360454332715,-0.00719529137131758,0.16806916663816412,0.002005040030780947,0.0001105640702609989,4.925856501358794e-06,0.020453248114790767,1.6497505828738213,0.0,1.0,0.2,0.2,0.2,3.0,0.626953125,0.17345093543709217,246.2218885421753,253.81640625,161.07793807983398,5e-06,9,0,0.5234375,1.0,0.0,0.5234375,1.0,0.0,-0.2663123309612274,2.4748666286468506,-2.4748666286468506,-0.2663123309612274,2.4748666286468506,-2.4748666286468506,3021.9375,8192.0,147.0,0.1328125,3021.9375,8192.0,147.0,0.1328125,0.0,1111.1875,1853.0,824.0,0.0,3,62,23.8515625,0.3125,0.6875,4.1875,8,4.1875,8.0,8,8,7.630325853824615e-05,1.6642033979296684,91.57099756412208,31.68808010488283,0.0,0.0,0.0,91.57099756412208,0.0,1069,8192,93.85961456410587,0.00011839717626571655,4.170146742835641,0.00433695875108242,52.75861338339746,150.82599920406938,4.382431507110596e-05,0.09972518785611194,8.197789866706525e-06,0.24265168911735505,529040,150.82599920406938,1753.8090342242738,,,,,,,
10,True,44440,0.06995956599712372,0.0014277187474363018,4.215187033196344e-05,1.0821186151588336e-06,0.0004595097416313365,-0.009679931950813625,-0.009220422216458246,1.0,2777.5,1.0,0.0,-2.213453769683838,3.1879099383950233,4140573.4921875,0.10179856303147972,0.10179856303147972,0.24719076335568074,-0.009679931950813625,0.26496219313530633,0.0014277187474363018,4.215187033196344e-05,1.0821186151588336e-06,0.029715755837969482,2.065060757100582,0.0,1.0,0.2,0.2,0.2,3.0,0.701171875,0.16574161774428434,246.2218885421753,254.044921875,160.59358978271484,5e-06,10,0,0.421875,1.0,0.0,0.421875,1.0,0.0,-0.19890446960926056,2.4748666286468506,-2.4748666286468506,-0.19890446960926056,2.4748666286468506,-2.4748666286468506,3484.359375,8192.0,130.0,0.1328125,3484.359375,8192.0,130.0,0.1328125,0.0,1335.875,1928.0,867.0,0.0,3,62,28.7265625,0.4375,0.5625,3.375,8,3.375,8.0,8,8,7.770396769046783e-05,1.5509716682136059,91.08693745359778,37.2740912532754,0.0,0.0,0.0,91.08693745359778,0.0,867,8192,93.52025218307972,0.00011635757982730865,4.709869282320142,0.004067663103342056,65.0632733926177,163.3313401862979,4.005990922451019e-05,0.10545271948105756,6.592753696724512e-06,0.20968760439078138,616990,163.3313401862979,1888.7679464830603,,,,,,,
