step,actor_use_cached_prefix_old_logprob,actor_prefix_mask_sum,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_continuation_loss,actor_prefix_loss,actor_pg_loss,actor_prefix_loss_weight,actor_prefix_token_count,actor_prefix_old_logprob_source,actor_prefix_loss_mode_joint,actor_prefix_logprob_delta_mean,actor_prefix_logprob_delta_abs_mean,actor_prefix_ratio_mean,actor_prefix_advantage_mean,actor_prefix_advantage_abs_mean,actor_prefix_token_frac,actor_prefix_loss_contribution,actor_prefix_loss_share,actor_continuation_pg_clipfrac,actor_continuation_ppo_kl,actor_continuation_pg_clipfrac_lower,actor_prefix_pg_clipfrac,actor_prefix_ppo_kl,actor_prefix_pg_clipfrac_lower,actor_prefix_clip_override_active,actor_prefix_clip_ratio,actor_prefix_clip_ratio_low,actor_prefix_clip_ratio_high,actor_prefix_clip_ratio_c,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_update_actor,timing_per_token_ms_adv,timing_per_token_ms_gen,perf_total_num_tokens,perf_time_per_step,perf_throughput,val-aux_textcraft_reward_mean@1,val-core_textcraft_acc_mean@1,val-aux_num_turns_min,val-aux_num_turns_max,val-aux_num_turns_mean,timing_s_testing,timing_s_save_checkpoint
216,True,19720,0.046433042734861374,0.0021473643246281426,-0.00016696812870975464,5.590392447629711e-06,-0.0017151362953882199,-0.04016028357727919,-0.041875419479765696,1.0,1232.5,1.0,0.0,-1.3966971524059772,2.633649844676256,4810056.08984375,0.3590589454397559,0.3590589454397559,0.23171600643849188,-0.04016028357727919,0.33881990183880045,0.0021473643246281426,-0.00016696812870975464,5.590392447629711e-06,0.07070607220521197,1.1888802549801767,0.0,1.0,0.2,0.2,0.28,3.0,1.30859375,0.160683614413959,245.75373601913452,253.927734375,141.61777877807617,5e-06,216,0,0.5703125,1.0,0.0,0.5703125,1.0,0.0,-0.38031700253486633,1.20761239528656,-2.4748666286468506,-0.38031700253486633,1.20761239528656,-2.4748666286468506,1432.1328125,8192.0,88.0,0.015625,1432.1328125,8192.0,88.0,0.015625,0.0,1116.6875,1807.0,802.0,0.0,3,62,23.171875,0.25,0.75,4.5625,8,4.5625,8.0,8,8,3.101862967014313e-05,1.0871039051562548,75.69102934747934,13.532565217567026,0.0,0.0,0.0,75.69102934747934,0.0,1219,8192,77.75995791144669,0.00010164454579353333,2.667088385671377,0.003664059564471245,31.128942916169763,111.5903975982219,4.3584033846855164e-05,0.09541467687615827,1.1230868338205618e-05,0.42419227175075797,326249,111.5903975982219,1461.8148470742544,,,,,,,
217,True,27600,0.05047181621193886,0.0016159749720827676,-0.00018332685419863992,7.317008567042649e-06,-0.00014141319843474776,-0.02545736102911178,-0.025598774533136748,1.0,1725.0,1.0,0.0,-1.5940441694110632,2.8535915296524763,4958041.03125,0.23528049187734723,0.23528049187734723,0.262953392342416,-0.02545736102911178,0.28395510917070976,0.0016159749720827676,-0.00018332685419863992,7.317008567042649e-06,0.05426954687573016,1.3043782217428088,0.0,1.0,0.2,0.2,0.28,3.0,1.09765625,0.16223522737129212,245.75373601913452,253.927734375,141.43396377563477,5e-06,217,0,0.6328125,1.0,0.0,0.6328125,1.0,0.0,-0.22924016416072845,2.4748666286468506,-2.4748666286468506,-0.22924016416072845,2.4748666286468506,-2.4748666286468506,1446.21875,7393.0,125.0,0.0,1446.21875,7393.0,125.0,0.0,0.0,1158.9375,1698.0,819.0,0.0,3,62,23.984375,0.1875,0.8125,5.0625,8,5.0625,8.0,8,8,5.436129868030548e-05,1.3515484277158976,64.62172099016607,13.959743180370424,0.0,0.0,0.0,64.62172099016607,0.0,819,6765,66.64466577768326,8.014775812625885e-05,2.6898682974278927,0.0037308651953935623,31.296161349862814,100.67198916338384,3.672949969768524e-05,0.0938528199779968,1.1188344015454814e-05,0.3600156970639127,333460,100.67198916338384,1656.170712286299,,,,,,,
218,True,28920,0.049310602247714996,0.002932006656919839,-7.369971194748359e-05,1.0217790531896753e-05,5.634289118461311e-05,-0.03958928387146443,-0.03953294063103385,1.0,1807.5,1.0,0.0,-1.6028463710099459,2.7084534280002117,4332343.0,0.3586038453504443,0.3586038453504443,0.21373957617442882,-0.03958928387146443,0.29745229877023216,0.002932006656919839,-7.369971194748359e-05,1.0217790531896753e-05,0.07401219720486552,1.373987976461649,0.0,1.0,0.2,0.2,0.28,3.0,1.32421875,0.16446818394861185,245.75373601913452,253.927734375,141.60714721679688,5e-06,218,0,0.5,1.0,0.0,0.5,1.0,0.0,-0.40786871314048767,2.4748666286468506,-2.4748666286468506,-0.40786871314048767,2.4748666286468506,-2.4748666286468506,1880.3203125,8192.0,122.0,0.046875,1880.3203125,8192.0,122.0,0.046875,0.0,1147.0,1949.0,784.0,0.0,3,62,24.75,0.25,0.75,4.0,8,4.0,8.0,8,8,5.4232776165008545e-05,1.318386748433113,80.94982273504138,18.106611180803156,0.0,0.0,0.0,80.94982273504138,0.0,819,8192,83.02331027947366,0.00010259822010993958,3.1148479748517275,0.003692690283060074,37.53159913979471,123.70302896760404,4.15705144405365e-05,0.0968564895722927,9.52959708864862e-06,0.3449516591649264,387497,123.70302896760404,1566.2389321989829,,,,,,,
219,True,28576,0.0490923672914505,0.0022767036643926986,-0.00020320068247769996,3.842947421617282e-06,0.002225608070148155,-0.040085726424877066,-0.037860118492972106,1.0,1786.0,1.0,0.0,-2.429316572844982,3.461149126291275,3747188.875,0.3747509128879756,0.3747509128879756,0.2388255212767318,-0.040085726424877066,0.37535743865850385,0.0022767036643926986,-0.00020320068247769996,3.842947421617282e-06,0.08405447920085862,2.0919723734259605,0.0,1.0,0.2,0.2,0.28,3.0,1.35546875,0.16107333602612162,245.75373601913452,253.927734375,141.42544555664062,5e-06,219,0,0.765625,1.0,0.0,0.765625,1.0,0.0,-0.37336549162864685,0.935412585735321,-2.4748666286468506,-0.37336549162864685,0.935412585735321,-2.4748666286468506,1327.0,7671.0,154.0,0.0,1327.0,7671.0,154.0,0.0,0.0,1207.1875,1875.0,783.0,0.0,3,62,20.265625,0.125,0.875,6.125,8,6.125,8.0,8,8,5.486607551574707e-05,1.825868772342801,68.88723813928664,12.611818952587782,0.0,0.0,0.0,68.88723813928664,0.0,968,7671,71.2046159543097,9.739585220813751e-05,2.4832263216376305,0.003602275624871254,30.501830196008086,104.22303005494177,3.6463141441345215e-05,0.09403232728687723,1.110524707398591e-05,0.41920577403394466,324376,104.22303005494177,1556.1627781738994,,,,,,,
220,True,35168,0.05556275323033333,0.0018826968407665845,0.00028677000454990775,1.155154564003169e-05,0.0017536980740260333,-0.024977593595394865,-0.023223895084811375,1.0,2198.0,1.0,0.0,-1.8841502778232098,3.056496761739254,4419611.1875,0.22571901604533195,0.22571901604533195,0.30761026427048255,-0.024977593595394865,0.24462264184924848,0.0018826968407665845,0.00028677000454990775,1.155154564003169e-05,0.04793999242247082,1.600023027509451,0.0,1.0,0.2,0.2,0.28,3.0,0.8671875,0.15850877365527613,245.75373601913452,253.927734375,141.3291015625,5e-06,220,0,0.53125,1.0,0.0,0.53125,1.0,0.0,-0.28603214025497437,2.4748666286468506,-2.4748666286468506,-0.28603214025497437,2.4748666286468506,-2.4748666286468506,1178.703125,8192.0,126.0,0.015625,1178.703125,8192.0,126.0,0.015625,0.0,1271.375,1817.0,880.0,0.0,3,62,16.859375,0.3125,0.6875,4.25,8,4.25,8.0,8,8,2.9984861612319946e-05,1.3653085995465517,75.99324527196586,11.38140469462087,0.0,0.0,0.0,75.99324527196586,0.0,1817,8192,78.31567753478885,8.62516462802887e-05,2.5964771658182144,0.003643043339252472,29.919638400897384,110.86495482176542,3.8955360651016235e-05,0.0954039679885762,1.161647695944795e-05,0.5190800107028968,313610,110.86495482176542,1414.3784232996904,,,,,,,
221,True,42328,0.04955639690160751,0.0023991078523977194,-0.0002528401182644302,8.17048112367047e-06,0.0011760474008042365,-0.02822417681454681,-0.027048129442846403,1.0,2645.5,1.0,0.0,-1.8108704537153244,3.019188392907381,4151567.4765625,0.2782430467195809,0.2782430467195809,0.35635426605973214,-0.02822417681454681,0.204829049060757,0.0023991078523977194,-0.0002528401182644302,8.17048112367047e-06,0.07054852158762515,1.581773541867733,0.0,1.0,0.2,0.2,0.28,3.0,1.265625,0.15991534050513415,245.75373601913452,253.927734375,141.47520446777344,5e-06,221,0,0.828125,1.0,0.0,0.828125,1.0,0.0,-0.47913768887519836,1.6201815605163574,-2.4748666286468506,-0.47913768887519836,1.6201815605163574,-2.4748666286468506,1162.875,8192.0,122.0,0.015625,1162.875,8192.0,122.0,0.015625,0.0,1334.875,1915.0,839.0,0.0,3,62,18.28125,0.0,1.0,6.625,8,6.625,8.0,8,8,3.2899901270866394e-05,1.3790547419339418,79.57828451506793,10.911270127078751,0.0,0.0,0.0,79.57828451506793,0.0,861,8192,81.55226981639862,8.461624383926392e-05,2.5941770914942026,0.0036697443574666977,30.37080580368638,114.55102863162756,3.507360816001892e-05,0.09499426297319581,1.1478281570496878e-05,0.5478895908335928,319712,114.55102863162756,1395.5003452135193,,,,,,,
222,True,37832,0.05786939710378647,0.0003905036282958463,-0.00013783807537492976,1.2530634876384283e-05,0.005194462268264033,-0.006655716191744432,-0.001461253865272738,1.0,2364.5,1.0,0.0,-1.4731062785722315,2.7799333184957504,5232756.8359375,0.062191423028707504,0.062191423028707504,0.41821944326907723,-0.006655716191744432,0.1366555289033572,0.0003905036282958463,-0.00013783807537492976,1.2530634876384283e-05,0.011170729179866612,1.263398637296632,0.0,1.0,0.2,0.2,0.28,3.0,0.5927734375,0.15477343152969414,245.75373601913452,253.927734375,141.45199966430664,5e-06,222,0,0.65625,1.0,0.0,0.65625,1.0,0.0,-0.1114506796002388,1.6201815605163574,-0.5400605201721191,-0.1114506796002388,1.6201815605163574,-0.5400605201721191,673.3046875,4116.0,98.0,0.0,673.3046875,4116.0,98.0,0.0,0.0,1263.25,1825.0,896.0,0.0,3,62,11.640625,0.25,0.75,5.25,8,5.25,8.0,8,8,5.624443292617798e-05,1.0620055310428143,32.11949797347188,6.223154869599966,0.0,0.0,0.0,32.11949797347188,0.0,1623,4116,34.39433128386736,8.735060691833496e-05,2.1173444613814354,0.0036785323172807693,23.018861573189497,59.56404210999608,3.644078969955444e-05,0.09286329851737944,1.4840032101471965e-05,0.39908486921860875,247879,59.56404210999608,2080.7771872016788,,,,,,,
223,True,29504,0.05316642299294472,0.0010863098941626959,0.00021417716200744508,7.486334880013601e-06,0.006864805065561086,-0.013308185676578432,-0.006443380611017346,1.0,1844.0,1.0,0.0,-2.106883682310581,3.194698467850685,3602699.68359375,0.12273906776681542,0.12273906776681542,0.26571177896394654,-0.013308185676578432,0.2407379495646248,0.0010863098941626959,0.00021417716200744508,7.486334880013601e-06,0.03101541253272444,1.7558014206588268,0.0,1.0,0.2,0.2,0.28,3.0,0.5859375,0.15915587949513554,245.75373601913452,253.927734375,141.69285202026367,5e-06,223,0,0.84375,1.0,0.0,0.84375,1.0,0.0,-0.324117511510849,1.20761239528656,-2.4748666286468506,-0.324117511510849,1.20761239528656,-2.4748666286468506,1181.109375,8192.0,143.0,0.0078125,1181.109375,8192.0,143.0,0.0078125,0.0,1169.4375,1896.0,816.0,0.0,3,62,18.2109375,0.0625,0.9375,6.75,8,6.75,8.0,8,8,8.49161297082901e-05,1.614736344665289,68.95394335500896,11.123192564191413,0.0,0.0,0.0,68.95394335500896,0.0,1471,8192,71.17595866136253,7.952563464641571e-05,2.475436970591545,0.0036852452903985977,28.289689030498266,101.97419694438577,3.5976991057395935e-05,0.09402628720210811,1.2248629941165944e-05,0.4707965145411658,300870,101.97419694438577,1475.2261308029085,,,,,,,
224,True,16832,0.04737699031829834,0.003445365004154155,-8.097479644675332e-05,1.268024379896815e-05,-0.0010355181730119511,-0.05588410279597156,-0.056919621129054576,1.0,1052.0,1.0,0.0,-2.5743977651000023,3.58035396784544,3553844.3515625,0.5002580238506198,0.5002580238506198,0.13817206630559575,-0.05588410279597156,0.34357932027725224,0.003445365004154155,-8.097479644675332e-05,1.268024379896815e-05,0.1026131387334317,2.124759268015623,0.0,1.0,0.2,0.2,0.28,3.0,0.892578125,0.1636404195894432,245.75373601913452,253.927734375,142.0322265625,5e-06,224,0,0.65625,1.0,0.0,0.65625,1.0,0.0,-0.39256420731544495,2.4748666286468506,-2.4748666286468506,-0.39256420731544495,2.4748666286468506,-2.4748666286468506,1803.5859375,6724.0,152.0,0.0,1803.5859375,6724.0,152.0,0.0,0.0,1082.8125,1647.0,832.0,0.0,3,62,25.75,0.125,0.875,5.25,8,5.25,8.0,8,8,3.2959505915641785e-05,1.7933543603867292,61.01111357845366,17.735924443855765,0.0,0.0,0.0,61.01111357845366,0.0,964,6724,83.87715183570981,8.789077401161194e-05,2.95435344055295,0.003959089517593384,34.765738267451525,121.62975493073463,3.77558171749115e-05,0.0940990428368277,1.0715910338071028e-05,0.3633263240147008,369459,121.62975493073463,1518.7854329329136,,,,,,,
225,True,39776,0.054315563291311264,0.0009079813316930085,0.0001880705958683393,0.0,0.0035889367572963238,-0.012845583900343627,-0.009256647463189438,1.0,2486.0,1.0,0.0,-1.4520339877344668,2.666096404194832,4826689.859375,0.1199909201823175,0.1199909201823175,0.405728152418379,-0.012845583900343627,0.16172474244379154,0.0009079813316930085,0.0001880705958683393,0.0,0.02863323234487325,1.2510872225975618,0.0,1.0,0.2,0.2,0.28,3.0,0.765625,0.15988215476923265,245.75373601913452,253.927734375,141.37490844726562,5e-06,225,0,0.515625,1.0,0.0,0.515625,1.0,0.0,-0.21809136867523193,2.4748666286468506,-1.6201815605163574,-0.21809136867523193,2.4748666286468506,-1.6201815605163574,1006.75,6338.0,117.0,0.0,1006.75,6338.0,117.0,0.0,0.0,1306.25,1821.0,927.0,0.0,3,62,15.953125,0.375,0.625,4.125,8,4.125,8.0,8,8,5.521625280380249e-05,1.290334727615118,51.2435152400285,9.145915473112836,0.0,0.0,0.0,51.2435152400285,0.0,1821,6338,88.63833286426961,8.147768676280975e-05,2.313286744058132,0.003688521683216095,27.817428847774863,118.80247408151627,3.5848468542099e-05,0.0939574850295033,1.24585281669372e-05,0.6878440283110071,296064,118.80247408151627,1246.0346566387827,,,,,,,
226,True,32408,0.05039379000663757,0.0020250654797564493,-0.00039849323115959123,2.82840062482137e-06,0.00969963107490912,-0.02599743110476993,-0.0162978001171723,1.0,2025.5,1.0,0.0,-1.351317387074232,2.859991267323494,5751232.265625,0.2357493182644248,0.2357493182644248,0.23678921800606365,-0.02599743110476993,0.20924289260520712,0.0020250654797564493,-0.00039849323115959123,2.82840062482137e-06,0.053124512545764446,1.140148039907217,0.0,1.0,0.2,0.2,0.28,3.0,0.865234375,0.1594609837485213,245.75373601913452,253.927734375,141.5042953491211,5e-06,226,0,0.859375,1.0,0.0,0.859375,1.0,0.0,-0.5249686241149902,1.6201815605163574,-2.4748666286468506,-0.5249686241149902,1.6201815605163574,-2.4748666286468506,1211.421875,8192.0,154.0,0.015625,1211.421875,8192.0,154.0,0.015625,0.0,1204.0625,1926.0,784.0,0.0,3,62,17.375,0.0,1.0,6.875,8,6.875,8.0,8,8,5.63599169254303e-05,1.8349473383277655,69.11467540450394,11.26045335685194,0.0,0.0,0.0,69.11467540450394,0.0,784,8192,71.1297417525202,8.855387568473816e-05,2.5578414257615805,0.0036730822175741196,29.372333209961653,103.09649213403463,3.608688712120056e-05,0.09500013975574792,1.1880000186214332e-05,0.45871807246469287,309182,103.09649213403463,1499.4787582007923,,,,,,,
227,True,28896,0.04855002462863922,0.0013951751425338443,0.00012983606757188682,6.199305971676949e-06,0.008401908780797385,-0.02923921967158094,-0.020837310614297166,1.0,1806.0,1.0,0.0,-1.8330312527832575,3.124935008585453,5134016.171875,0.2563976322999224,0.2563976322999224,0.2941362894708799,-0.02923921967158094,0.3437030213687282,0.0013951751425338443,0.00012983606757188682,6.199305971676949e-06,0.06309461581986398,1.5073854286165442,0.0,1.0,0.2,0.2,0.28,3.0,0.93359375,0.15622160012177932,245.75373601913452,253.927734375,141.2711524963379,5e-06,227,0,0.7734375,1.0,0.0,0.7734375,1.0,0.0,-0.424401193857193,2.4748666286468506,-2.4748666286468506,-0.424401193857193,2.4748666286468506,-2.4748666286468506,1053.1171875,7713.0,79.0,0.0,1053.1171875,7713.0,79.0,0.0,0.0,1156.875,1650.0,780.0,0.0,3,62,16.75,0.0625,0.9375,6.1875,8,6.1875,8.0,8,8,4.828348755836487e-05,0.8290980942547321,65.7682204414159,10.0227744410804,0.0,0.0,0.0,65.7682204414159,0.0,1595,7713,68.25549209676683,7.899291813373566e-05,2.378342367708683,0.0036259684711694717,26.869750700891018,97.53709841519594,3.734603524208069e-05,0.09498672825091653,1.2818089964859433e-05,0.5063501368464665,282879,97.53709841519594,1450.1097766710293,,,,,,,
228,True,35320,0.049931954592466354,0.002629379690915812,-4.608147492035641e-05,3.699684384628199e-06,0.006888153875479475,-0.039635291272134054,-0.03274713712744415,1.0,2207.5,1.0,0.0,-1.9411755427718163,3.1903317868709564,4753972.328125,0.3594027840299532,0.3594027840299532,0.3214783223047537,-0.039635291272134054,0.36962072194971196,0.002629379690915812,-4.608147492035641e-05,3.699684384628199e-06,0.07887181630940177,1.658851657062769,0.0,1.0,0.2,0.2,0.28,3.0,1.50390625,0.15931171582521328,245.75373601913452,253.927734375,141.5162124633789,5e-06,228,0,0.7421875,1.0,0.0,0.7421875,1.0,0.0,-0.5541247129440308,2.4748666286468506,-2.4748666286468506,-0.5541247129440308,2.4748666286468506,-2.4748666286468506,1220.5,8192.0,120.0,0.0078125,1220.5,8192.0,120.0,0.0078125,0.0,1250.1875,2035.0,878.0,0.0,3,62,17.9765625,0.0625,0.9375,5.9375,8,5.9375,8.0,8,8,3.335997462272644e-05,1.3642888646572828,69.07343273237348,11.427751379393158,0.0,0.0,0.0,69.07343273237348,0.0,1066,8192,71.68228446878493,8.100457489490509e-05,2.4307129830121994,0.003652706742286682,30.04285015538335,104.19597818143666,3.839470446109772e-05,0.09499775541784722,1.1550133889500272e-05,0.4588429720707761,316248,104.19597818143666,1517.5633720205435,,,,,,,
229,True,34040,0.06244603917002678,0.001171476718809572,0.00021505672975763446,0.0,0.01231604948407039,-0.007559765945188701,0.004756283538881689,1.0,2127.5,1.0,0.0,-1.7789365025237203,3.0968385338783264,5103933.0703125,0.07200389541685581,0.07200389541685581,0.38521014202995507,-0.007559765945188701,0.0650735116955994,0.001171476718809572,0.00021505672975763446,0.0,0.01656624278984964,1.4956712238490582,0.0,1.0,0.2,0.2,0.28,3.0,0.7109375,0.15132289392725198,245.75373601913452,253.927734375,141.8679542541504,5e-06,229,0,0.90625,1.0,0.0,0.90625,1.0,0.0,-0.2524116635322571,0.5400605201721191,-2.4748666286468506,-0.2524116635322571,0.5400605201721191,-2.4748666286468506,547.9921875,4512.0,102.0,0.0,547.9921875,4512.0,102.0,0.0,0.0,1231.0625,1944.0,812.0,0.0,3,62,8.4375,0.0625,0.9375,7.25,8,7.25,8.0,8,8,3.2704323530197144e-05,1.0848132409155369,38.420766739174724,5.278489822041593,0.0,0.0,0.0,38.420766739174724,0.0,1720,4512,59.980548014864326,8.290447294712067e-05,1.9627842139452696,0.0036485735327005386,21.256542759016156,83.23333547636867,3.8275495171546936e-05,0.09334549492583472,1.6022262229767997e-05,0.8551180875477856,227719,83.23333547636867,1367.955511434798,,,,,,,
230,True,26504,0.05309377983212471,0.0014898850167810451,-4.387375440728647e-07,9.122640449277242e-06,0.006620864238357171,-0.01946713455254212,-0.012846270314184949,1.0,1656.5,1.0,0.0,-1.6454938016831875,3.0089840553700924,5659177.4140625,0.1802367193158716,0.1802367193158716,0.27004002983774256,-0.01946713455254212,0.18757186249019392,0.0014898850167810451,-4.387375440728647e-07,9.122640449277242e-06,0.041161835251841694,1.3734332211315632,0.0,1.0,0.2,0.2,0.28,3.0,0.921875,0.15452750857598316,245.75373601913452,253.927734375,141.8029556274414,5e-06,230,0,0.7421875,1.0,0.0,0.7421875,1.0,0.0,-0.3261573612689972,1.6201815605163574,-2.4748666286468506,-0.3261573612689972,1.6201815605163574,-2.4748666286468506,1047.7421875,8163.0,13.0,0.0,1047.7421875,8163.0,13.0,0.0,0.0,1139.3125,1913.0,783.0,0.0,3,62,15.921875,0.125,0.875,5.9375,8,5.9375,8.0,8,8,5.190633237361908e-05,0.03697414882481098,68.62881433404982,9.633136659220327,0.0,0.0,0.0,68.62881433404982,0.0,1688,8163,117.54260439239442,0.0001063905656337738,2.3260293900966644,0.0039064157754182816,26.855635683983564,146.7594018559903,4.341639578342438e-05,0.09593251370451686,1.3954325614208184e-05,0.8764575940258027,279943,146.7594018559903,953.7480953850506,,,,,,,
231,True,27280,0.05515399947762489,0.001065943179128226,4.0262959785763996e-05,7.852159455978835e-06,0.005949586717179045,-0.0275385802378878,-0.021588993375189602,1.0,1705.0,1.0,0.0,-0.998612233903259,2.2742056883871555,4858834.3046875,0.23868994787335396,0.23868994787335396,0.1965312680971568,-0.0275385802378878,0.34525414619281564,0.001065943179128226,4.0262959785763996e-05,7.852159455978835e-06,0.06503604189492762,0.885982244508341,0.0,1.0,0.2,0.2,0.28,3.0,0.7578125,0.1569070202113241,245.75373601913452,253.927734375,141.3917694091797,5e-06,231,0,0.78125,1.0,0.0,0.78125,1.0,0.0,-0.24344402551651,1.6201815605163574,-1.6201815605163574,-0.24344402551651,1.6201815605163574,-1.6201815605163574,1112.3515625,4580.0,111.0,0.0,1112.3515625,4580.0,111.0,0.0,0.0,1137.0,1998.0,795.0,0.0,3,62,19.078125,0.0625,0.9375,6.25,8,6.25,8.0,8,8,6.120838224887848e-05,1.1556180454790592,39.665138721466064,10.626739208892104,0.0,0.0,0.0,39.665138721466064,0.0,1228,4580,42.06930457055569,8.740648627281189e-05,2.344700425863266,0.0038886573165655136,26.89434314891696,71.34172572940588,3.5703182220458984e-05,0.0934100561929895,1.3506174753715527e-05,0.2954699332815171,287917,71.34172572940588,2017.8724095632956,,,,,,,
232,True,42832,0.04092961549758911,0.0024085051663860213,-0.00010765198027229417,1.9418387751102273e-06,0.0007944892713567242,-0.044127364992164075,-0.04333287649205886,1.0,2677.0,1.0,0.0,-2.4477196261286736,3.4523689970374107,3404897.5546875,0.4177917374763638,0.4177917374763638,0.2884506181327829,-0.044127364992164075,0.4612156323833597,0.0024085051663860213,-0.00010765198027229417,1.9418387751102273e-06,0.09698018396738917,2.0717786476016045,0.0,1.0,0.2,0.2,0.28,3.0,1.25,0.16614591393702177,245.75373601913452,253.927734375,141.5719985961914,5e-06,232,0,0.6953125,1.0,0.0,0.6953125,1.0,0.0,-0.4603619873523712,1.6201815605163574,-2.4748666286468506,-0.4603619873523712,1.6201815605163574,-2.4748666286468506,1685.6875,8192.0,140.0,0.0390625,1685.6875,8192.0,140.0,0.0390625,0.0,1343.0625,1997.0,861.0,0.0,3,62,22.6953125,0.125,0.875,5.5625,8,5.5625,8.0,8,8,3.096461296081543e-05,1.5743235424160957,75.62081160582602,15.919983147192397,0.0,0.0,0.0,75.62081160582602,0.0,1997,8192,77.99647539667785,8.353963494300842e-05,3.0249327681958675,0.003590364009141922,36.76627307385206,117.82126032933593,3.933906555175781e-05,0.09483665155244547,9.261153552264553e-06,0.3614830530786671,387680,117.82126032933593,1645.2039254899773,,,,,,,
233,True,22064,0.05891086533665657,0.0022715903323842213,-0.00029886899301345693,8.836260008138197e-06,0.008607868512626737,0.0,0.008607868512626737,1.0,1379.0,1.0,0.0,-2.2929471731185913,3.5390752851963043,5041667.921875,0.0,0.0,0.27739042906811706,0.0,0.0,0.0022715903323842213,-0.00029886899301345693,8.836260008138197e-06,0.0,1.923404349014163,0.0,1.0,0.2,0.2,0.28,3.0,0.78125,0.15751956877743786,245.75373601913452,253.927734375,141.2622413635254,5e-06,233,0,0.6953125,1.0,0.0,0.6953125,1.0,0.0,-0.3991771340370178,1.20761239528656,-2.4748666286468506,-0.3991771340370178,1.20761239528656,-2.4748666286468506,998.6015625,8192.0,104.0,0.0078125,998.6015625,8192.0,104.0,0.0078125,0.0,1116.4375,1480.0,786.0,0.0,3,62,15.1796875,0.1875,0.8125,5.5625,8,5.5625,8.0,8,8,5.595944821834564e-05,1.2251801937818527,69.8137021549046,9.214823642905685,0.0,0.0,0.0,69.8137021549046,0.0,1119,8192,71.99407138861716,8.548609912395477e-05,2.2550633437931538,0.003653043881058693,25.2435758151114,99.52881172671914,3.577768802642822e-05,0.09324434690224914,1.3493559446149018e-05,0.5632413405357269,270725,99.52881172671914,1360.0333175047951,,,,,,,
234,True,26264,0.04658522829413414,0.0010770070057333214,-0.00026014390731887715,2.2591118522541365e-06,0.0025980494247050956,-0.01272768662602175,-0.010129637201316655,1.0,1641.5,1.0,0.0,-0.8015747205354273,2.2379965502768755,5756771.953125,0.11583278700709343,0.11583278700709343,0.30080567876364156,-0.01272768662602175,0.2927590937852292,0.0010770070057333214,-0.00026014390731887715,2.2591118522541365e-06,0.03714968147687614,0.7208003411069512,0.0,1.0,0.2,0.2,0.28,3.0,0.9453125,0.1611720892227741,245.75373601913452,253.927734375,141.36725616455078,5e-06,234,0,0.6171875,1.0,0.0,0.6171875,1.0,0.0,-0.2708265483379364,0.7245674133300781,-2.4748666286468506,-0.2708265483379364,0.7245674133300781,-2.4748666286468506,1222.2578125,8192.0,109.0,0.0078125,1222.2578125,8192.0,109.0,0.0078125,0.0,1150.1875,1921.0,783.0,0.0,3,62,17.6015625,0.3125,0.6875,4.9375,8,4.9375,8.0,8,8,5.956180393695831e-05,1.1709129866212606,64.87431959435344,11.280812174794846,0.0,0.0,0.0,64.87431959435344,0.0,1035,8192,67.19419905543327,8.239224553108215e-05,2.5150416139513254,0.0036547742784023285,28.98914127983153,98.73101036436856,3.536045551300049e-05,0.09546170150073115,1.2035229600268474e-05,0.42949586801726614,303673,98.73101036436856,1537.8805447209006,,,,,,,
