step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_update_actor,timing_per_token_ms_adv,perf_total_num_tokens,perf_time_per_step,perf_throughput,val-aux_textcraft_reward_mean@1,val-core_textcraft_acc_mean@1,val-aux_num_turns_min,val-aux_num_turns_max,val-aux_num_turns_mean,timing_s_testing,timing_s_save_checkpoint
55,0.2523629665374756,0.00039326641126535833,-4.451540462468984e-06,0.0,0.0074433902045711875,0.1650390625,0.33886487759630457,226.86913394927979,232.8515625,139.21307373046875,5e-06,55,2,0.7890625,1.0,0.0,0.7890625,1.0,0.0,-0.05170750617980957,0.5400605201721191,-2.4748666286468506,-0.05170750617980957,0.5400605201721191,-2.4748666286468506,2331.5703125,8192.0,239.0,0.0078125,2331.5703125,8192.0,239.0,0.0078125,0.0,971.9375,1206.0,784.0,0.0,6,62,24.3515625,0.1875,0.8125,6.3125,8,6.3125,8.0,8,8,3.0759721994400024e-05,2.5790238808840513,82.44658606499434,24.33161047755857,0.0,0.0,0.0,82.44658606499434,0.0,1076,8192,84.8386668805033,0.00013099797070026398,3.220649277791381,0.0037586279213428497,20.624651661142707,108.71467061154544,4.598498344421387e-05,0.2842728273947055,0.048775453320553455,8.88881828109526e-06,422849,108.71467061154544,1944.7651251729665,,,,,,,
56,0.1948571801185608,0.0,-9.325442209728863e-05,0.0,0.0,0.0,0.3322870626622727,226.86913394927979,232.8515625,139.46323776245117,5e-06,56,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.9296875,6007.0,309.0,0.0,1570.9296875,6007.0,309.0,0.0,0.0,932.8125,1104.0,817.0,0.0,6,62,18.578125,0.0,1.0,8.0,8,8.0,8.0,8,8,3.227218985557556e-05,3.5561542585492134,55.21349127218127,16.70973265063367,0.0,0.0,0.0,55.21349127218127,0.0,977,6007,57.43125873617828,0.00011469796299934387,2.464048460125923,0.003972427919507027,14.699621967971325,74.62555795907974,3.665313124656677e-05,0.2856153986054152,0.04586766049560603,1.2395283059130323e-05,320479,74.62555795907974,2147.2469269558546,,,,,,,
57,0.1780685931444168,0.0,-0.00010013339527858989,0.0,0.0,0.0,0.32701861395567455,226.86913394927979,232.8515625,139.51841735839844,5e-06,57,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1287.53125,4634.0,202.0,0.0,1287.53125,4634.0,202.0,0.0,0.0,893.9375,1099.0,783.0,0.0,6,54,16.453125,0.0,1.0,8.0,8,8.0,8.0,8,8,5.650147795677185e-05,2.162166064605117,41.940604008734226,13.55268834454182,0.0,0.0,0.0,41.940604008734226,0.0,860,4634,44.121220000088215,0.00011803023517131805,2.257099974900484,0.003669915720820427,12.678624168038368,59.08997879177332,3.9014965295791626e-05,0.2677193514725869,0.045405991405010844,1.3143079207029478e-05,279228,59.08997879177332,2362.7356593236327,,,,,,,
58,0.21345014870166779,0.0005616325797745958,1.9708615809577168e-05,0.0,0.012117214704630896,0.21240234375,0.32835488733333495,226.86913394927979,232.8515625,139.44440841674805,5e-06,58,2,0.9609375,1.0,0.0,0.9609375,1.0,0.0,-0.07611952722072601,0.935412585735321,-2.4748666286468506,-0.07611952722072601,0.935412585735321,-2.4748666286468506,1734.078125,7788.0,330.0,0.0,1734.078125,7788.0,330.0,0.0,0.0,978.8125,1121.0,819.0,0.0,6,62,18.453125,0.0,1.0,7.6875,8,7.6875,8.0,8,8,3.314390778541565e-05,3.7995891980826855,66.67398209869862,18.416366546531208,0.0,0.0,0.0,66.67398209869862,0.0,995,7788,68.86749306321144,0.00010529346764087677,2.638871593400836,0.0036735273897647858,16.271419808268547,87.8074986282736,3.8798898458480835e-05,0.3102670414900363,0.04685794041258041,1.0578912569517021e-05,347250,87.8074986282736,1977.3368187497094,,,,,,,
59,0.20917879045009613,0.0005923870776314288,3.3825557238742476e-05,0.0,0.012891018413938582,0.21435546875,0.3342139493077637,226.86913394927979,232.8515625,139.75986099243164,5e-06,59,2,0.9140625,1.0,0.0,0.9140625,1.0,0.0,-0.10198576003313065,0.35355237126350403,-2.4748666286468506,-0.10198576003313065,0.35355237126350403,-2.4748666286468506,2106.265625,7299.0,225.0,0.0,2106.265625,7299.0,225.0,0.0,0.0,1022.875,1255.0,787.0,0.0,6,62,22.28125,0.0625,0.9375,7.3125,8,7.3125,8.0,8,8,5.4463744163513184e-05,2.4440457448363304,64.52769264020026,22.00677169310802,0.0,0.0,0.0,64.52769264020026,0.0,1255,6931,66.78286829963326,0.00010639801621437073,2.9924674164503813,0.003700820729136467,18.970399346202612,88.77506306022406,3.794953227043152e-05,0.247709098224914,0.04736324206976409,9.239809075815712e-06,400530,88.77506306022406,2255.8699830395203,,,,,,,
60,0.19951879978179932,0.0004811095477634808,4.463453342395951e-05,0.0,0.012731701688608155,0.24560546875,0.32965035477817495,226.86913394927979,232.8515625,139.6607437133789,5e-06,60,2,0.984375,1.0,0.0,0.984375,1.0,0.0,-0.09425492584705353,0.35355237126350403,-2.4748666286468506,-0.09425492584705353,0.35355237126350403,-2.4748666286468506,1645.7109375,7429.0,216.0,0.0,1645.7109375,7429.0,216.0,0.0,0.0,952.3125,1107.0,785.0,0.0,6,62,18.25,0.0,1.0,7.875,8,7.875,8.0,8,8,5.5167824029922485e-05,2.378410240635276,64.73775842785835,17.402108787631732,0.0,0.0,0.0,64.73775842785835,0.0,867,7429,66.98667920008302,0.00011494755744934082,2.5150853767991066,0.003696151077747345,15.356763558462262,84.88821134530008,4.084967076778412e-05,0.31799839165293786,0.04617922747299558,1.111467274625044e-05,332547,84.88821134530008,1958.7348745475233,,,,,,,
61,0.184009850025177,0.0,-5.5787580777177936e-05,0.0,0.0,0.0,0.329633960478564,226.86913394927979,232.8515625,139.2598533630371,5e-06,61,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1405.3515625,6137.0,380.0,0.0,1405.3515625,6137.0,380.0,0.0,0.0,1007.8125,1101.0,784.0,0.0,6,60,17.25,0.0,1.0,8.0,8,8.0,8.0,8,8,3.188289701938629e-05,4.169622365385294,52.1065540201962,14.984019652052666,0.0,0.0,0.0,52.1065540201962,0.0,989,6137,54.224935702979565,0.00011834688484668732,2.393149469047785,0.003934727981686592,14.003068966791034,70.66215517371893,3.6034733057022095e-05,0.301442230886286,0.04533424726610562,1.2738488374918149e-05,308885,70.66215517371893,2185.6466112632966,,,,,,,
62,0.20715169608592987,0.0004426059313118458,-1.4190027286531404e-06,2.4831147129589226e-06,0.005636218353174627,0.22802734375,0.3219761569467136,226.86913394927979,232.8515625,139.67034912109375,5e-06,62,2,0.953125,1.0,0.0,0.953125,1.0,0.0,-0.03686075285077095,1.6201815605163574,-0.5400605201721191,-0.03686075285077095,1.6201815605163574,-0.5400605201721191,1178.765625,8192.0,200.0,0.0078125,1178.765625,8192.0,200.0,0.0078125,0.0,886.5,1071.0,779.0,0.0,6,62,13.7578125,0.0,1.0,7.625,8,7.625,8.0,8,8,7.416680455207825e-05,2.150970444083214,73.01835044287145,11.943374646289158,0.0,0.0,0.0,73.01835044287145,0.0,971,8192,75.24573527649045,0.00010772235691547394,2.1302581541240215,0.0037755202502012253,12.5610148049891,89.97132122330368,3.6621466279029846e-05,0.49870584480912533,0.047515887049142815,1.4282062122007706e-05,264354,89.97132122330368,1469.1014670324141,,,,,,,
63,0.2054503858089447,0.0004637381643988192,-1.639882793824654e-05,0.0,0.014452248346060514,0.21435546875,0.32899155500909827,226.86913394927979,232.8515625,139.62833404541016,5e-06,63,2,0.9375,1.0,0.0,0.9375,1.0,0.0,-0.08979404717683792,1.6201815605163574,-1.6201815605163574,-0.08979404717683792,1.6201815605163574,-1.6201815605163574,1689.0859375,7548.0,219.0,0.0,1689.0859375,7548.0,219.0,0.0,0.0,923.0625,1072.0,781.0,0.0,6,62,19.28125,0.0,1.0,7.5,8,7.5,8.0,8,8,2.867169678211212e-05,2.414251146838069,66.06576703116298,17.506842413757113,0.0,0.0,0.0,66.06576703116298,0.0,1039,7548,68.26882710680366,0.00010894797742366791,2.5934888385236263,0.0037835687398910522,15.76599358767271,86.65793323889375,3.999657928943634e-05,0.31576262635950314,0.04715345542214924,1.1316022610372365e-05,334355,86.65793323889375,1929.1655564774942,,,,,,,
64,0.21084439754486084,0.0004540915979305282,7.850414650079074e-05,1.4423853826883715e-06,0.02175491477828473,0.24951171875,0.33129554855816545,226.86913394927979,232.8515625,139.63755416870117,5e-06,64,2,0.96875,1.0,0.0,0.96875,1.0,0.0,-0.13249392807483673,0.5400605201721191,-1.6201815605163574,-0.13249392807483673,0.5400605201721191,-1.6201815605163574,1912.0078125,8192.0,313.0,0.0234375,1912.0078125,8192.0,313.0,0.0234375,0.0,957.0,1093.0,788.0,0.0,6,62,18.6953125,0.0,1.0,7.75,8,7.75,8.0,8,8,3.217719495296478e-05,3.42363522015512,77.48637438379228,20.166144372575218,0.0,0.0,0.0,77.48637438379228,0.0,954,8192,79.70784489251673,0.00011531077325344086,2.7840549405664206,0.003774784505367279,17.38477835431695,99.91224247403443,3.9774924516677856e-05,0.325687758256891,0.047339913227615577,1.0278990464820098e-05,367233,99.91224247403443,1837.7777883197741,,,,,,,
65,0.24977664649486542,0.0008452492984361015,1.64760357108662e-05,0.0,0.009260059305233881,0.24658203125,0.3360693232885884,226.86913394927979,232.8515625,139.31786346435547,5e-06,65,2,0.8203125,1.0,0.0,0.8203125,1.0,0.0,-0.06225980818271637,1.20761239528656,-2.4748666286468506,-0.06225980818271637,1.20761239528656,-2.4748666286468506,2551.984375,8192.0,279.0,0.0234375,2551.984375,8192.0,279.0,0.0234375,0.0,1001.375,1357.0,784.0,0.0,6,62,25.8203125,0.0625,0.9375,6.5625,8,6.5625,8.0,8,8,2.9034912586212158e-05,2.9991447683423758,81.15269377827644,26.136612403861363,0.0,0.0,0.0,81.15269377827644,0.0,1048,7930,83.33572990447283,0.00011643208563327789,3.449487103149295,0.0037199128419160843,22.700087927281857,109.51898841746151,3.63718718290329e-05,0.2551192696384334,0.04990895043704649,8.178688393281191e-06,454830,109.51898841746151,2076.489230645061,,,,,,,
66,0.20799605548381805,0.00027575227613851894,3.5970779208582826e-05,0.0,0.008002444461453706,0.158203125,0.33276525123915845,226.86913394927979,232.8515625,139.57015991210938,5e-06,66,2,0.96875,1.0,0.0,0.96875,1.0,0.0,-0.04995351657271385,0.935412585735321,-0.935412585735321,-0.04995351657271385,0.935412585735321,-0.935412585735321,1794.4296875,8192.0,252.0,0.0078125,1794.4296875,8192.0,252.0,0.0078125,0.0,948.4375,1204.0,784.0,0.0,6,62,18.4140625,0.0,1.0,7.75,8,7.75,8.0,8,8,5.1023438572883606e-05,2.6962005589157343,75.68980505503714,18.788025536981877,0.0,0.0,0.0,75.68980505503714,0.0,886,8192,77.89779597893357,0.00018465891480445862,2.6585772279649973,0.003938784822821617,16.428660087287426,97.01601851731539,3.878585994243622e-05,0.3391476051275587,0.04679370095528295,1.121882844657198e-05,351087,97.01601851731539,1809.4279963537058,,,,,,,
67,0.18576708436012268,0.0002015262780332705,4.5615111957886256e-05,0.0,0.014790233224630356,0.23046875,0.3158360159731869,226.86913394927979,232.8515625,139.75702285766602,5e-06,67,2,0.9921875,1.0,0.0,0.9921875,1.0,0.0,-0.10121209174394608,0.35355237126350403,-2.4748666286468506,-0.10121209174394608,0.35355237126350403,-2.4748666286468506,1261.8515625,8169.0,319.0,0.0,1261.8515625,8169.0,319.0,0.0,0.0,955.9375,1087.0,786.0,0.0,6,62,15.125,0.0,1.0,7.9375,8,7.9375,8.0,8,8,5.935691297054291e-05,3.5405648183077574,66.43610393442214,13.950332364591304,0.0,0.0,0.0,66.43610393442214,0.0,1070,8169,68.82904160767794,0.00010931305587291718,2.2217409070581198,0.004930000752210617,13.351665740832686,84.434436513111,4.041939973831177e-05,0.4261411591824881,0.047033277584421024,1.7366679062448233e-05,283877,84.434436513111,1681.0498874823397,,,,,,,
68,0.21709145605564117,0.0006264453586481977,-7.46523903671914e-06,0.0,0.011893530376255512,0.23828125,0.33235734201752654,226.86913394927979,232.8515625,140.45214462280273,5e-06,68,2,0.953125,1.0,0.0,0.953125,1.0,0.0,-0.0805780366063118,1.20761239528656,-2.4748666286468506,-0.0805780366063118,1.20761239528656,-2.4748666286468506,1872.21875,8192.0,327.0,0.015625,1872.21875,8192.0,327.0,0.015625,0.0,981.875,1154.0,826.0,0.0,6,62,19.109375,0.0,1.0,7.625,8,7.625,8.0,8,8,5.593709647655487e-05,3.563099194318056,75.9703270662576,19.848656671703793,0.0,0.0,0.0,75.9703270662576,0.0,1154,8192,78.30731751956046,0.00010162778198719025,2.757905611768365,0.005018703639507294,17.14611359499395,98.24228317849338,4.0469691157341003e-05,0.32676519136536053,0.04693399173061159,1.3737678442991135e-05,365324,98.24228317849338,1859.3012508486497,,,,,,,
69,0.22495552897453308,0.0010686203750083223,5.324977109921747e-06,0.0,0.012898940010927618,0.265625,0.3286553170224218,226.86913394927979,232.8515625,140.06968307495117,5e-06,69,2,0.9296875,1.0,0.0,0.9296875,1.0,0.0,-0.09111340343952179,1.20761239528656,-1.6201815605163574,-0.09111340343952179,1.20761239528656,-1.6201815605163574,1787.9921875,8192.0,218.0,0.015625,1787.9921875,8192.0,218.0,0.015625,0.0,922.5625,1132.0,783.0,0.0,6,62,18.46875,0.0,1.0,7.4375,8,7.4375,8.0,8,8,3.095902502536774e-05,2.324829176068306,77.67715932242572,17.655321700207423,0.0,0.0,0.0,77.67715932242572,0.0,867,8192,79.99718225188553,9.04817134141922e-05,2.678879017010331,0.004984261468052864,17.030639672651887,99.84630170278251,3.786012530326843e-05,0.34954178810854325,0.04908658477033324,1.4365894515516208e-05,346951,99.84630170278251,1737.4253932448416,,,,,,,
70,0.1886855959892273,0.0,-8.003532923339662e-05,0.0,0.0,0.0,0.3289157075147873,226.86913394927979,232.8515625,139.60609436035156,5e-06,70,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1310.5859375,6171.0,223.0,0.0,1310.5859375,6171.0,223.0,0.0,0.0,965.875,1223.0,784.0,0.0,6,48,13.546875,0.0,1.0,8.0,8,8.0,8.0,8,8,0.0001461319625377655,2.38393097743392,55.3845957685262,13.813994466574513,0.0,0.0,0.0,55.3845957685262,0.0,1204,6171,57.739119401201606,0.00015220046043395996,2.2710297033190727,0.004148077219724655,13.362255081534386,73.41270811855793,3.9637088775634766e-05,0.3441871741599452,0.045857416705393124,1.4235628973580342e-05,291387,73.41270811855793,1984.5814673491152,,,,,,,
71,0.2140040248632431,0.00041291917295893654,-7.029467701613612e-05,0.0,0.006949657923541963,0.21240234375,0.3278432870986909,226.86913394927979,232.8515625,139.75202560424805,5e-06,71,3,0.9765625,1.0,0.0,0.9765625,1.0,0.0,-0.04749538004398346,0.7245674133300781,-1.20761239528656,-0.04749538004398346,0.7245674133300781,-1.20761239528656,1493.6171875,8136.0,208.0,0.0,1493.6171875,8136.0,208.0,0.0,0.0,918.375,1101.0,781.0,0.0,6,62,16.46875,0.0,1.0,7.8125,8,7.8125,8.0,8,8,3.425218164920807e-05,2.2948570363223553,72.23094480670989,15.704262175568147,0.0,0.0,0.0,72.23094480670989,0.0,995,8136,74.59408845566213,0.0001160651445388794,2.4214383978396654,0.004053900018334389,14.494945419952273,91.55474633909762,4.067644476890564e-05,0.39017113684617427,0.046949472589606855,1.3130678472911684e-05,308735,91.55474633909762,1686.0676936208033,,,,,,,
72,0.22275641560554504,0.0006815902233938687,4.699158500898193e-05,0.0,0.01143347262404859,0.25634765625,0.32994394462256804,226.86913394927979,232.8515625,139.25619506835938,5e-06,72,3,0.9140625,1.0,0.0,0.9140625,1.0,0.0,-0.07912001758813858,0.5400605201721191,-2.4748666286468506,-0.07912001758813858,0.5400605201721191,-2.4748666286468506,1569.4296875,8192.0,229.0,0.0078125,1569.4296875,8192.0,229.0,0.0078125,0.0,925.75,1076.0,780.0,0.0,6,62,17.5703125,0.0625,0.9375,7.3125,8,7.3125,8.0,8,8,3.5647302865982056e-05,2.488242857158184,75.74188766255975,15.302061981681618,0.0,0.0,0.0,75.74188766255975,0.0,1019,8192,77.98037482611835,0.00011713802814483643,2.5376490652561188,0.0038234516978263855,15.55840958468616,96.1126919053495,4.12575900554657e-05,0.38818029452437613,0.04871395654961648,1.1971368851273817e-05,319383,96.1126919053495,1661.502730120826,,,,,,,
73,0.2111424058675766,0.0008796464971965179,5.9282194342813455e-05,0.0,0.015087228908669204,0.2724609375,0.3290625820255204,226.86913394927979,232.8515625,139.5367317199707,5e-06,73,3,0.953125,1.0,0.0,0.953125,1.0,0.0,-0.0896235778927803,0.7245674133300781,-2.4748666286468506,-0.0896235778927803,0.7245674133300781,-2.4748666286468506,2053.6171875,8191.0,356.0,0.0,2053.6171875,8191.0,356.0,0.0,0.0,998.875,1215.0,786.0,0.0,8,62,21.71875,0.0,1.0,7.625,8,7.625,8.0,8,8,3.501959145069122e-05,3.9218386858701706,74.13730881549418,21.402312557343976,0.0,0.0,0.0,74.13730881549418,0.0,1215,8191,76.53917723894119,9.9988654255867e-05,2.9615485053509474,0.003783244639635086,18.78726027160883,98.3181113731116,3.727152943611145e-05,0.29117516439720004,0.04808381540597931,9.682776214197635e-06,390719,98.3181113731116,1987.0143686814922,,,,,,,
74,0.20863108336925507,0.00040342501324630575,-5.1870094210926254e-05,0.0,0.018226097658043727,0.2412109375,0.3329668486244224,226.86913394927979,232.8515625,139.5794563293457,5e-06,74,3,0.9140625,1.0,0.0,0.9140625,1.0,0.0,-0.1263953596353531,0.5400605201721191,-2.4748666286468506,-0.1263953596353531,0.5400605201721191,-2.4748666286468506,1795.3671875,8192.0,274.0,0.015625,1795.3671875,8192.0,274.0,0.015625,0.0,952.125,1197.0,788.0,0.0,6,62,19.625,0.0625,0.9375,7.3125,8,7.3125,8.0,8,8,3.209523856639862e-05,3.200966328382492,75.19967668876052,18.855903841962572,0.0,0.0,0.0,75.19967668876052,0.0,954,8192,77.52772937342525,0.00010635331273078918,2.7087439224123955,0.003800375387072563,16.637500593438745,96.90452968329191,4.2168423533439636e-05,0.337360173421285,0.047308769057688244,1.0806375663808652e-05,351679,96.90452968329191,1814.564299261213,,,,,,,
75,0.20260271430015564,0.0004605492067639716,0.00010659088707143383,0.0,0.003951730206608772,0.189453125,0.33041224330274843,226.86913394927979,232.8515625,139.13351821899414,5e-06,75,3,0.984375,1.0,0.0,0.984375,1.0,0.0,-0.023752454668283463,0.5400605201721191,-1.6201815605163574,-0.023752454668283463,0.5400605201721191,-1.6201815605163574,1517.453125,6454.0,243.0,0.0,1517.453125,6454.0,243.0,0.0,0.0,964.0625,1154.0,812.0,0.0,6,62,17.25,0.0,1.0,7.875,8,7.875,8.0,8,8,3.534369170665741e-05,2.694599214941263,58.40700867027044,15.85954845410015,0.0,0.0,0.0,58.40700867027044,0.0,1154,6454,60.67237457074225,0.00012896396219730377,2.470965288579464,0.0038191918283700943,14.68859138712287,77.86665071174502,4.279240965843201e-05,0.31236742573773,0.04624376290675076,1.2023875996807944e-05,317634,77.86665071174502,2039.602301477246,,,,,,,
76,0.19406168162822723,0.0004855744136875728,3.200283168069973e-05,0.0,0.020686095347627997,0.3193359375,0.3258796841667897,226.86913394927979,232.8515625,139.25469207763672,5e-06,76,3,0.9765625,1.0,0.0,0.9765625,1.0,0.0,-0.12544403970241547,0.5400605201721191,-2.4748666286468506,-0.12544403970241547,0.5400605201721191,-2.4748666286468506,1483.421875,7317.0,282.0,0.0,1483.421875,7317.0,282.0,0.0,0.0,952.5,1101.0,787.0,0.0,6,62,17.859375,0.0,1.0,7.8125,8,7.8125,8.0,8,8,3.277696669101715e-05,3.1299181021749973,63.91666609607637,15.712269987474428,0.0,0.0,0.0,63.91666609607637,0.0,1086,7317,66.17844192311168,9.3778595328331e-05,2.3883399479091167,0.003823433071374893,14.52936515584588,83.12694683670998,3.957189619541168e-05,0.34853138290434743,0.04659864770090212,1.2262532381140653e-05,311798,83.12694683670998,1875.4327679836415,,,,,,,
77,0.17010976374149323,0.0,4.73434511150117e-06,0.0,0.0,0.0,0.32452159907678396,226.86913394927979,232.8515625,139.1794548034668,5e-06,77,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1147.9609375,4266.0,238.0,0.0,1147.9609375,4266.0,238.0,0.0,0.0,899.4375,1093.0,787.0,0.0,6,36,14.046875,0.0,1.0,8.0,8,8.0,8.0,8,8,5.529634654521942e-05,2.610415307804942,37.89846365340054,12.288329648959916,0.0,0.0,0.0,37.89846365340054,0.0,840,4266,40.074350198730826,0.00010263919830322266,2.0534885358065367,0.004080615937709808,11.8542869836092,54.01792409084737,3.8905069231987e-05,0.2727277999627793,0.04523380274360831,1.5570888122922032e-05,262067,54.01792409084737,2425.7411258460766,,,,,,,
78,0.1857386827468872,0.0,-4.085357534222567e-05,0.0,0.0,0.0,0.3271202804369764,226.86913394927979,232.8515625,139.38865661621094,5e-06,78,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1239.53125,4016.0,227.0,0.0,1239.53125,4016.0,227.0,0.0,0.0,965.375,1088.0,783.0,0.0,6,34,15.21875,0.0,1.0,8.0,8,8.0,8.0,8,8,3.234855830669403e-05,2.4533955678343773,36.102841606363654,13.389032849430805,0.0,0.0,0.0,36.102841606363654,0.0,963,4016,38.32894225977361,9.096227586269379e-05,2.1718389242887497,0.004029955714941025,12.728694604709744,53.260771283879876,3.826059401035309e-05,0.24157911420505238,0.04510075047376499,1.427907831590425e-05,282228,53.260771283879876,2649.4922359997845,,,,,,,
79,0.19771070778369904,0.0003328992097522132,-2.481350657035364e-05,0.0,0.006263894087169319,0.1826171875,0.33472855075972596,226.86913394927979,232.8515625,139.7916259765625,5e-06,79,3,0.9296875,1.0,0.0,0.9296875,1.0,0.0,-0.03967974707484245,0.35355237126350403,-2.4748666286468506,-0.03967974707484245,0.35355237126350403,-2.4748666286468506,1769.484375,7200.0,238.0,0.0,1769.484375,7200.0,238.0,0.0,0.0,981.875,1255.0,819.0,0.0,6,62,19.390625,0.0625,0.9375,7.4375,8,7.4375,8.0,8,8,2.732500433921814e-05,2.5874130707234144,65.28466665744781,18.405226056449465,0.0,0.0,0.0,65.28466665744781,0.0,954,7200,67.58739711157978,8.80751758813858e-05,2.6547454968094826,0.0038160961121320724,16.30354579538107,86.57520004920661,3.8934871554374695e-05,0.29840700906681755,0.046294007494536986,1.0835825791035318e-05,352174,86.57520004920661,2033.9196432687156,,,,,,,
80,0.220815047621727,0.0005075694862171076,7.652086424059235e-06,3.73560442312737e-06,0.006456381932366639,0.19580078125,0.32992827732774643,226.86913394927979,232.8515625,140.2604217529297,5e-06,80,3,0.9140625,1.0,0.0,0.9140625,1.0,0.0,-0.042889565229415894,1.6201815605163574,-0.7245674133300781,-0.042889565229415894,1.6201815605163574,-0.7245674133300781,2121.9140625,8192.0,221.0,0.0078125,2121.9140625,8192.0,221.0,0.0078125,0.0,977.625,1260.0,779.0,0.0,6,62,22.4609375,0.0,1.0,7.3125,8,7.3125,8.0,8,8,3.070756793022156e-05,2.3800499737262726,77.54796982556581,21.856302029656945,0.0,0.0,0.0,77.54796982556581,0.0,1120,8192,79.81810969486833,0.00018014758825302124,3.0786948818713427,0.0038837436586618423,19.397662475705147,102.33694599941373,6.944127380847931e-05,0.2938757007229923,0.04889250789735658,9.789115969012133e-06,396741,102.33694599941373,1938.405509982059,,,,,,,
81,0.18535932898521423,0.0004525200347416103,-4.294171537821967e-05,0.0,0.0030833451310172677,0.23193359375,0.32781986217202674,226.86913394927979,232.8515625,139.07756423950195,5e-06,81,3,0.9765625,1.0,0.0,0.9765625,1.0,0.0,-0.021975552663207054,0.7245674133300781,-1.20761239528656,-0.021975552663207054,0.7245674133300781,-1.20761239528656,1379.9296875,8100.0,264.0,0.0,1379.9296875,8100.0,264.0,0.0,0.0,944.6875,1194.0,795.0,0.0,6,62,17.265625,0.0,1.0,7.8125,8,7.8125,8.0,8,8,3.2084062695503235e-05,2.9691991601139307,70.19411118328571,14.1039613365283,0.0,0.0,0.0,70.19411118328571,0.0,1194,8100,72.50933258421719,9.373575448989868e-05,2.298136118799448,0.0038932878524065018,13.845983443781734,88.6881502866745,4.4930726289749146e-05,0.4105130616042325,0.04653314370908427,1.3084438810175405e-05,297551,88.6881502866745,1677.5127175287778,,,,,,,
82,0.2006344050168991,0.0,6.532395605063357e-05,0.0,0.0,0.0,0.33283739010910257,226.86913394927979,232.8515625,139.4634780883789,5e-06,82,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1706.9765625,7352.0,270.0,0.0,1706.9765625,7352.0,270.0,0.0,0.0,962.9375,1107.0,781.0,0.0,6,48,18.640625,0.0,1.0,8.0,8,8.0,8.0,8,8,3.205612301826477e-05,2.9931340869516134,67.99853973835707,18.07508098098333,0.0,0.0,0.0,67.99853973835707,0.0,867,7352,70.26004308648407,0.00010739639401435852,2.6147101428359747,0.0038316305726766586,15.778779104351997,88.71105999685824,3.9577484130859375e-05,0.3215665631689989,0.0461706664960307,1.121182672861269e-05,341749,88.71105999685824,1926.19161585998,,,,,,,
83,0.20527604222297668,0.0,4.5290636762729264e-05,0.0,0.0,0.0,0.32824439292910396,226.86913394927979,232.8515625,139.57261276245117,5e-06,83,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.1796875,4826.0,186.0,0.0,1250.1796875,4826.0,186.0,0.0,0.0,937.1875,1086.0,780.0,0.0,6,52,15.109375,0.0,1.0,8.0,8,8.0,8.0,8,8,3.1266361474990845e-05,1.9444373287260532,44.301244515925646,13.049560144165298,0.0,0.0,0.0,44.301244515925646,0.0,1086,4826,46.52694212459028,9.60472971200943e-05,2.199211947619915,0.0037027373909950256,12.723372770473361,61.48001850955188,3.6306679248809814e-05,0.2907515927372333,0.04544337609952519,1.3224865048931633e-05,279983,61.48001850955188,2277.0243632612137,,,,,,,
