step,actor_use_cached_prefix_old_logprob,actor_prefix_mask_sum,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_joint_loss,actor_continuation_loss,actor_pg_loss,actor_prefix_token_count,actor_prefix_old_logprob_source,actor_prefix_loss_mode_joint,actor_prefix_loss_weight_ignored,actor_prefix_logprob_delta_mean,actor_prefix_logprob_delta_abs_mean,actor_prefix_ratio_mean,actor_prefix_advantage_mean,actor_prefix_advantage_abs_mean,actor_prefix_token_frac,actor_prefix_loss_contribution,actor_prefix_loss_share,actor_continuation_pg_clipfrac,actor_continuation_ppo_kl,actor_continuation_pg_clipfrac_lower,actor_prefix_clip_override_active,actor_prefix_clip_ratio,actor_prefix_clip_ratio_low,actor_prefix_clip_ratio_high,actor_prefix_clip_ratio_c,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_update_actor,timing_per_token_ms_adv,perf_total_num_tokens,perf_time_per_step,perf_throughput,val-aux_textcraft_reward_mean@1,val-core_textcraft_acc_mean@1,val-aux_num_turns_min,val-aux_num_turns_max,val-aux_num_turns_mean,timing_s_testing,timing_s_save_checkpoint
166,True,25344,0.074816033244133,0.0008080535844783299,0.80971216209673,7.733088636996399e-06,0.005156825965968892,0.003004936850629747,0.005156825965968892,1584.0,1.0,1.0,1.0,-2.336952120065689,3.402451127767563,4437003.4453125,0.0,0.0,0.34430940931456994,nan,nan,0.0009397396279382519,0.0003068979133331595,7.759090635772736e-06,0.0,0.2,0.2,0.2,3.0,0.4169921875,0.1617478379899076,246.62862491607666,254.05078125,207.98380661010742,5e-06,166,0,0.640625,1.0,0.0,0.640625,1.0,0.0,-0.21247772872447968,1.20761239528656,-0.935412585735321,-0.21247772872447968,1.20761239528656,-0.935412585735321,1272.5546875,8192.0,116.0,0.0078125,1272.5546875,8192.0,116.0,0.0078125,0.0,1161.625,1484.0,891.0,0.0,3,62,17.2421875,0.25,0.75,5.125,8,5.125,8.0,8,8,5.895830690860748e-05,1.2781991474330425,69.26710071973503,11.362431517118239,0.0,0.0,0.0,69.26710071973503,0.0,906,8192,71.49632778204978,9.760260581970215e-05,2.5622214563190937,0.003723669797182083,29.38259555026889,103.47389448806643,3.608502447605133e-05,0.43893206813342855,0.09430344395496715,1.1951118662222846e-05,311575,103.47389448806643,1505.5729831253898,,,,,,,
167,True,40864,0.08356957882642746,0.007629969597473973,0.5341883430373855,6.563390002156666e-06,0.004694176910561509,0.003844028469757177,0.004694176910561509,2554.0,1.0,1.0,1.0,-1.6661434371490031,2.959632996469736,4753960.90625,0.15558668959420174,0.15558668959420174,0.36621400381832336,nan,nan,0.0021109130866534542,-6.603173937946849e-05,7.731699724899954e-06,0.0,0.2,0.2,0.2,3.0,0.57421875,0.15650621983356866,246.62862491607666,254.05078125,208.97294235229492,5e-06,167,0,0.7265625,1.0,0.0,0.7265625,1.0,0.0,-0.28926795721054077,1.20761239528656,-2.4748666286468506,-0.28926795721054077,1.20761239528656,-2.4748666286468506,915.453125,6433.0,96.0,0.0,915.453125,6433.0,96.0,0.0,0.0,1269.125,2044.0,783.0,0.0,3,62,14.234375,0.1875,0.8125,5.8125,8,5.8125,8.0,8,8,6.509758532047272e-05,0.9994295593351126,52.617023944854736,8.258209246661863,0.0,0.0,0.0,52.617023944854736,0.0,1028,6433,54.792414302006364,0.0001232195645570755,2.307071505114436,0.0036561861634254456,26.27874950505793,83.4275121819228,5.913153290748596e-05,0.46759984213765693,0.09397820483452157,1.3075272554860584e-05,279626,83.4275121819228,1675.8620309223952,,,,,,,
168,True,34400,0.08018908649682999,0.022931468673050404,0.855065134819597,9.887550049825222e-06,0.006189638035721146,0.007607069215737283,0.006189638035721146,2150.0,1.0,1.0,1.0,-2.6513561084866524,3.615565598011017,3555789.0390625,0.3620525924488902,0.3620525924488902,0.35567166541991213,nan,nan,0.002378103772571194,0.00014486772874988674,1.0695102332647366e-05,0.0,0.2,0.2,0.2,3.0,0.630859375,0.1584949209572844,246.62862491607666,254.05078125,210.27968215942383,5e-06,168,0,0.6796875,1.0,0.0,0.6796875,1.0,0.0,-0.43022620677948,1.20761239528656,-2.4748666286468506,-0.43022620677948,1.20761239528656,-2.4748666286468506,1031.53125,5448.0,116.0,0.0,1031.53125,5448.0,116.0,0.0,0.0,1285.9375,2008.0,824.0,0.0,3,62,15.71875,0.1875,0.8125,5.4375,8,5.4375,8.0,8,8,4.9525871872901917e-05,1.26241591013968,45.51583079993725,9.374424467154313,0.0,0.0,0.0,45.51583079993725,0.0,1069,5448,47.73615377768874,8.885934948921204e-05,2.4323949087411165,0.003713468089699745,27.76297138631344,77.9643945991993,3.624148666858673e-05,0.3615389270932832,0.09359272437031728,1.251860222528535e-05,296636,77.9643945991993,1902.3812185354063,,,,,,,
169,True,22720,0.0827697291970253,0.010942200548015535,0.25125836906954646,1.00897528909627e-05,0.00021911405201535672,0.005019735399400815,0.00021911405201535672,1420.0,1.0,1.0,1.0,-1.8588688503950834,3.1940453499555588,5182778.09375,0.31996090710163116,0.31996090710163116,0.16977281439707548,nan,nan,0.0016013368549465667,-3.671790796033747e-05,1.131549663568876e-05,0.0,0.2,0.2,0.2,3.0,0.66015625,0.1605486094551788,246.62862491607666,254.05078125,208.74720001220703,5e-06,169,0,0.71875,1.0,0.0,0.71875,1.0,0.0,-0.15629608929157257,2.4748666286468506,-2.4748666286468506,-0.15629608929157257,2.4748666286468506,-2.4748666286468506,1422.578125,5948.0,147.0,0.0,1422.578125,5948.0,147.0,0.0,0.0,1135.6875,1874.0,819.0,0.0,3,62,24.4375,0.0625,0.9375,5.75,8,5.75,8.0,8,8,7.424876093864441e-05,1.5538197420537472,52.25670409202576,13.53432689399051,0.0,0.0,0.0,52.25670409202576,0.0,1239,5948,54.53245164826512,9.75094735622406e-05,2.6424368992447853,0.0036918260157108307,30.632537143304944,87.84013824909925,3.69977205991745e-05,0.2994807603287667,0.09354646135780754,1.1274197044234164e-05,327458,87.84013824909925,1863.942876953281,,,,,,,
170,True,28704,0.07333407551050186,0.010651795913872775,0.839820024324581,5.894522587368556e-06,0.0030942050216253847,0.0037492157571250573,0.0030942050216253847,1794.0,1.0,1.0,1.0,-2.6310017369687557,3.861394464969635,5511615.5625,0.16245055431500077,0.16245055431500077,0.34782943691591045,nan,nan,0.0015220768327708356,-7.210066542029381e-06,6.274891688917705e-06,0.0,0.2,0.2,0.2,3.0,0.46875,0.15676036236399515,246.62862491607666,254.05078125,209.93404388427734,5e-06,170,0,0.65625,1.0,0.0,0.65625,1.0,0.0,-0.20452207326889038,2.4748666286468506,-2.4748666286468506,-0.20452207326889038,2.4748666286468506,-2.4748666286468506,1004.375,7677.0,107.0,0.0,1004.375,7677.0,107.0,0.0,0.0,1155.5625,1672.0,784.0,0.0,3,62,15.9375,0.1875,0.8125,5.25,8,5.25,8.0,8,8,7.615797221660614e-05,1.1220265962183475,62.85980963893235,8.69719590646855,0.0,0.0,0.0,62.85980963893235,0.0,888,7677,65.0343207642436,8.864514529705048e-05,2.3523160107433796,0.003783777356147766,26.206089636310935,93.62887173518538,3.674626350402832e-05,0.5058674608295239,0.09478749976963648,1.3685933317470724e-05,276472,93.62887173518538,1476.424925753446,,,,,,,
171,True,41192,0.08505433797836304,0.022156823135446757,0.5609949044883251,6.89064393100125e-06,0.002881881839130074,0.008475836220895872,0.002881881839130074,2574.5,1.0,1.0,1.0,-1.418552529066801,2.7242029532790184,5394299.171875,0.19203568901866674,0.19203568901866674,0.405485701244011,nan,nan,0.0019791062150034122,-0.00020209372951285332,8.527068985131336e-06,0.0,0.2,0.2,0.2,3.0,0.5703125,0.1552755049355261,246.62862491607666,254.05078125,208.48722457885742,5e-06,171,0,0.6875,1.0,0.0,0.6875,1.0,0.0,-0.3205814063549042,2.4748666286468506,-2.4748666286468506,-0.3205814063549042,2.4748666286468506,-2.4748666286468506,751.0078125,4537.0,115.0,0.0,751.0078125,4537.0,115.0,0.0,0.0,1266.625,1948.0,874.0,0.0,3,62,12.84375,0.1875,0.8125,5.5,8,5.5,8.0,8,8,6.52410089969635e-05,1.2683077827095985,36.48058254644275,6.672270158829633,0.0,0.0,0.0,36.48058254644275,0.0,1563,4537,38.86814693920314,9.421072900295258e-05,2.1535562854260206,0.0036021415144205093,24.0866914447397,65.14501231908798,3.497488796710968e-05,0.4043332078686259,0.0932663642988949,1.3947894982209618e-05,258257,65.14501231908798,1982.1701678021539,,,,,,,
172,True,25256,0.07853808254003525,0.004887100498308428,0.2535862699151039,5.6274183179994e-06,0.007660894319997169,0.009348167703137733,0.007660894319997169,1578.5,1.0,1.0,1.0,-1.2075414173305035,2.6420996487140656,6323398.2421875,0.07656254549510777,0.07656254549510777,0.3031496277529388,nan,nan,0.0008869235771271633,-1.5703395092714345e-05,6.245301165108685e-06,0.0,0.2,0.2,0.2,3.0,0.3466796875,0.15486861747594202,246.62862491607666,254.05078125,210.7758674621582,5e-06,172,0,0.6484375,1.0,0.0,0.6484375,1.0,0.0,-0.26228952407836914,1.6201815605163574,-2.4748666286468506,-0.26228952407836914,1.6201815605163574,-2.4748666286468506,901.8359375,8192.0,94.0,0.015625,901.8359375,8192.0,94.0,0.015625,0.0,1126.625,1806.0,784.0,0.0,3,62,12.5,0.25,0.75,5.1875,8,5.1875,8.0,8,8,3.432668745517731e-05,1.0123358722776175,68.49725272879004,7.989068131224485,0.0,0.0,0.0,68.49725272879004,0.0,1060,8192,70.76119231805205,9.059347212314606e-05,2.2129244580864906,0.005862491205334663,25.01150811649859,98.02159541845322,3.777258098125458e-05,0.6129959918400143,0.09633037715824648,2.2579045864262327e-05,259643,98.02159541845322,1324.417333198805,,,,,,,
173,True,29128,0.08967667073011398,0.002607531274406938,0.5124544999562204,1.0296692835254362e-05,0.0070977830910123885,0.006612132565351203,0.0070977830910123885,1820.5,1.0,1.0,1.0,-1.6300011025741696,2.752520028501749,4256989.29296875,0.06941099534742534,0.06941099534742534,0.3328760230633764,nan,nan,0.0012533512563095428,0.00011171215828653658,1.1069491847592872e-05,0.0,0.2,0.2,0.2,3.0,0.4697265625,0.15498557794056,246.62862491607666,254.05078125,211.55309295654297,5e-06,173,0,0.8046875,1.0,0.0,0.8046875,1.0,0.0,-0.20878538489341736,0.935412585735321,-1.6201815605163574,-0.20878538489341736,0.935412585735321,-1.6201815605163574,791.53125,4827.0,90.0,0.0,791.53125,4827.0,90.0,0.0,0.0,1210.5625,1848.0,783.0,0.0,3,62,11.546875,0.125,0.875,6.4375,8,6.4375,8.0,8,8,3.071501851081848e-05,0.8883038740605116,38.01736698485911,7.295009107765509,0.0,0.0,0.0,38.01736698485911,0.0,1032,4827,40.170409467071295,0.00010009109973907471,2.1886866185814142,0.003680223599076271,23.740883208811283,66.1334475595504,3.612786531448364e-05,0.39648633450858,0.09264084165331327,1.4360839430113285e-05,256268,66.1334475595504,1937.5067341623267,,,,,,,
174,True,34744,0.08331295102834702,0.000766951769037405,0.6217911893618293,6.151763273010147e-06,0.008489878877298906,0.00791443360503763,0.008489878877298906,2171.5,1.0,1.0,1.0,-1.4986358843743801,2.672818761318922,5415568.796875,0.0,0.0,0.40193589509835503,nan,nan,0.0009228522976627573,-0.00016802562731754733,6.4426277504026075e-06,0.0,0.2,0.2,0.2,3.0,0.3271484375,0.15989378550583283,246.62862491607666,254.05078125,294.8753433227539,5e-06,174,0,0.640625,1.0,0.0,0.640625,1.0,0.0,-0.23955494165420532,1.6201815605163574,-1.6201815605163574,-0.23955494165420532,1.6201815605163574,-1.6201815605163574,1021.8828125,8192.0,99.0,0.0078125,1021.8828125,8192.0,99.0,0.0078125,0.0,1236.1875,1891.0,786.0,0.0,3,62,12.9765625,0.25,0.75,5.125,8,5.125,8.0,8,8,6.573274731636047e-05,1.1091660428792238,68.7242689486593,8.942270019630087,0.0,0.0,0.0,68.7242689486593,0.0,819,8192,108.6507556643337,9.178556501865387e-05,2.397596836090088,0.0036842189729213715,27.42036823555827,138.5020744074136,4.101172089576721e-05,0.8306569190169318,0.09486933407451147,1.2746707029721075e-05,289033,138.5020744074136,1043.4248051397017,,,,,,,
175,True,30488,0.078573077917099,0.012887920573120937,0.8789056036621332,1.2376362292343401e-05,0.005902185483137146,0.008253114501712844,0.005902185483137146,1905.5,1.0,1.0,1.0,-2.845343053340912,3.998981237411499,5700820.625,0.21324168425053358,0.21324168425053358,0.32308104421611206,nan,nan,0.0015185208030743524,-0.00014028313700009676,1.3514987813323387e-05,0.0,0.2,0.2,0.2,3.0,0.55078125,0.1564567802810206,246.62862491607666,254.05078125,144.4427947998047,5e-06,175,0,0.8515625,1.0,0.0,0.8515625,1.0,0.0,-0.25016462802886963,0.935412585735321,-2.4748666286468506,-0.25016462802886963,0.935412585735321,-2.4748666286468506,889.5703125,4838.0,111.0,0.0,889.5703125,4838.0,111.0,0.0,0.0,1188.8125,1866.0,784.0,0.0,3,62,13.8125,0.0625,0.9375,6.8125,8,6.8125,8.0,8,8,6.375648081302643e-05,1.0387002434581518,41.23467471636832,7.851710591829033,0.0,0.0,0.0,41.23467471636832,0.0,1240,4785,70.66563177667558,0.00012187846004962921,2.213288253173232,0.003636995330452919,24.63055742904544,97.54298497363925,4.317425191402435e-05,0.6206088945389328,0.09258459450160483,1.3671218722688234e-05,266033,97.54298497363925,1363.6705913392684,,,,,,,
176,True,34696,0.09273745864629745,0.0042893417448794935,0.4680095771327615,2.9599362960652797e-06,0.005687907032552175,0.0043492960394360125,0.005687907032552175,2168.5,1.0,1.0,1.0,-1.2313726805150509,2.603850871324539,5985688.640625,0.10705596511252224,0.10705596511252224,0.39680594664796676,nan,nan,0.001198269113956485,-0.0001035715075090593,3.2735263175709406e-06,0.0,0.2,0.2,0.2,3.0,0.5029296875,0.154523901457922,246.62862491607666,254.05078125,144.64253997802734,5e-06,176,0,0.6875,1.0,0.0,0.6875,1.0,0.0,-0.2653736472129822,0.935412585735321,-2.4748666286468506,-0.2653736472129822,0.935412585735321,-2.4748666286468506,902.359375,8192.0,108.0,0.0078125,902.359375,8192.0,108.0,0.0078125,0.0,1187.75,1787.0,894.0,0.0,3,62,13.6640625,0.25,0.75,5.5,8,5.5,8.0,8,8,3.0042603611946106e-05,1.1850914806127548,67.0462764389813,8.043290913512465,0.0,0.0,0.0,67.0462764389813,0.0,1372,8192,69.3307850137353,0.00011496804654598236,2.2782856710255146,0.004375733435153961,25.643915068358183,97.2879366595298,4.152022302150726e-05,0.6002561428696931,0.09585291988441912,1.635580313214007e-05,267534,97.2879366595298,1374.9597801434809,,,,,,,
177,True,27752,0.0803535208106041,0.022235263299080543,0.49249000393137976,4.029398496641079e-06,0.0011422604438848794,-0.003168345778249204,0.0011422604438848794,1734.5,1.0,1.0,1.0,-1.8082757703959942,2.9549899622797966,3708119.3046875,0.3907120763324201,0.3907120763324201,0.2722395360288735,nan,nan,0.0029626092000398785,0.0001095127802841489,4.1957573557738215e-06,0.0,0.2,0.2,0.2,3.0,0.701171875,0.16120916075377162,246.62862491607666,254.05078125,145.09404373168945,5e-06,177,0,0.75,1.0,0.0,0.75,1.0,0.0,-0.48701024055480957,1.20761239528656,-2.4748666286468506,-0.48701024055480957,1.20761239528656,-2.4748666286468506,1419.2578125,8192.0,141.0,0.015625,1419.2578125,8192.0,141.0,0.015625,0.0,1211.0625,1858.0,831.0,0.0,3,62,20.515625,0.0625,0.9375,6.0,8,6.0,8.0,8,8,7.237493991851807e-05,1.477218884974718,72.92452859133482,12.783690807176754,0.0,0.0,0.0,72.92452859133482,0.0,1026,8192,75.10711296461523,0.00010816194117069244,2.8085306584835052,0.004363322630524635,32.11902817338705,110.07225278764963,3.8389116525650024e-05,0.41343744235056407,0.09539899243909532,1.2959812494689737e-05,336681,110.07225278764963,1529.363629222352,,,,,,,
178,True,36368,0.08323633670806885,0.014266967842559097,0.5723275373457,4.056403781760309e-06,0.0052191859285812825,0.005545281921513379,0.0052191859285812825,2273.0,1.0,1.0,1.0,-1.7504825480282307,2.925949349999428,4558566.140625,0.3344246335327625,0.3344246335327625,0.3065875275402549,nan,nan,0.0019103465165244415,-7.739980821952486e-05,4.162315576650144e-06,0.0,0.2,0.2,0.2,3.0,0.4853515625,0.1577965762887507,246.62862491607666,254.05078125,144.45501708984375,5e-06,178,0,0.828125,1.0,0.0,0.828125,1.0,0.0,-0.2809697389602661,1.6201815605163574,-2.4748666286468506,-0.2809697389602661,1.6201815605163574,-2.4748666286468506,1127.140625,8192.0,115.0,0.0078125,1127.140625,8192.0,115.0,0.0078125,0.0,1240.6875,1874.0,779.0,0.0,3,62,16.6328125,0.0625,0.9375,6.625,8,6.625,8.0,8,8,6.773881614208221e-05,1.1904678717255592,70.74411554820836,10.403081952797947,0.0,0.0,0.0,70.74411554820836,0.0,888,8192,72.95297269336879,0.00010653398931026459,2.4967886488884687,0.004101963713765144,28.54253556393087,104.02951814047992,3.964826464653015e-05,0.5056557154675742,0.09417430122518285,1.3534171325796795e-05,303082,104.02951814047992,1456.711544076954,,,,,,,
179,True,25552,0.08864342421293259,0.01008460036246106,0.615822542225942,4.043746571369411e-06,0.004087826426257379,0.0015528940712101758,0.004087826426257379,1597.0,1.0,1.0,1.0,-2.130264760926366,3.5066218599677086,5568286.8359375,0.2170102244708687,0.2170102244708687,0.29924423893441077,nan,nan,0.0024896418253774755,0.00012432755590907618,4.231567459100916e-06,0.0,0.2,0.2,0.2,3.0,0.5380859375,0.15869543304379685,246.62862491607666,254.05078125,144.84167861938477,5e-06,179,0,0.6875,1.0,0.0,0.6875,1.0,0.0,-0.3128401041030884,2.4748666286468506,-2.4748666286468506,-0.3128401041030884,2.4748666286468506,-2.4748666286468506,1105.515625,6276.0,97.0,0.0,1105.515625,6276.0,97.0,0.0,0.0,1116.0,1760.0,824.0,0.0,3,62,16.359375,0.1875,0.8125,5.5,8,5.5,8.0,8,8,6.377696990966797e-05,1.0371005609631538,48.49147243052721,10.109452147997217,0.0,0.0,0.0,48.49147243052721,0.0,942,6276,50.77567521482706,9.903497993946075e-05,2.3455344885587692,0.004204289987683296,26.67128592170775,79.82781772129238,4.035979509353638e-05,0.35882347896786754,0.09379606378566065,1.4785408285739945e-05,284354,79.82781772129238,1781.0458065682196,,,,,,,
180,True,30408,0.08607167750597,0.0148480259867938,0.6107149140443653,9.223881306752446e-06,0.002242423186544329,0.0038598197570536286,0.002242423186544329,1900.5,1.0,1.0,1.0,-2.3241716250777245,3.520120844244957,4412063.1015625,0.35183230601251125,0.35183230601251125,0.2919916021958387,nan,nan,0.001851731511123944,0.0002464309616243554,9.891666195471771e-06,0.0,0.2,0.2,0.2,3.0,0.548828125,0.16103495628383063,246.62862491607666,254.05078125,144.6681022644043,5e-06,180,0,0.625,1.0,0.0,0.625,1.0,0.0,-0.34700191020965576,1.20761239528656,-2.4748666286468506,-0.34700191020965576,1.20761239528656,-2.4748666286468506,1335.453125,7290.0,121.0,0.0,1335.453125,7290.0,121.0,0.0,0.0,1222.0625,1885.0,934.0,0.0,3,62,19.6875,0.1875,0.8125,5.0,8,5.0,8.0,8,8,3.310851752758026e-05,1.2439113836735487,64.14361816085875,12.507266136832186,0.0,0.0,0.0,64.14361816085875,0.0,1084,7290,66.34383350796998,0.00010583363473415375,2.641280736774206,0.004003793001174927,30.71784487552941,99.73911433853209,3.806315362453461e-05,0.3881163550993341,0.09383448560165629,1.223047574603933e-05,327362,99.73911433853209,1641.0913720813471,,,,,,,
181,True,41736,0.0771808996796608,0.00960772817779798,0.571901211515069,6.228359779925086e-06,0.00013005486107431352,-0.004169997293502092,0.00013005486107431352,2608.5,1.0,1.0,1.0,-1.8417498990893364,2.9908396154642105,4431337.75,0.3189638638868928,0.3189638638868928,0.3432981925009114,nan,nan,0.0024946954363258556,0.00012366494519255866,6.503873578367347e-06,0.0,0.2,0.2,0.2,3.0,0.59375,0.16366788584634367,246.62862491607666,254.05078125,144.96409225463867,5e-06,181,0,0.5546875,1.0,0.0,0.5546875,1.0,0.0,-0.28975269198417664,1.20761239528656,-2.4748666286468506,-0.28975269198417664,1.20761239528656,-2.4748666286468506,1549.28125,7222.0,109.0,0.0,1549.28125,7222.0,109.0,0.0,0.0,1307.8125,1796.0,783.0,0.0,3,62,23.34375,0.25,0.75,4.4375,8,4.4375,8.0,8,8,3.2840296626091003e-05,1.2176574859768152,63.69979824498296,14.598192016230314,0.0,0.0,0.0,63.69979824498296,0.0,1138,7095,66.03946310840547,0.00010357238352298737,2.875318743288517,0.0043515395373106,34.18725268729031,103.13990163244307,4.68231737613678e-05,0.3330146192206339,0.09348237579514342,1.1898945435458344e-05,365708,103.13990163244307,1772.8735155442744,,,,,,,
182,True,31216,0.08437415212392807,0.018967610405525193,0.7702808999456465,1.1347437407493999e-05,-0.0012117006990592927,0.0011993803636869416,-0.0012117006990592927,1951.0,1.0,1.0,1.0,-2.6652599312365055,3.838683471083641,4411403.6171875,0.4218556913547218,0.4218556913547218,0.3088604100250262,nan,nan,0.0023578937507409137,6.365848685163655e-05,1.2313903084759659e-05,0.0,0.2,0.2,0.2,3.0,0.6171875,0.15844548498953434,246.62862491607666,254.05078125,145.62617111206055,5e-06,182,0,0.8203125,1.0,0.0,0.8203125,1.0,0.0,-0.3100642263889313,2.4748666286468506,-2.4748666286468506,-0.3100642263889313,2.4748666286468506,-2.4748666286468506,1215.453125,6662.0,104.0,0.0,1215.453125,6662.0,104.0,0.0,0.0,1210.4375,2001.0,795.0,0.0,3,62,19.609375,0.0,1.0,6.5625,8,6.5625,8.0,8,8,7.299333810806274e-05,1.080951251089573,57.15685582347214,11.404984377018991,0.0,0.0,0.0,57.15685582347214,0.0,1260,6662,59.40679786913097,0.00011389888823032379,2.527052791789174,0.004218427464365959,29.424713684245944,91.39619099162519,4.0572136640548706e-05,0.38184574855783576,0.09476131087244358,1.3585305217690536e-05,310514,91.39619099162519,1698.7250597153059,,,,,,,
183,True,43200,0.07932811975479126,0.006152229820145294,0.7537883543118369,0.0,0.009087589438422583,0.014968643794418313,0.009087589438422583,2700.0,1.0,1.0,1.0,-1.655260599043686,2.9316377118229866,4841219.2265625,0.07953086472116411,0.07953086472116411,0.4751182447703961,nan,nan,0.00039646615186939016,-0.00011663240638881689,0.0,0.0,0.2,0.2,0.2,3.0,0.37109375,0.14929393255164758,246.62862491607666,254.05078125,145.10504531860352,5e-06,183,0,0.7265625,1.0,0.0,0.7265625,1.0,0.0,-0.37373507022857666,0.5400605201721191,-2.4748666286468506,-0.37373507022857666,0.5400605201721191,-2.4748666286468506,464.7890625,6001.0,81.0,0.0,464.7890625,6001.0,81.0,0.0,0.0,1299.0,1849.0,896.0,0.0,3,61,7.125,0.25,0.75,5.8125,8,5.8125,8.0,8,8,7.919222116470337e-05,0.872363755479455,47.3481256198138,4.394136349670589,0.0,0.0,0.0,47.3481256198138,0.0,1724,6001,49.95235460065305,0.00010444410145282745,1.9903058391064405,0.0043580178171396255,21.367152132093906,73.35912153683603,3.677979111671448e-05,0.8396341519280092,0.09464333325402036,1.9303336731289727e-05,225765,73.35912153683603,1538.7656999589067,,,,,,,
184,True,13056,0.08233069628477097,0.003037353169929702,0.3736234796815552,9.766466746441438e-06,0.0004903113294858485,-0.0010603247646940872,0.0004903113294858485,816.0,1.0,1.0,1.0,-2.765364207327366,4.088514685630798,5506512.49798584,0.1653617788106203,0.1653617788106203,0.15106393536252366,nan,nan,0.0023077036858012434,-0.00032248033949144883,9.980204595194664e-06,0.0,0.2,0.2,0.2,3.0,0.6328125,0.15955842925783106,246.62862491607666,254.05078125,144.60230255126953,5e-06,184,0,0.75,1.0,0.0,0.75,1.0,0.0,-0.253008633852005,1.6201815605163574,-2.4748666286468506,-0.253008633852005,1.6201815605163574,-2.4748666286468506,1450.703125,5996.0,94.0,0.0,1450.703125,5996.0,94.0,0.0,0.0,1024.9375,1538.0,783.0,0.0,3,62,21.09375,0.0625,0.9375,6.0,8,6.0,8.0,8,8,3.317743539810181e-05,1.0354386419057846,50.74261910095811,13.631647699337918,0.0,0.0,0.0,50.74261910095811,0.0,874,5954,52.92506659030914,0.00011011399328708649,2.5574452821165323,0.004210071638226509,29.767566688358784,85.28561409004033,4.097260534763336e-05,0.28501839943082097,0.09393896367846323,1.3285928636610818e-05,316882,85.28561409004033,1857.769351730596,,,,,,,
185,True,30592,0.09334609657526016,0.010086575777677353,0.41704289615154266,1.9898120626749005e-06,0.005289697255648207,0.006913891978911124,0.005289697255648207,1912.0,1.0,1.0,1.0,-1.4934055376797915,2.958821877837181,5564391.171875,0.17472618888132274,0.17472618888132274,0.34095947214236044,nan,nan,0.00138628194690682,0.00012136400937379221,2.132523604814196e-06,0.0,0.2,0.2,0.2,3.0,0.50390625,0.15570360641085845,246.62862491607666,254.05078125,145.28567504882812,5e-06,185,0,0.7421875,1.0,0.0,0.7421875,1.0,0.0,-0.25236326456069946,1.20761239528656,-2.4748666286468506,-0.25236326456069946,1.20761239528656,-2.4748666286468506,846.21875,4349.0,102.0,0.0,846.21875,4349.0,102.0,0.0,0.0,1173.0,2038.0,788.0,0.0,3,62,12.296875,0.1875,0.8125,5.9375,8,5.9375,8.0,8,8,6.907060742378235e-05,1.0117535889148712,33.5281255915761,7.911413057008758,0.0,0.0,0.0,33.5281255915761,0.0,1128,4299,35.72728834673762,0.00010897405445575714,2.1813675798475742,0.004154648631811142,23.974603574723005,61.9196315985173,3.952346742153168e-05,0.32984312887050504,0.09275943501788673,1.6074629079204295e-05,258460,61.9196315985173,2087.060220866923,,,,,,,
