step,actor_use_cached_prefix_old_logprob,actor_prefix_mask_sum,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_continuation_loss,actor_prefix_loss,actor_pg_loss,actor_prefix_loss_weight,actor_prefix_token_count,actor_prefix_old_logprob_source,actor_prefix_loss_mode_joint,actor_prefix_logprob_delta_mean,actor_prefix_logprob_delta_abs_mean,actor_prefix_ratio_mean,actor_prefix_advantage_mean,actor_prefix_advantage_abs_mean,actor_prefix_token_frac,actor_prefix_loss_contribution,actor_prefix_loss_share,actor_continuation_pg_clipfrac,actor_continuation_ppo_kl,actor_continuation_pg_clipfrac_lower,actor_prefix_pg_clipfrac,actor_prefix_ppo_kl,actor_prefix_pg_clipfrac_lower,actor_prefix_clip_override_active,actor_prefix_clip_ratio,actor_prefix_clip_ratio_low,actor_prefix_clip_ratio_high,actor_prefix_clip_ratio_c,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_update_actor,timing_per_token_ms_gen,timing_per_token_ms_adv,perf_total_num_tokens,perf_time_per_step,perf_throughput,val-aux_textcraft_reward_mean@1,val-core_textcraft_acc_mean@1,val-aux_num_turns_min,val-aux_num_turns_max,val-aux_num_turns_mean,timing_s_testing,timing_s_save_checkpoint
1,True,27232,0.08614940941333771,0.0029386738024186343,-0.00026736485500578056,2.786798347642616e-06,0.0005666576907970011,-0.04582790585118346,-0.04526124818949029,1.0,1702.0,1.0,0.0,-1.085004659369588,2.3848548233509064,5150015.953125,0.4940254657994956,0.4940254657994956,0.17443588466510054,-0.04582790585118346,0.42210889517088224,0.0029386738024186343,-0.00026736485500578056,2.786798347642616e-06,0.12359146191738546,1.0539702828973532,0.0,1.0,0.1,0.1,0.1,3.0,1.40625,0.1656020213971291,226.79444885253906,236.626953125,389.8387451171875,5e-06,1,0,0.765625,1.0,0.0,0.765625,1.0,0.0,-0.45188844203948975,1.20761239528656,-2.4748666286468506,-0.45188844203948975,1.20761239528656,-2.4748666286468506,2120.328125,8192.0,143.0,0.1015625,2120.328125,8192.0,143.0,0.1015625,0.0,1146.125,1992.0,781.0,0.0,3,62,18.4765625,0.0625,0.9375,6.125,8,6.125,8.0,8,8,0.0001359507441520691,1.629325944930315,87.19012253917754,21.383948167080234,0.0,0.0,0.0,87.19012253917754,0.0,1164,8192,95.74028130155057,0.00014143530279397964,6.477494290098548,0.004053951241075993,41.94351328257471,144.20980465225875,3.8399361073970795e-05,0.10031789374602305,0.35276188569557543,9.695989153650013e-06,418106,144.20980465225875,1449.6448456060343,,,,,,,
2,True,34928,0.07500841468572617,0.0023314829704759177,-0.0002586156441850562,3.1206953394757875e-06,0.004337369326094631,-0.031678866151196416,-0.027341497101588175,1.0,2183.0,1.0,0.0,-1.1427550539374352,2.479190807789564,5514935.0859375,0.3673718108329922,0.3673718108329922,0.17025743612991362,-0.031678866151196416,0.44588057918091606,0.0023314829704759177,-0.0002586156441850562,3.1206953394757875e-06,0.0998104281607084,1.1135531142354012,0.0,1.0,0.1,0.1,0.1,3.0,1.25390625,0.15848357707915012,248.2556209564209,254.02734375,388.9356575012207,5e-06,2,0,0.265625,1.0,0.0,0.265625,1.0,0.0,-0.2265995591878891,2.4748666286468506,-2.4748666286468506,-0.2265995591878891,2.4748666286468506,-2.4748666286468506,3961.0625,8192.0,91.0,0.1796875,3961.0625,8192.0,91.0,0.1796875,0.0,1228.375,1907.0,900.0,0.0,3,62,33.9296875,0.5,0.5,2.125,7,2.125,8.0,8,8,6.821099668741226e-05,1.0319064492359757,94.0486377440393,42.25367392395128,0.0,0.0,0.0,94.0486377440393,0.0,1632,8192,96.36490218061954,9.624939411878586e-05,5.2242907620966434,0.0037125078961253166,74.3026745468378,175.9356693038717,3.784988075494766e-05,0.11185983931729987,0.19006284255451414,5.589038877234582e-06,664248,175.9356693038717,1887.7581863536934,,,,,,,
3,True,26488,0.07025407999753952,0.001389863243275613,0.0003500386403558764,5.509617722054827e-07,-0.0014261491014622152,-0.04380551795475185,-0.04523166760918684,1.0,1655.5,1.0,0.0,-1.3283238261938095,2.397900737822056,4291076.875,0.4603338185697794,0.4603338185697794,0.19535736108119298,-0.04380551795475185,0.45024665740313197,0.001389863243275613,0.0003500386403558764,5.509617722054827e-07,0.11122692888602614,1.2829621881246567,0.0,1.0,0.1,0.1,0.1,3.0,2.57421875,0.17584333915764283,248.2556209564209,254.02734375,388.8386764526367,5e-06,3,0,0.3671875,1.0,0.0,0.3671875,1.0,0.0,-0.151338592171669,2.4748666286468506,-2.4748666286468506,-0.151338592171669,2.4748666286468506,-2.4748666286468506,3780.5,8192.0,121.0,0.140625,3780.5,8192.0,121.0,0.140625,0.0,1136.5625,1930.0,816.0,0.0,3,62,32.828125,0.5,0.5,2.9375,8,2.9375,8.0,8,8,3.159325569868088e-05,1.5564199248328805,94.83857230748981,40.750877209880855,0.0,0.0,0.0,94.83857230748981,0.0,860,8192,96.88652968779206,9.613018482923508e-05,4.8290698463097215,0.0037137484177947044,62.73986657895148,164.49547521676868,3.830809146165848e-05,0.09968455915458842,0.2002184931056409,5.900608242018711e-06,629384,164.49547521676868,1913.0738981440402,,,,,,,
4,True,42992,0.07541251927614212,0.0011318735623717657,-0.00010820172900594116,1.070352141141484e-06,-0.002574972044385504,-0.024731225974392146,-0.02730619825888425,1.0,2687.0,1.0,0.0,-1.4532785806804895,2.7139599323272705,5027036.3515625,0.264712275005877,0.264712275005877,0.30330727758038367,-0.024731225974392146,0.3631073297668328,0.0011318735623717657,-0.00010820172900594116,1.070352141141484e-06,0.05973885708954185,1.3748176405206323,0.0,1.0,0.1,0.1,0.1,3.0,1.087890625,0.1727120791925108,248.2556209564209,254.02734375,387.46142959594727,5e-06,4,0,0.609375,1.0,0.0,0.609375,1.0,0.0,-0.13410966098308563,1.20761239528656,-0.935412585735321,-0.13410966098308563,1.20761239528656,-0.935412585735321,3056.921875,8192.0,120.0,0.1328125,3056.921875,8192.0,120.0,0.1328125,0.0,1336.5625,1995.0,824.0,0.0,3,62,26.4140625,0.25,0.75,4.875,8,4.875,8.0,8,8,6.647501140832901e-05,1.4683011304587126,90.13131346460432,31.870806752202043,0.0,0.0,0.0,90.13131346460432,0.0,1085,8192,92.69290419667959,9.028799831867218e-05,4.229228703305125,0.0036344053223729134,56.47655213158578,153.43354014586657,3.736000508069992e-05,0.10042668321268672,0.2368929739287365,6.4627045773978395e-06,562366,153.43354014586657,1832.6045252731851,,,,,,,
5,True,36600,0.08493088185787201,0.0019953904957219493,-0.00014822550798498924,6.048133172953385e-06,0.0015432383661391214,-0.03718324136571027,-0.03564000327605754,1.0,2287.5,1.0,0.0,-1.3981982339173555,2.558610498905182,4146400.73046875,0.39047340862452984,0.39047340862452984,0.213454873549706,-0.03718324136571027,0.5094927559690545,0.0019953904957219493,-0.00014822550798498924,6.048133172953385e-06,0.09157979860901833,1.3288311650976539,0.0,1.0,0.1,0.1,0.1,3.0,1.234375,0.17255940300307882,248.2556209564209,254.02734375,387.75496673583984,5e-06,5,0,0.5390625,1.0,0.0,0.5390625,1.0,0.0,-0.21142874658107758,2.4748666286468506,-2.4748666286468506,-0.21142874658107758,2.4748666286468506,-2.4748666286468506,3000.9765625,8192.0,134.0,0.09375,3000.9765625,8192.0,134.0,0.09375,0.0,1301.125,1990.0,825.0,0.0,3,62,28.484375,0.3125,0.6875,4.3125,8,4.3125,8.0,8,8,2.9733404517173767e-05,1.4836987415328622,87.32103738188744,31.035259384581877,0.0,0.0,0.0,87.32103738188744,0.0,1990,8192,89.76078279782087,9.412970393896103e-05,4.320902816019952,0.003577137365937233,54.80193731468171,148.9169358033687,4.0168873965740204e-05,0.09951883493474611,0.23367597213881125,6.495984640386935e-06,550669,148.9169358033687,1848.9132784974454,,,,,,,
6,True,32176,0.07745184749364853,0.0016649990939185955,9.286319226475825e-05,2.9918061841271992e-06,-0.004222485702484846,-0.031121880791033618,-0.0353443663334474,1.0,2011.0,1.0,0.0,-1.5761547796428204,2.6838741302490234,4298162.9765625,0.3381504059070721,0.3381504059070721,0.2022521185269156,-0.031121880791033618,0.36144834959048877,0.0016649990939185955,9.286319226475825e-05,2.9918061841271992e-06,0.11330029027885757,1.507904190570116,0.0,1.0,0.1,0.1,0.1,3.0,1.4296875,0.17087953662611918,248.2556209564209,254.02734375,389.07107162475586,5e-06,6,0,0.53125,1.0,0.0,0.53125,1.0,0.0,-0.23215939104557037,2.4748666286468506,-1.6201815605163574,-0.23215939104557037,2.4748666286468506,-1.6201815605163574,3504.453125,8192.0,143.0,0.140625,3504.453125,8192.0,143.0,0.140625,0.0,1247.0,1939.0,874.0,0.0,3,62,31.0234375,0.1875,0.8125,4.25,8,4.25,8.0,8,8,3.169849514961243e-05,1.6006975173950195,92.9932587519288,36.52206016120908,0.0,0.0,0.0,92.9932587519288,0.0,967,8192,95.19505724217743,9.023584425449371e-05,4.8499568505212665,0.003742649219930172,61.98132742103189,162.06052985880524,3.706570714712143e-05,0.10191179576812338,0.21221895633274054,6.153790485032822e-06,608186,162.06052985880524,1876.4161777388988,,,,,,,
7,True,48312,0.07577671855688095,0.002571797180280555,5.1566347906373267e-05,1.7239703993254807e-06,0.002668344182893634,-0.04281245871970896,-0.04014411458047107,1.0,3019.5,1.0,0.0,-1.796544011682272,2.733143612742424,3348481.28125,0.43450328218750656,0.43450328218750656,0.27072250395419456,-0.04281245871970896,0.4636538557038615,0.002571797180280555,5.1566347906373267e-05,1.7239703993254807e-06,0.1247152159921825,1.6828430108726025,0.0,1.0,0.1,0.1,0.1,3.0,1.48828125,0.17115948252049465,248.2556209564209,254.02734375,391.07534408569336,5e-06,7,0,0.6484375,1.0,0.0,0.6484375,1.0,0.0,-0.4194812476634979,2.4748666286468506,-2.4748666286468506,-0.4194812476634979,2.4748666286468506,-2.4748666286468506,2940.0703125,8192.0,145.0,0.1484375,2940.0703125,8192.0,145.0,0.1484375,0.0,1366.4375,1889.0,787.0,0.0,3,62,23.8515625,0.0625,0.9375,5.1875,8,5.1875,8.0,8,8,6.421003490686417e-05,1.734205356799066,89.67980772815645,30.814469395372726,0.0,0.0,0.0,89.67980772815645,0.0,1369,8192,92.17404779046774,8.732359856367111e-05,4.530015361495316,0.003703705035150051,55.46400478016585,152.2147779101506,4.289299249649048e-05,0.10061807761902108,0.2449294308715718,6.718946498395508e-06,551233,152.2147779101506,1810.7078943589238,,,,,,,
8,True,25680,0.07072120159864426,0.0011646439033938805,-0.0001417252712485606,1.6253059698101424e-06,-0.0006844711606390774,-0.04571514489362016,-0.04639961617067456,1.0,1605.0,1.0,0.0,-1.3568967403844,2.3933930918574333,4016380.78125,0.48004031740128994,0.48004031740128994,0.1339882412239773,-0.04571514489362016,0.40227816316311704,0.0011646439033938805,-0.0001417252712485606,1.6253059698101424e-06,0.10161282261833549,1.261352196102962,0.0,1.0,0.1,0.1,0.1,3.0,1.5,0.15711636574704374,248.2556209564209,254.046875,390.88924407958984,5e-06,8,0,0.4296875,1.0,0.0,0.4296875,1.0,0.0,-0.16716264188289642,2.4748666286468506,-1.20761239528656,-0.16716264188289642,2.4748666286468506,-1.20761239528656,3899.0859375,8192.0,174.0,0.1484375,3899.0859375,8192.0,174.0,0.1484375,0.0,1165.6875,1768.0,819.0,0.0,3,62,33.5078125,0.3125,0.6875,3.4375,8,3.4375,8.0,8,8,3.1365081667900085e-05,2.129012576304376,93.99734243284911,42.29091341536696,0.0,0.0,0.0,93.99734243284911,0.0,905,8192,96.20079596713185,0.00011170096695423126,5.20712641812861,0.0037390366196632385,72.73483417648822,174.18070314265788,3.856513649225235e-05,0.11219473072507288,0.1927551047964604,5.767528192838152e-06,648291,174.18070314265788,1860.9725081573338,,,,,,,
9,True,38784,0.07160686701536179,0.0025870659592328593,-0.00015101078014367886,4.925454163640097e-06,-0.007377317175269127,-0.03420590725727379,-0.041583224839996547,1.0,2424.0,1.0,0.0,-1.5214791627950035,2.78960544988513,5337145.921875,0.3699321374297142,0.3699321374297142,0.21071018597805535,-0.03420590725727379,0.4029323413314971,0.0025870659592328593,-0.00015101078014367886,4.925454163640097e-06,0.10372374288272113,1.4295914400136098,0.0,1.0,0.1,0.1,0.1,3.0,1.296875,0.1753426293403575,248.2556209564209,254.046875,390.19556045532227,5e-06,9,0,0.4140625,1.0,0.0,0.4140625,1.0,0.0,-0.2919601798057556,2.4748666286468506,-2.4748666286468506,-0.2919601798057556,2.4748666286468506,-2.4748666286468506,3354.1875,8192.0,141.0,0.1328125,3354.1875,8192.0,141.0,0.1328125,0.0,1258.25,1909.0,785.0,0.0,3,62,30.3984375,0.3125,0.6875,3.3125,8,3.3125,8.0,8,8,6.053317338228226e-05,1.8596382271498442,90.45002629328519,35.3860101070095,0.0,0.0,0.0,90.45002629328519,0.0,861,8192,92.66741195041686,9.437929838895798e-05,4.85882440302521,0.003615911118686199,59.15643325634301,156.71640537120402,3.5235658288002014e-05,0.10019856850421924,0.21583890461181188,6.124593691456184e-06,590392,156.71640537120402,1883.6317697613617,,,,,,,
10,True,26952,0.06892074644565582,0.0017122332592407474,0.0001509206381911099,0.0,-0.0008752620342420414,-0.035651896287163254,-0.03652715787757188,1.0,1684.5,1.0,0.0,-1.5892755948007107,2.790442578494549,4677629.765625,0.35128723189700395,0.35128723189700395,0.19252371610318142,-0.035651896287163254,0.48975028256370245,0.0017122332592407474,0.0001509206381911099,0.0,0.09857257711701095,1.485186867415905,0.0,1.0,0.1,0.1,0.1,3.0,1.0859375,0.17533269933984125,248.2556209564209,254.046875,389.09134674072266,5e-06,10,0,0.4296875,1.0,0.0,0.4296875,1.0,0.0,-0.2889554500579834,2.4748666286468506,-2.4748666286468506,-0.2889554500579834,2.4748666286468506,-2.4748666286468506,3340.0390625,8192.0,157.0,0.1328125,3340.0390625,8192.0,157.0,0.1328125,0.0,1173.125,1956.0,800.0,0.0,3,62,28.7265625,0.4375,0.5625,3.4375,8,3.4375,8.0,8,8,6.613694131374359e-05,1.8241242533549666,89.41634642332792,35.04253136939951,0.0,0.0,0.0,89.41634642332792,0.0,1497,8192,91.92150564864278,9.458418935537338e-05,4.635909161530435,0.003938942216336727,57.3512145485729,153.9595539625734,3.85260209441185e-05,0.09927765918895748,0.2150084922487405,6.8184948827418525e-06,577685,153.9595539625734,1876.0933801498009,,,,,,,
