step,actor_use_cached_prefix_old_logprob,actor_prefix_mask_sum,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_continuation_loss,actor_prefix_loss,actor_pg_loss,actor_prefix_loss_weight,actor_prefix_token_count,actor_prefix_old_logprob_source,actor_prefix_loss_mode_joint,actor_prefix_logprob_delta_mean,actor_prefix_logprob_delta_abs_mean,actor_prefix_ratio_mean,actor_prefix_advantage_mean,actor_prefix_advantage_abs_mean,actor_prefix_token_frac,actor_prefix_loss_contribution,actor_prefix_loss_share,actor_continuation_pg_clipfrac,actor_continuation_ppo_kl,actor_continuation_pg_clipfrac_lower,actor_prefix_pg_clipfrac,actor_prefix_ppo_kl,actor_prefix_pg_clipfrac_lower,actor_prefix_clip_override_active,actor_prefix_clip_ratio,actor_prefix_clip_ratio_low,actor_prefix_clip_ratio_high,actor_prefix_clip_ratio_c,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_update_actor,timing_per_token_ms_gen,timing_per_token_ms_adv,perf_total_num_tokens,perf_time_per_step,perf_throughput,val-aux_textcraft_reward_mean@1,val-core_textcraft_acc_mean@1,val-aux_num_turns_min,val-aux_num_turns_max,val-aux_num_turns_mean,timing_s_testing,timing_s_save_checkpoint
209,True,41528,0.046846166253089905,0.0022991186633589678,-8.547626975996536e-06,5.445323267849744e-06,0.009908674139296636,-0.030297028191853315,-0.02038835411076434,1.0,2595.5,1.0,0.0,-1.8287142533808947,3.164000488817692,4745914.203125,0.27115626633167267,0.27115626633167267,0.38996355444439623,-0.030297028191853315,0.1908542893045928,0.0022991186633589678,-8.547626975996536e-06,5.445323267849744e-06,0.05508144898340106,1.5587979406118393,0.0,1.0,0.5,0.2,0.28,3.0,1.068359375,0.1566955472450732,247.98495054244995,254.0703125,130.9116096496582,5e-06,209,0,0.65625,1.0,0.0,0.65625,1.0,0.0,-0.5578309297561646,1.6201815605163574,-2.4748666286468506,-0.5578309297561646,1.6201815605163574,-2.4748666286468506,950.2890625,8192.0,106.0,0.0234375,950.2890625,8192.0,106.0,0.0234375,0.0,1322.625,2005.0,873.0,0.0,3,62,15.9296875,0.1875,0.8125,5.25,8,5.25,8.0,8,8,5.6102871894836426e-05,1.1146523468196392,73.95263287983835,8.446328090925817,0.0,0.0,0.0,73.95263287983835,0.0,1504,8192,76.33047452010214,8.003227412700653e-05,2.439944615587592,0.0037700291723012924,27.941097121685743,106.75438158214092,3.7126243114471436e-05,0.09603962809886037,0.6275267765573151,1.2958410260442413e-05,290933,106.75438158214092,1362.6279113243936,,,,,,,
210,True,20136,0.05251123756170273,0.0019642327242763713,0.0002977179606205027,1.730018720991211e-05,0.002207414072472602,-0.04761819785926491,-0.04541078407783061,1.0,1258.5,1.0,0.0,-2.381778234615922,3.714680038392544,4859720.5546875,0.438882390037179,0.438882390037179,0.2519288662469294,-0.04761819785926491,0.2882899859914455,0.0019642327242763713,0.0002977179606205027,1.730018720991211e-05,0.09402332082390785,2.0193379055708647,0.0,1.0,0.5,0.2,0.28,3.0,1.18359375,0.15897565250093953,247.98495054244995,254.0703125,131.08636093139648,5e-06,210,0,0.75,1.0,0.0,0.75,1.0,0.0,-0.2900502383708954,2.4748666286468506,-2.4748666286468506,-0.2900502383708954,2.4748666286468506,-2.4748666286468506,1395.1796875,8192.0,97.0,0.015625,1395.1796875,8192.0,97.0,0.015625,0.0,1098.3125,1507.0,805.0,0.0,3,62,24.0,0.0,1.0,6.0,8,6.0,8.0,8,8,5.265325307846069e-05,0.9314287155866623,74.28650239855051,12.44965190217772,0.0,0.0,0.0,74.28650239855051,0.0,970,8192,76.35959207825363,0.00015432387590408325,2.625373963266611,0.004044802859425545,30.549649039283395,109.57379822432995,4.6469271183013916e-05,0.09571681608463091,0.4275860080648977,1.2672998334494307e-05,319167,109.57379822432995,1456.4020102076356,,,,,,,
211,True,22072,0.054116006940603256,0.001287193583266344,0.00010413926378305405,2.074206804536516e-06,0.009965717486920767,-0.0184045647183666,-0.008438847100478597,1.0,1379.5,1.0,0.0,-1.6746878176927567,3.1746714040637016,5804738.265625,0.15567060932517052,0.15567060932517052,0.30098721630347053,-0.0184045647183666,0.2558778270047225,0.001287193583266344,0.00010413926378305405,2.074206804536516e-06,0.03864750324282795,1.329747762531042,0.0,1.0,0.5,0.2,0.28,3.0,0.69140625,0.1531150392477541,247.98495054244995,254.0703125,130.93668365478516,5e-06,211,0,0.625,1.0,0.0,0.625,1.0,0.0,-0.3465143144130707,1.20761239528656,-2.4748666286468506,-0.3465143144130707,1.20761239528656,-2.4748666286468506,706.734375,8192.0,110.0,0.015625,706.734375,8192.0,110.0,0.015625,0.0,1063.25,1547.0,786.0,0.0,3,62,10.140625,0.3125,0.6875,5.0,8,5.0,8.0,8,8,6.373971700668335e-05,1.2060409281402826,67.29314416833222,6.255080872651888,0.0,0.0,0.0,67.29314416833222,0.0,826,8192,69.34845775552094,8.726119995117188e-05,1.9863215163350105,0.003953324630856514,21.496250921860337,92.86577375046909,3.72566282749176e-05,0.09488188861951614,0.7666031897981577,1.7449503574610097e-05,226558,92.86577375046909,1219.8143129069422,,,,,,,
212,True,28352,0.054473064839839935,0.0020176045181869995,0.0002706540134340685,8.772819228397566e-06,0.009938560033333488,-0.01735648918838706,-0.007417928864015266,1.0,1772.0,1.0,0.0,-1.888812985504046,3.269956987351179,4611142.6328125,0.14892424806021154,0.14892424806021154,0.3270932359136616,-0.01735648918838706,0.23920814209806784,0.0020176045181869995,0.0002706540134340685,8.772819228397566e-06,0.04417341650696471,1.5560099945869297,0.0,1.0,0.5,0.2,0.28,3.0,0.826171875,0.1578460215345669,247.98495054244995,254.0703125,131.07864379882812,5e-06,212,0,0.671875,1.0,0.0,0.671875,1.0,0.0,-0.504706859588623,0.7245674133300781,-2.4748666286468506,-0.504706859588623,0.7245674133300781,-2.4748666286468506,956.4921875,8192.0,117.0,0.0078125,956.4921875,8192.0,117.0,0.0078125,0.0,1131.625,1518.0,788.0,0.0,3,62,15.2265625,0.25,0.75,5.375,8,5.375,8.0,8,8,3.238208591938019e-05,1.2099604811519384,66.53342563286424,8.600604539649794,0.0,0.0,0.0,66.53342563286424,0.0,1020,8192,68.57257276959717,8.263811469078064e-05,2.2734986171126366,0.003884345293045044,25.104873245581985,95.98589780926704,4.434026777744293e-05,0.09392759343450845,0.5600915843993529,1.4532923623049488e-05,267279,95.98589780926704,1392.2826482860448,,,,,,,
213,True,51824,0.04280151054263115,0.0010414412427053321,8.707387712547643e-05,4.435769824340241e-06,0.0013792687677778304,-0.025583808543160558,-0.02420453983359039,1.0,3239.0,1.0,0.0,-2.026735408231616,3.179176114499569,3797436.31640625,0.23899303376674652,0.23899303376674652,0.3950978482584797,-0.025583808543160558,0.24508759620458342,0.0010414412427053321,8.707387712547643e-05,4.435769824340241e-06,0.04497260134667158,1.7018169788643718,0.0,1.0,0.5,0.2,0.28,3.0,0.837890625,0.16139559640767726,247.98495054244995,254.0703125,131.3176612854004,5e-06,213,0,0.640625,1.0,0.0,0.640625,1.0,0.0,-0.2638193964958191,0.935412585735321,-1.6201815605163574,-0.2638193964958191,0.935412585735321,-1.6201815605163574,1178.875,8192.0,131.0,0.0078125,1178.875,8192.0,131.0,0.0078125,0.0,1387.5625,2044.0,874.0,0.0,3,61,20.7734375,0.25,0.75,5.125,8,5.125,8.0,8,8,4.0881335735321045e-05,1.3846927676349878,67.52334647066891,10.362661678271252,0.0,0.0,0.0,67.52334647066891,0.0,1343,8192,69.6822738070041,8.826516568660736e-05,2.6922056954354048,0.003823881968855858,30.87696618027985,103.28803704679012,3.908015787601471e-05,0.09399266426064781,0.4617900660521425,1.1640290434380884e-05,328504,103.28803704679012,1590.2325641602893,,,,,,,
214,True,36536,0.05400437116622925,0.0014185879335855134,0.00021944832678855164,8.791215350356651e-06,-0.009372589294798672,-0.03420573385665193,-0.04357832367531955,1.0,2283.5,1.0,0.0,-1.3325337879359722,2.7473511174321175,5924526.2578125,0.3006047857925296,0.3006047857925296,0.3909263186455171,-0.03420573385665193,0.23078827297095264,0.0014185879335855134,0.00021944832678855164,8.791215350356651e-06,0.06748387380503118,1.069367565214634,0.0,1.0,0.5,0.2,0.28,3.0,1.2421875,0.1582927568862047,247.98495054244995,254.0703125,131.00149536132812,5e-06,214,0,0.484375,1.0,0.0,0.484375,1.0,0.0,-0.2706431448459625,2.4748666286468506,-2.4748666286468506,-0.2706431448459625,2.4748666286468506,-2.4748666286468506,1016.1171875,6403.0,122.0,0.0,1016.1171875,6403.0,122.0,0.0,0.0,1248.625,1871.0,879.0,0.0,3,62,18.5,0.3125,0.6875,3.875,8,3.875,8.0,8,8,5.471520125865936e-05,1.2523752506822348,55.0561057459563,8.894978386349976,0.0,0.0,0.0,55.0561057459563,0.0,1411,6403,57.341591799631715,8.41636210680008e-05,2.4153095483779907,0.003974096849560738,27.31615193001926,87.10798798687756,4.0588900446891785e-05,0.09423034468609927,0.4408755126333524,1.3709124070968128e-05,289887,87.10798798687756,1663.9518757089775,,,,,,,
215,True,29192,0.05429590493440628,0.0019825631752610207,-0.00023422730407673953,1.5471063079530722e-06,0.0029027309792581946,-0.03357349382713437,-0.030670762906083837,1.0,1824.5,1.0,0.0,-1.9690259201452136,3.2033584378659725,4960755.8984375,0.3138307621702552,0.3138307621702552,0.35302616980517676,-0.03357349382713437,0.24419093311346307,0.0019825631752610207,-0.00023422730407673953,1.5471063079530722e-06,0.06044333474710584,1.6380195179954171,0.0,1.0,0.5,0.2,0.28,3.0,1.0390625,0.15763862508932236,247.98495054244995,254.0703125,131.12072372436523,5e-06,215,0,0.7109375,1.0,0.0,0.7109375,1.0,0.0,-0.31818971037864685,1.20761239528656,-2.4748666286468506,-0.31818971037864685,1.20761239528656,-2.4748666286468506,926.953125,5933.0,98.0,0.0,926.953125,5933.0,98.0,0.0,0.0,1188.625,1734.0,873.0,0.0,3,62,17.65625,0.1875,0.8125,5.6875,8,5.6875,8.0,8,8,5.258806049823761e-05,0.9793714284896851,49.163262674584985,8.132027083658613,0.0,0.0,0.0,49.163262674584985,0.0,1082,5847,51.306067837402225,8.873641490936279e-05,2.2631645184010267,0.0038430169224739075,25.2095830719918,78.81356459669769,3.9111822843551636e-05,0.09309505776343568,0.43241523672483967,1.4191662010509493e-05,270794,78.81356459669769,1717.9403151329254,,,,,,,
216,True,19720,0.041357994079589844,0.0017898153491842095,0.0001539860516572844,1.8383279893896542e-06,-0.0006400360871339217,-0.0454871450929204,-0.046127181412884966,1.0,1232.5,1.0,0.0,-1.4679384967312217,2.707341767847538,4801032.578125,0.41733599570579827,0.41733599570579827,0.24616392249850635,-0.0454871450929204,0.3433211399092978,0.0017898153491842095,0.0001539860516572844,1.8383279893896542e-06,0.08196143188979477,1.2374327615834773,0.0,1.0,0.5,0.2,0.28,3.0,1.34375,0.1633243685597257,247.98495054244995,254.0703125,131.33882522583008,5e-06,216,0,0.546875,1.0,0.0,0.546875,1.0,0.0,-0.478437602519989,1.20761239528656,-2.4748666286468506,-0.478437602519989,1.20761239528656,-2.4748666286468506,1643.4375,8192.0,101.0,0.0703125,1643.4375,8192.0,101.0,0.0703125,0.0,1117.0625,1807.0,802.0,0.0,3,62,21.6953125,0.25,0.75,4.375,8,4.375,8.0,8,8,3.181584179401398e-05,1.0886267274618149,74.89362181909382,14.571954748200369,0.0,0.0,0.0,74.89362181909382,0.0,802,8192,76.88341222330928,7.949396967887878e-05,2.878176523372531,0.004019487649202347,34.43172483704984,114.2277306523174,4.1332095861434937e-05,0.09744533609471179,0.3654849411642388,1.1375565027854857e-05,353344,114.2277306523174,1546.664710846339,,,,,,,
217,True,27600,0.053321342915296555,0.0020515727119345684,-0.0003264945463570257,0.0,-0.0017707532388158143,-0.023543816554592922,-0.02531456996803172,1.0,1725.0,1.0,0.0,-1.6638343464583158,2.923291712999344,4953331.2109375,0.21118892403319478,0.21118892403319478,0.2898015087384117,-0.023543816554592922,0.3465658096336547,0.0020515727119345684,-0.0003264945463570257,0.0,0.06029658991610631,1.3460589312016964,0.0,1.0,0.5,0.2,0.28,3.0,1.125,0.16147879806790535,247.98495054244995,254.0703125,130.94596481323242,5e-06,217,0,0.6875,1.0,0.0,0.6875,1.0,0.0,-0.247976154088974,2.4748666286468506,-2.4748666286468506,-0.247976154088974,2.4748666286468506,-2.4748666286468506,1267.5078125,8192.0,107.0,0.0234375,1267.5078125,8192.0,107.0,0.0234375,0.0,1157.9375,1698.0,819.0,0.0,3,62,20.9453125,0.1875,0.8125,5.5,8,5.5,8.0,8,8,5.3822994232177734e-05,1.0568524319678545,74.65642749145627,11.677171090399497,0.0,0.0,0.0,74.65642749145627,0.0,819,8192,76.67644805088639,7.673725485801697e-05,2.5289530884474516,0.0038079489022493362,29.129827693104744,108.37155210785568,4.046410322189331e-05,0.09382886420053259,0.4726083298974143,1.2265624232178164e-05,310457,108.37155210785568,1432.373136499055,,,,,,,
218,True,28920,0.047397565096616745,0.00167915092970361,1.1845136668853229e-05,1.2558188302591589e-05,-0.002348726527998224,-0.0367747578129638,-0.039123484515585005,1.0,1807.5,1.0,0.0,-1.780014842748642,2.884876884520054,4348803.4609375,0.3260303013958037,0.3260303013958037,0.2604214682157926,-0.0367747578129638,0.32927476234731223,0.00167915092970361,1.1845136668853229e-05,1.2558188302591589e-05,0.06942313234321773,1.5018639955669641,0.0,1.0,0.5,0.2,0.28,3.0,1.421875,0.16483701047032379,247.98495054244995,254.0703125,130.9908676147461,5e-06,218,0,0.5390625,1.0,0.0,0.5390625,1.0,0.0,-0.25427550077438354,1.6201815605163574,-1.6201815605163574,-0.25427550077438354,1.6201815605163574,-1.6201815605163574,1664.9296875,8192.0,125.0,0.0703125,1664.9296875,8192.0,125.0,0.0703125,0.0,1147.375,1949.0,784.0,0.0,3,62,21.9921875,0.3125,0.6875,4.3125,8,4.3125,8.0,8,8,5.297176539897919e-05,1.2758832443505526,76.72594617120922,15.009292351285694,0.0,0.0,0.0,76.72594617120922,0.0,965,8192,78.76787968352437,8.178874850273132e-05,2.91041705198586,0.004388116300106049,34.52440867386758,116.24046020768583,3.9944425225257874e-05,0.09590779546876195,0.36960963856170903,1.2190058476577676e-05,359975,116.24046020768583,1548.40663636756,,,,,,,
219,True,28576,0.05319913849234581,0.0027504714016686194,-0.00016848170366756676,1.0929738323284255e-05,0.004045067442348227,-0.04139685560949147,-0.03735178816714324,1.0,1786.0,1.0,0.0,-2.328581728041172,3.4326276555657387,4385928.1328125,0.38232884043827653,0.38232884043827653,0.26351733070663114,-0.04139685560949147,0.39011267784155323,0.0027504714016686194,-0.00016848170366756676,1.0929738323284255e-05,0.09460489137563854,2.005894001573324,0.0,1.0,0.5,0.2,0.28,3.0,1.30078125,0.15984430843461023,247.98495054244995,254.0703125,131.09130477905273,5e-06,219,0,0.7734375,1.0,0.0,0.7734375,1.0,0.0,-0.5180957913398743,2.4748666286468506,-2.4748666286468506,-0.5180957913398743,2.4748666286468506,-2.4748666286468506,1188.3515625,8192.0,133.0,0.015625,1188.3515625,8192.0,133.0,0.015625,0.0,1208.5,1875.0,783.0,0.0,3,62,19.328125,0.0625,0.9375,6.1875,8,6.1875,8.0,8,8,5.229189991950989e-05,1.455180386081338,68.45805566757917,10.560694906773278,0.0,0.0,0.0,68.45805566757917,0.0,970,8192,70.51016244851053,9.674206376075745e-05,2.528556367382407,0.004005787894129753,28.92547234892845,101.99908419139683,3.7573277950286865e-05,0.09428212254007846,0.4635502333754776,1.3056802687541772e-05,306797,101.99908419139683,1503.9203657177393,,,,,,,
220,True,35168,0.05542701855301857,0.001577183331392007,-0.0001550412441773119,7.227248033814249e-06,0.007960728893522173,-0.03134578300523572,-0.02338505396619439,1.0,2198.0,1.0,0.0,-1.8609775491058826,3.0432267412543297,4338841.4140625,0.2828749744221568,0.2828749744221568,0.3248718854723409,-0.03134578300523572,0.3643247250981335,0.001577183331392007,-0.0001550412441773119,7.227248033814249e-06,0.07150136458221823,1.549726229161024,0.0,1.0,0.5,0.2,0.28,3.0,0.85546875,0.15730979617951593,247.98495054244995,254.0703125,131.25763702392578,5e-06,220,0,0.546875,1.0,0.0,0.546875,1.0,0.0,-0.4601532518863678,2.4748666286468506,-2.4748666286468506,-0.4601532518863678,2.4748666286468506,-2.4748666286468506,968.4609375,8192.0,130.0,0.0078125,968.4609375,8192.0,130.0,0.0078125,0.0,1271.5625,1817.0,880.0,0.0,3,62,15.9296875,0.3125,0.6875,4.375,8,4.375,8.0,8,8,2.9433518648147583e-05,1.3727019000798464,70.75473895855248,8.853996845093207,0.0,0.0,0.0,70.75473895855248,0.0,891,8192,72.85505091398954,8.354149758815765e-05,2.423309212550521,0.003973213955760002,26.856176111847162,102.18870562128723,4.223547875881195e-05,0.0936659288297317,0.5877161000781648,1.385732555728003e-05,286723,102.18870562128723,1402.9094421774919,,,,,,,
221,True,42328,0.051234569400548935,0.003030412204680033,1.4673252053398755e-06,8.645531124784611e-06,-0.007405588970868848,-0.04364054085453972,-0.051046129723545164,1.0,2645.5,1.0,0.0,-2.0389371663331985,3.1909751892089844,3752344.90234375,0.4306535024661571,0.4306535024661571,0.3988169462177614,-0.04364054085453972,0.3140516126294541,0.003030412204680033,1.4673252053398755e-06,8.645531124784611e-06,0.07670947519363835,1.7777043581008911,0.0,1.0,0.5,0.2,0.28,3.0,1.6484375,0.16211926988397451,247.98495054244995,254.0703125,131.12047958374023,5e-06,221,0,0.7578125,1.0,0.0,0.7578125,1.0,0.0,-0.43662941455841064,2.4748666286468506,-2.4748666286468506,-0.43662941455841064,2.4748666286468506,-2.4748666286468506,1300.1328125,8192.0,93.0,0.03125,1300.1328125,8192.0,93.0,0.03125,0.0,1334.625,1915.0,839.0,0.0,3,62,21.078125,0.0,1.0,6.0625,8,6.0625,8.0,8,8,3.2143667340278625e-05,1.024445628747344,76.59745899774134,11.564477151841857,0.0,0.0,0.0,76.59745899774134,0.0,1084,8192,78.70393456704915,8.791685104370117e-05,2.72831192612648,0.003863014280796051,31.78208976238966,113.25317289307714,4.655122756958008e-05,0.09423924092403435,0.47293205962761703,1.1454486983789576e-05,337249,113.25317289307714,1488.9163428489478,,,,,,,
222,True,37832,0.060685280710458755,0.0012869971978943795,0.00025310914770670934,7.1963013397180475e-06,0.00810183008434251,-0.007553120376542211,0.0005487098242156208,1.0,2364.5,1.0,0.0,-1.4557655621902086,2.7874180153012276,5299485.3125,0.06996259558945894,0.06996259558945894,0.4693165040568832,-0.007553120376542211,0.11095164636392649,0.0012869971978943795,0.00025310914770670934,7.1963013397180475e-06,0.01065115537494421,1.24657200629008,0.0,1.0,0.5,0.2,0.28,3.0,0.697265625,0.15305043973999025,247.98495054244995,254.0703125,131.0514259338379,5e-06,222,0,0.65625,1.0,0.0,0.65625,1.0,0.0,-0.24412299692630768,1.6201815605163574,-2.4748666286468506,-0.24412299692630768,1.6201815605163574,-2.4748666286468506,562.109375,4740.0,69.0,0.0,562.109375,4740.0,69.0,0.0,0.0,1263.9375,1825.0,896.0,0.0,3,62,11.375,0.25,0.75,5.25,8,5.25,8.0,8,8,5.6764110922813416e-05,0.6641231160610914,34.59964960627258,4.794974973454373,0.0,0.0,0.0,34.59964960627258,0.0,957,4740,36.83267094939947,8.727610111236572e-05,2.0373342875391245,0.0037823934108018875,21.76654600352049,60.673532877117395,4.1659921407699585e-05,0.09312528773529093,0.5119203745573241,1.61824698623302e-05,233734,60.673532877117395,1926.1611193251545,,,,,,,
223,True,29504,0.05801819637417793,0.0022430238386732526,-3.450766496371216e-05,1.3482035683409777e-05,0.008004855873878114,-0.008882590977009386,-0.0008777351031312719,1.0,1844.0,1.0,0.0,-2.0955443400889635,3.192089531570673,3667387.953125,0.08047346398234367,0.08047346398234367,0.33205052019395476,-0.008882590977009386,0.08205667303583228,0.0022430238386732526,-3.450766496371216e-05,1.3482035683409777e-05,0.014435357763431966,1.7353871474042535,0.0,1.0,0.5,0.2,0.28,3.0,0.875,0.15426828405102183,247.98495054244995,254.0703125,131.25695419311523,5e-06,223,0,0.8828125,1.0,0.0,0.8828125,1.0,0.0,-0.36441266536712646,1.20761239528656,-2.4748666286468506,-0.36441266536712646,1.20761239528656,-2.4748666286468506,857.0078125,6679.0,112.0,0.0,857.0078125,6679.0,112.0,0.0,0.0,1171.625,1896.0,816.0,0.0,3,62,16.28125,0.0,1.0,7.0625,8,7.0625,8.0,8,8,7.074698805809021e-05,1.1702989265322685,47.74641212821007,7.645379401510581,0.0,0.0,0.0,47.74641212821007,0.0,951,6679,49.80508753657341,8.458085358142853e-05,2.208013817667961,0.00390518456697464,24.317370511591434,76.36606596410275,3.977864980697632e-05,0.09364901127064269,0.45402415322728434,1.5039318225308146e-05,259665,76.36606596410275,1700.1334082212657,,,,,,,
224,True,16832,0.050135161727666855,0.0022663897107122466,-0.00021164370764381601,4.566565394270583e-06,-0.006087798334192485,-0.04056383957504295,-0.046651638142066076,1.0,1052.0,1.0,0.0,-2.6880513802170753,3.7033376917243004,3593136.5625,0.37968189222738147,0.37968189222738147,0.15534291919206047,-0.04056383957504295,0.3473547935863928,0.0022663897107122466,-0.00021164370764381601,4.566565394270583e-06,0.09386453253682703,2.2098669297993183,0.0,1.0,0.5,0.2,0.28,3.0,0.685546875,0.1654429723520438,247.98495054244995,254.0703125,131.4766731262207,5e-06,224,0,0.6953125,1.0,0.0,0.6953125,1.0,0.0,-0.24433721601963043,2.4748666286468506,-2.4748666286468506,-0.24433721601963043,2.4748666286468506,-2.4748666286468506,1763.25,8192.0,120.0,0.0703125,1763.25,8192.0,120.0,0.0703125,0.0,1082.4375,1647.0,832.0,0.0,3,62,23.6015625,0.125,0.875,5.5625,8,5.5625,8.0,8,8,2.9472634196281433e-05,1.3483208864927292,78.59899428673089,16.49566957341449,0.0,0.0,0.0,78.59899428673089,0.0,1212,8192,80.63650870509446,8.365511894226074e-05,2.9686711132526398,0.0039170533418655396,34.746400877833366,118.38594799488783,4.074908792972565e-05,0.09539215281301028,0.3572792991683258,1.0753808783755956e-05,364248,118.38594799488783,1538.3920396351814,,,,,,,
225,True,39776,0.056491587311029434,0.0019326140100019984,-0.0002811129866131523,1.2934205074088823e-05,0.0016119697247631848,-0.03379434660382685,-0.03218237706460059,1.0,2486.0,1.0,0.0,-1.4838704199937638,2.69393527880311,4783255.5546875,0.3153034944552928,0.3153034944552928,0.4298546218270334,-0.03379434660382685,0.25434131967605644,0.0019326140100019984,-0.0002811129866131523,1.2934205074088823e-05,0.055840090150013566,1.2801670756598469,0.0,1.0,0.5,0.2,0.28,3.0,2.203125,0.15777266123824954,247.98495054244995,254.0703125,130.97732543945312,5e-06,225,0,0.5390625,1.0,0.0,0.5390625,1.0,0.0,-0.45145654678344727,1.20761239528656,-2.4748666286468506,-0.45145654678344727,1.20761239528656,-2.4748666286468506,899.1796875,5381.0,106.0,0.0,899.1796875,5381.0,106.0,0.0,0.0,1306.125,1821.0,927.0,0.0,3,62,17.390625,0.3125,0.6875,4.3125,8,4.3125,8.0,8,8,5.2671879529953e-05,1.2015190571546555,44.03485813550651,7.792585821080138,0.0,0.0,0.0,44.03485813550651,0.0,1251,5381,46.12973928079009,8.03675502538681e-05,2.3610561713576317,0.0037947259843349457,26.305443804711103,74.83283421956003,3.980100154876709e-05,0.09318951747990854,0.4007970744236508,1.3443174959295398e-05,282279,74.83283421956003,1886.0638043708966,,,,,,,
226,True,32408,0.05648891627788544,0.0011053899070248008,-0.00023600761682018856,6.366024990711594e-06,0.013695255896891467,-0.029546777223004028,-0.015851521427975968,1.0,2025.5,1.0,0.0,-1.3132156655192375,2.808093771338463,5746192.96875,0.27036117436364293,0.27036117436364293,0.310579942638319,-0.029546777223004028,0.43182169383834856,0.0011053899070248008,-0.00023600761682018856,6.366024990711594e-06,0.07711507240310311,1.09365626424551,0.0,1.0,0.5,0.2,0.28,3.0,0.873046875,0.15494742737036876,247.98495054244995,254.0703125,131.02647018432617,5e-06,226,0,0.9140625,1.0,0.0,0.9140625,1.0,0.0,-0.3610570430755615,2.4748666286468506,-2.4748666286468506,-0.3610570430755615,2.4748666286468506,-2.4748666286468506,801.8359375,7342.0,128.0,0.0,801.8359375,7342.0,128.0,0.0,0.0,1203.9375,1926.0,784.0,0.0,3,62,14.96875,0.0,1.0,7.3125,8,7.3125,8.0,8,8,5.47356903553009e-05,1.3116362150758505,58.87585533596575,7.1428917935845675,0.0,0.0,0.0,58.87585533596575,0.0,1022,7342,61.07308515161276,8.816272020339966e-05,2.174442056566477,0.003963205963373184,24.12496772967279,87.40973876230419,3.719702363014221e-05,0.09396689918427971,0.5950512510509355,1.543671184889395e-05,256739,87.40973876230419,1468.5949393931821,,,,,,,
227,True,28896,0.0604429617524147,0.00085793578546145,0.00019314420032401358,7.325737783503428e-06,0.005132992286235094,-0.026183416019193828,-0.021050423732958734,1.0,1806.0,1.0,0.0,-1.7184011908248067,3.060381129384041,5323807.3046875,0.22309474321082234,0.22309474321082234,0.3439753580293828,-0.026183416019193828,0.30143825280266867,0.00085793578546145,0.00019314420032401358,7.325737783503428e-06,0.04785011848434806,1.3918942790478468,0.0,1.0,0.5,0.2,0.28,3.0,0.814453125,0.15637253094696044,247.98495054244995,254.0703125,130.9810028076172,5e-06,227,0,0.75,1.0,0.0,0.75,1.0,0.0,-0.228767529129982,2.4748666286468506,-0.7245674133300781,-0.228767529129982,2.4748666286468506,-0.7245674133300781,890.9609375,4599.0,90.0,0.0,890.9609375,4599.0,90.0,0.0,0.0,1156.3125,1650.0,780.0,0.0,3,62,17.328125,0.0625,0.9375,6.0,8,6.0,8.0,8,8,5.513988435268402e-05,0.8823519758880138,37.93154725432396,7.622938537562732,0.0,0.0,0.0,37.93154725432396,0.0,1323,4463,40.2163292914629,8.623488247394562e-05,2.1984336841851473,0.0038756243884563446,24.458693005144596,66.91190937533975,3.829970955848694e-05,0.09333562171159276,0.35264180433225095,1.4789580610096297e-05,262051,66.91190937533975,1958.1790629380723,,,,,,,
