step,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_pg_loss,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_adv,timing_per_token_ms_update_actor,perf_total_num_tokens,perf_time_per_step,perf_throughput,val-aux_textcraft_reward_mean@1,val-core_textcraft_acc_mean@1,val-aux_num_turns_min,val-aux_num_turns_max,val-aux_num_turns_mean,timing_s_testing,timing_s_save_checkpoint
307,0.060672540217638016,0.0020006628037663177,-4.1309820971946465e-05,1.6440694707853254e-05,0.001334258820861578,0.96484375,0.29822353313064853,219.47975540161133,224.244140625,122.59918975830078,5e-06,307,1,0.8203125,1.0,0.0,0.8203125,1.0,0.0,-0.2848723232746124,2.4748666286468506,-1.6201815605163574,-0.2848723232746124,2.4748666286468506,-1.6201815605163574,974.9296875,4504.0,99.0,0.0,974.9296875,4504.0,99.0,0.0,0.0,1128.8125,1915.0,781.0,0.0,3,62,19.359375,0.0,1.0,6.5625,8,6.5625,8.0,8,8,0.00013090670108795166,1.043064272031188,38.67678404599428,8.795759307497065,0.0,0.0,0.0,38.67678404599428,0.0,1028,4465,40.80494272522628,0.00013422220945358276,2.2942319959402084,0.003935905173420906,13.485138438642025,56.640273313969374,3.9443373680114746e-05,0.3269862628332675,1.4616457924386626e-05,0.05007868581895367,269279,56.640273313969374,2377.0983457947655,,,,,,,
308,0.06255548447370529,0.0016647103475406766,0.00027538127847037686,1.4711245512444293e-05,0.011232185526750982,1.1171875,0.3013281219149594,219.47975540161133,224.244140625,122.9229736328125,5e-06,308,1,0.671875,1.0,0.0,0.671875,1.0,0.0,-0.35922133922576904,0.935412585735321,-2.4748666286468506,-0.35922133922576904,0.935412585735321,-2.4748666286468506,712.921875,5162.0,101.0,0.0,712.921875,5162.0,101.0,0.0,0.0,1307.9375,1961.0,822.0,0.0,3,62,14.0625,0.25,0.75,5.375,8,5.375,8.0,8,8,5.5594369769096375e-05,1.1384082157164812,44.15940714254975,6.536624651038437,0.0,0.0,0.0,44.15940714254975,0.0,1673,5162,46.5342623591423,9.85804945230484e-05,2.204367645084858,0.0036267656832933426,12.613676063716412,61.39608213119209,3.745965659618378e-05,0.509942165375132,1.4020820672259414e-05,0.048763583189841926,258670,61.39608213119209,2106.5676426003047,,,,,,,
309,0.07319378107786179,0.0009035816547111608,0.0001122723491562283,4.860787157667801e-06,0.012680118321441114,0.923828125,0.2894363368874309,219.47975540161133,224.244140625,123.07300567626953,5e-06,309,1,0.71875,1.0,0.0,0.71875,1.0,0.0,-0.27480849623680115,0.7245674133300781,-2.4748666286468506,-0.27480849623680115,0.7245674133300781,-2.4748666286468506,401.9453125,4454.0,80.0,0.0,401.9453125,4454.0,80.0,0.0,0.0,1281.9375,2042.0,787.0,0.0,3,62,8.515625,0.25,0.75,5.75,8,5.75,8.0,8,8,3.5218894481658936e-05,0.8869119323790073,31.99066405184567,3.7934589152864646,0.0,0.0,0.0,31.99066405184567,0.0,2042,4454,34.52957912161946,9.66433435678482e-05,1.9135752692818642,0.00366227887570858,10.647256592288613,47.120684618130326,3.697536885738373e-05,0.6711418904472286,1.6991416210249656e-05,0.04939874171157905,215537,47.120684618130326,2287.0741559330954,,,,,,,
310,0.06421094387769699,0.0019135893089696765,-0.0003638989540490911,2.2188425646163523e-05,0.00043121923226863146,1.021484375,0.30534142584959423,219.47975540161133,224.244140625,123.25410461425781,5e-06,310,1,0.6875,1.0,0.0,0.6875,1.0,0.0,-0.27309346199035645,2.4748666286468506,-1.6201815605163574,-0.27309346199035645,2.4748666286468506,-1.6201815605163574,960.171875,5100.0,93.0,0.0,960.171875,5100.0,93.0,0.0,0.0,1207.3125,1603.0,883.0,0.0,3,62,20.0625,0.125,0.875,5.5,8,5.5,8.0,8,8,3.137253224849701e-05,1.0078359954059124,39.93822837807238,8.72625510096259,0.0,0.0,0.0,39.93822837807238,0.0,1195,5100,41.94438939169049,9.018555283546448e-05,2.3140129316598177,0.003644946962594986,13.580205840989947,57.873966220766306,3.983825445175171e-05,0.34128321257335514,1.3137879319325349e-05,0.04894861497339927,277438,57.873966220766306,2396.9153845589544,,,,,,,
311,0.06886926293373108,0.0020544927974697202,0.00021946822107565822,9.813913720790879e-06,0.006813709755078889,0.82421875,0.2991719044167761,219.47975540161133,224.244140625,123.38075256347656,5e-06,311,1,0.703125,1.0,0.0,0.703125,1.0,0.0,-0.29495030641555786,1.6201815605163574,-2.4748666286468506,-0.29495030641555786,1.6201815605163574,-2.4748666286468506,815.765625,4943.0,85.0,0.0,815.765625,4943.0,85.0,0.0,0.0,1302.5,1819.0,880.0,0.0,3,62,17.15625,0.1875,0.8125,5.625,8,5.625,8.0,8,8,3.355182707309723e-05,0.9401085525751114,40.877810299396515,7.601287804413005,0.0,0.0,0.0,40.877810299396515,0.0,1775,4943,43.13348910026252,9.231828153133392e-05,2.2640818879008293,0.0036497972905635834,13.320674171671271,58.74816381186247,3.6656856536865234e-05,0.4130848043465928,1.3461031985791676e-05,0.04912876163308452,271138,58.74816381186247,2307.629570077317,,,,,,,
312,0.06670760363340378,0.0017986263119382784,-0.00010364221975578403,1.852845821304072e-05,0.004470478510484099,0.8515625,0.30435338846867166,219.47975540161133,224.244140625,123.59064483642578,5e-06,312,1,0.65625,1.0,0.0,0.65625,1.0,0.0,-0.35496199131011963,1.20761239528656,-1.6201815605163574,-0.35496199131011963,1.20761239528656,-1.6201815605163574,994.1484375,4759.0,87.0,0.0,994.1484375,4759.0,87.0,0.0,0.0,1158.25,1951.0,787.0,0.0,3,62,20.09375,0.1875,0.8125,5.25,8,5.25,8.0,8,8,3.134086728096008e-05,0.9561892431229353,37.481895403936505,8.955874805644271,0.0,0.0,0.0,37.481895403936505,0.0,826,4759,39.40367948077619,8.970499038696289e-05,2.3160574827343225,0.0036452896893024445,13.526224914938211,55.276199389249086,3.8158148527145386e-05,0.3096532010025555,1.3231205338893185e-05,0.04909575769377261,275507,55.276199389249086,2492.0942742454954,,,,,,,
313,0.060334037989377975,0.002348513373362948,0.0001696748557264982,6.3026860743775615e-06,-0.004501602903474122,0.89453125,0.31079828903838413,219.47975540161133,224.244140625,123.79041290283203,5e-06,313,1,0.71875,1.0,0.0,0.71875,1.0,0.0,-0.22426150739192963,0.935412585735321,-2.4748666286468506,-0.22426150739192963,0.935412585735321,-2.4748666286468506,1142.0078125,5269.0,88.0,0.0,1142.0078125,5269.0,88.0,0.0,0.0,1166.125,1688.0,779.0,0.0,3,62,22.765625,0.1875,0.8125,5.75,8,5.75,8.0,8,8,3.1113624572753906e-05,0.9562843330204487,44.3009246122092,10.564866378801526,0.0,0.0,0.0,44.3009246122092,0.0,861,5269,46.168291572481394,9.949132800102234e-05,2.4229232762008905,0.003604268655180931,14.152344945818186,62.774369249120355,4.035979509353638e-05,0.31583827532704456,1.2199622446379923e-05,0.047902440574660206,295441,62.774369249120355,2353.1976787177355,,,,,,,
314,0.06854134052991867,0.0026123757343157195,0.00013194898558310797,1.958420352821122e-05,0.0036617037403630093,1.220703125,0.30446326254406464,219.47975540161133,224.244140625,123.1409797668457,5e-06,314,1,0.7734375,1.0,0.0,0.7734375,1.0,0.0,-0.4480367600917816,2.4748666286468506,-2.4748666286468506,-0.4480367600917816,2.4748666286468506,-2.4748666286468506,936.6328125,4894.0,101.0,0.0,936.6328125,4894.0,101.0,0.0,0.0,1260.0,1895.0,786.0,0.0,3,62,19.34375,0.0625,0.9375,6.1875,8,6.1875,8.0,8,8,5.953200161457062e-05,1.128439424559474,41.33591226115823,8.496682272889302,0.0,0.0,0.0,41.33591226115823,0.0,1457,4894,43.63986226171255,9.362027049064636e-05,2.3202620577067137,0.0036352742463350296,13.744527434930205,59.73409806005657,3.7143006920814514e-05,0.3640022209019389,1.2929143135747645e-05,0.04888350933043901,281169,59.73409806005657,2353.5050258674128,,,,,,,
315,0.07155220210552216,0.0013883282808819786,-0.0001343095246966186,8.611584462414612e-06,0.0030401820258703083,0.6640625,0.2982745382912452,219.47975540161133,224.244140625,123.20689392089844,5e-06,315,1,0.6875,1.0,0.0,0.6875,1.0,0.0,-0.12457068264484406,2.4748666286468506,-2.4748666286468506,-0.12457068264484406,2.4748666286468506,-2.4748666286468506,800.34375,3938.0,97.0,0.0,800.34375,3938.0,97.0,0.0,0.0,1165.125,1701.0,783.0,0.0,3,62,16.640625,0.1875,0.8125,5.5,8,5.5,8.0,8,8,6.037577986717224e-05,1.0816142801195383,29.178011503070593,7.395837388554355,0.0,0.0,0.0,29.178011503070593,0.0,1155,3938,31.137059271335602,0.00010020658373832703,2.1360499914735556,0.003643736243247986,12.352520119398832,45.65577554516494,3.7437304854393005e-05,0.30394224426355476,1.4483409822911145e-05,0.04909976993162744,251580,45.65577554516494,2755.1826356681277,,,,,,,
316,0.06352076679468155,0.0020933297273586504,-0.00010357938705141123,2.8731996394526504e-05,0.0021473480737768114,1.048828125,0.31806035891726725,219.47975540161133,224.244140625,123.17274856567383,5e-06,316,1,0.53125,1.0,0.0,0.53125,1.0,0.0,-0.20058661699295044,2.4748666286468506,-1.20761239528656,-0.20058661699295044,2.4748666286468506,-1.20761239528656,1398.859375,4967.0,113.0,0.0,1398.859375,4967.0,113.0,0.0,0.0,1363.875,1859.0,786.0,0.0,3,62,27.84375,0.25,0.75,4.25,8,4.25,8.0,8,8,5.648285150527954e-05,1.2603297885507345,42.90068181231618,13.300665932853008,0.0,0.0,0.0,42.90068181231618,0.0,888,4967,44.91596809402108,9.410642087459564e-05,2.755412645637989,0.0037155523896217346,16.930337293073535,64.63281732052565,3.704242408275604e-05,0.25085152017838797,1.0506892485427522e-05,0.04787585129393302,353630,64.63281732052565,2735.684553609089,,,,,,,
317,0.05841698497533798,0.0022885032594786026,-0.00016149267185028293,1.0378662636867375e-05,-0.0031440844759345055,1.03125,0.31191775064674976,219.47975540161133,224.244140625,123.2586784362793,5e-06,317,1,0.75,1.0,0.0,0.75,1.0,0.0,-0.292757123708725,2.4748666286468506,-2.4748666286468506,-0.292757123708725,2.4748666286468506,-2.4748666286468506,1182.734375,8192.0,100.0,0.0078125,1182.734375,8192.0,100.0,0.0078125,0.0,1267.9375,1997.0,788.0,0.0,3,62,19.5078125,0.0625,0.9375,6.0,8,6.0,8.0,8,8,3.1732022762298584e-05,1.042335655540228,72.90139141865075,10.694364157432574,0.0,0.0,0.0,72.90139141865075,0.0,1997,8192,75.18038664013147,9.329058229923248e-05,2.598628358915448,0.00367186963558197,15.752891339361668,93.56119446828961,3.658607602119446e-05,0.4966007440394443,1.1705557900518257e-05,0.05021866241834722,313686,93.56119446828961,1676.3680807127605,,,,,,,
318,0.07046851515769958,0.001739419312798418,-0.00022351454208546784,6.414379413399729e-06,0.014004342607222497,0.984375,0.29414724207124854,219.47975540161133,224.244140625,123.31027221679688,5e-06,318,1,0.859375,1.0,0.0,0.859375,1.0,0.0,-0.40134260058403015,0.935412585735321,-2.4748666286468506,-0.40134260058403015,0.935412585735321,-2.4748666286468506,678.9140625,5288.0,93.0,0.0,678.9140625,5288.0,93.0,0.0,0.0,1136.0,1907.0,783.0,0.0,3,62,13.59375,0.0625,0.9375,6.875,8,6.875,8.0,8,8,3.073550760746002e-05,1.0121296495199203,41.49859201721847,6.111055238448898,0.0,0.0,0.0,41.49859201721847,0.0,826,5288,43.65765377879143,8.92002135515213e-05,2.0331579372286797,0.0045918915420770645,11.525561138987541,57.24687345512211,3.796815872192383e-05,0.5023837905063397,1.9766309278060963e-05,0.049613063372437316,232309,57.24687345512211,2029.0103719124102,,,,,,,
319,0.07401219010353088,0.0008322335197590292,-6.210573815224052e-05,6.203960310813272e-06,0.004408543769386597,0.7109375,0.29816798826896157,219.47975540161133,224.244140625,123.45367813110352,5e-06,319,1,0.7265625,1.0,0.0,0.7265625,1.0,0.0,-0.17374186217784882,1.6201815605163574,-2.4748666286468506,-0.17374186217784882,1.6201815605163574,-2.4748666286468506,715.234375,3797.0,69.0,0.0,715.234375,3797.0,69.0,0.0,0.0,1113.75,1727.0,781.0,0.0,3,62,14.328125,0.1875,0.8125,5.8125,8,5.8125,8.0,8,8,3.129243850708008e-05,0.7376315239816904,28.109040942043066,6.238916010639514,0.0,0.0,0.0,28.109040942043066,0.0,1067,3797,30.116283908486366,8.987262845039368e-05,2.0252875797450542,0.0036727413535118103,11.540923399850726,43.71626573614776,3.986619412899017e-05,0.32895995530842564,1.5688101121318228e-05,0.04929701166054729,234110,43.71626573614776,2677.607476962756,,,,,,,
320,0.06489907205104828,0.002006419250392355,0.000355363671133091,1.4414682937058387e-05,0.005128082644660026,1.158203125,0.2954263362071057,219.47975540161133,224.244140625,123.56496047973633,5e-06,320,1,0.7109375,1.0,0.0,0.7109375,1.0,0.0,-0.2822222411632538,1.6201815605163574,-1.6201815605163574,-0.2822222411632538,1.6201815605163574,-1.6201815605163574,650.65625,4190.0,100.0,0.0,650.65625,4190.0,100.0,0.0,0.0,1241.9375,1825.0,878.0,0.0,3,62,13.328125,0.1875,0.8125,5.6875,8,5.6875,8.0,8,8,3.195181488990784e-05,1.1126092188060284,34.73591518588364,5.867566611035727,0.0,0.0,0.0,34.73591518588364,0.0,1080,4190,36.774176662787795,8.907169103622437e-05,2.095121704041958,0.0036650728434324265,11.869851600378752,50.76821615546942,3.6772340536117554e-05,0.44155151845237733,1.5129174757824192e-05,0.04899795089567373,242252,50.76821615546942,2385.8628325460813,,,,,,,
321,0.07105792313814163,0.0021155434151296504,-6.52606040603132e-05,1.143600934483402e-05,0.0055095687275752425,0.880859375,0.3030312931169109,219.47975540161133,224.244140625,123.78894424438477,5e-06,321,1,0.71875,1.0,0.0,0.71875,1.0,0.0,-0.29868870973587036,2.4748666286468506,-2.4748666286468506,-0.29868870973587036,2.4748666286468506,-2.4748666286468506,900.90625,5299.0,101.0,0.0,900.90625,5299.0,101.0,0.0,0.0,1222.5625,1726.0,788.0,0.0,3,62,18.046875,0.125,0.875,5.75,8,5.75,8.0,8,8,3.1443312764167786e-05,1.080399652943015,42.934857146814466,8.128297311108327,0.0,0.0,0.0,42.934857146814466,0.0,1436,5299,45.1352234184742,9.064376354217529e-05,2.2975220195949078,0.0036028828471899033,13.34649688564241,60.80838657356799,3.74671071767807e-05,0.3914046916167245,1.3255444537938747e-05,0.049103386578719994,271804,60.80838657356799,2234.9219845782504,,,,,,,
322,0.0760001391172409,0.0012688062215602258,3.5319625681040634e-05,6.652710908383597e-06,0.007425767733366229,0.75390625,0.30388017879643237,219.47975540161133,224.244140625,123.98219680786133,5e-06,322,1,0.8671875,1.0,0.0,0.8671875,1.0,0.0,-0.25934675335884094,0.935412585735321,-2.4748666286468506,-0.25934675335884094,0.935412585735321,-2.4748666286468506,767.3984375,4083.0,117.0,0.0,767.3984375,4083.0,117.0,0.0,0.0,1354.6875,1955.0,786.0,0.0,3,62,15.359375,0.0625,0.9375,6.9375,8,6.9375,8.0,8,8,5.791708827018738e-05,1.256322007626295,33.14430551417172,6.947738898757962,0.0,0.0,0.0,33.14430551417172,0.0,1024,4083,35.17361584119499,8.852407336235046e-05,2.2579914033412933,0.003702225163578987,13.141152797266841,50.60158227570355,3.745220601558685e-05,0.35808500556053824,1.3629812807927736e-05,0.048379405571857145,271627,50.60158227570355,2683.977336123956,,,,,,,
323,0.0735914334654808,0.0022191303287399933,-6.202025826951285e-05,3.6734664945470286e-06,0.0007812157346052118,0.923828125,0.3024071566855444,219.47975540161133,224.244140625,123.2070541381836,5e-06,323,1,0.859375,1.0,0.0,0.859375,1.0,0.0,-0.29379159212112427,0.7245674133300781,-2.4748666286468506,-0.29379159212112427,0.7245674133300781,-2.4748666286468506,832.9375,6087.0,106.0,0.0,832.9375,6087.0,106.0,0.0,0.0,1225.5,1858.0,783.0,0.0,3,62,15.921875,0.0625,0.9375,6.875,8,6.875,8.0,8,8,5.207769572734833e-05,1.1317664049565792,50.63675242848694,7.829274426825577,0.0,0.0,0.0,50.63675242848694,0.0,891,6087,52.924414195120335,9.308569133281708e-05,2.2080101929605007,0.003643609583377838,12.924990456551313,68.09985398873687,4.073791205883026e-05,0.4964021741119563,1.3828789977902831e-05,0.04905492051218807,263480,68.09985398873687,1934.5122240906517,,,,,,,
324,0.0725715309381485,0.0011630786102614366,0.00019195113168279931,4.823742528969888e-06,0.00726477854186669,0.865234375,0.30871980923039466,219.47975540161133,224.244140625,123.21067428588867,5e-06,324,1,0.8671875,1.0,0.0,0.8671875,1.0,0.0,-0.24959208071231842,0.935412585735321,-2.4748666286468506,-0.24959208071231842,0.935412585735321,-2.4748666286468506,734.859375,6109.0,114.0,0.0,734.859375,6109.0,114.0,0.0,0.0,1471.6875,2001.0,880.0,0.0,3,62,13.140625,0.0625,0.9375,6.9375,8,6.9375,8.0,8,8,6.408058106899261e-05,1.2427731808274984,52.146150873973966,6.743877826665994,0.0,0.0,0.0,52.146150873973966,0.0,1924,6109,54.43233857117593,0.00010249577462673187,2.307125149294734,0.0036746039986610413,13.623818296939135,70.39235913008451,3.828853368759155e-05,0.5786857452656325,1.3010303141436497e-05,0.04823649189181036,282438,70.39235913008451,2006.1694443146653,,,,,,,
325,0.07079779356718063,0.0010175338229601039,-0.00020112739366595633,5.870194172530319e-06,0.00011453140177763999,0.59765625,0.3070006085131862,219.47975540161133,224.244140625,123.2775764465332,5e-06,325,1,0.6484375,1.0,0.0,0.6484375,1.0,0.0,-0.14581145346164703,0.7245674133300781,-1.6201815605163574,-0.14581145346164703,0.7245674133300781,-1.6201815605163574,803.625,4050.0,101.0,0.0,803.625,4050.0,101.0,0.0,0.0,1250.0,2022.0,861.0,0.0,3,62,16.171875,0.3125,0.6875,5.1875,8,5.1875,8.0,8,8,3.02288681268692e-05,1.1389853470027447,34.05960489809513,7.016516377218068,0.0,0.0,0.0,34.05960489809513,0.0,1069,4000,36.13141734525561,0.00010617263615131378,2.1957159899175167,0.0037596728652715683,12.620196558535099,50.97683387249708,4.046596586704254e-05,0.3512542516843173,1.4302730177093739e-05,0.04801036489795141,262864,50.97683387249708,2578.269186523762,,,,,,,
326,0.0695110410451889,0.0016764826214057393,-6.452480238294811e-05,7.378150144177198e-06,-0.005789654846012127,0.9921875,0.31213816885522494,219.47975540161133,224.244140625,123.38410949707031,5e-06,326,1,0.7265625,1.0,0.0,0.7265625,1.0,0.0,-0.20867422223091125,2.4748666286468506,-2.4748666286468506,-0.20867422223091125,2.4748666286468506,-2.4748666286468506,1145.515625,6430.0,88.0,0.0,1145.515625,6430.0,88.0,0.0,0.0,1229.0,1928.0,802.0,0.0,3,62,21.53125,0.125,0.875,5.8125,8,5.8125,8.0,8,8,3.2685697078704834e-05,0.9859185628592968,55.65718222595751,10.590658511617221,0.0,0.0,0.0,55.65718222595751,0.0,1249,6430,57.71109095029533,9.35383141040802e-05,2.495552459731698,0.003660231828689575,14.795777888968587,75.03182717971504,3.748387098312378e-05,0.3935938438632666,1.2042692353998432e-05,0.04868025021211098,303938,75.03182717971504,2025.3938323533862,,,,,,,
327,0.07096468657255173,0.0013029197580181062,-1.5477992860724044e-05,9.736379752212088e-06,0.012025053903926164,1.15234375,0.29162188158175306,219.47975540161133,224.244140625,123.46325302124023,5e-06,327,1,0.65625,1.0,0.0,0.65625,1.0,0.0,-0.24426724016666412,0.5400605201721191,-2.4748666286468506,-0.24426724016666412,0.5400605201721191,-2.4748666286468506,505.25,3957.0,86.0,0.0,505.25,3957.0,86.0,0.0,0.0,1157.75,1991.0,784.0,0.0,3,62,10.390625,0.3125,0.6875,5.25,8,5.25,8.0,8,8,3.126077353954315e-05,0.9560955222696066,30.238422457128763,4.762085301277693,0.0,0.0,0.0,30.238422457128763,0.0,1149,3957,32.25620866753161,9.597465395927429e-05,1.89287462644279,0.0036919955164194107,10.453580198809505,44.632852740585804,3.855675458908081e-05,0.4987662151708871,1.734438663381037e-05,0.04910919741623527,212864,44.632852740585804,2384.6111880547273,,,,,,,
328,0.0683036521077156,0.0021137997318874113,0.00012090790960428421,1.1660733889584662e-05,0.005802060375572182,0.951171875,0.3045939135010606,219.47975540161133,224.244140625,123.65942764282227,5e-06,328,1,0.859375,1.0,0.0,0.859375,1.0,0.0,-0.2685837149620056,0.7245674133300781,-2.4748666286468506,-0.2685837149620056,0.7245674133300781,-2.4748666286468506,898.9296875,5028.0,135.0,0.0,898.9296875,5028.0,135.0,0.0,0.0,1196.625,2016.0,888.0,0.0,3,62,17.171875,0.0625,0.9375,6.875,8,6.875,8.0,8,8,3.283284604549408e-05,1.5366080105304718,39.67193994484842,8.436810815517674,0.0,0.0,0.0,39.67193994484842,0.0,1148,5028,41.75064814090729,8.792243897914886e-05,2.2313543558120728,0.0036648213863372803,12.908043356612325,56.919388860464096,3.9791688323020935e-05,0.3628503353893718,1.3662930035444376e-05,0.04812286184897467,268231,56.919388860464096,2356.2357693048934,,,,,,,
329,0.07667031139135361,0.0010693172589526512,-0.000491292298420376,4.014129899587715e-06,0.0076330649317242205,0.890625,0.29369741739252814,219.47975540161133,224.244140625,123.84107208251953,5e-06,329,1,0.796875,1.0,0.0,0.796875,1.0,0.0,-0.18436209857463837,0.35355237126350403,-2.4748666286468506,-0.18436209857463837,0.35355237126350403,-2.4748666286468506,395.6484375,3668.0,100.0,0.0,395.6484375,3668.0,100.0,0.0,0.0,1359.1875,1961.0,810.0,0.0,3,62,7.921875,0.1875,0.8125,6.375,8,6.375,8.0,8,8,3.369525074958801e-05,1.110712444409728,29.681531693786383,3.736519452999346,0.0,0.0,0.0,29.681531693786383,0.0,1435,3668,32.04246139153838,0.00010212883353233337,1.9649687018245459,0.0036667194217443466,10.916339810937643,44.953790333122015,3.8022175431251526e-05,0.6327125445083898,1.6324173029638396e-05,0.04859936074391589,224619,44.953790333122015,2498.3321577057363,,,,,,,
330,0.06858065724372864,0.0012649746568058617,-0.00024837157957335876,0.0,0.011512088938616216,1.13671875,0.2928100580038445,219.47975540161133,224.244140625,124.01144790649414,5e-06,330,1,0.859375,1.0,0.0,0.859375,1.0,0.0,-0.17860230803489685,0.35355237126350403,-2.4748666286468506,-0.17860230803489685,0.35355237126350403,-2.4748666286468506,457.1328125,3351.0,87.0,0.0,457.1328125,3351.0,87.0,0.0,0.0,1263.0625,1925.0,879.0,0.0,3,62,9.859375,0.125,0.875,6.875,8,6.875,8.0,8,8,6.051547825336456e-05,0.9583043083548546,26.929243942722678,4.482507443390205,0.0,0.0,0.0,26.929243942722678,0.0,1549,3351,29.391120480373502,9.318254888057709e-05,1.9221921488642693,0.0036222096532583237,10.713773319497705,42.05746014975011,3.750808537006378e-05,0.5023006935274811,1.6450755742935822e-05,0.04865805263527354,220185,42.05746014975011,2617.6687704869432,,,,,,,
