step,actor_use_cached_prefix_old_logprob,actor_prefix_mask_sum,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_continuation_loss,actor_prefix_loss,actor_pg_loss,actor_prefix_loss_weight,actor_prefix_token_count,actor_prefix_old_logprob_source,actor_prefix_loss_mode_joint,actor_prefix_logprob_delta_mean,actor_prefix_logprob_delta_abs_mean,actor_prefix_ratio_mean,actor_prefix_advantage_mean,actor_prefix_advantage_abs_mean,actor_prefix_token_frac,actor_prefix_loss_contribution,actor_prefix_loss_share,actor_continuation_pg_clipfrac,actor_continuation_ppo_kl,actor_continuation_pg_clipfrac_lower,actor_prefix_pg_clipfrac,actor_prefix_ppo_kl,actor_prefix_pg_clipfrac_lower,actor_prefix_clip_override_active,actor_prefix_clip_ratio,actor_prefix_clip_ratio_low,actor_prefix_clip_ratio_high,actor_prefix_clip_ratio_c,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_adv,timing_per_token_ms_update_actor,timing_per_token_ms_gen,perf_total_num_tokens,perf_time_per_step,perf_throughput,val-aux_textcraft_reward_mean@1,val-core_textcraft_acc_mean@1,val-aux_num_turns_min,val-aux_num_turns_max,val-aux_num_turns_mean,timing_s_testing,timing_s_save_checkpoint
476,True,34152,0.06334386765956879,0.001210092621477088,0.0001212208544529858,5.640794370265212e-06,0.006690578258712776,-0.0202750964963343,-0.013584518281277269,1.0,2134.5,1.0,0.0,-1.9574974607676268,3.051630537956953,4563216.40625,0.18057480547577143,0.18057480547577143,0.3870499236301248,-0.0202750964963343,0.2356656049032362,0.001210092621477088,0.0001212208544529858,5.640794370265212e-06,0.038992574787698686,1.7008746713399887,0.0,1.0,0.5,0.2,0.5,3.0,1.01953125,0.1527017765868437,249.23174953460693,254.064453125,213.2713737487793,5e-06,476,1,0.765625,1.0,0.0,0.765625,1.0,0.0,-0.17101098597049713,1.6201815605163574,-2.4748666286468506,-0.17101098597049713,1.6201815605163574,-2.4748666286468506,696.1796875,3211.0,120.0,0.0,696.1796875,3211.0,120.0,0.0,0.0,1202.25,1841.0,786.0,0.0,3,62,15.875,0.125,0.875,6.125,8,6.125,8.0,8,8,5.517713725566864e-05,1.3084013927727938,25.0008009634912,6.224928379495395,0.0,0.0,0.0,25.0008009634912,0.0,868,3211,27.17083184979856,0.0001012161374092102,2.0624105371534824,0.0036413762718439102,22.64004681073129,51.90746798366308,3.6597251892089844e-05,1.4985149205732987e-05,0.09316930032934824,0.3049099645363486,242999,51.90746798366308,2340.694021874458,,,,,,,
477,True,34624,0.0510123111307621,0.0021879745909245685,-8.14283325780707e-05,2.4504038265149575e-06,0.0017263304471271113,-0.029035826330073178,-0.027309495766530745,1.0,2164.0,1.0,0.0,-1.9323193216696382,3.1057850010693073,5118748.40625,0.2546663398388773,0.2546663398388773,0.29802988925881585,-0.029035826330073178,0.3007851376372312,0.0021879745909245685,-8.14283325780707e-05,2.4504038265149575e-06,0.05428424692945555,1.6905869445763528,0.0,1.0,0.5,0.2,0.5,3.0,0.984375,0.1583292175542733,249.23174953460693,254.064453125,212.1311798095703,5e-06,477,1,0.703125,1.0,0.0,0.703125,1.0,0.0,-0.3979372978210449,1.20761239528656,-2.4748666286468506,-0.3979372978210449,1.20761239528656,-2.4748666286468506,1131.6640625,8192.0,102.0,0.0390625,1131.6640625,8192.0,102.0,0.0390625,0.0,1239.1875,1833.0,783.0,0.0,3,62,16.5546875,0.1875,0.8125,5.625,8,5.625,8.0,8,8,3.245845437049866e-05,1.0773734375834465,75.46627087332308,10.435902207304025,0.0,0.0,0.0,75.46627087332308,0.0,1239,8192,77.69057123176754,9.696558117866516e-05,2.5074070878326893,0.0036717429757118225,29.33690899051726,109.56964422948658,3.792718052864075e-05,1.2099235756244698e-05,0.09667184783459681,0.5363407815631539,303469,109.56964422948658,1384.8224210913913,,,,,,,
478,True,29600,0.06393609195947647,0.0016187493056349922,2.4876970513787455e-05,0.0,0.009988076461013407,-0.007670661492738873,0.002317414997378364,1.0,1850.0,1.0,0.0,-1.3701255694031715,2.6079030595719814,4220746.7109375,0.06696050055325031,0.06696050055325031,0.33194612997303136,-0.007670661492738873,0.07990021663420473,0.0016187493056349922,2.4876970513787455e-05,0.0,0.01025300519540906,1.1771289929747581,0.0,1.0,0.5,0.2,0.5,3.0,0.853515625,0.15146552219450304,249.23174953460693,254.064453125,212.9551239013672,5e-06,478,1,0.828125,1.0,0.0,0.828125,1.0,0.0,-0.22139403223991394,0.5400605201721191,-2.4748666286468506,-0.22139403223991394,0.5400605201721191,-2.4748666286468506,586.421875,3032.0,122.0,0.0,586.421875,3032.0,122.0,0.0,0.0,1201.0,1865.0,784.0,0.0,3,62,12.640625,0.125,0.875,6.625,8,6.625,8.0,8,8,3.3950433135032654e-05,1.3103772271424532,22.013071354478598,5.60862998139055,0.0,0.0,0.0,22.013071354478598,0.0,1575,2754,24.317343041300774,9.734556078910828e-05,1.9594540242105722,0.0037128571420907974,21.260581854730844,47.570565808564425,3.775767982006073e-05,1.6228231750036267e-05,0.09292618495008892,0.3239634307812312,228790,47.570565808564425,2404.743312500285,,,,,,,
479,True,26960,0.06418470293283463,0.001004437272058567,0.00023507401510869386,0.0,0.006559995774296112,-0.00828785375051666,-0.0017278579325648025,1.0,1685.0,1.0,0.0,-1.51168692111969,2.895273797214031,6094511.078125,0.07249614782631397,0.07249614782631397,0.24386806707323364,-0.00828785375051666,0.14441388315919584,0.001004437272058567,0.00023507401510869386,0.0,0.0231865793466568,1.273775853216648,0.0,1.0,0.5,0.2,0.5,3.0,0.78125,0.15398289272852783,249.23174953460693,254.064453125,214.09260177612305,5e-06,479,1,0.890625,1.0,0.0,0.890625,1.0,0.0,-0.10666237026453018,0.935412585735321,-2.4748666286468506,-0.10666237026453018,0.935412585735321,-2.4748666286468506,713.6640625,3299.0,107.0,0.0,713.6640625,3299.0,107.0,0.0,0.0,1164.8125,1932.0,783.0,0.0,3,62,15.75,0.0625,0.9375,7.125,8,7.125,8.0,8,8,3.303214907646179e-05,1.0931598637253046,27.034880366176367,6.759845953143667,0.0,0.0,0.0,27.034880366176367,0.0,1167,3299,29.321904683485627,0.0001101028174161911,2.0229138918220997,0.003710879012942314,22.05510121397674,53.440017042681575,3.779679536819458e-05,1.5433379828827024e-05,0.09172617943386946,0.3209876920763843,240445,53.440017042681575,2249.6718124917597,,,,,,,
480,True,45872,0.06343812495470047,0.0010275235272274585,0.0001031763454193424,1.4030905504114344e-05,0.008307091164169833,-0.00991842511575669,-0.0016113340971060097,1.0,2867.0,1.0,0.0,-1.119365974329412,2.432932022958994,5407893.3046875,0.08600005018524826,0.08600005018524826,0.47285053553132184,-0.00991842511575669,0.2602531707168846,0.0010275235272274585,0.0001031763454193424,1.4030905504114344e-05,0.02305355528369546,0.9615232227370143,0.0,1.0,0.5,0.2,0.5,3.0,0.875,0.1534317256154204,249.23174953460693,254.064453125,211.94123077392578,5e-06,480,1,0.703125,1.0,0.0,0.703125,1.0,0.0,-0.32382532954216003,0.935412585735321,-2.4748666286468506,-0.32382532954216003,0.935412585735321,-2.4748666286468506,536.453125,4645.0,102.0,0.0,536.453125,4645.0,102.0,0.0,0.0,1366.625,1899.0,861.0,0.0,3,62,11.265625,0.25,0.75,5.625,8,5.625,8.0,8,8,3.3155083656311035e-05,1.0765016973018646,38.28141289576888,4.938112947027548,0.0,0.0,0.0,38.28141289576888,0.0,1763,4645,40.73674662411213,9.690225124359131e-05,2.0808532629162073,0.0037292633205652237,22.59531843289733,65.45409449003637,3.870576620101929e-05,1.5309339805435372e-05,0.09275810747759522,0.5932593514128117,243594,65.45409449003637,1860.8003204221293,,,,,,,
481,True,19712,0.06496335566043854,0.0003130210425297264,-2.2065820914463075e-05,0.0,0.00630754504527431,-0.006628313771216199,-0.0003207685658708215,1.0,1232.0,1.0,0.0,-0.6736163084860891,2.1993883661925793,6348727.9609375,0.06012485269457102,0.06012485269457102,0.3035504213005318,-0.006628313771216199,0.1913733455766425,0.0003130210425297264,-2.2065820914463075e-05,0.0,0.008698315534275025,0.5588247473351657,0.0,1.0,0.5,0.2,0.5,3.0,0.46484375,0.14753127203292127,249.23174953460693,254.064453125,213.00478744506836,5e-06,481,1,0.921875,1.0,0.0,0.921875,1.0,0.0,-0.12809590995311737,0.5400605201721191,-1.6201815605163574,-0.12809590995311737,0.5400605201721191,-1.6201815605163574,476.859375,3321.0,55.0,0.0,476.859375,3321.0,55.0,0.0,0.0,1074.3125,1599.0,781.0,0.0,3,61,10.421875,0.0625,0.9375,7.375,8,7.375,8.0,8,8,3.6561861634254456e-05,0.55870296433568,23.300915952771902,4.508680944170919,0.0,0.0,0.0,23.300915952771902,0.0,1304,3321,25.514702951535583,9.323284029960632e-05,1.790214255452156,0.0038316119462251663,18.75256898999214,46.09076552838087,3.834255039691925e-05,1.929797001372534e-05,0.0944475899772961,0.41801341707683054,198550,46.09076552838087,2153.9021724182553,,,,,,,
482,True,40296,0.061494406312704086,0.0017527182390040252,-3.4169577247666894e-05,2.1315054254955612e-06,-0.0037963708746246994,-0.025477792471065186,-0.02927416324382648,1.0,2518.5,1.0,0.0,-2.5398710928857327,3.758369691669941,4534848.421875,0.2340160405728966,0.2340160405728966,0.3802005288971459,-0.025477792471065186,0.22908372886943995,0.0017527182390040252,-3.4169577247666894e-05,2.1315054254955612e-06,0.043269947345834225,2.164326995611191,0.0,1.0,0.5,0.2,0.5,3.0,1.0546875,0.1575616751406881,249.23174953460693,254.064453125,214.04054641723633,5e-06,482,1,0.8046875,1.0,0.0,0.8046875,1.0,0.0,-0.16482053697109222,1.20761239528656,-2.4748666286468506,-0.16482053697109222,1.20761239528656,-2.4748666286468506,862.046875,3252.0,108.0,0.0,862.046875,3252.0,108.0,0.0,0.0,1308.1875,1792.0,839.0,0.0,3,62,20.53125,0.0625,0.9375,6.4375,8,6.4375,8.0,8,8,6.363540887832642e-05,1.13931973464787,28.194286545738578,7.986468286049785,0.0,0.0,0.0,28.194286545738578,0.0,959,3252,30.42111922428012,9.67271625995636e-05,2.318075528368354,0.0036107059568166733,25.511799970641732,58.284811314195395,3.8214027881622314e-05,1.2997969533880533e-05,0.0918384390029941,0.27569845774301827,277790,58.284811314195395,2383.0393694038057,,,,,,,
483,True,24864,0.06389641016721725,0.001032292733725626,0.00024128929675271138,3.8935959310038015e-06,0.004638114420231432,-0.009660308569436893,-0.005022194120101631,1.0,1554.0,1.0,0.0,-1.3942665411159396,2.8690399937331676,5393710.40625,0.0779573880136013,0.0779573880136013,0.3337430205059989,-0.009660308569436893,0.19485201298791313,0.001032292733725626,0.00024128929675271138,3.8935959310038015e-06,0.01553473056992516,1.1808663930278271,0.0,1.0,0.5,0.2,0.5,3.0,0.666015625,0.15145995919268684,249.23174953460693,254.064453125,211.56442260742188,5e-06,483,1,0.734375,1.0,0.0,0.734375,1.0,0.0,-0.1254722774028778,2.4748666286468506,-2.4748666286468506,-0.1254722774028778,2.4748666286468506,-2.4748666286468506,570.8125,3027.0,122.0,0.0,570.8125,3027.0,122.0,0.0,0.0,1133.3125,1720.0,804.0,0.0,3,62,12.5625,0.1875,0.8125,5.875,8,5.875,8.0,8,8,6.21844083070755e-05,1.3035236448049545,20.900583434849977,5.1982803363207495,0.0,0.0,0.0,20.900583434849977,0.0,840,3027,23.000477958470583,0.00010165013372898102,1.9075713027268648,0.003761354833841324,20.190659692510962,45.13199572451413,3.7843361496925354e-05,1.7243796458232432e-05,0.09256335588512692,0.314799052316744,218128,45.13199572451413,2416.55610945563,,,,,,,
484,True,18456,0.06171271950006485,0.0003429153493925696,-0.0003459214372014685,7.454469596268609e-06,0.002125337952747941,0.0,0.002125337952747941,1.0,1153.5,1.0,0.0,-2.3495215363800526,3.5354236140847206,4398415.9765625,0.0,0.0,0.30686478856888255,0.0,0.0,0.0003429153493925696,-0.0003459214372014685,7.454469596268609e-06,0.0,1.9901946820318699,0.0,1.0,0.5,0.2,0.5,3.0,0.4482421875,0.14820207644239994,249.23174953460693,254.064453125,212.26076889038086,5e-06,484,1,0.7734375,1.0,0.0,0.7734375,1.0,0.0,-0.057298220694065094,1.20761239528656,-0.7245674133300781,-0.057298220694065094,1.20761239528656,-0.7245674133300781,578.03125,3017.0,91.0,0.0,578.03125,3017.0,91.0,0.0,0.0,1085.0625,1475.0,860.0,0.0,3,62,13.84375,0.1875,0.8125,6.1875,8,6.1875,8.0,8,8,6.320886313915253e-05,0.9270573724061251,25.453682985156775,5.378410429315409,0.0,0.0,0.0,25.453682985156775,0.0,1075,3017,27.54460667259991,9.848736226558685e-05,1.8810292799025774,0.003670312464237213,20.061473349109292,49.519259022548795,3.707967698574066e-05,1.724155125160757e-05,0.09424018371779483,0.3722847850002691,212876,49.519259022548795,2149.4263464550836,,,,,,,
485,True,27792,0.061539702117443085,0.0006087585970817599,3.2418911359854974e-06,8.395271834160667e-06,0.004097570286830887,-0.009293059178162366,-0.0051954888622276485,1.0,1737.0,1.0,0.0,-1.4514424675144255,2.804307896643877,5310538.375,0.0790049834176898,0.0790049834176898,0.3229405159385167,-0.009293059178162366,0.12335601620421278,0.0006087585970817599,3.2418911359854974e-06,8.395271834160667e-06,0.017092253430746496,1.2404197631403804,0.0,1.0,0.5,0.2,0.5,3.0,0.7578125,0.1520246615776028,249.23174953460693,254.064453125,213.96617889404297,5e-06,485,1,0.625,1.0,0.0,0.625,1.0,0.0,-0.17313039302825928,0.935412585735321,-2.4748666286468506,-0.17313039302825928,0.935412585735321,-2.4748666286468506,785.0,8192.0,96.0,0.0078125,785.0,8192.0,96.0,0.0078125,0.0,1131.5,1696.0,781.0,0.0,3,62,15.1328125,0.3125,0.6875,5.0,8,5.0,8.0,8,8,3.1599774956703186e-05,1.0587172880768776,68.96854042634368,7.023053141339915,0.0,0.0,0.0,68.96854042634368,0.0,867,8192,71.04163119196892,0.00010004080832004547,2.1542534083127975,0.003680068999528885,23.45112117752433,96.68178965896368,3.839470446109772e-05,1.5001585733795677e-05,0.09559712194072988,0.7070226034232575,245312,96.68178965896368,1268.656697736544,,,,,,,
486,True,49552,0.050447139889001846,0.0011862152168760076,-1.7471422758319477e-05,3.6420865399122704e-06,0.006883073438075371,-0.018645274976734072,-0.011762201669625938,1.0,3097.0,1.0,0.0,-1.2745513663394377,2.5707065239548683,4763754.9140625,0.16242370288819075,0.16242370288819075,0.4786474409280743,-0.018645274976734072,0.17895263643559747,0.0011862152168760076,-1.7471422758319477e-05,3.6420865399122704e-06,0.03152838733512908,1.0852706737350672,0.0,1.0,0.5,0.2,0.5,3.0,1.193359375,0.15773621149227507,249.23174953460693,254.064453125,212.78949737548828,5e-06,486,1,0.6953125,1.0,0.0,0.6953125,1.0,0.0,-0.3683343529701233,1.20761239528656,-1.6201815605163574,-0.3683343529701233,1.20761239528656,-1.6201815605163574,757.1953125,8192.0,83.0,0.015625,757.1953125,8192.0,83.0,0.015625,0.0,1363.1875,1868.0,780.0,0.0,3,62,13.6015625,0.1875,0.8125,5.5625,8,5.5625,8.0,8,8,3.33636999130249e-05,0.7933950517326593,69.49642460048199,6.625098257281934,0.0,0.0,0.0,69.49642460048199,0.0,1074,8192,71.60451130382717,8.956156671047211e-05,2.26333549618721,0.003734676167368889,25.43116101436317,99.3347505684942,3.7670135498046875e-05,1.3760325440088166e-05,0.09370050740529301,0.7387925351969868,271409,99.3347505684942,1366.133193302054,,,,,,,
487,True,41800,0.06405466794967651,0.000888334737283003,-0.00010138262098280393,0.0,0.009155119783827104,-0.02212716040230589,-0.012972040567547083,1.0,2612.5,1.0,0.0,-1.9711764492094517,3.171605199575424,4424869.765625,0.18926685932092369,0.18926685932092369,0.38964379662745036,-0.02212716040230589,0.23548993163252005,0.000888334737283003,-0.00010138262098280393,0.0,0.039165884227259085,1.7005536444485188,0.0,1.0,0.5,0.2,0.5,3.0,0.744140625,0.15486276962451428,249.23174953460693,254.064453125,214.05746841430664,5e-06,487,1,0.7578125,1.0,0.0,0.7578125,1.0,0.0,-0.23289231956005096,0.7245674133300781,-2.4748666286468506,-0.23289231956005096,0.7245674133300781,-2.4748666286468506,670.6953125,3916.0,77.0,0.0,670.6953125,3916.0,77.0,0.0,0.0,1331.125,1880.0,891.0,0.0,3,61,13.765625,0.1875,0.8125,6.0625,8,6.0625,8.0,8,8,3.273412585258484e-05,0.8321675267070532,28.86287621036172,6.1573016251204535,0.0,0.0,0.0,28.86287621036172,0.0,1292,3916,31.273003451526165,0.00011910498142242432,2.201927015557885,0.0037613920867443085,23.71117307804525,57.224263817071915,4.661828279495239e-05,1.4679577129972753e-05,0.0925375462100715,0.36427918148756727,256233,57.224263817071915,2238.849247751765,,,,,,,
488,True,34816,0.07196415960788727,0.0005726475646952167,0.00023711595622444293,0.0,0.007329013023991138,-0.003930809209123254,0.003398203698452562,1.0,2176.0,1.0,0.0,-2.086865547578782,3.455055709928274,5108902.375,0.03540213988162577,0.03540213988162577,0.49396788768904787,-0.003930809209123254,0.09999495422592193,0.0005726475646952167,0.00023711595622444293,0.0,0.005205921916058287,1.7759200003929436,0.0,1.0,0.5,0.2,0.5,3.0,0.71484375,0.14679655706167075,249.23174953460693,254.064453125,211.77713775634766,5e-06,488,1,0.859375,1.0,0.0,0.859375,1.0,0.0,-0.16366802155971527,0.5400605201721191,-1.6201815605163574,-0.16366802155971527,0.5400605201721191,-1.6201815605163574,332.765625,3471.0,68.0,0.0,332.765625,3471.0,68.0,0.0,0.0,1177.3125,1562.0,936.0,0.0,3,61,6.0,0.125,0.875,6.875,8,6.875,8.0,8,8,3.4332275390625e-05,0.6651442479342222,25.623573880642653,3.276572447284707,0.0,0.0,0.0,25.623573880642653,0.0,1106,3471,28.0043181553483,9.791366755962372e-05,1.803781108930707,0.0037135500460863113,18.194614065811038,48.03763518296182,3.7649646401405334e-05,1.9212323690239077e-05,0.09413117112013575,0.6574709619981288,193290,48.03763518296182,2011.8600682965848,,,,,,,
489,True,46240,0.06078745797276497,0.0007081310905050486,0.00035899371323466767,6.788313385186484e-06,0.02247473073657602,-0.01663939596619457,0.005835334770381451,1.0,2890.0,1.0,0.0,-1.3023076793178916,2.6722001768648624,5837458.390625,0.14742948859930038,0.14742948859930038,0.46009274381876863,-0.01663939596619457,0.10730328022216731,0.0007081310905050486,0.00035899371323466767,6.788313385186484e-06,0.029490460641682148,1.1294022272340953,0.0,1.0,0.5,0.2,0.5,3.0,0.89453125,0.1537067477037255,249.23174953460693,254.064453125,213.20428085327148,5e-06,489,1,0.8125,1.0,0.0,0.8125,1.0,0.0,-0.4305606484413147,1.20761239528656,-2.4748666286468506,-0.4305606484413147,1.20761239528656,-2.4748666286468506,527.3125,5552.0,84.0,0.0,527.3125,5552.0,84.0,0.0,0.0,1306.1875,1840.0,795.0,0.0,3,61,9.796875,0.125,0.875,6.5,8,6.5,8.0,8,8,3.520213067531586e-05,0.8737889565527439,44.151522951200604,4.702078363960027,0.0,0.0,0.0,44.151522951200604,0.0,1840,5552,46.580391800031066,9.166449308395386e-05,2.0271518733352423,0.0037659406661987305,21.977570289745927,70.61988254450262,3.705359995365143e-05,1.6046583831294018e-05,0.0936459055842051,0.6901207745648789,234688,70.61988254450262,1661.6283654401889,,,,,,,
490,True,23040,0.06083439663052559,0.0012438654885045253,7.01848243807035e-05,2.4176079023163766e-06,0.0023807984543964267,-0.013601648504845798,-0.011220849875826389,1.0,1440.0,1.0,0.0,-1.5000157104805112,2.65342128649354,4248996.15625,0.11914275214076042,0.11914275214076042,0.3040940535606057,-0.013601648504845798,0.11960113243439591,0.0012438654885045253,7.01848243807035e-05,2.4176079023163766e-06,0.010097805876284838,1.2646812181919813,0.0,1.0,0.5,0.2,0.5,3.0,0.763671875,0.15310123736850226,249.23174953460693,254.064453125,214.5031394958496,5e-06,490,1,0.734375,1.0,0.0,0.734375,1.0,0.0,-0.19003568589687347,0.935412585735321,-2.4748666286468506,-0.19003568589687347,0.935412585735321,-2.4748666286468506,822.765625,6253.0,112.0,0.0,822.765625,6253.0,112.0,0.0,0.0,1095.5,1692.0,784.0,0.0,3,62,17.484375,0.1875,0.8125,5.875,8,5.875,8.0,8,8,6.533972918987274e-05,1.1970417853444815,47.3646826390177,7.480808830499882,0.0,0.0,0.0,47.3646826390177,0.0,1004,6253,49.40678202919662,9.357184171676636e-05,2.0847717486321926,0.0036875009536743164,23.087445786222816,74.61262985132635,3.7688761949539185e-05,1.5018045897882675e-05,0.09402799479601046,0.4691378357027235,245538,74.61262985132635,1645.418480016458,,,,,,,
491,True,34872,0.056634917855262756,0.00169916653612745,-0.0001884344064819743,1.3483026805261034e-05,-0.005683753115590662,-0.021216890891082585,-0.026900643715634942,1.0,2179.5,1.0,0.0,-1.3517856949474663,2.7536516562104225,4905597.0703125,0.159660620149225,0.159660620149225,0.367509154679028,-0.021216890891082585,0.19478222896751893,0.00169916653612745,-0.0001884344064819743,1.3483026805261034e-05,0.051337216747924685,1.1341150072985329,0.0,1.0,0.5,0.2,0.5,3.0,0.79296875,0.1576081147173361,249.23174953460693,254.064453125,211.98140335083008,5e-06,491,1,0.6953125,1.0,0.0,0.6953125,1.0,0.0,-0.10627222061157227,2.4748666286468506,-2.4748666286468506,-0.10627222061157227,2.4748666286468506,-2.4748666286468506,926.375,2885.0,98.0,0.0,926.375,2885.0,98.0,0.0,0.0,1233.0,2008.0,802.0,0.0,3,62,23.03125,0.125,0.875,5.5625,8,5.5625,8.0,8,8,6.572343409061432e-05,1.0853921752423048,26.486794160678983,8.731302594445879,0.0,0.0,0.0,26.486794160678983,0.0,975,2885,28.61926548369229,9.523145854473114e-05,2.2927562333643436,0.003822416067123413,25.178149428218603,56.12359908223152,3.7476420402526855e-05,1.3829291125627399e-05,0.09109316001526267,0.24135799389161625,276400,56.12359908223152,2462.422265498534,,,,,,,
492,True,24632,0.06768696755170822,0.0010395557110314257,0.00029124866387064685,4.726970018964494e-06,0.0028029484674334526,0.0,0.0028029484674334526,1.0,1539.5,1.0,0.0,-1.0102257784456015,2.5447413474321365,5907327.2890625,0.0,0.0,0.31823202209705637,0.0,0.0,0.0010395557110314257,0.00029124866387064685,4.726970018964494e-06,0.0,0.8508891109377146,0.0,1.0,0.5,0.2,0.5,3.0,0.716796875,0.14643663744853097,249.23174953460693,254.064453125,212.75969314575195,5e-06,492,1,0.7109375,1.0,0.0,0.7109375,1.0,0.0,-0.09774018824100494,0.935412585735321,-2.4748666286468506,-0.09774018824100494,0.935412585735321,-2.4748666286468506,478.6796875,2960.0,84.0,0.0,478.6796875,2960.0,84.0,0.0,0.0,1089.6875,1623.0,779.0,0.0,3,62,10.359375,0.25,0.75,5.6875,8,5.6875,8.0,8,8,6.099790334701538e-05,0.8330249153077602,20.76949884928763,4.495375441125361,0.0,0.0,0.0,20.76949884928763,0.0,861,2960,22.88331526517868,9.543076157569885e-05,1.790305182337761,0.0037698931992053986,19.06687813438475,43.77331303060055,3.731250762939453e-05,1.8778951034890978e-05,0.09497774922358918,0.3734770978958835,200751,43.77331303060055,2293.075233529403,,,,,,,
493,True,26936,0.05423493683338165,0.0014339641675178427,8.366342717636144e-05,5.860602072971233e-06,-0.0013982588934595697,-0.029610501776915044,-0.03100876056123525,1.0,1683.5,1.0,0.0,-1.8250328209251165,3.166622593998909,5373510.2265625,0.24658518517389894,0.24658518517389894,0.2879610322612045,-0.029610501776915044,0.3279251334167992,0.0014339641675178427,8.366342717636144e-05,5.860602072971233e-06,0.04202807345427573,1.5026754764840007,0.0,1.0,0.5,0.2,0.5,3.0,0.666015625,0.15405884100391215,249.23174953460693,254.064453125,211.51108932495117,5e-06,493,1,0.828125,1.0,0.0,0.828125,1.0,0.0,-0.21478836238384247,1.20761239528656,-2.4748666286468506,-0.21478836238384247,1.20761239528656,-2.4748666286468506,933.3359375,8192.0,136.0,0.0078125,933.3359375,8192.0,136.0,0.0078125,0.0,1169.375,1918.0,780.0,0.0,3,62,20.8671875,0.0625,0.9375,6.625,8,6.625,8.0,8,8,3.569014370441437e-05,1.4719025120139122,65.20393718406558,8.47163992888818,0.0,0.0,0.0,65.20393718406558,0.0,888,8192,67.21453814767301,9.378604590892792e-05,2.2477959971874952,0.003684684634208679,25.398356534540653,94.89438151940703,3.727525472640991e-05,1.3690231116113793e-05,0.09436611418496454,0.5626201222737075,269147,94.89438151940703,1418.1398081242367,,,,,,,
494,True,31464,0.05586390569806099,0.0009015271643875167,0.00046335802585417696,1.2287093113627634e-05,0.01966900419211015,-0.008058538136538118,0.011610465939156711,1.0,1966.5,1.0,0.0,-1.3293149445671588,2.7711058780550957,5597494.3984375,0.07072257343679667,0.07072257343679667,0.37426109292522414,-0.008058538136538118,0.1274522820373719,0.0009015271643875167,0.00046335802585417696,1.2287093113627634e-05,0.012406416411977261,1.124987886985764,0.0,1.0,0.5,0.2,0.5,3.0,0.8203125,0.15256424310870195,249.23174953460693,254.064453125,213.38425827026367,5e-06,494,1,0.875,1.0,0.0,0.875,1.0,0.0,-0.4794112741947174,0.935412585735321,-1.6201815605163574,-0.4794112741947174,0.935412585735321,-1.6201815605163574,561.3359375,8192.0,92.0,0.015625,561.3359375,8192.0,92.0,0.015625,0.0,1188.3125,1974.0,817.0,0.0,3,62,10.109375,0.0625,0.9375,7.0,8,7.0,8.0,8,8,3.509782254695892e-05,0.9195625968277454,68.35661002248526,5.114662006715662,0.0,0.0,0.0,68.35661002248526,0.0,951,8192,70.4978781286627,9.556300938129425e-05,1.9721743576228619,0.0036553218960762024,21.154188062995672,93.65777305141091,3.996118903160095e-05,1.6321680230743686e-05,0.09445731536690706,0.9811676682114752,223955,93.65777305141091,1195.6028458901426,,,,,,,
