step,actor_use_cached_prefix_old_logprob,actor_prefix_mask_sum,actor_entropy,actor_pg_clipfrac,actor_ppo_kl,actor_pg_clipfrac_lower,actor_continuation_loss,actor_prefix_loss,actor_pg_loss,actor_prefix_loss_weight,actor_prefix_token_count,actor_prefix_old_logprob_source,actor_prefix_loss_mode_joint,actor_prefix_logprob_delta_mean,actor_prefix_logprob_delta_abs_mean,actor_prefix_ratio_mean,actor_prefix_advantage_mean,actor_prefix_advantage_abs_mean,actor_prefix_token_frac,actor_prefix_loss_contribution,actor_prefix_loss_share,actor_continuation_pg_clipfrac,actor_continuation_ppo_kl,actor_continuation_pg_clipfrac_lower,actor_prefix_pg_clipfrac,actor_prefix_ppo_kl,actor_prefix_pg_clipfrac_lower,actor_prefix_clip_override_active,actor_prefix_clip_ratio,actor_prefix_clip_ratio_low,actor_prefix_clip_ratio_high,actor_prefix_clip_ratio_c,actor_grad_norm,perf_mfu_actor,perf_max_memory_allocated_gb,perf_max_memory_reserved_gb,perf_cpu_memory_used_gb,actor_lr,training_global_step,training_epoch,critic_score_mean,critic_score_max,critic_score_min,critic_rewards_mean,critic_rewards_max,critic_rewards_min,critic_advantages_mean,critic_advantages_max,critic_advantages_min,critic_returns_mean,critic_returns_max,critic_returns_min,response_length_mean,response_length_max,response_length_min,response_length_clip_ratio,response_length_non_aborted_mean,response_length_non_aborted_max,response_length_non_aborted_min,response_length_non_aborted_clip_ratio,response_aborted_ratio,prompt_length_mean,prompt_length_max,prompt_length_min,prompt_length_clip_ratio,num_turns_min,num_turns_max,num_turns_mean,group_reward_all_zero_rate,group_reward_at_least_one_positive_rate,group_reward_positive_responses_per_group_mean,group_reward_positive_responses_per_group_max,group_reward_sum_per_group_mean,group_size_mean,group_size_min,group_size_max,timing_s_start_profile,timing_s_agent_loop_generate_sequences_min,timing_s_agent_loop_generate_sequences_max,timing_s_agent_loop_generate_sequences_mean,timing_s_agent_loop_tool_calls_min,timing_s_agent_loop_tool_calls_max,timing_s_agent_loop_tool_calls_mean,timing_s_agent_loop_slowest_generate_sequences,timing_s_agent_loop_slowest_tool_calls,timing_s_agent_loop_slowest_prompt_length,timing_s_agent_loop_slowest_response_length,timing_s_gen,timing_s_reward,timing_s_old_log_prob,timing_s_adv,timing_s_update_actor,timing_s_step,timing_s_stop_profile,timing_per_token_ms_gen,timing_per_token_ms_update_actor,timing_per_token_ms_adv,perf_total_num_tokens,perf_time_per_step,perf_throughput,val-aux_textcraft_reward_mean@1,val-core_textcraft_acc_mean@1,val-aux_num_turns_min,val-aux_num_turns_max,val-aux_num_turns_mean,timing_s_testing,timing_s_save_checkpoint
349,True,24248,0.06767783313989639,0.0022163217290653847,0.0001816808694456995,8.040754551075224e-06,-0.0006854562379885465,-0.027616589417448267,-0.028302045277087018,1.0,1515.5,1.0,0.0,-1.3287079203873873,2.6201553009450436,4978714.4609375,0.2522429758682847,0.2522429758682847,0.24347660583070366,-0.027616589417448267,0.23526180653559248,0.0022163217290653847,0.0001816808694456995,8.040754551075224e-06,0.07919242279604077,1.1498772990889847,0.0,1.0,0.2,0.2,0.2,3.0,0.939453125,0.1556780499017023,245.2322187423706,253.9921875,140.67465209960938,5e-06,349,1,0.8515625,1.0,0.0,0.8515625,1.0,0.0,-0.22817640006542206,1.20761239528656,-2.4748666286468506,-0.22817640006542206,1.20761239528656,-2.4748666286468506,1041.421875,3881.0,132.0,0.0,1041.421875,3881.0,132.0,0.0,0.0,1135.75,1751.0,781.0,0.0,3,62,21.703125,0.0,1.0,6.8125,8,6.8125,8.0,8,8,6.237998604774475e-05,1.4302718304097652,34.28839776106179,9.976869831982185,0.0,0.0,0.0,34.28839776106179,0.0,1191,3717,36.49665030743927,9.185168892145157e-05,2.3265706384554505,0.00369937252253294,26.049462496303022,64.90523481182754,3.837700933218002e-05,0.2737892177719709,0.09347513078284982,1.3274720367352068e-05,278678,64.90523481182754,2146.8068084796228,,,,,,,
350,True,46640,0.06440091878175735,0.0006212019725353457,0.0004166221824561944,0.0,0.009170983845251612,-0.0016525532555533573,0.007518430531490594,1.0,2915.0,1.0,0.0,-1.6104674975504167,2.86043356731534,5027227.1171875,0.012391738127917051,0.012391738127917051,0.5330228096684522,-0.0016525532555533573,0.09772382399127638,0.0006212019725353457,0.0004166221824561944,0.0,0.006878558633616194,1.3689443510957062,0.0,1.0,0.2,0.2,0.2,3.0,0.783203125,0.150279773301616,245.2322187423706,253.9921875,140.73392868041992,5e-06,350,1,0.8046875,1.0,0.0,0.8046875,1.0,0.0,-0.2174788862466812,0.35355237126350403,-2.4748666286468506,-0.2174788862466812,0.35355237126350403,-2.4748666286468506,346.703125,4029.0,102.0,0.0,346.703125,4029.0,102.0,0.0,0.0,1334.5625,1990.0,859.0,0.0,3,61,7.390625,0.1875,0.8125,6.4375,8,6.4375,8.0,8,8,5.5478885769844055e-05,1.0735174007713795,31.957158951088786,3.473229453251406,0.0,0.0,0.0,31.957158951088786,0.0,859,4029,34.21058258973062,8.900556713342667e-05,1.8600154025480151,0.0036533428356051445,20.001786305569112,56.10722432844341,3.748200833797455e-05,0.7708905897005413,0.09294423985636338,1.6976342392752596e-05,215202,56.10722432844341,1917.7744272309683,,,,,,,
351,True,30792,0.057978495955467224,0.001065848846337758,0.0002810073062846641,3.6048196534466115e-06,0.001779139565769583,-0.010179726785281673,-0.008400587073992938,1.0,1924.5,1.0,0.0,-2.602723877876997,3.7384881004691124,4230608.46875,0.0955245541408658,0.0955245541408658,0.2912776925080569,-0.010179726785281673,0.12270066839107645,0.001065848846337758,0.0002810073062846641,3.6048196534466115e-06,0.023485672427341342,2.210923792794347,0.0,1.0,0.2,0.2,0.2,3.0,0.5341796875,0.15689472068383062,245.2322187423706,253.9921875,141.36110305786133,5e-06,351,1,0.7734375,1.0,0.0,0.7734375,1.0,0.0,-0.1764472872018814,2.4748666286468506,-2.4748666286468506,-0.1764472872018814,2.4748666286468506,-2.4748666286468506,955.8515625,8192.0,121.0,0.0234375,955.8515625,8192.0,121.0,0.0234375,0.0,1198.875,1803.0,797.0,0.0,3,62,15.9296875,0.125,0.875,6.1875,8,6.1875,8.0,8,8,3.138743340969086e-05,1.3734229672700167,74.56098557915539,9.004995067953132,0.0,0.0,0.0,74.56098557915539,0.0,1282,8192,76.72350577637553,8.760113269090652e-05,2.3148681577295065,0.0037312395870685577,26.457828194834292,105.53068870678544,3.828946501016617e-05,0.6270873139655864,0.09592947261592173,1.3528542220295346e-05,275805,105.53068870678544,1306.7525824943575,,,,,,,
352,True,29472,0.07074923813343048,0.0008689422629686305,0.0005538708192034392,2.118480801982514e-05,0.007200678257504478,-0.02163916960125789,-0.014438491372857243,1.0,1842.0,1.0,0.0,-2.2252621334046125,3.6456414461135864,5503309.859375,0.20019875280559063,0.20019875280559063,0.28234376039631537,-0.02163916960125789,0.2383045545189567,0.0008689422629686305,0.0005538708192034392,2.118480801982514e-05,0.06088731670752168,1.8179737832397223,0.0,1.0,0.2,0.2,0.2,3.0,0.701171875,0.15264376488995637,245.2322187423706,253.9921875,141.24673080444336,5e-06,352,1,0.796875,1.0,0.0,0.796875,1.0,0.0,-0.13136959075927734,2.4748666286468506,-2.4748666286468506,-0.13136959075927734,2.4748666286468506,-2.4748666286468506,789.6171875,3556.0,91.0,0.0,789.6171875,3556.0,91.0,0.0,0.0,1178.8125,1997.0,789.0,0.0,3,62,16.84375,0.0625,0.9375,6.375,8,6.375,8.0,8,8,3.599841147661209e-05,0.9903939533978701,28.397311819717288,7.25104241578083,0.0,0.0,0.0,28.397311819717288,0.0,1096,3556,30.530748210847378,9.780097752809525e-05,2.1728817727416754,0.0038223648443818092,23.872178696095943,56.61356726940721,4.7161243855953217e-05,0.3020722879050111,0.09474628291148934,1.5170582691556202e-05,251959,56.61356726940721,2225.2528161756854,,,,,,,
353,True,32192,0.06284062564373016,0.0014809408457949758,-9.705486036182265e-05,1.100635699913255e-05,0.0048252597625833005,-0.007320805947529152,-0.002495546155842021,1.0,2012.0,1.0,0.0,-1.5864638723433018,2.8559581823647022,5702887.4296875,0.06494651455432177,0.06494651455432177,0.3305103968913532,-0.007320805947529152,0.06876739085724409,0.0014809408457949758,-9.705486036182265e-05,1.100635699913255e-05,0.014740195241756737,1.3693673278321512,0.0,1.0,0.2,0.2,0.2,3.0,0.8828125,0.15219291832501625,245.2322187423706,253.9921875,141.42588424682617,5e-06,353,1,0.796875,1.0,0.0,0.796875,1.0,0.0,-0.2530593276023865,0.935412585735321,-2.4748666286468506,-0.2530593276023865,0.935412585735321,-2.4748666286468506,671.8046875,4827.0,111.0,0.0,671.8046875,4827.0,111.0,0.0,0.0,1232.5,1906.0,871.0,0.0,3,62,14.015625,0.125,0.875,6.375,8,6.375,8.0,8,8,3.500562161207199e-05,1.2777803083881736,38.889904604293406,6.4273029475225485,0.0,0.0,0.0,38.889904604293406,0.0,892,4827,40.95815577823669,8.712150156497955e-05,2.0658337650820613,0.0038203466683626175,22.790030079893768,65.85847450606525,3.675464540719986e-05,0.47630747145906766,0.09349717572397147,1.5673152800860785e-05,243751,65.85847450606525,1850.5667025247578,,,,,,,
354,True,21632,0.0732840821146965,0.00039306512189796194,4.778299444296863e-05,5.3793687584402505e-06,0.002843739202944562,-0.003976802341639996,-0.0011330631386954337,1.0,1352.0,1.0,0.0,-2.1190077122300863,3.3698784559965134,5321922.7109375,0.040695599280297756,0.040695599280297756,0.285882758205753,-0.003976802341639996,0.14629130295568243,0.00039306512189796194,4.778299444296863e-05,5.3793687584402505e-06,0.012488477979786694,1.8637590780854225,0.0,1.0,0.2,0.2,0.2,3.0,0.3994140625,0.15063495900387538,245.2322187423706,253.9921875,141.2520751953125,5e-06,354,1,0.7578125,1.0,0.0,0.7578125,1.0,0.0,-0.07019960135221481,1.6201815605163574,-2.4748666286468506,-0.07019960135221481,1.6201815605163574,-2.4748666286468506,710.25,6181.0,120.0,0.0,710.25,6181.0,120.0,0.0,0.0,1094.125,1800.0,786.0,0.0,3,62,14.171875,0.1875,0.8125,6.0625,8,6.0625,8.0,8,8,3.286637365818024e-05,1.3276204047724605,49.90931436326355,6.464196590197389,0.0,0.0,0.0,49.90931436326355,0.0,819,6181,52.03577943705022,9.111221879720688e-05,2.0442380383610725,0.0038195783272385597,22.060654534958303,76.17519454285502,3.606453537940979e-05,0.5723752577993029,0.09551720875891194,1.6537834807925872e-05,230960,76.17519454285502,1515.9790623840504,,,,,,,
355,True,20584,0.061124999076128006,0.0019112243408017093,-2.5362630935887864e-05,7.65863330798311e-06,-0.0035217371478211135,-0.01688007103803102,-0.020401808171300218,1.0,1286.5,1.0,0.0,-1.5367833822965622,2.8754111602902412,5741145.0546875,0.15802711923606694,0.15802711923606694,0.20268746200916993,-0.01688007103803102,0.16426052375092975,0.0019112243408017093,-2.5362630935887864e-05,7.65863330798311e-06,0.039984850329346955,1.2816929332911968,0.0,1.0,0.2,0.2,0.2,3.0,0.884765625,0.15469766508249355,245.2322187423706,253.9921875,141.6341781616211,5e-06,355,1,0.6328125,1.0,0.0,0.6328125,1.0,0.0,-0.17971841990947723,1.20761239528656,-2.4748666286468506,-0.17971841990947723,1.20761239528656,-2.4748666286468506,1047.5703125,8192.0,73.0,0.0078125,1047.5703125,8192.0,73.0,0.0078125,0.0,1112.0625,1896.0,795.0,0.0,3,62,22.0078125,0.25,0.75,5.0625,8,5.0625,8.0,8,8,3.3074989914894104e-05,0.7651891000568867,68.93385043088347,9.78729728172766,0.0,0.0,0.0,68.93385043088347,0.0,867,8192,70.9698064820841,0.00011175312101840973,2.2932570977136493,0.0036893021315336227,26.200007487088442,99.50909069087356,3.870110958814621e-05,0.5292738888505701,0.09477887042100054,1.3346098807065808e-05,276433,99.50909069087356,1388.9836500402919,,,,,,,
356,True,34840,0.0636269748210907,0.0010254036005790113,3.615446166804759e-05,1.8513038412493188e-05,0.006836094245954882,-0.01987517814268358,-0.013039083947660401,1.0,2177.5,1.0,0.0,-1.4280992848798633,2.821865752339363,5554188.0,0.17806883552111685,0.17806883552111685,0.4049755278023167,-0.01987517814268358,0.337625780506351,0.0010254036005790113,3.615446166804759e-05,1.8513038412493188e-05,0.05607551499269903,1.2050182949751616,0.0,1.0,0.2,0.2,0.2,3.0,2.166015625,0.15400004850657534,245.2322187423706,253.9921875,140.89411163330078,5e-06,356,1,0.7734375,1.0,0.0,0.7734375,1.0,0.0,-0.19926799833774567,2.4748666286468506,-2.4748666286468506,-0.19926799833774567,2.4748666286468506,-2.4748666286468506,683.671875,3923.0,95.0,0.0,683.671875,3923.0,95.0,0.0,0.0,1221.75,1820.0,872.0,0.0,3,62,14.75,0.125,0.875,6.1875,8,6.1875,8.0,8,8,5.958881229162216e-05,1.0172296799719334,31.550857168622315,6.213302242445934,0.0,0.0,0.0,31.550857168622315,0.0,1426,3838,34.057725076563656,0.00010002404451370239,2.0886473869904876,0.003810443915426731,22.92483699787408,59.10642545763403,3.7583522498607635e-05,0.3891866652561268,0.09399508392118741,1.5623360621527102e-05,243894,59.10642545763403,2063.176702969603,,,,,,,
357,True,35320,0.06952760368585587,0.0018585136967885774,4.423559630595264e-06,3.893110715580406e-06,0.012856112763984129,-0.008963597763795406,0.003892515116604045,1.0,2207.5,1.0,0.0,-1.8539944970980287,3.321774534881115,5303230.421875,0.08186004357412457,0.08186004357412457,0.38621026803997816,-0.008963597763795406,0.1576923784213222,0.0018585136967885774,4.423559630595264e-06,3.893110715580406e-06,0.022374763299012557,1.5608844654634595,0.0,1.0,0.2,0.2,0.2,3.0,1.17578125,0.15236784796203853,245.2322187423706,253.9921875,140.8563575744629,5e-06,357,1,0.890625,1.0,0.0,0.890625,1.0,0.0,-0.27017247676849365,0.7245674133300781,-2.4748666286468506,-0.27017247676849365,0.7245674133300781,-2.4748666286468506,531.4140625,3151.0,113.0,0.0,531.4140625,3151.0,113.0,0.0,0.0,1258.75,1928.0,874.0,0.0,3,62,10.59375,0.0625,0.9375,7.125,8,7.125,8.0,8,8,5.657412111759186e-05,1.207869184203446,24.98695524595678,5.15290607886709,0.0,0.0,0.0,24.98695524595678,0.0,1169,3151,27.19938732404262,8.76057893037796e-05,1.9887249413877726,0.00574833620339632,21.164632484316826,50.38916656281799,3.956630825996399e-05,0.3998675015663195,0.09236510482330454,2.508645857090752e-05,229141,50.38916656281799,2273.7129390137843,,,,,,,
358,True,31512,0.05761175602674484,0.000628025877631444,-2.872565050893172e-05,0.0,0.013413273234618828,-0.02038009761599824,-0.006966824294067919,1.0,1969.5,1.0,0.0,-0.9627535396721214,2.4104094840586185,5753605.765625,0.1810874529182911,0.1810874529182911,0.3249302420305208,-0.02038009761599824,0.3001035009910463,0.000628025877631444,-2.872565050893172e-05,0.0,0.05266905389726162,0.8593178784940392,0.0,1.0,0.2,0.2,0.2,3.0,0.681640625,0.15273527523753574,245.2322187423706,253.9921875,140.95479202270508,5e-06,358,1,0.9296875,1.0,0.0,0.9296875,1.0,0.0,-0.36033201217651367,0.935412585735321,-1.6201815605163574,-0.36033201217651367,0.935412585735321,-1.6201815605163574,710.234375,8192.0,135.0,0.015625,710.234375,8192.0,135.0,0.015625,0.0,1190.125,1892.0,787.0,0.0,3,61,11.53125,0.0,1.0,7.4375,8,7.4375,8.0,8,8,5.738344043493271e-05,1.4607101595029235,69.6849620109424,6.5907115634399815,0.0,0.0,0.0,69.6849620109424,0.0,1892,8192,71.99444497097284,0.00010563340038061142,2.0764925815165043,0.0037997718900442123,23.380769479088485,97.48603585548699,3.703311085700989e-05,0.7919309753709475,0.09611985183348744,1.5621107397631256e-05,243246,97.48603585548699,1247.5940675266925,,,,,,,
359,True,32328,0.07020319998264313,0.0012574717547977343,3.6793124991163495e-05,8.271510068880161e-06,-0.0022171712698764168,-0.02641387806215789,-0.02863104981952347,1.0,2020.5,1.0,0.0,-1.3752699680626392,2.771643530577421,5482206.6953125,0.25085184792988,0.25085184792988,0.3726544737053885,-0.02641387806215789,0.2840334471949772,0.0012574717547977343,3.6793124991163495e-05,8.271510068880161e-06,0.061627310526091605,1.2059350460767746,0.0,1.0,0.2,0.2,0.2,3.0,0.853515625,0.15623216550957736,245.2322187423706,253.9921875,141.2705307006836,5e-06,359,1,0.6328125,1.0,0.0,0.6328125,1.0,0.0,-0.14309363067150116,1.6201815605163574,-2.4748666286468506,-0.14309363067150116,1.6201815605163574,-2.4748666286468506,855.359375,4211.0,90.0,0.0,855.359375,4211.0,90.0,0.0,0.0,1217.0625,1871.0,835.0,0.0,3,62,19.53125,0.25,0.75,5.0625,8,5.0625,8.0,8,8,4.268810153007507e-05,1.002238355576992,35.66764814965427,7.730178764948505,0.0,0.0,0.0,35.66764814965427,0.0,1079,4211,37.91810367628932,8.749309927225113e-05,2.227855290286243,0.0037581035867333412,24.62513397168368,64.80462106131017,3.717467188835144e-05,0.3463283312596069,0.09283045188556445,1.416708857667034e-05,265270,64.80462106131017,2046.690464782088,,,,,,,
360,True,23512,0.05999445542693138,0.0008268817909993231,0.00010269320910083479,3.910160103259841e-06,0.012403534972690977,-0.002731392210989725,0.009672142681665719,1.0,1469.5,1.0,0.0,-0.7787934219231829,2.3721601590514183,6626416.4296875,0.02731409517582506,0.02731409517582506,0.2774296550558964,-0.002731392210989725,0.11312060918131933,0.0008268817909993231,0.00010269320910083479,3.910160103259841e-06,0.005771708412794396,0.6602873457595706,0.0,1.0,0.2,0.2,0.2,3.0,0.861328125,0.14684833646715775,245.2322187423706,253.9921875,140.91124725341797,5e-06,360,1,0.921875,1.0,0.0,0.921875,1.0,0.0,-0.3596828877925873,0.35355237126350403,-2.4748666286468506,-0.3596828877925873,0.35355237126350403,-2.4748666286468506,575.1796875,8192.0,110.0,0.0078125,575.1796875,8192.0,110.0,0.0078125,0.0,1108.3125,1749.0,787.0,0.0,3,62,10.3046875,0.0625,0.9375,7.375,8,7.375,8.0,8,8,3.310106694698334e-05,1.257037821225822,65.394047845155,5.522696107116644,0.0,0.0,0.0,65.394047845155,0.0,1206,8192,67.49226866010576,8.584745228290558e-05,1.9455400556325912,0.0037647224962711334,20.852013036608696,90.32421412970871,3.7970952689647675e-05,0.9167280423251669,0.09676691882391372,1.747076388028574e-05,215487,90.32421412970871,1192.8528915322374,,,,,,,
361,True,19704,0.06446320563554764,0.0,-0.00026264126108799246,0.0,0.0,0.0,0.0,1.0,1231.5,1.0,0.0,-0.922636941075325,2.326491951942444,5622377.0234375,0.0,0.0,0.3052565853847313,0.0,0.0,0.0,-0.00026264126108799246,0.0,0.0,0.7398315966129303,0.0,1.0,0.2,0.2,0.2,3.0,0.0,0.14474792634582992,245.2322187423706,253.9921875,140.9829559326172,5e-06,361,1,0.875,1.0,0.0,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.6015625,1417.0,85.0,0.0,370.6015625,1417.0,85.0,0.0,0.0,1050.0625,1716.0,783.0,0.0,3,30,7.6875,0.125,0.875,7.0,8,7.0,8.0,8,8,3.5936012864112854e-05,0.9074057526886463,11.930039113387465,3.8097401821505628,0.0,0.0,0.0,11.930039113387465,0.0,880,1417,13.92575039062649,9.386707097291946e-05,1.6751309521496296,0.0036670155823230743,17.22998179681599,32.86358692962676,3.6345794796943665e-05,0.29356304974232117,0.09475092412118008,2.016561127511383e-05,181845,32.86358692962676,2766.663912697634,,,,,,,
362,True,27056,0.06259216368198395,0.0006649248352914583,-0.0003893145656093111,8.155887599059497e-06,0.009877685661194846,-0.010817842790856957,-0.0009401571587659419,1.0,1691.0,1.0,0.0,-1.9492553318850696,3.41409619897604,5678179.625,0.10164980124682188,0.10164980124682188,0.4226281469933984,-0.010817842790856957,0.14249077107907726,0.0006649248352914583,-0.0003893145656093111,8.155887599059497e-06,0.034907117020338774,1.7092575181741267,0.0,1.0,0.2,0.2,0.2,3.0,0.9375,0.1481880634297888,245.2322187423706,253.9921875,140.94911575317383,5e-06,362,1,0.7109375,1.0,0.0,0.7109375,1.0,0.0,-0.2225104719400406,0.5400605201721191,-2.4748666286468506,-0.2225104719400406,0.5400605201721191,-2.4748666286468506,469.6875,3362.0,98.0,0.0,469.6875,3362.0,98.0,0.0,0.0,1130.25,1668.0,798.0,0.0,3,62,10.75,0.25,0.75,5.6875,8,5.6875,8.0,8,8,3.464706242084503e-05,1.0787308374419808,25.45806857943535,4.387255888657819,0.0,0.0,0.0,25.45806857943535,0.0,1037,3303,27.834093120880425,8.298642933368683e-05,1.893009366467595,0.0037045711651444435,19.321493661031127,49.09463809803128,3.75872477889061e-05,0.46297560081304767,0.09434691619316735,1.8089433010783838e-05,204792,49.09463809803128,2085.6860131148646,,,,,,,
363,True,17784,0.05679478496313095,0.0016916353997658007,6.219300803422811e-05,1.5254319805535488e-05,0.00757261760008987,-0.019583493354730308,-0.012010875754640438,1.0,1111.5,1.0,0.0,-1.87756499266834,3.1821095533668995,4892672.34375,0.1799383908510208,0.1799383908510208,0.23079819880795382,-0.019583493354730308,0.13499478795966524,0.0016916353997658007,6.219300803422811e-05,1.5254319805535488e-05,0.03793446533381939,1.613459893836989,0.0,1.0,0.2,0.2,0.2,3.0,1.1171875,0.14962877903508082,245.2322187423706,253.9921875,141.04734420776367,5e-06,363,1,0.7734375,1.0,0.0,0.7734375,1.0,0.0,-0.2969777584075928,2.4748666286468506,-2.4748666286468506,-0.2969777584075928,2.4748666286468506,-2.4748666286468506,760.5859375,8192.0,110.0,0.0078125,760.5859375,8192.0,110.0,0.0078125,0.0,1101.0625,1759.0,787.0,0.0,3,62,15.8046875,0.125,0.875,6.1875,8,6.1875,8.0,8,8,3.570877015590668e-05,1.0358389681205153,71.08171113952994,7.258266045537312,0.0,0.0,0.0,71.08171113952994,0.0,966,8192,73.11142442189157,8.538831025362015e-05,2.0737308068200946,0.0037397779524326324,22.945173134095967,98.16387186013162,3.794580698013306e-05,0.7509776017861596,0.09629055706718243,1.5694163658856743e-05,238291,98.16387186013162,1213.7408370542266,,,,,,,
364,True,34144,0.061662182211875916,0.0012203378573758528,3.4957718867190124e-05,3.043139486180735e-06,0.005960527108982205,-0.004253509134287015,0.0017070178291760385,1.0,2134.0,1.0,0.0,-1.9154569637030363,3.1524581983685493,4320150.9140625,0.04078838066197932,0.04078838066197932,0.4074844407799838,-0.004253509134287015,0.05342317532627398,0.0012203378573758528,3.4957718867190124e-05,3.043139486180735e-06,0.009088501217775047,1.6415498042479157,0.0,1.0,0.2,0.2,0.2,3.0,0.8125,0.15204264030223177,245.2322187423706,253.9921875,141.26311874389648,5e-06,364,1,0.6328125,1.0,0.0,0.6328125,1.0,0.0,-0.2064436972141266,0.935412585735321,-2.4748666286468506,-0.2064436972141266,0.935412585735321,-2.4748666286468506,568.78125,4407.0,101.0,0.0,568.78125,4407.0,101.0,0.0,0.0,1235.8125,1727.0,781.0,0.0,3,62,11.84375,0.3125,0.6875,5.0625,8,5.0625,8.0,8,8,5.4210424423217773e-05,1.1659971438348293,34.276724269613624,5.43505479729356,0.0,0.0,0.0,34.276724269613624,0.0,1509,4407,36.52061410527676,0.00011108815670013428,2.0044705094769597,0.003735046833753586,21.47341446764767,60.03333600796759,4.5552849769592285e-05,0.5016292251150591,0.09296333345302644,1.6169873905802836e-05,230988,60.03333600796759,1923.8311191747148,,,,,,,
365,True,33176,0.06201919540762901,0.0007177818915806711,-0.00038197560024855193,0.0,0.007533476979006082,-0.012019563582725823,-0.004486086429096758,1.0,2073.5,1.0,0.0,-0.9428156288340688,2.3991767913103104,5823545.765625,0.11000867374241352,0.11000867374241352,0.43312177173023475,-0.012019563582725823,0.12705579131299394,0.0007177818915806711,-0.00038197560024855193,0.0,0.024341141805052757,0.8074498446658254,0.0,1.0,0.2,0.2,0.2,3.0,0.75,0.14890289308560986,245.2322187423706,253.9921875,140.9321174621582,5e-06,365,1,0.84375,1.0,0.0,0.84375,1.0,0.0,-0.13966970145702362,0.5400605201721191,-1.6201815605163574,-0.13966970145702362,0.5400605201721191,-1.6201815605163574,425.859375,3487.0,88.0,0.0,425.859375,3487.0,88.0,0.0,0.0,1172.875,1640.0,874.0,0.0,3,61,8.4375,0.125,0.875,6.75,8,6.75,8.0,8,8,5.767960101366043e-05,0.9276391286402941,27.860418112948537,3.973690449463902,0.0,0.0,0.0,27.860418112948537,0.0,1633,3487,30.20951442234218,0.00010742712765932083,1.8188392668962479,0.003750351257622242,19.36149526387453,51.42304772604257,3.887154161930084e-05,0.5542013286065343,0.09461339176435721,1.8326758752637546e-05,204638,51.42304772604257,1989.7498208411673,,,,,,,
366,True,38608,0.06340977549552917,0.0008596539646532619,0.0001021131649849849,2.592500322862179e-06,0.018543790429248475,-0.022087026402004994,-0.0035432360891718417,1.0,2413.0,1.0,0.0,-2.36092022433877,3.54448701441288,4592955.46875,0.2089808825403452,0.2089808825403452,0.38248457740112674,-0.022087026402004994,0.290435853662413,0.0008596539646532619,0.0001021131649849849,2.592500322862179e-06,0.05485382489860058,2.0647122263908386,0.0,1.0,0.2,0.2,0.2,3.0,0.966796875,0.1537420442850413,245.2322187423706,253.9921875,140.96760940551758,5e-06,366,1,0.8125,1.0,0.0,0.8125,1.0,0.0,-0.37307944893836975,0.935412585735321,-2.4748666286468506,-0.37307944893836975,0.935412585735321,-2.4748666286468506,666.1640625,4487.0,119.0,0.0,666.1640625,4487.0,119.0,0.0,0.0,1295.875,1854.0,917.0,0.0,3,61,12.515625,0.125,0.875,6.5,8,6.5,8.0,8,8,5.8329664170742035e-05,1.265985982492566,37.802363170310855,6.470672348877997,0.0,0.0,0.0,37.802363170310855,0.0,1854,4487,40.38537869695574,8.455943316221237e-05,2.110821864567697,0.0036502378061413765,23.51638098154217,66.04622197989374,3.6384910345077515e-05,0.47362322411375457,0.09363815936681852,1.4534615240607373e-05,251141,66.04622197989374,1901.2518238852035,,,,,,,
367,True,38584,0.06066375970840454,0.0016398899279010948,-6.289600787567906e-05,1.419323643858661e-05,-0.004962325256201439,-0.024825294538459275,-0.02978761977283284,1.0,2411.5,1.0,0.0,-2.4321240670979023,3.379285506904125,3423018.67578125,0.22946898837108165,0.22946898837108165,0.36129722363555467,-0.024825294538459275,0.2050282274338898,0.0016398899279010948,-6.289600787567906e-05,1.419323643858661e-05,0.053771711711306125,2.0726816169917583,0.0,1.0,0.2,0.2,0.2,3.0,0.927734375,0.15791603904359675,245.2322187423706,253.9921875,141.22278213500977,5e-06,367,1,0.71875,1.0,0.0,0.71875,1.0,0.0,-0.17858856916427612,1.6201815605163574,-1.6201815605163574,-0.17858856916427612,1.6201815605163574,-1.6201815605163574,940.3828125,4380.0,91.0,0.0,940.3828125,4380.0,91.0,0.0,0.0,1332.8125,2022.0,812.0,0.0,3,62,20.03125,0.125,0.875,5.75,8,5.75,8.0,8,8,3.4479424357414246e-05,0.9955625282600522,37.39962962269783,9.03935527100839,0.0,0.0,0.0,37.39962962269783,0.0,1640,4380,39.48398995678872,8.438620716333389e-05,2.3631622726097703,0.003803746774792671,26.756252095103264,68.63850759156048,3.625359386205673e-05,0.32802457407462654,0.09195567945417987,1.3072687381792119e-05,290969,68.63850759156048,2119.575513875074,,,,,,,
